
[00:00:00.000 --> 00:00:02.200]  我們先來帶他低頭,我們祈禱好嗎?
[00:00:02.200 --> 00:00:06.400]  天文求祢自己用祢的話語成為我們生命的幫助和激勵
[00:00:06.400 --> 00:00:11.200]  特別讓我們能夠知道今天我們所領受的絕對不是一個廉價的恩典
[00:00:11.200 --> 00:00:14.400]  原來祢要求我們來帶他去毀身給祢
[00:00:14.400 --> 00:00:18.100]  主要求祢來幫助我們懂得怎樣來帶他將自己呈獻給祢
[00:00:18.100 --> 00:00:20.400]  因為我們經歷到祢的愛和救贖
[00:00:20.400 --> 00:00:23.700]  求祢來用耶穌基督的補血和孩子的過範
[00:00:23.700 --> 00:00:28.400]  叫我能夠成為一個潔淨的器皿,守潔心清的來服侍祢
[00:00:28.600 --> 00:00:30.600]  願以聖靈利在我當中,祢去做工作
[00:00:30.600 --> 00:00:34.200]  聽下在祢面前的祈禱,賴奉主德聖一命,阿們
[00:00:34.200 --> 00:00:39.200]  故事的主角很值得我們欣賞,其治可嘉
[00:00:39.200 --> 00:00:44.000]  你如果留意到的時候,當時這個人是什麼呢?
[00:00:44.000 --> 00:00:49.200]  是一個少年人,是一個年輕人,但是年少得志
[00:00:49.200 --> 00:00:54.500]  還有如果我們看另外一段,經文在路加福音第十八章十八到三十節
[00:00:54.500 --> 00:00:57.800]  我們不讀出來了,我們知道原來這個人是一個官
[00:00:58.400 --> 00:01:00.800]  少年,但是做官
[00:01:00.800 --> 00:01:03.800]  但是很多做官的就為富不仁
[00:01:03.800 --> 00:01:06.500]  因為你知道國內很多的官都來貪污
[00:01:06.500 --> 00:01:11.100]  但是你們也看到原來他是遵守了神的律法
[00:01:11.100 --> 00:01:14.400]  他的道德情操都非常高
[00:01:14.400 --> 00:01:19.400]  他有社會地位,他有名望,他有錢
[00:01:19.400 --> 00:01:24.700]  但是他竟然還有一個很渴慕真理的心
[00:01:25.400 --> 00:01:29.300]  他知道耶穌能夠將天國的福音又說出來
[00:01:29.300 --> 00:01:35.000]  於是他當眾,請你記住,是白天,當街當巷的時候
[00:01:35.000 --> 00:01:36.800]  你看他去見耶穌
[00:01:36.800 --> 00:01:41.900]  甚至在街道上跪下來求問耶穌
[00:01:41.900 --> 00:01:44.000]  怎樣可以進入天國
[00:01:44.000 --> 00:01:47.300]  如果你記得有一個人叫尼哥底姆
[00:01:47.300 --> 00:01:51.400]  他也去問耶穌怎樣進入天國,但是很怕別人又看到他
[00:01:51.600 --> 00:01:56.200]  跟耶穌有交往,是晚上靜悄悄地去找耶穌
[00:01:56.200 --> 00:02:02.500]  但是這個不是,這麼有地位的人竟然不怕別人去看他
[00:02:02.500 --> 00:02:05.100]  不怕別人在這裡洩洩私語
[00:02:05.100 --> 00:02:10.200]  搞什麼呀,這個官來的,這樣來跪下來問耶穌
[00:02:10.200 --> 00:02:12.800]  他是不是壞了什麼,他很不濟
[00:02:12.800 --> 00:02:17.800]  一定有很多人來猜測,很多人來推想,很多人來批評
[00:02:18.200 --> 00:02:21.800]  但是他不怕別人投以歧義的目光
[00:02:21.800 --> 00:02:25.700]  不怕別人洩洩私語的來批判他
[00:02:25.700 --> 00:02:29.000]  而他這個追求學務真理的心
[00:02:29.000 --> 00:02:32.200]  是很值得我們欣賞和學習的
[00:02:32.200 --> 00:02:35.200]  但是這也反映一件事是什麼呢
[00:02:35.200 --> 00:02:39.100]  這個人在人眼中看起來也是一等一的好人
[00:02:39.100 --> 00:02:40.600]  因為他已經遵守了律法
[00:02:40.600 --> 00:02:45.800]  而且他有這麼有地位,但是有錢有名望有地位
[00:02:45.800 --> 00:02:47.600]  甚至有高的享受
[00:02:48.300 --> 00:02:52.500]  但是某個程度並不能夠滿足他內心裡的那種空虛
[00:02:52.500 --> 00:02:56.100]  正正因為內心裡的那種渴求
[00:02:56.100 --> 00:02:58.700]  於是驅使他去兩問耶穌
[00:02:58.700 --> 00:03:02.200]  今天有很多有錢人,我們都很羨慕他
[00:03:02.200 --> 00:03:04.700]  但是你有沒有想到這些有錢人
[00:03:04.700 --> 00:03:06.900]  往往有時候都有一些很幽暗的一面
[00:03:06.900 --> 00:03:10.500]  剛剛11月11日應該是夫妻節,現在叫做光棍節
[00:03:10.500 --> 00:03:13.000]  你也知道現在世界性的了
[00:03:13.000 --> 00:03:17.900]  賣東西的幾個小時就已經過百億了
[00:03:18.100 --> 00:03:21.300]  有個人叫馬雲,他是非常有錢的
[00:03:21.300 --> 00:03:24.800]  但是他自己說,他不是浪費命,他真的說
[00:03:24.800 --> 00:03:28.400]  當日我還沒發跡的時候,反而我還過得舒服一點
[00:03:28.400 --> 00:03:30.900]  現在其實有很多的壓力
[00:03:30.900 --> 00:03:36.000]  我想我們在這兩天裡面可以看到唐心風暴的真實版
[00:03:36.000 --> 00:03:38.600]  就是榮記的兩兄弟
[00:03:38.600 --> 00:03:44.600]  怎樣可以終極的贏了這場官司
[00:03:44.600 --> 00:03:46.300]  我想很多人都會開心的
[00:03:46.300 --> 00:03:48.100]  因為這個大哥我們覺得他真是慘的
[00:03:48.100 --> 00:03:50.500]  但是你想一下,榮記燒我們有沒有吃過
[00:03:50.500 --> 00:03:54.000]  我吃過大圓穿燒鵝,我沒有這樣吃過
[00:03:54.000 --> 00:03:57.600]  對我來說太貴了,我沒有吃過,但是很貴
[00:03:57.600 --> 00:04:02.300]  但是問題就是有錢,但是其實不等於什麼
[00:04:02.300 --> 00:04:05.400]  所以這個人的內心是非常渴求
[00:04:05.400 --> 00:04:09.300]  所以今天有時候我們都要去欣賞這個人的心
[00:04:09.300 --> 00:04:13.400]  我今天看到教會裡面很多弟兄姊妹,很多人都是值得我欣賞的
[00:04:13.700 --> 00:04:17.000]  說出來工作沒多久就要繼續讀書,讀完一個學位又一個學位
[00:04:17.000 --> 00:04:18.600]  考完一張紙牌又一張紙牌
[00:04:18.600 --> 00:04:20.900]  某個程度上可能要保住飯碗
[00:04:20.900 --> 00:04:23.600]  但是你都要去增值自己的時候
[00:04:23.600 --> 00:04:26.000]  這個追求的心值得我們欣賞
[00:04:26.000 --> 00:04:30.000]  但是有時候我們有沒有把這個追求的心都放在我們的信仰上面呢
[00:04:30.000 --> 00:04:34.100]  好了,耶穌就於是馬上回應
[00:04:34.100 --> 00:04:38.100]  這個人怎樣才可以得到永生呢
[00:04:38.100 --> 00:04:40.600]  但是這個回應是中正他的要害
[00:04:40.600 --> 00:04:43.000]  耶穌怎樣來回應他呢
[00:04:43.200 --> 00:04:45.800]  我們一起來讀第十章的第二十一節
[00:04:45.800 --> 00:04:47.600]  第十章二十一節我們一起來讀出
[00:04:47.600 --> 00:05:05.100]  弟兄姊妹請你放心
[00:05:05.100 --> 00:05:07.100]  我今天不會發出這個呼召
[00:05:07.100 --> 00:05:09.100]  叫你們變賣所有的人
[00:05:09.100 --> 00:05:12.800]  你們又分給窮人然後來跟隨主
[00:05:13.100 --> 00:05:14.600]  今天絕對不會有這個要求
[00:05:14.600 --> 00:05:18.200]  我不知道大家對這個回應有什麼看法
[00:05:18.200 --> 00:05:20.600]  在我們的信念是什麼
[00:05:20.600 --> 00:05:22.200]  怎樣來進入天國
[00:05:22.200 --> 00:05:24.700]  就是我們知道自己有罪
[00:05:24.700 --> 00:05:27.700]  我們承認自己是一個罪人
[00:05:27.700 --> 00:05:30.900]  接受耶穌基督為我們釘十字架救贖我們
[00:05:30.900 --> 00:05:32.100]  於是我們就得救了
[00:05:32.100 --> 00:05:35.100]  但是為什麼這次竟然不是這樣呢
[00:05:35.100 --> 00:05:38.400]  耶穌竟然叫他變賣所有的
[00:05:38.400 --> 00:05:40.100]  但是去周濟窮人
[00:05:41.100 --> 00:05:45.000]  今天我們要來遵守神的律法
[00:05:45.000 --> 00:05:47.100]  過一個聖潔的生活
[00:05:47.100 --> 00:05:48.200]  這個是絕對正確
[00:05:48.200 --> 00:05:49.800]  但是並不足夠
[00:05:49.800 --> 00:05:55.000]  因為沒有一個人可以完全遵守所有的律法
[00:05:55.000 --> 00:05:57.400]  你犯了一條的時候
[00:05:57.400 --> 00:06:00.500]  你就已經是一個有罪的人,是不是
[00:06:00.500 --> 00:06:03.000]  所以更加重要的是怎樣呢
[00:06:03.000 --> 00:06:04.800]  我們要在心態上面
[00:06:04.800 --> 00:06:07.600]  是要以神為主
[00:06:07.600 --> 00:06:09.300]  以神為首
[00:06:10.400 --> 00:06:12.800]  可能有很多人就覺得基督教的信仰
[00:06:12.800 --> 00:06:14.400]  是特別的嚴苛
[00:06:14.400 --> 00:06:15.900]  特別的專橫
[00:06:15.900 --> 00:06:17.900]  因為神經常都強調
[00:06:17.900 --> 00:06:19.600]  就是我們要在心態上面
[00:06:19.600 --> 00:06:22.200]  是要專去為神,專去為首
[00:06:22.200 --> 00:06:26.200]  如果有一些東西阻礙了
[00:06:26.200 --> 00:06:27.900]  我們跟神力關係,神就要除去
[00:06:27.900 --> 00:06:30.000]  今天我們的神不是一個菩薩
[00:06:30.000 --> 00:06:32.100]  今天我們的神不是彼得多
[00:06:32.100 --> 00:06:34.000]  我有事我才去求你
[00:06:34.000 --> 00:06:36.800]  呼之則來,揮之則去
[00:06:36.800 --> 00:06:38.800]  當我平安穩妥的時候
[00:06:38.800 --> 00:06:40.200]  於是我就將他放在一旁
[00:06:40.500 --> 00:06:41.800]  絕對不是這樣
[00:06:41.800 --> 00:06:43.100]  今天神對我們有要求
[00:06:43.100 --> 00:06:45.500]  所以從某一個角度來說
[00:06:45.500 --> 00:06:49.200]  民間信仰是容易很多的
[00:06:49.200 --> 00:06:52.300]  因為我家是一個很迷信很傳統的家庭
[00:06:52.300 --> 00:06:56.300]  但是原來只是某一個的大時大節
[00:06:56.300 --> 00:06:58.700]  或者那個神的節慶
[00:06:58.700 --> 00:07:00.100]  什麼誕辰
[00:07:00.100 --> 00:07:02.600]  你走去,去拜一拜他
[00:07:02.600 --> 00:07:03.800]  做一隻燒豬給他
[00:07:03.800 --> 00:07:05.400]  吸一吸油,自己吃了之後
[00:07:05.400 --> 00:07:06.700]  那就OK了
[00:07:06.700 --> 00:07:08.300]  你不需要
[00:07:08.300 --> 00:07:11.800]  他沒有要求你將他在生命當中為首
