
[00:00:00.000 --> 00:00:04.800]  今天的《講道經文》就去到《約翰一書》的中間
[00:00:04.800 --> 00:00:07.000]  《約翰一書》原來就
[00:00:07.000 --> 00:00:10.600]  一直由第一章都講一個重要的方向
[00:00:10.600 --> 00:00:12.100]  就是關心一班人
[00:00:12.100 --> 00:00:14.600]  他是不是很清楚耶穌
[00:00:14.600 --> 00:00:16.200]  好了 我們看看大綱
[00:00:16.200 --> 00:00:17.200]  記不記得
[00:00:17.200 --> 00:00:19.200]  那個引言裡面就這樣說
[00:00:19.200 --> 00:00:22.600]  哪個人可以能夠看到上帝的慈愛呢?
[00:00:22.600 --> 00:00:24.600]  原來經文裡面有講的
[00:00:24.600 --> 00:00:28.000]  就是那些真是同上帝生的人
[00:00:28.000 --> 00:00:30.000]  原來在經文裡面
[00:00:30.000 --> 00:00:32.700]  那個大綱裡面應該是三章九字
[00:00:32.700 --> 00:00:33.800]  是很難解的
[00:00:33.800 --> 00:00:35.800]  三章九字為什麼難解呢?
[00:00:35.800 --> 00:00:37.800]  讀一下出來讓大家知道為什麼難解
[00:00:37.800 --> 00:00:40.800]  好了 三章九字一起讀好不好?
[00:00:40.800 --> 00:00:45.800]  凡從神聖的不犯罪
[00:00:45.800 --> 00:00:49.800]  因為上帝的道存在他裡面
[00:00:49.800 --> 00:00:52.800]  他也不能犯罪
[00:00:52.800 --> 00:00:53.800]  原來第二
[00:00:53.800 --> 00:00:54.800]  我先推到這裡
[00:00:54.800 --> 00:00:56.300]  後面那個我再重複一次
[00:00:56.300 --> 00:00:56.800]  為什麼呢?
[00:00:56.800 --> 00:00:58.800]  你有沒有留意第九節最後
[00:00:58.800 --> 00:00:59.800]  我讀給你聽
[00:00:59.800 --> 00:01:02.300]  因為他時由上帝所生
[00:01:02.300 --> 00:01:03.800]  或者由神所生
[00:01:03.800 --> 00:01:06.300]  第九節為什麼這麼難解呢?
[00:01:06.300 --> 00:01:07.300]  最後那句
[00:01:07.300 --> 00:01:08.800]  由上帝所生
[00:01:08.800 --> 00:01:10.300]  和第九節開頭
[00:01:10.300 --> 00:01:11.300]  從上帝生
[00:01:11.300 --> 00:01:13.800]  你看到開頭和劍理是一樣的嗎?
[00:01:13.800 --> 00:01:15.800]  都是講從上帝生
[00:01:15.800 --> 00:01:16.800]  好了 接著你看到
[00:01:16.800 --> 00:01:17.800]  第九節開頭
[00:01:17.800 --> 00:01:19.800]  凡從上帝生的
[00:01:19.800 --> 00:01:21.800]  他加上一個形容
[00:01:21.800 --> 00:01:23.300]  你是上帝生的
[00:01:23.300 --> 00:01:24.300]  不犯罪
[00:01:24.300 --> 00:01:26.300]  第九節的開頭就是這樣
[00:01:26.300 --> 00:01:27.800]  第九節的最後就是
[00:01:27.800 --> 00:01:29.800]  他也不能犯罪
[00:01:29.800 --> 00:01:30.800]  不犯罪
[00:01:30.800 --> 00:01:31.800]  不能夠犯罪
[00:01:31.800 --> 00:01:33.300]  不會去犯罪
[00:01:33.300 --> 00:01:34.800]  因為他是上帝生
[00:01:34.800 --> 00:01:37.800]  你看不到第九節最後是重複開頭的嗎?
[00:01:37.800 --> 00:01:39.300]  是不是很容易看到?
[00:01:39.300 --> 00:01:41.800]  中間就是有個原因的
[00:01:41.800 --> 00:01:43.800]  因為在這個人裡面
[00:01:43.800 --> 00:01:45.800]  有上帝的道
[00:01:45.800 --> 00:01:46.800]  哎呀 你問
[00:01:46.800 --> 00:01:48.300]  為什麼有顆星在這裡呢?
[00:01:48.300 --> 00:01:50.800]  原來今天你手上拿著的經文
[00:01:50.800 --> 00:01:52.800]  叫做和合本修靈版
[00:01:52.800 --> 00:01:54.800]  如果有人買聖經
[00:01:54.800 --> 00:01:56.300]  他剛剛信主
[00:01:56.300 --> 00:01:57.300]  如果有人洗禮
[00:01:57.300 --> 00:01:58.300]  你知道有位姊妹
[00:01:58.300 --> 00:01:58.800]  有位弟兄洗禮
[00:01:58.800 --> 00:01:59.800]  你就想著
[00:01:59.800 --> 00:02:00.800]  我知道去灣斯
[00:02:00.800 --> 00:02:03.300]  有七位弟兄姊妹來洗禮
[00:02:03.300 --> 00:02:04.800]  不如聖誕洗禮前
[00:02:04.800 --> 00:02:05.800]  我們去送份禮物吧
[00:02:05.800 --> 00:02:07.800]  那你要送和合本修靈版給他
[00:02:07.800 --> 00:02:09.300]  你說 哎呀 人家送了
[00:02:09.300 --> 00:02:10.300]  那不要緊
[00:02:10.300 --> 00:02:11.800]  後面有一本叫做新寒月
[00:02:11.800 --> 00:02:12.800]  送給他
[00:02:12.800 --> 00:02:13.800]  那有兩本
[00:02:13.800 --> 00:02:16.800]  我們很想在明年的一月
[00:02:16.800 --> 00:02:18.800]  推動整個群體
[00:02:18.800 --> 00:02:19.800]  用半年的時間
[00:02:19.800 --> 00:02:21.300]  去讀完新的聖經
[00:02:21.300 --> 00:02:23.300]  假如你是觀音篇的弟兄姊妹
[00:02:23.300 --> 00:02:26.800]  你就預備讀完和合本修靈版
[00:02:26.800 --> 00:02:28.800]  由馬太孤音讀到啟示錄
[00:02:28.800 --> 00:02:31.800]  如果你已經讀得都差不多了
[00:02:31.800 --> 00:02:32.800]  我和修本都讀過了
[00:02:32.800 --> 00:02:34.800]  我就買一本新寒月來讀
[00:02:34.800 --> 00:02:37.300]  原來這裡講上帝的道
[00:02:37.300 --> 00:02:39.300]  你很自然以為就是講聖經
[00:02:39.300 --> 00:02:40.800]  講神的話語
[00:02:40.800 --> 00:02:42.800]  但是難解的地方
[00:02:42.800 --> 00:02:45.300]  原來不是說凡從上帝身不犯罪
[00:02:45.300 --> 00:02:46.300]  那麼難解
[00:02:46.300 --> 00:02:47.300]  這句是難解的
[00:02:47.300 --> 00:02:48.800]  但還有就是這個道
[00:02:48.800 --> 00:02:49.800]  這個字為什麼
[00:02:49.800 --> 00:02:51.300]  你看看和合本修靈版
[00:02:51.300 --> 00:02:52.300]  給了一顆星
[00:02:52.300 --> 00:02:53.800]  原來這個道
[00:02:53.800 --> 00:02:55.800]  直譯應該譯為「種」
[00:02:55.800 --> 00:02:57.300]  什麼叫「種」?
[00:02:57.300 --> 00:03:01.800]  「種」即是種子
[00:03:01.800 --> 00:03:02.800]  「種子」即是
[00:03:02.800 --> 00:03:04.800]  如果引申即是後裔
[00:03:04.800 --> 00:03:07.300]  所以原來你去找書說解聖經
[00:03:07.300 --> 00:03:09.800]  上帝的道可以有十個解釋
[00:03:09.800 --> 00:03:11.300]  講聖靈
[00:03:11.300 --> 00:03:12.800]  上帝使的生命
[00:03:12.800 --> 00:03:14.300]  很複雜很複雜
[00:03:14.300 --> 00:03:15.800]  什麼解釋都有
[00:03:15.800 --> 00:03:16.800]  但是你有沒有留意
[00:03:16.800 --> 00:03:18.800]  這段經文的重點其實想講什麼?
[00:03:18.800 --> 00:03:21.800]  頭尾都說我們從上帝身的
[00:03:21.800 --> 00:03:23.800]  頭尾都說不犯罪
[00:03:23.800 --> 00:03:24.800]  今天
[00:03:24.800 --> 00:03:27.300]  我很想藉著這節難解的經文
[00:03:27.300 --> 00:03:28.800]  引發我們去想想
[00:03:28.800 --> 00:03:30.800]  約翰一書的作者
[00:03:30.800 --> 00:03:31.800]  去到這裡
[00:03:31.800 --> 00:03:34.800]  為什麼要提我們不犯罪呢?
[00:03:34.800 --> 00:03:36.800]  原來上文有的
[00:03:36.800 --> 00:03:38.300]  剛才我不考考你看有沒有留意
[00:03:38.300 --> 00:03:40.300]  原來在上文三章九節
[00:03:40.300 --> 00:03:41.800]  都有提不犯罪的
[00:03:41.800 --> 00:03:43.300]  怎樣提法呢?
[00:03:43.300 --> 00:03:45.300]  原來在第三章的六節
[00:03:45.300 --> 00:03:46.300]  你試試幫我讀
[00:03:46.300 --> 00:03:47.300]  請藍氏幫我大聲讀
[00:03:47.300 --> 00:03:49.300]  三章六節都有提過不犯罪
[00:03:49.300 --> 00:03:50.300]  這個重點
[00:03:50.300 --> 00:03:52.300]  好 三章六節請大兄動
[00:03:52.300 --> 00:04:01.800]  好了
[00:04:01.800 --> 00:04:03.800]  這裡又是一些文法上
[00:04:03.800 --> 00:04:05.300]  或者是字句上
[00:04:05.300 --> 00:04:06.800]  牧師你講的東西很深
[00:04:06.800 --> 00:04:07.800]  不如我這樣講
[00:04:07.800 --> 00:04:08.800]  我簡單一點講
[00:04:08.800 --> 00:04:09.800]  你看看第六節
[00:04:09.800 --> 00:04:10.800]  我讀給你聽
[00:04:10.800 --> 00:04:12.300]  他這樣講
[00:04:12.300 --> 00:04:14.300]  他就說有些人
[00:04:14.300 --> 00:04:17.300]  住在耶穌基督裏面
[00:04:17.300 --> 00:04:18.800]  那些人不犯罪
[00:04:18.800 --> 00:04:19.800]  好了 接著反過來
[00:04:19.800 --> 00:04:20.800]  我就問你
[00:04:20.800 --> 00:04:21.800]  那些犯罪的人
[00:04:21.800 --> 00:04:23.800]  有沒有住在耶穌那裏?
[00:04:23.800 --> 00:04:24.800]  懂得回答嗎?
[00:04:24.800 --> 00:04:25.800]  是不是很容易回答?
[00:04:25.800 --> 00:04:26.800]  哦 犯罪的
[00:04:26.800 --> 00:04:28.800]  那些就不在耶穌裏面
[00:04:28.800 --> 00:04:30.800]  即是在他每日的生命裏面
[00:04:30.800 --> 00:04:32.800]  他需要耶穌嗎?
[00:04:32.800 --> 00:04:34.800]  為什麼不需要?
[00:04:34.800 --> 00:04:35.800]  我都沒有罪
[00:04:35.800 --> 00:04:36.800]  何須需要耶穌呢?
[00:04:36.800 --> 00:04:38.800]  所以原來第六節
[00:04:38.800 --> 00:04:40.800]  是為了第九節預備
[00:04:40.800 --> 00:04:43.800]  如果只是讀約翰一書的經文
[00:04:43.800 --> 00:04:44.800]  你會發覺
[00:04:44.800 --> 00:04:45.800]  重複又重複
[00:04:45.800 --> 00:04:46.800]  好像很沉醉
[00:04:46.800 --> 00:04:48.800]  好像很長篇
[00:04:48.800 --> 00:04:49.800]  好像講來講去
[00:04:49.800 --> 00:04:50.800]  講同一樣東西
[00:04:50.800 --> 00:04:52.800]  我這次就想還原這段經文
[00:04:52.800 --> 00:04:53.800]  一些重點
[00:04:53.800 --> 00:04:55.800]  幫你記得講什麼
[00:04:55.800 --> 00:04:56.800]  如果這樣講
[00:04:56.800 --> 00:04:57.800]  第六節很簡單
[00:04:57.800 --> 00:04:59.800]  這個人
[00:04:59.800 --> 00:05:01.800]  他每日
[00:05:01.800 --> 00:05:02.800]  在他生命裏面
[00:05:02.800 --> 00:05:03.800]  他很需要耶穌
[00:05:03.800 --> 00:05:05.800]  他有耶穌在他生命裏面
[00:05:05.800 --> 00:05:07.800]  他就不犯罪
[00:05:07.800 --> 00:05:08.800]  那些犯是犯罪的
[00:05:08.800 --> 00:05:09.800]  就不在耶穌裏面
[00:05:09.800 --> 00:05:10.800]  你就問
[00:05:10.800 --> 00:05:12.800]  為什麼那個人不在耶穌裏面呢?
[00:05:12.800 --> 00:05:13.800]  一直講
[00:05:13.800 --> 00:05:14.800]  犯是犯罪的
[00:05:14.800 --> 00:05:15.800]  就是未曾
[00:05:15.800 --> 00:05:18.800]  有兩次講未曾
[00:05:18.800 --> 00:05:19.800]  未曾什麼?
[00:05:19.800 --> 00:05:21.800]  看過耶穌
[00:05:21.800 --> 00:05:22.800]  還有呢?
[00:05:22.800 --> 00:05:24.800]  未曾認識祂
[00:05:24.800 --> 00:05:25.800]  在這個世界裏面
[00:05:25.800 --> 00:05:26.800]  原來很多人
[00:05:26.800 --> 00:05:29.800]  他們都很想解決人生問題
[00:05:29.800 --> 00:05:33.800]  他們很想生命面對罪惡的問題的時候
[00:05:33.800 --> 00:05:35.800]  他們想很多解決的方法
[00:05:35.800 --> 00:05:37.800]  他們有什麼方法呢?
[00:05:37.800 --> 00:05:39.800]  罪的問題就是將功
[00:05:39.800 --> 00:05:40.800]  什麼?
[00:05:40.800 --> 00:05:41.800]  保固
[00:05:41.800 --> 00:05:44.800]  我昨天探一個法案
[00:05:44.800 --> 00:05:48.800]  為什麼人要面對罪的問題
[00:05:48.800 --> 00:05:50.800]  這些怎樣算是罪呢?
[00:05:50.800 --> 00:05:51.800]  有些人就說
[00:05:51.800 --> 00:05:54.800]  我打麻將仔不是罪
[00:05:54.800 --> 00:05:56.800]  我買馬仔不是罪
[00:05:56.800 --> 00:06:00.800]  我吸煙喝酒不是罪
[00:06:00.800 --> 00:06:02.800]  那倒是
[00:06:02.800 --> 00:06:04.800]  吸煙會不會被捕呢?
[00:06:04.800 --> 00:06:05.800]  會的
[00:06:05.800 --> 00:06:06.800]  如果你在茶餐廳裏面
[00:06:06.800 --> 00:06:07.800]  經常被捕
[00:06:07.800 --> 00:06:08.800]  因為犯法
[00:06:08.800 --> 00:06:09.800]  原來很得意的
[00:06:09.800 --> 00:06:12.800]  他說犯法就是罪
[00:06:12.800 --> 00:06:14.800]  如果你做的事情不犯法
[00:06:14.800 --> 00:06:15.800]  就不是罪
