
[00:00:00.000 --> 00:00:02.000]  今天是跟大家來分享
[00:00:02.000 --> 00:00:06.000]  我們在奔跑這個生活中的
[00:00:06.000 --> 00:00:10.000]  我們奔跑這個將來中的一種生活的觀念
[00:00:10.000 --> 00:00:14.000]  這個生活的觀念就是以上帝的優先
[00:00:14.000 --> 00:00:18.000]  成為我們生活當中最優等的生活
[00:00:18.000 --> 00:00:19.000]  請大家注意
[00:00:19.000 --> 00:00:22.000]  我相信在座的朋友弟兄姊妹
[00:00:22.000 --> 00:00:28.000]  你們的生活總是有神自己的帶領跟恩賦
[00:00:28.000 --> 00:00:32.000]  我不相信在座的人生活裡面是沒有神的恩典
[00:00:32.000 --> 00:00:35.000]  所以今天不是講到我們沒有
[00:00:35.000 --> 00:00:38.000]  我是講到我們生活當中的確有許多
[00:00:38.000 --> 00:00:41.000]  因著我們的經驗、我們的生活、
[00:00:41.000 --> 00:00:45.000]  我們的財富、我們的背景、我們的教育所給我們的
[00:00:45.000 --> 00:00:48.000]  但是想一下若是神要給你的
[00:00:48.000 --> 00:00:51.000]  給你現在更好的,你願意嗎?
[00:00:51.000 --> 00:00:53.000]  你願意嗎?
[00:00:53.000 --> 00:00:56.000]  搬家就是一個神學
[00:00:56.000 --> 00:00:58.000]  因為你搬到另外的地方
[00:00:58.000 --> 00:01:02.000]  你要想的不是給搬以前住的地方更差
[00:01:02.000 --> 00:01:05.000]  總是想到搬來的地方更好
[00:01:05.000 --> 00:01:08.000]  那這個就是我們生命中的一個盼望
[00:01:08.000 --> 00:01:11.000]  所以今天我跟大家來分享這個題目
[00:01:11.000 --> 00:01:14.000]  是讓我們更在神的面前奔跑
[00:01:14.000 --> 00:01:17.000]  奔跑在這一種的生活觀念裡面
[00:01:17.000 --> 00:01:21.000]  人需要回應神的呼喚
[00:01:21.000 --> 00:01:26.000]  放棄了為奴的身份付上的代價
[00:01:26.000 --> 00:01:29.000]  不貪圖安日的生活
[00:01:29.000 --> 00:01:33.000]  就在那個時候我們才是過著
[00:01:33.000 --> 00:01:38.000]  神所給我們淑女兒女的這種的祝福
[00:01:38.000 --> 00:01:42.000]  真的是過著一個贖福他自由的生活
[00:01:42.000 --> 00:01:46.000]  所以今天跟大家來談到的這個非常具體的問題
[00:01:46.000 --> 00:01:50.000]  是如何的活在這種生活的裡面
[00:01:50.000 --> 00:01:55.000]  重要的一個字就是去這個字
[00:01:55.000 --> 00:02:01.000]  在座的裡面我相信我們最少有三種的情況
[00:02:01.000 --> 00:02:03.000]  三種生活的情況
[00:02:03.000 --> 00:02:07.000]  第一個就是我們曾經看過神的異象
[00:02:07.000 --> 00:02:10.000]  去看了以後就離開
[00:02:10.000 --> 00:02:16.000]  大部分的這些都是一些的蒙礙的兒女們
[00:02:16.000 --> 00:02:19.000]  因為生活因為環境因為不同的原因
[00:02:19.000 --> 00:02:26.000]  不能夠在祖的意象的當中繼續的來奔跑
[00:02:26.000 --> 00:02:31.000]  有第二種人就是他知道看見神的異象
[00:02:31.000 --> 00:02:34.000]  卻心裡面有眾多的懷疑
[00:02:34.000 --> 00:02:39.000]  不敢跟著上帝所給他的道路來奔跑
[00:02:39.000 --> 00:02:45.000]  第三種就是有很多人看見了也知道懷疑不好
[00:02:45.000 --> 00:02:48.000]  但是卻害怕付上代價
[00:02:48.000 --> 00:02:53.000]  所以到最後他仍然生活在圍爐的階段裡面
[00:02:53.000 --> 00:02:58.000]  當我們在這種懷疑憂慮不能夠往前走的時候
[00:02:58.000 --> 00:03:00.000]  神給我們三個的吩咐
[00:03:00.000 --> 00:03:05.000]  我今天就用這個很簡單的三個吩咐來跟大家來分享
[00:03:05.000 --> 00:03:07.000]  第一個吩咐
[00:03:07.000 --> 00:03:10.000]  上帝說我必拯救我的百姓
[00:03:10.000 --> 00:03:13.000]  但是你必要去
[00:03:13.000 --> 00:03:16.000]  You must go
[00:03:16.000 --> 00:03:18.000]  有沒有別的辦法?沒有
[00:03:18.000 --> 00:03:21.000]  摩西曾經向神說可不可以不去
[00:03:21.000 --> 00:03:24.000]  上帝說你要去
[00:03:24.000 --> 00:03:26.000]  出埃及記的三章十六節
[00:03:26.000 --> 00:03:29.000]  你要召聚以色列的長老對他們說
[00:03:29.000 --> 00:03:31.000]  耶華你們的祖宗的神
[00:03:31.000 --> 00:03:33.000]  就是亞伯拉罕的神
[00:03:33.000 --> 00:03:34.000]  以撒的神
[00:03:34.000 --> 00:03:35.000]  雅各的神
[00:03:35.000 --> 00:03:37.000]  向我顯示
[00:03:37.000 --> 00:03:39.000]  為什麼我們要去
[00:03:39.000 --> 00:03:41.000]  就是若你不去
[00:03:41.000 --> 00:03:43.000]  別人就不能跟上去
[00:03:43.000 --> 00:03:46.000]  Unless you go
[00:03:46.000 --> 00:03:49.000]  今天我們知道神的心腸
[00:03:49.000 --> 00:03:51.000]  知道神的言語
[00:03:51.000 --> 00:03:53.000]  為什麼不去呢?
[00:03:53.000 --> 00:03:58.000]  我們很多時候生活在這個相當破碎的世界觀念裡面
[00:03:58.000 --> 00:04:00.000]  生活的觀念裡面
[00:04:00.000 --> 00:04:01.000]  我們常常想
[00:04:01.000 --> 00:04:04.000]  我自己俗齡的決定
[00:04:04.000 --> 00:04:07.000]  是跟我旁邊的人沒有關係
[00:04:07.000 --> 00:04:10.000]  我們生活在這個零碎的生活裡面
[00:04:10.000 --> 00:04:13.000]  覺得我就是我的事
[00:04:13.000 --> 00:04:15.000]  我跟神就是上帝與我的事情
[00:04:15.000 --> 00:04:17.000]  所以我決定去
[00:04:17.000 --> 00:04:18.000]  我決定不去
[00:04:18.000 --> 00:04:21.000]  是如人沒關
[00:04:21.000 --> 00:04:23.000]  所以我們很多時候做的決定
[00:04:23.000 --> 00:04:27.000]  只是出於這個末世的這個世界觀給我們的影響
[00:04:27.000 --> 00:04:31.000]  我們沒有想到原來我們的決定會直接影響別的人
[00:04:31.000 --> 00:04:33.000]  若是摩西不去
[00:04:33.000 --> 00:04:35.000]  就沒有這個意向
[00:04:35.000 --> 00:04:36.000]  沒有這個意向
[00:04:36.000 --> 00:04:39.000]  這些百姓就沒有這種動能出去
[00:04:39.000 --> 00:04:41.000]  沒有這種動能出去
[00:04:41.000 --> 00:04:43.000]  就沒有辦法來過一個
[00:04:43.000 --> 00:04:46.000]  俗齡生活中自由的這個日子
[00:04:46.000 --> 00:04:50.000]  所以你的去是關乎你的家庭
[00:04:50.000 --> 00:04:52.000]  關乎了團系
[00:04:52.000 --> 00:04:53.000]  關乎了教會
[00:04:53.000 --> 00:04:55.000]  關乎了國度
[00:04:55.000 --> 00:04:59.000]  然而今天我們很多時候受到這種的影響說
[00:04:59.000 --> 00:05:01.000]  我不去沒有什麼問題
[00:05:01.000 --> 00:05:03.000]  你去
[00:05:03.000 --> 00:05:05.000]  所以常常在開會的時候
[00:05:05.000 --> 00:05:07.000]  發覺到我們有個很大的問題
[00:05:07.000 --> 00:05:09.000]  就是我們要做一個事情的時候
[00:05:09.000 --> 00:05:10.000]  到最後
[00:05:10.000 --> 00:05:12.000]  所謂好的管理方法是
[00:05:12.000 --> 00:05:13.000]  最後不是你去
[00:05:13.000 --> 00:05:16.000]  是別人去
[00:05:16.000 --> 00:05:18.000]  神說你要去
[00:05:18.000 --> 00:05:21.000]  因為你明白神的心腸
[00:05:21.000 --> 00:05:22.000]  你要去
[00:05:22.000 --> 00:05:27.000]  因為這個的決定影響了整個的國度
[00:05:27.000 --> 00:05:28.000]  你若不去
[00:05:28.000 --> 00:05:31.000]  別人就沒有辦法體會神的旨意
[00:05:31.000 --> 00:05:33.000]  三章十六節裡面講
[00:05:33.000 --> 00:05:35.000]  昭據這個字很特別
[00:05:35.000 --> 00:05:38.000]  意思就是說把當中以現在的百姓
[00:05:38.000 --> 00:05:41.000]  就是當中的長老昭據起來
[00:05:41.000 --> 00:05:42.000]  責任是什麼
[00:05:42.000 --> 00:05:48.000]  責任就是講論上帝跟摩西曾經講過的言語
[00:05:48.000 --> 00:05:53.000]  原來今天我們在神家裡面做的服事的工作非常簡單
[00:05:53.000 --> 00:05:54.000]  不要講人的言語
[00:05:54.000 --> 00:05:56.000]  講神在神的面前得著
[00:05:56.000 --> 00:05:58.000]  咒有聽眾
[00:05:58.000 --> 00:06:01.000]  今天要談到神在教會中的意象
[00:06:01.000 --> 00:06:03.000]  咒人家就可以看見
[00:06:03.000 --> 00:06:06.000]  你想一下摩西已經離開了他的故鄉
[00:06:06.000 --> 00:06:09.000]  周圍的人已經有四十年的時光
[00:06:09.000 --> 00:06:13.000]  他怎麼樣有這個膽量跟這些的長老說神的事情
[00:06:13.000 --> 00:06:18.000]  然而當一個人能夠接受神在他生命中的這種的帶領的時候
[00:06:18.000 --> 00:06:20.000]  他的工作就非常的簡單
[00:06:20.000 --> 00:06:24.000]  這種的工作叫做意象的分享
[00:06:24.000 --> 00:06:27.000]  我們今天下午一點鐘就有一個意象分享的聚會
[00:06:27.000 --> 00:06:33.000]  特別的講到我們如何的裝備人成為一個俗服神的門徒
[00:06:33.000 --> 00:06:36.000]  若是我們不講誰能夠聽見
[00:06:36.000 --> 00:06:38.000]  誰能夠明白
[00:06:38.000 --> 00:06:42.000]  我們要看見這種生活的價值來到我們的身上
[00:06:42.000 --> 00:06:47.000]  我們就發覺到神原來不要叫你孤單
[00:06:47.000 --> 00:06:48.000]  你想一下
[00:06:48.000 --> 00:06:50.000]  以現在的百姓這些的長老
[00:06:50.000 --> 00:06:53.000]  原來他心底當中正有一樣的刻目
[00:06:53.000 --> 00:06:56.000]  這是我們不要生活在圍爐的日子裡面
[00:06:56.000 --> 00:07:00.000]  所以當有一個人願意把神的聲音帶到群體的時候
[00:07:00.000 --> 00:07:02.000]  人就走在一起
[00:07:02.000 --> 00:07:06.000]  這個意象帶來的這種俗服是非常的龐大
[00:07:06.000 --> 00:07:09.000]  今天很多時候我們很忽略了
[00:07:09.000 --> 00:07:12.000]  這個從神面前要得著的言語
[00:07:12.000 --> 00:07:15.000]  我們變成一個做工的人
[00:07:15.000 --> 00:07:17.000]  家庭也沒有什麼意象
[00:07:17.000 --> 00:07:20.000]  我大概都曉得七月底的時候是
[00:07:20.000 --> 00:07:23.000]  在英國裡面有這個Olympic Games
[00:07:23.000 --> 00:07:27.000]  所以有一回我就跟一個家庭在談
[00:07:27.000 --> 00:07:29.000]  生活上面談
[00:07:29.000 --> 00:07:30.000]  就發覺到原來這個生活
[00:07:30.000 --> 00:07:31.000]  這個家庭裡面
[00:07:31.000 --> 00:07:34.000]  生活裡面已經趨於非常的平淡
[00:07:34.000 --> 00:07:36.000]  沒有什麼事情要談的
[00:07:36.000 --> 00:07:37.000]  就是你也工作穩定
[00:07:37.000 --> 00:07:38.000]  我也工作穩定
[00:07:38.000 --> 00:07:39.000]  那小孩子也很乖的
[00:07:39.000 --> 00:07:41.000]  所以也沒有什麼
