
[00:00:00.000 --> 00:00:01.540]  親愛的姐妹平安
[00:00:01.540 --> 00:00:05.100]  剛剛說完新年快樂
[00:00:05.100 --> 00:00:07.600]  現在又來一個農曆新年
[00:00:07.600 --> 00:00:09.520]  在這裡和大家說
[00:00:09.520 --> 00:00:13.020]  農曆新年平安最重要
[00:00:13.020 --> 00:00:16.280]  和新心靈都健康
[00:00:16.280 --> 00:00:19.120]  怎樣可以新心靈健康呢?
[00:00:19.120 --> 00:00:21.040]  就是多些傳福音
[00:00:21.040 --> 00:00:22.720]  因為當你傳福音的時候
[00:00:22.720 --> 00:00:24.080]  你會很喜樂的
[00:00:24.080 --> 00:00:26.720]  那喜樂不是錢可以買到的
[00:00:26.720 --> 00:00:31.400]  而且那個喜樂是會不斷地滿溢出來的
[00:00:31.400 --> 00:00:34.560]  你自己可以享受到
[00:00:34.560 --> 00:00:37.560]  也別人可以看到你的喜樂
[00:00:37.560 --> 00:00:41.200]  Evelyn是神派她來這個教會的
[00:00:41.200 --> 00:00:43.280]  她在公園裡走著走著
[00:00:43.280 --> 00:00:46.480]  有人介紹她來這個教會
[00:00:46.480 --> 00:00:48.600]  那個人是講國語的
[00:00:48.600 --> 00:00:51.000]  但他就介紹她來廣東堂
[00:00:51.000 --> 00:00:54.200]  所以她來了很多年
[00:00:54.200 --> 00:00:57.400]  每一次PowerPoint有人幫我做
[00:00:57.400 --> 00:00:59.720]  就是這位姐妹Evelyn
[00:00:59.720 --> 00:01:08.640]  她花很多時間和心思來設計和做
[00:01:08.640 --> 00:01:10.760]  所以在這裡將榮耀歸給神
[00:01:10.760 --> 00:01:13.640]  看到我們將最好的獻給神
[00:01:13.640 --> 00:01:15.640]  神就真的會用我們
[00:01:15.640 --> 00:01:17.640]  在新年的時候
[00:01:17.640 --> 00:01:20.920]  我最近經常在想應該說什麼呢?
[00:01:20.920 --> 00:01:23.920]  或者今年裡面我應該說什麼呢?
[00:01:23.920 --> 00:01:29.920]  有兩個字經常浮現在我的腦海裡
[00:01:29.920 --> 00:01:32.720]  就是「恩典」和「真理」
[00:01:32.720 --> 00:01:35.120]  「恩典」和「真理」
[00:01:35.120 --> 00:01:37.720]  你知不知道我們做基督徒
[00:01:37.720 --> 00:01:39.720]  無論你做了多久都好
[00:01:39.720 --> 00:01:42.560]  這兩樣東西很難平衡的
[00:01:42.560 --> 00:01:45.840]  我自己覺得我比較側重是「恩典」
[00:01:45.840 --> 00:01:48.200]  因為我自己蒙恩得救
[00:01:48.200 --> 00:01:51.520]  和一生經歷了神很多的「恩典」
[00:01:51.520 --> 00:01:54.400]  所以我時時去傳福音也好
[00:01:54.400 --> 00:01:56.240]  或者去關心人也好
[00:01:56.240 --> 00:01:59.120]  我很著重在神的「恩典」
[00:01:59.120 --> 00:02:02.120]  神的救恩、神的福音裡面
[00:02:02.120 --> 00:02:05.800]  但很多時候對真理
[00:02:05.800 --> 00:02:11.720]  我們會比較沒有那麼多去著重它
[00:02:11.720 --> 00:02:14.160]  特別是我的個性
[00:02:14.160 --> 00:02:19.320]  我最記得我兒子有一次公開在母親節的餐會裡面
[00:02:19.320 --> 00:02:21.440]  大家感恩聚會
[00:02:21.440 --> 00:02:23.800]  那時有很多年輕人
[00:02:23.800 --> 00:02:26.160]  他講了一句話我經常都記得
[00:02:26.160 --> 00:02:28.640]  他說「我媽咪很好」
[00:02:28.640 --> 00:02:30.720]  「她真的很愛我們」
[00:02:30.720 --> 00:02:32.440]  「很照顧我們」
[00:02:32.440 --> 00:02:37.920]  「但我覺得我自己不夠紀律」
[00:02:37.920 --> 00:02:43.400]  他說我經常都會罰罰她
[00:02:43.400 --> 00:02:47.560]  或者有時會罵罵她
[00:02:47.560 --> 00:02:51.360]  我經常覺得我是比較柔軟的人
[00:02:51.360 --> 00:02:53.280]  得過且過算了
[00:02:53.280 --> 00:02:55.120]  不要要求太高了
[00:02:55.120 --> 00:02:56.800]  特別她爸爸不在
[00:02:56.800 --> 00:02:58.320]  應該這些是爸爸教的
[00:02:58.320 --> 00:03:00.440]  那媽媽怎麼教呢?
[00:03:00.440 --> 00:03:02.800]  有時我是疏忽了
[00:03:02.800 --> 00:03:05.000]  所以我很著重「恩典」
[00:03:05.000 --> 00:03:08.000]  但很多時候是忽略了
[00:03:08.000 --> 00:03:12.880]  或者沒有那麼去講關於真理
[00:03:12.880 --> 00:03:14.640]  但我現在越來越覺得
[00:03:14.640 --> 00:03:17.600]  做基督徒不可以只是講「恩典」
[00:03:17.600 --> 00:03:19.520]  你也要講真理
[00:03:19.520 --> 00:03:21.680]  有些事情錯就是錯
[00:03:21.680 --> 00:03:23.600]  「神愛世人」是對的
[00:03:23.600 --> 00:03:25.960]  「神拯救每一個人」是對的
[00:03:25.960 --> 00:03:27.880]  但那個人在罪惡裏面
[00:03:27.880 --> 00:03:30.520]  他做的事情是違背聖經的
[00:03:30.520 --> 00:03:33.280]  我們不可以用愛去包容他
[00:03:33.280 --> 00:03:36.800]  任由他在罪中做基督徒
[00:03:36.800 --> 00:03:40.920]  任由他與這個世界同流合污
[00:03:40.920 --> 00:03:42.640]  我們見到的事情不講
[00:03:42.640 --> 00:03:46.280]  其實我們不是一個忠心良善的僕人
[00:03:46.280 --> 00:03:47.560]  因為聖經說
[00:03:47.560 --> 00:03:50.960]  我們要做一個無愧的工人是怎樣的呢?
[00:03:50.960 --> 00:03:54.640]  要按正義分解真理的道
[00:03:54.640 --> 00:03:55.920]  神的道
[00:03:55.920 --> 00:03:57.120]  所以今年
[00:03:57.120 --> 00:04:01.400]  我希望跟大家講多些平衡的道
[00:04:01.400 --> 00:04:04.120]  就是有「恩典」有「真理」
[00:04:04.120 --> 00:04:06.320]  特別是從耶穌基督
[00:04:06.320 --> 00:04:09.960]  祂這三十多年在地上
[00:04:09.960 --> 00:04:13.640]  所行、所做、所講、所教導的事情
[00:04:13.640 --> 00:04:19.080]  來看耶穌基督怎樣去「恩典」「真理」
[00:04:19.080 --> 00:04:21.160]  是平衡的
[00:04:21.160 --> 00:04:22.800]  這段經文大家很熟悉的
[00:04:22.800 --> 00:04:26.960]  約翰福音第一章十四到十八節
[00:04:26.960 --> 00:04:29.760]  大家可以在家裏
[00:04:29.760 --> 00:04:32.440]  和在這裏在場的
[00:04:32.440 --> 00:04:34.360]  都可以一起讀
[00:04:34.360 --> 00:04:37.200]  第一章十四節開始
[00:04:37.200 --> 00:04:41.640]  「道成了肉身 住在我們中間
[00:04:41.640 --> 00:04:46.160]  充充滿滿地有「恩典」有「真理」
[00:04:46.160 --> 00:04:49.520]  我們也見過祂的榮光
[00:04:49.520 --> 00:04:53.560]  正是複讀生子的榮光
[00:04:53.560 --> 00:04:57.480]  約翰為祂作見證喊著說
[00:04:57.480 --> 00:04:59.920]  這就是我曾說
[00:04:59.920 --> 00:05:02.720]  那在我以後來的
[00:05:02.720 --> 00:05:06.280]  反成了在我以前的
[00:05:06.280 --> 00:05:10.440]  因祂本來在我以前
