
[00:00:00.000 --> 00:00:03.920]  對於藥伯來說,他根本不知道天上發生了甚麼事
[00:00:03.920 --> 00:00:09.880]  以致到他開始去想,為何他會面對這麼大的苦難
[00:00:09.880 --> 00:00:13.800]  而同樣,他三個朋友,同樣不知道天上發生了甚麼事
[00:00:13.800 --> 00:00:16.840]  他望著藥伯面對這麼多苦難的時候
[00:00:16.840 --> 00:00:21.320]  他作為一個朋友,他很想帶著他對上帝的認知
[00:00:21.320 --> 00:00:24.600]  帶著他對信仰的認知,去到藥伯旁邊
[00:00:24.600 --> 00:00:27.320]  希望能夠將上帝的真理
[00:00:27.320 --> 00:00:31.280]  將他對信仰的認知和藥伯分享
[00:00:31.280 --> 00:00:35.320]  以致到帶出一個很重要的問題,一個爭拗
[00:00:35.320 --> 00:00:39.320]  究竟是否單一罪是帶來苦難
[00:00:39.320 --> 00:00:43.120]  我們不否定罪是會帶來一些懲罰
[00:00:43.120 --> 00:00:45.880]  罪,因為上帝希望我們回轉
[00:00:45.880 --> 00:00:47.800]  很多時候,因著一些管教
[00:00:47.800 --> 00:00:50.440]  而這些管教就是一種懲罰
[00:00:50.440 --> 00:00:53.760]  上帝希望人藉著管教可以回轉
[00:00:53.760 --> 00:00:56.440]  以色列百姓不斷地犯罪
[00:00:56.440 --> 00:00:58.400]  但上帝不斷地有管教
[00:00:58.400 --> 00:00:59.800]  而不斷地有管教當中
[00:00:59.800 --> 00:01:04.000]  以色列民又會回轉去歸向我們天上的爸爸
[00:01:04.000 --> 00:01:10.760]  所以我們不否定罪是會帶來某個情況的管教的情景
[00:01:10.760 --> 00:01:15.680]  對於伊利法,他和藥伯和伊利法三個朋友
[00:01:15.680 --> 00:01:17.840]  他們第一輪說完話之後
[00:01:17.840 --> 00:01:20.400]  去到最後,藥伯就說
[00:01:20.400 --> 00:01:23.880]  「你們可不可以不要再說話,我已經頂不住了」
[00:01:23.880 --> 00:01:25.920]  但另一方面,作為伊利法
[00:01:25.920 --> 00:01:30.240]  他就開始說「喂,你還未改,你還未認罪悔改」
[00:01:30.240 --> 00:01:32.440]  於是他帶著一種迫切感
[00:01:32.440 --> 00:01:36.840]  然後開始了第二輪和藥伯的對話
[00:01:36.840 --> 00:01:39.960]  而今天是第二輪的開始
[00:01:39.960 --> 00:01:46.720]  同樣由伊利法開始分享他自己對藥伯的觀點
[00:01:46.720 --> 00:01:50.320]  當我自己思考,由十五章到十七章的時候
[00:01:50.320 --> 00:01:53.680]  雖然時間不是很多,但今天我們會說完三章聖經
[00:01:53.680 --> 00:01:55.520]  但當我自己思考的時候
[00:01:55.520 --> 00:01:58.040]  我就開始給我第一個感受
[00:01:58.040 --> 00:02:08.240]  原來人說話,言語可以有很強的殺傷力
[00:02:08.240 --> 00:02:10.360]  當我自己讀完第十五章的時候
[00:02:10.360 --> 00:02:15.360]  我就發覺原來言語可以有殺傷力
[00:02:15.360 --> 00:02:17.760]  以至到雅各曾經提醒我們
[00:02:17.760 --> 00:02:20.920]  他說人的身體裏面,最小就是舌頭
[00:02:20.920 --> 00:02:25.160]  但所帶來的禍患是可以很大
[00:02:25.160 --> 00:02:27.520]  當我自己思考第十五章的時候
[00:02:27.520 --> 00:02:32.640]  當我思考伊利法他開始講第一輪的第一番說話的時候
[00:02:32.640 --> 00:02:33.520]  伊利法說了什麼呢?
[00:02:33.520 --> 00:02:35.240]  伊利法曾經在第一回合說
[00:02:35.240 --> 00:02:37.760]  人生在世必有患難
[00:02:37.760 --> 00:02:39.720]  第二他說人人都會犯錯
[00:02:39.720 --> 00:02:44.120]  第三他說神會用懲罰來管教罪人
[00:02:44.120 --> 00:02:47.560]  而最後唯一的出路就是認罪悔改
[00:02:47.560 --> 00:02:52.280]  約伊利法所講的每一個說話都有它的真實性
[00:02:52.280 --> 00:02:55.640]  甚至對於我們來說,我今天作為牧師
[00:02:55.640 --> 00:02:57.360]  我也會這樣教導弟兄姊妹
[00:02:57.360 --> 00:02:59.600]  如果有罪就認罪
[00:02:59.600 --> 00:03:03.480]  認罪悔改,上帝一定會將更大的祝福臨到我們
[00:03:03.480 --> 00:03:06.280]  這個就是伊利法第一個回合所講
[00:03:06.280 --> 00:03:09.000]  但到了第二個回合他開始發言的時候
[00:03:09.000 --> 00:03:13.520]  我就開始發覺語調有些轉變
[00:03:13.520 --> 00:03:20.680]  而這個語調的轉變其實是帶來了對約伯更強的殺傷力
[00:03:20.680 --> 00:03:25.040]  原來今天說話要很小心
[00:03:25.040 --> 00:03:30.600]  原來言語一個說話會帶來很多人的傷害
[00:03:30.600 --> 00:03:31.840]  也不奇怪
[00:03:31.840 --> 00:03:34.400]  我們很多時候見到夫妻的問題出現
[00:03:34.400 --> 00:03:36.520]  去到見輔導員的時候
[00:03:36.520 --> 00:03:38.000]  輔導員很多時候都會說
[00:03:38.000 --> 00:03:40.600]  不如你們多點溝通
[00:03:40.600 --> 00:03:43.360]  輔導員不會跟你說多點聊天
[00:03:43.360 --> 00:03:45.880]  一定會說多點溝通
[00:03:45.880 --> 00:03:47.080]  什麼叫溝通?
[00:03:47.080 --> 00:03:49.240]  溝通不等於聊天
[00:03:49.240 --> 00:03:52.000]  聊天就是在說話
[00:03:52.000 --> 00:03:55.640]  但溝通是包括了全人的溝通
[00:03:55.640 --> 00:03:57.720]  包括了你的身體語言
[00:03:57.720 --> 00:03:59.400]  包括了你的語氣
[00:03:59.400 --> 00:04:00.920]  包括了你的眼神
[00:04:00.920 --> 00:04:03.560]  包括了你自己的內心的感受
[00:04:03.560 --> 00:04:04.800]  在我們基督徒來說
[00:04:04.800 --> 00:04:08.080]  更加包括了我們同神的關係
[00:04:08.080 --> 00:04:11.800]  所以原來溝通是一個全人的溝通
[00:04:11.800 --> 00:04:13.120]  你講一句話
[00:04:13.120 --> 00:04:15.240]  你好嗎?
[00:04:15.240 --> 00:04:16.080]  溫不溫柔?
[00:04:16.080 --> 00:04:17.600]  OK吧
[00:04:17.600 --> 00:04:18.520]  你好嗎?
[00:04:18.520 --> 00:04:20.320]  差很遠吧
[00:04:20.320 --> 00:04:21.640]  你讀了書沒有?
[00:04:21.640 --> 00:04:22.520]  也不錯吧
[00:04:22.520 --> 00:04:23.520]  你讀了書沒有?
[00:04:23.520 --> 00:04:24.760]  差很遠吧
[00:04:24.760 --> 00:04:26.360]  當你去輔導的時候
[00:04:26.360 --> 00:04:27.640]  當你說溝通的時候
[00:04:27.640 --> 00:04:29.440]  我們的老師經常教我們
[00:04:29.440 --> 00:04:30.280]  我們輔導的時候
[00:04:30.280 --> 00:04:31.920]  我們的身體語言很重要
[00:04:31.920 --> 00:04:33.120]  身體語言就是說
[00:04:33.120 --> 00:04:34.760]  你要靠近一點
[00:04:34.760 --> 00:04:35.840]  你好嗎?
[00:04:35.840 --> 00:04:37.840]  代表你很接受
[00:04:37.840 --> 00:04:39.080]  你千萬不要說你好嗎?
[00:04:39.080 --> 00:04:40.560]  這樣怎麼搞的
[00:04:40.560 --> 00:04:41.840]  這樣對我說話
[00:04:41.840 --> 00:04:43.240]  原來說話
[00:04:43.240 --> 00:04:44.360]  你的表達
[00:04:44.360 --> 00:04:45.840]  你的心情
[00:04:45.840 --> 00:04:47.840]  你的聲調
[00:04:47.840 --> 00:04:49.040]  你的眼神
[00:04:49.040 --> 00:04:50.320]  你的動作
[00:04:50.320 --> 00:04:54.160]  都是包括在那一句說話裡面
[00:04:54.160 --> 00:04:55.600]  所以人很複雜
[00:04:55.600 --> 00:04:57.560]  但是跟他聽的時候
[00:04:57.560 --> 00:04:58.800]  也是複雜的
[00:04:58.800 --> 00:05:01.760]  因為你就算做足了溝通
[00:05:01.760 --> 00:05:03.600]  做足了你的身體語言
[00:05:03.600 --> 00:05:05.560]  帶著很溫柔的說話
[00:05:05.560 --> 00:05:07.480]  聲調跟太太說話
[00:05:07.480 --> 00:05:09.920]  但是當時太太正在不開心的時候
[00:05:09.920 --> 00:05:12.120]  他都當你是在發瘋
[00:05:12.120 --> 00:05:13.240]  很奇妙
[00:05:13.240 --> 00:05:15.040]  人就是這麼複雜
[00:05:15.040 --> 00:05:18.120]  所以我說言語會帶來傷害
[00:05:18.120 --> 00:05:19.040]  不奇怪
[00:05:19.040 --> 00:05:20.400]  為什麼我說以利法
[00:05:20.400 --> 00:05:22.720]  他第二輪的回合
[00:05:22.720 --> 00:05:23.560]  第二個回合
[00:05:23.560 --> 00:05:25.160]  他所說的話帶來傷害
[00:05:25.160 --> 00:05:26.960]  就因為第十五章第二節
[00:05:26.960 --> 00:05:28.760]  他說了第一句說話
[00:05:28.760 --> 00:05:30.040]  給我一個很深的感受
[00:05:30.040 --> 00:05:31.280]  我讀一讀這句說話
[00:05:31.280 --> 00:05:32.560]  準備一二三
[00:05:32.560 --> 00:05:35.880]  智慧人豈可用虛空的知識回答
[00:05:35.880 --> 00:05:38.880]  用東風充滿土福
[00:05:38.880 --> 00:05:40.480]  其實我都不太明白你說什麼
[00:05:40.480 --> 00:05:43.280]  就是用東風充滿土福
[00:05:43.280 --> 00:05:46.560]  其實以利法一開始說這句說話
[00:05:46.560 --> 00:05:47.600]  我就開始想
[00:05:47.600 --> 00:05:49.120]  為什麼要說這句說話
[00:05:49.120 --> 00:05:51.160]  這句說話其實已經開始
[00:05:51.160 --> 00:05:55.120]  表達了以利法有一種屬靈的驕傲
[00:05:55.120 --> 00:05:59.160]  這種驕傲是透過這句說話來表達出來
[00:05:59.160 --> 00:06:00.360]  它的意思是什麼呢
[00:06:00.360 --> 00:06:02.960]  它說你以為你有智慧說話嗎
[00:06:02.960 --> 00:06:07.000]  其實你滿土祉都是東風
[00:06:07.000 --> 00:06:09.280]  其實我們廣東人很明白
[00:06:09.280 --> 00:06:10.520]  廣東話很明白
[00:06:10.520 --> 00:06:14.840]  你不要再發風
[00:06:14.840 --> 00:06:17.760]  就是你滿土都是廢話
[00:06:17.760 --> 00:06:18.680]  若白你知不知道
[00:06:18.680 --> 00:06:22.040]  你每次說的所有回應都是廢話
[00:06:22.040 --> 00:06:24.000]  不過我說的東西就不同
[00:06:24.000 --> 00:06:25.720]  如果我說的東西說你是廢話
[00:06:25.720 --> 00:06:27.720]  就等於我說的東西有智慧
[00:06:27.720 --> 00:06:29.280]  你以為你有智慧嗎
[00:06:29.280 --> 00:06:33.360]  其實這個以利法已經有一種屬靈的驕傲
[00:06:33.360 --> 00:06:39.080]  接著他就開始去羞辱若白的屬靈生命
[00:06:39.080 --> 00:06:40.120]  他怎樣去羞辱他呢
[00:06:40.120 --> 00:06:42.720]  他就說他豈可用無益的話
[00:06:42.720 --> 00:06:45.760]  和無濟於事的言語理論
[00:06:45.760 --> 00:06:48.360]  你是廢棄敬畏神的義
[00:06:48.360 --> 00:06:52.000]  在神面前阻止敬畏的心
[00:06:52.000 --> 00:06:53.880]  他說你今天的強辯
[00:06:53.880 --> 00:06:55.560]  你今天的狡辯
[00:06:55.560 --> 00:07:00.560]  就因為你完全罔顧了你對上帝的敬畏
[00:07:00.560 --> 00:07:04.280]  你今天根本沒有對上帝的敬畏
[00:07:04.280 --> 00:07:05.720]  昔日可能你敬畏上帝
[00:07:05.720 --> 00:07:06.960]  但到了今時今日
[00:07:06.960 --> 00:07:09.360]  你已經沒有了這種敬畏
[00:07:09.360 --> 00:07:14.040]  他就開始羞辱若白的屬靈生命
[00:07:14.040 --> 00:07:15.920]  有時我們都不經意的
[00:07:15.920 --> 00:07:19.440]  有時都會不經意羞辱了人的屬靈生命
[00:07:19.440 --> 00:07:22.600]  我們有時覺得隨時說造就人的好話
[00:07:22.600 --> 00:07:23.680]  是很對的
[00:07:23.680 --> 00:07:24.760]  我們要造就人
[00:07:24.760 --> 00:07:26.240]  那當然要說
[00:07:26.240 --> 00:07:28.400]  但我們很多時和弟兄姊妹說
[00:07:28.400 --> 00:07:29.600]  弟兄姊妹知不知道
[00:07:29.600 --> 00:07:31.160]  你今日不明修
[00:07:31.160 --> 00:07:32.720]  唯有上帝和你知
[00:07:32.720 --> 00:07:33.640]  三日不明修
[00:07:33.640 --> 00:07:35.840]  你周圍的家人知
[00:07:35.840 --> 00:07:36.680]  一個月不明修
[00:07:36.680 --> 00:07:39.600]  全世界都知
[00:07:39.600 --> 00:07:41.880]  你是鼓勵他還是羞辱他
[00:07:41.880 --> 00:07:45.160]  你有沒有想過他為何那天不造仁修
[00:07:45.160 --> 00:07:46.200]  你不知道的
[00:07:46.200 --> 00:07:48.160]  但你會說些話是否正確
[00:07:48.160 --> 00:07:49.360]  又是對的
[00:07:49.360 --> 00:07:50.440]  不是錯的
[00:07:50.440 --> 00:07:52.240]  但你在甚麼時間說
[00:07:52.240 --> 00:07:54.080]  用甚麼語調說
[00:07:54.080 --> 00:07:55.880]  對方用甚麼心情去聽
[00:07:55.880 --> 00:07:59.680]  原來都有很複雜的組合
[00:07:59.680 --> 00:08:01.360]  一句說話原來說出來
[00:08:01.360 --> 00:08:05.760]  要有這麼複雜的因素在當中
[00:08:05.760 --> 00:08:09.320]  所謂夫妻有時吵架都不出奇
[00:08:09.320 --> 00:08:12.600]  因為大家在不同的角度聽同一句說話
[00:08:12.600 --> 00:08:14.720]  可能帶來很大的誤會
[00:08:14.720 --> 00:08:15.760]  所以如果是夫妻
[00:08:15.760 --> 00:08:16.520]  你望一望隔壁
[00:08:16.520 --> 00:08:18.000]  你和他笑一笑
[00:08:18.000 --> 00:08:19.200]  就算你現在很不開心
[00:08:19.200 --> 00:08:21.440]  都和他笑一笑
[00:08:21.440 --> 00:08:24.040]  原來驕傲是帶來羞辱
