
[00:00:00.000 --> 00:00:03.120]  各位弟兄姊妹 午安
[00:00:03.120 --> 00:00:08.340]  第一次來到太古城堂的崇拜到港島
[00:00:08.340 --> 00:00:13.320]  在這裡我也很開心可以和大家一起去敬拜主
[00:00:13.320 --> 00:00:16.320]  我們一起有個祈禱開始
[00:00:16.320 --> 00:00:19.400]  讚美天父 賜下你寶貴的話語
[00:00:19.400 --> 00:00:24.160]  讓我們能夠得著啟迪 得著根深
[00:00:24.160 --> 00:00:26.680]  和改變生命的原動力
[00:00:26.680 --> 00:00:29.200]  求你的話語再次成為我們的金路
[00:00:29.200 --> 00:00:31.880]  滋潤我們剛確的心靈
[00:00:31.880 --> 00:00:34.960]  讓我們每一個有能力向前行
[00:00:34.960 --> 00:00:38.120]  也幫助孩子宣講你的話語清楚
[00:00:38.120 --> 00:00:40.640]  我們同心謙卑領受
[00:00:40.640 --> 00:00:44.800]  祈禱是奉耶穌基督的名頭 阿們
[00:00:44.800 --> 00:00:49.360]  今天的港島我選了一段新約
[00:00:49.360 --> 00:00:52.120]  在神學院裡是教舊約的
[00:00:52.120 --> 00:00:56.400]  但是有個感動就很想和大家一起思想
[00:00:56.400 --> 00:00:59.760]  十七章 使徒行傳 一到九節經文
[00:00:59.760 --> 00:01:03.320]  我今天的講題是死而復活的福音
[00:01:03.320 --> 00:01:07.560]  使徒行傳來到十七章和十八章
[00:01:07.560 --> 00:01:10.320]  其實是記載了保羅和西拉
[00:01:10.320 --> 00:01:12.720]  在第十六章有一個經歷
[00:01:12.720 --> 00:01:17.320]  那個經歷就是保羅和西拉被關進監獄
[00:01:17.320 --> 00:01:21.080]  那個經歷就是他在監獄裡唱歌
[00:01:21.080 --> 00:01:26.000]  唱歌的時候 突然所有囚犯的鎖鏈
[00:01:26.000 --> 00:01:29.360]  又或者那些閘全部打開了
[00:01:29.360 --> 00:01:31.960]  本來就應該逃走的了
[00:01:31.960 --> 00:01:34.720]  但是當時他們沒有逃走
[00:01:34.720 --> 00:01:39.320]  然後那個士兵本來就要自殺的了
[00:01:39.320 --> 00:01:42.000]  但是保羅就說千萬不要這樣做
[00:01:42.000 --> 00:01:44.320]  然後那個士兵就問保羅
[00:01:44.320 --> 00:01:46.600]  我當如何才能夠得救
[00:01:46.600 --> 00:01:50.720]  我想大家很明白那句最出名的那句就是
[00:01:50.720 --> 00:01:54.000]  當信主耶穌 你和你一家都必得救
[00:01:54.000 --> 00:01:57.160]  這就是使徒行傳第十六章的經歷
[00:01:57.160 --> 00:01:59.560]  當他釋放了之後
[00:01:59.560 --> 00:02:01.760]  就來到另外一個地方
[00:02:01.760 --> 00:02:03.720]  記載了這個地方
[00:02:03.720 --> 00:02:08.280]  就去到一個地方叫做「鐵薩羅尼加」
[00:02:08.280 --> 00:02:14.080]  經文提到保羅一年三個安息日到達港島
[00:02:14.080 --> 00:02:18.560]  但是我們可以由「鐵薩羅尼加」前書的第二章的第九節
[00:02:18.560 --> 00:02:21.480]  也就是Power Point裡面打了的經文
[00:02:21.480 --> 00:02:25.040]  它提到我們辛苦勞碌就夜做工
[00:02:25.040 --> 00:02:27.000]  全神的福音給你們
[00:02:27.000 --> 00:02:28.520]  如果我們這樣推斷
[00:02:28.520 --> 00:02:30.320]  我們就應該覺得
[00:02:30.320 --> 00:02:34.120]  他在「鐵薩羅尼加」裡面很勞碌去做侍奉
[00:02:34.120 --> 00:02:38.920]  並且我們應該不會單單只是三個安息日這麼少
[00:02:38.920 --> 00:02:41.000]  可能是一個比較長的時間
[00:02:41.000 --> 00:02:45.320]  所以我們認為在這樣的時間裡面
[00:02:45.320 --> 00:02:47.280]  他就帶了很多人信主
[00:02:47.280 --> 00:02:52.840]  並且能夠在會堂裡面去證明耶穌基督
[00:02:52.840 --> 00:02:54.880]  就是那位的真神
[00:02:54.880 --> 00:02:56.800]  就是那位的拯救
[00:02:56.800 --> 00:03:02.000]  所以我們今天的焦點就集中在福音這件事情上
[00:03:02.000 --> 00:03:06.240]  我們期望有三點的訊息跟大家分享
[00:03:06.240 --> 00:03:08.120]  第一點的訊息
[00:03:08.120 --> 00:03:09.840]  就是「陳明福音」
[00:03:09.840 --> 00:03:12.640]  就是講出福音「陳明福音」
[00:03:12.640 --> 00:03:15.360]  第二點就是「接受福音」
[00:03:15.360 --> 00:03:18.400]  第三點就是「拒絕福音」
[00:03:18.400 --> 00:03:20.480]  因為你「陳明」了福音之後
[00:03:20.480 --> 00:03:22.960]  就一定是兩個反應
[00:03:22.960 --> 00:03:25.280]  第一個反應就是「接受福音」
[00:03:25.280 --> 00:03:28.160]  第二個反應就是「拒絕福音」
[00:03:28.160 --> 00:03:30.280]  所以我們就很順理成章
[00:03:30.280 --> 00:03:33.360]  就成為三段的經文跟大家分享
[00:03:33.360 --> 00:03:35.920]  第一段我很想跟大家分享的
[00:03:35.920 --> 00:03:37.920]  就是由第一到第三節
[00:03:37.920 --> 00:03:40.920]  就是「陳明福音」這段的經文
[00:03:40.920 --> 00:03:45.960]  這段的經文就是保羅和西拉來到帖薩羅尼加
[00:03:45.960 --> 00:03:49.200]  通常他第一站去到一個城市
[00:03:49.200 --> 00:03:52.080]  第一站一定是去到會堂
[00:03:52.080 --> 00:03:55.240]  一連三個的安息日本著聖經
[00:03:55.240 --> 00:03:59.520]  證明耶穌基督就是那個的拯救
[00:03:59.520 --> 00:04:02.960]  我跟大家講一下什麼叫做「猶太會堂」
[00:04:02.960 --> 00:04:06.320]  「猶太會堂」其實來自一個希臘文
[00:04:06.320 --> 00:04:08.640]  那個希臘文就叫做Synagogue
[00:04:08.640 --> 00:04:15.360]  這個意思翻出來就是聚會的場所
[00:04:15.360 --> 00:04:16.480]  這樣的意思
[00:04:16.480 --> 00:04:19.680]  Synagogue會堂就是聚會的場所
[00:04:19.680 --> 00:04:22.960]  你看到現在這裡都是聚會的
[00:04:22.960 --> 00:04:27.080]  我們這裡叫做聚會的場所
[00:04:27.080 --> 00:04:29.840]  在當時的情況來看
[00:04:29.840 --> 00:04:33.840]  這些場所通常有好幾個房間的會堂
[00:04:33.840 --> 00:04:39.680]  比較少的房間用來做一些研習、學習猶太教的經典
[00:04:39.680 --> 00:04:41.840]  譬如希伯來聖經之類那些
[00:04:41.840 --> 00:04:45.440]  猶太會堂不只是用來祈禱那麼簡單
[00:04:45.440 --> 00:04:47.880]  其實它可以進行很多公共活動
[00:04:47.880 --> 00:04:51.400]  譬如有些成人、學齡兒童教育
[00:04:51.400 --> 00:04:54.720]  又或者開一些班、興趣班之類那些
[00:04:54.720 --> 00:04:57.040]  其實都挺像太古城堂的
[00:04:57.040 --> 00:05:02.600]  所以一位的猶太會堂就好像一個社區中心那樣
[00:05:02.600 --> 00:05:04.600]  很多人聚集
[00:05:04.600 --> 00:05:06.360]  當時是沒有限聚令
[00:05:06.360 --> 00:05:08.040]  也不需要戴口罩
[00:05:08.040 --> 00:05:11.480]  所以是非常多人的
[00:05:11.480 --> 00:05:15.080]  所以你就明白為何保羅一去到一個城市
[00:05:15.080 --> 00:05:17.000]  首先就先去到會堂
[00:05:17.000 --> 00:05:19.640]  因為會堂就是最多人聚集
[00:05:19.640 --> 00:05:21.560]  他就可以一網打盡
[00:05:21.560 --> 00:05:25.080]  就可以和很多人講解上帝的福音
[00:05:25.080 --> 00:05:29.480]  所以一個猶太會堂通常有兩個領導人
[00:05:29.480 --> 00:05:32.280]  一個領導人就是大家公選出來
[00:05:32.280 --> 00:05:35.880]  維持這個會堂事務的主席
[00:05:35.880 --> 00:05:42.360]  另一個就是由主席所選定負責宗教事務的拉比
[00:05:42.360 --> 00:05:43.880]  一個叫做主席
[00:05:43.880 --> 00:05:45.320]  一個叫做拉比
[00:05:45.320 --> 00:05:46.440]  情況就好像什麼?
[00:05:46.440 --> 00:05:49.000]  情況就好像太古城堂一個是執事會主席
[00:05:49.000 --> 00:05:50.840]  一個就是牧師那樣
[00:05:50.840 --> 00:05:52.280]  是不是很像?
[00:05:52.280 --> 00:05:54.840]  是非常像的一種情況
[00:05:54.840 --> 00:05:58.360]  但是有些會堂可以真的沒有拉比
[00:05:58.360 --> 00:06:01.400]  因為不是每個會堂都需要講道
[00:06:01.400 --> 00:06:03.720]  因為你要負責一個這樣的會堂
[00:06:03.720 --> 00:06:06.520]  很多興趣班、很多研習班之類那些
[00:06:06.520 --> 00:06:08.600]  未必一定要有教導
[00:06:08.600 --> 00:06:10.760]  但是在會堂裏面進行教導
[00:06:10.760 --> 00:06:12.840]  也是真的無可厚非
[00:06:12.840 --> 00:06:16.680]  每天早上、下午、傍晚祈禱三次
[00:06:16.680 --> 00:06:21.640]  在安息日裏面舉行一個大型集體的祈禱會和集會
[00:06:21.640 --> 00:06:23.720]  運用不同的房間
[00:06:23.720 --> 00:06:27.000]  在那時候的兒童也在聚集在一起
[00:06:27.000 --> 00:06:28.600]  少年人也在一起
[00:06:28.600 --> 00:06:30.520]  同一個家庭有時在一起
[00:06:30.520 --> 00:06:33.400]  像不像大家很多這裏的婚訊房?
[00:06:33.400 --> 00:06:35.080]  大概是這樣的
[00:06:35.080 --> 00:06:36.760]  其實你要明白
[00:06:36.760 --> 00:06:39.960]  猶太會堂就是這樣的情況
[00:06:39.960 --> 00:06:46.280]  而現在的保羅作為當時非常有名的法理賽人
[00:06:46.280 --> 00:06:50.760]  他有權可以上來講話
[00:06:50.760 --> 00:06:53.560]  所以猶太會堂是傳福音的最好策略
[00:06:53.560 --> 00:06:55.880]  他一開始就講了一句
[00:06:55.880 --> 00:06:59.880]  我們叫做福音最根本的內容
[00:06:59.880 --> 00:07:02.920]  我就打在powerpoint紅色那裏
[00:07:02.920 --> 00:07:04.680]  譬如你要講一個福音
[00:07:04.680 --> 00:07:07.640]  現在你可能會用三福
[00:07:07.640 --> 00:07:11.400]  你又可能會用四個屬靈的原則
[00:07:11.400 --> 00:07:14.200]  一些比較簡短的東西去講福音
[00:07:14.200 --> 00:07:19.400]  以前講福音原來有一個早期最原始的版本
[00:07:19.400 --> 00:07:22.920]  早期最原始的版本就記載在這裏
[00:07:22.920 --> 00:07:24.920]  這裏是這樣說
[00:07:24.920 --> 00:07:31.800]  祂說「尋明基督必須受害」這是第一點
[00:07:31.800 --> 00:07:37.240]  第二點「從死裡復活」這是第二點
[00:07:37.240 --> 00:07:46.040]  第三點「我所傳與你們的這位耶穌就是基督」這是第三點
[00:07:46.040 --> 00:07:47.080]  大家明白了嗎?
[00:07:47.080 --> 00:07:50.360]  第一點是必須受害
[00:07:50.360 --> 00:07:52.920]  第二點是死裡復活
[00:07:52.920 --> 00:07:56.600]  第三點「耶穌等於基督」
[00:07:56.600 --> 00:07:57.800]  是不是這樣?
[00:07:57.800 --> 00:08:01.080]  這是不是最基本福音要相信的東西?
[00:08:01.080 --> 00:08:02.360]  其實也是
[00:08:02.360 --> 00:08:03.960]  我逐點和大家講一下
[00:08:03.960 --> 00:08:07.240]  第一就是宣認耶穌基督是受害
[00:08:07.240 --> 00:08:09.560]  並且要死在十字架上面
[00:08:09.560 --> 00:08:12.200]  這個宣認其實是說明了
[00:08:12.200 --> 00:08:17.320]  基督是一位死亡和受苦的基督
[00:08:17.320 --> 00:08:19.480]  所以傳福音的人
[00:08:19.480 --> 00:08:24.280]  某程度上是認定了這位受苦的基督就是你的主
