
[00:00:00.000 --> 00:00:04.160]  哈嘍瑞亞 跟你旁邊說很高興跟你在一起聚會
[00:00:04.160 --> 00:00:13.800]  就在
[00:00:13.800 --> 00:00:17.800]  是禮拜二是不是 這個禮拜二
[00:00:17.800 --> 00:00:24.000]  臺灣發生這個花蓮外海的一個大地震 7.2級
[00:00:27.320 --> 00:00:31.840]  雖然這次的死亡的人數沒有說很高
[00:00:31.840 --> 00:00:37.480]  因為現在發生這種事情 大家都會一看死了多少人
[00:00:37.480 --> 00:00:42.360]  其實這也是蠻悲哀一件事情 好像我們已經有點麻木了
[00:00:42.360 --> 00:00:46.880]  變成是要看到很大的很大的死亡很多的人
[00:00:46.880 --> 00:00:48.120]  我們才會pay attention
[00:00:48.120 --> 00:00:52.960]  但是其實這一次的這一次的花蓮的這個地震
[00:00:53.440 --> 00:00:58.240]  可以說是從921大地震以來
[00:00:58.240 --> 00:01:00.360]  從921大地震以來
[00:01:00.360 --> 00:01:03.880]  臺灣發生最大的一次的地震
[00:01:03.880 --> 00:01:07.200]  講到921大地震其實我有經驗
[00:01:07.200 --> 00:01:10.680]  因為我921大地震我就是帶著兩個弟兄
[00:01:10.680 --> 00:01:15.920]  那麼就到到臺灣去參與這個救災的工作
[00:01:15.920 --> 00:01:18.200]  所以我知道那個情況
[00:01:18.200 --> 00:01:21.960]  那時候當時候大概好像是差不多兩千多人死亡
[00:01:22.640 --> 00:01:24.840]  那很多的特別是中部的地區
[00:01:24.840 --> 00:01:28.560]  什麼南投 集集鎮是最最厲害了
[00:01:28.560 --> 00:01:31.120]  那整個的有的地方就倒塌
[00:01:31.120 --> 00:01:32.720]  我自己親眼看過
[00:01:32.720 --> 00:01:34.520]  你就是沒辦法想像
[00:01:34.520 --> 00:01:36.200]  平常都是歌舞昇平的
[00:01:36.200 --> 00:01:37.960]  平常都是一切都好的
[00:01:37.960 --> 00:01:39.880]  但是突然之間地震來了
[00:01:39.880 --> 00:01:42.400]  親愛的兄弟妹
[00:01:42.400 --> 00:01:44.960]  這一次的地震再一次提醒
[00:01:44.960 --> 00:01:47.080]  特別我想對臺灣的弟兄姊妹們來講
[00:01:47.080 --> 00:01:50.840]  特別是會感覺到 怎麼樣 祖來的日子進了
[00:01:51.480 --> 00:01:52.920]  你看見臺灣教會裡面
[00:01:52.920 --> 00:01:56.200]  大家都同時的有這樣子的一個感覺
[00:01:56.200 --> 00:01:57.480]  祖來的日子進了
[00:01:57.480 --> 00:01:58.440]  親愛的兄弟妹
[00:01:58.440 --> 00:02:02.040]  不是說跟我們好像發生在我們比我們遠的地方
[00:02:02.040 --> 00:02:03.040]  就跟我們沒有關係了
[00:02:03.040 --> 00:02:03.720]  親愛的兄弟妹
[00:02:03.720 --> 00:02:05.440]  聖經上告訴我們說
[00:02:05.440 --> 00:02:06.920]  這一些事情的發生
[00:02:06.920 --> 00:02:09.080]  就表明祖來的日子怎麼樣
[00:02:09.080 --> 00:02:10.240]  進了
[00:02:10.240 --> 00:02:11.360]  親愛的兄弟妹
[00:02:11.360 --> 00:02:12.920]  可不可能今天臺灣
[00:02:12.920 --> 00:02:15.520]  不是 這個洛杉磯就發生大地震
[00:02:15.520 --> 00:02:17.680]  可不可能下一秒鐘就發生大地震
[00:02:17.680 --> 00:02:20.160]  可能嗎 你真相信嗎
[00:02:20.640 --> 00:02:21.640]  你做好預備了嗎
[00:02:21.640 --> 00:02:22.960]  沒有
[00:02:22.960 --> 00:02:25.240]  有人說很誠實
[00:02:25.240 --> 00:02:25.600]  沒有
[00:02:25.600 --> 00:02:29.000]  這一次我們洛杉磯有一個牧師
[00:02:29.000 --> 00:02:31.040]  是我神學的學弟
[00:02:31.040 --> 00:02:33.120]  他就PO出來
[00:02:33.120 --> 00:02:35.200]  他在臺灣大地震的時候
[00:02:35.200 --> 00:02:36.800]  他正在花蓮
[00:02:36.800 --> 00:02:43.760]  他突然一下子好像天旋地轉地轉
[00:02:43.760 --> 00:02:46.000]  他們馬上從車子裡面
[00:02:46.000 --> 00:02:48.360]  他還好是開在這個道路那邊
[00:02:48.360 --> 00:02:49.880]  他馬上從車子裡面出來
[00:02:51.640 --> 00:02:52.440]  那你想想看
[00:02:52.440 --> 00:02:54.640]  如果就HAPPEN在什麼天
[00:02:54.640 --> 00:02:55.200]  那個叫什麼
[00:02:55.200 --> 00:02:57.400]  什麼天王星
[00:02:57.400 --> 00:02:59.400]  那個大樓的裡面
[00:02:59.400 --> 00:03:02.000]  那很可能就來不及了
[00:03:02.000 --> 00:03:04.320]  前面都說
[00:03:04.320 --> 00:03:05.480]  當我們看見這些事情
[00:03:05.480 --> 00:03:06.200]  你要知道
[00:03:06.200 --> 00:03:10.440]  我們的生命真的不在我們自己手中
[00:03:10.440 --> 00:03:11.080]  Amen
[00:03:11.080 --> 00:03:15.920]  所以祖來的日子進了
[00:03:15.920 --> 00:03:17.600]  彼得在這裡說
[00:03:17.600 --> 00:03:18.840]  他說親愛的弟兄
[00:03:18.840 --> 00:03:20.720]  有一件事情您不可忘記
[00:03:20.720 --> 00:03:22.600]  就是祖看一日如千年
[00:03:22.600 --> 00:03:23.600]  千年如一日
[00:03:23.600 --> 00:03:25.480]  祖所應許的尚未成就
[00:03:25.480 --> 00:03:27.200]  有人以為他是單言
[00:03:27.200 --> 00:03:28.760]  其實不是單言
[00:03:28.760 --> 00:03:32.040]  祖來的日子進了
[00:03:32.040 --> 00:03:35.840]  他說因為他來是寬容你們
[00:03:35.840 --> 00:03:38.000]  不願有一人沉淪
[00:03:38.000 --> 00:03:41.280]  乃願人人都怎麼樣
[00:03:41.280 --> 00:03:42.360]  為改
[00:03:42.360 --> 00:03:47.080]  當時候有人就說
[00:03:47.080 --> 00:03:48.440]  你說祖來的日子
[00:03:48.440 --> 00:03:49.000]  進了
[00:03:49.000 --> 00:03:50.840]  祖來的日子
[00:03:50.840 --> 00:03:51.800]  進了祖在哪裡
[00:03:51.800 --> 00:03:53.280]  講了那麼多年
[00:03:53.280 --> 00:03:54.560]  今天我們更有資格講
[00:03:54.560 --> 00:03:55.240]  對不對
[00:03:55.240 --> 00:03:58.240]  從主耶穌受難
[00:03:58.240 --> 00:04:01.720]  復活升天
[00:04:01.720 --> 00:04:04.040]  到現在兩千年過去了
[00:04:04.040 --> 00:04:05.880]  祖來的日子進了
[00:04:05.880 --> 00:04:06.880]  講了那麼多
[00:04:06.880 --> 00:04:08.480]  但是祖在哪裡呢
[00:04:08.480 --> 00:04:10.600]  可能今天也有人不相信
[00:04:10.600 --> 00:04:12.160]  今天可能也有基督徒
[00:04:12.160 --> 00:04:13.920]  覺得是帶著一個懷疑的心
[00:04:13.920 --> 00:04:16.440]  甚至我們雖然理論上知道
[00:04:16.440 --> 00:04:17.400]  祖來的日子進了
[00:04:17.520 --> 00:04:20.360]  但是我們心裡面卻不相信
[00:04:20.360 --> 00:04:22.080]  會不會
[00:04:22.080 --> 00:04:27.880]  祖說祂來並不是單言
[00:04:27.880 --> 00:04:29.640]  祂來是寬容我們
[00:04:29.640 --> 00:04:31.320]  不願有一人沉淪
[00:04:31.320 --> 00:04:34.720]  乃願人人都回改
