
[00:00:00.000 --> 00:00:01.400]  各位兄弟姐妹們,平安!
[00:00:01.400 --> 00:00:02.960]  弟兄姊妹們,平安!
[00:00:02.960 --> 00:00:07.340]  感恩今天能夠再次來到粵語堂與大家分享神的話語
[00:00:07.340 --> 00:00:12.000]  感恩我可以來到粵語堂再和大家一起分享神的話語
[00:00:12.000 --> 00:00:13.840]  那我們首先一同來禱告
[00:00:13.840 --> 00:00:16.160]  首先我們一同來祈禱
[00:00:16.160 --> 00:00:19.000]  天父,當我們再次來領受你話語的時候
[00:00:19.000 --> 00:00:21.260]  天父,當我們一起來領受你話語的時候
[00:00:21.260 --> 00:00:24.140]  求主賜給我們一個聆聽的耳朵
[00:00:24.140 --> 00:00:26.140]  求主你給我們一個聆聽的耳朵
[00:00:26.140 --> 00:00:29.340]  也賜給我們一顆願意遵行你話語的心
[00:00:29.340 --> 00:00:32.240]  更加給我們一個能夠遵行你話語的心
[00:00:32.240 --> 00:00:34.200]  禱告奉主耶穌的名
[00:00:34.200 --> 00:00:35.660]  禱告奉主耶穌基督聖名
[00:00:35.660 --> 00:00:36.400]  阿們
[00:00:36.400 --> 00:00:37.400]  阿們
[00:00:37.400 --> 00:00:41.800]  今天要跟大家分享的主題是基督徒的財富觀
[00:00:41.800 --> 00:00:45.860]  今天我們要和大家一起分享的就是基督徒的財富觀
[00:00:45.860 --> 00:00:49.700]  我想這個也是我們每個人都很感興趣的話題
[00:00:49.700 --> 00:00:52.700]  我想這個也是我們每一個人都很感興趣的話題
[00:00:52.700 --> 00:00:56.600]  全世界的人都有一個共同的關於財富的夢想
[00:00:56.600 --> 00:00:59.160]  全世界的人都有一個共同財富的夢想
[00:00:59.160 --> 00:01:01.940]  美國人就曾提出來美國夢
[00:01:01.940 --> 00:01:03.500]  美國人有個美國夢
[00:01:03.500 --> 00:01:06.660]  要經過自己的奮鬥努力邁向富裕
[00:01:06.660 --> 00:01:09.460]  要經過自己的努力邁向富裕
[00:01:09.460 --> 00:01:12.300]  中國人也有五子登科之夢
[00:01:12.300 --> 00:01:14.940]  中國人也有五子登科之夢
[00:01:14.940 --> 00:01:18.560]  就是銀子、七子、孩子、房子和車子
[00:01:18.560 --> 00:01:22.300]  就是銀子、妻子、孩子、房子和車子
[00:01:22.300 --> 00:01:27.060]  所以這世界上的人都有一個關於財富的共同的追求和夢想
[00:01:27.060 --> 00:01:34.100]  這世界上的人都有一個關於財富的共同的追求和夢想
[00:01:34.100 --> 00:01:37.940]  所以財富對我們每個人來說也是一件很重要的事情
[00:01:37.940 --> 00:01:41.340]  所以財富對每個人來說也是一件很重要的事情
[00:01:41.340 --> 00:01:45.500]  我們也都希望能過上一個物質豐富的生活
[00:01:45.500 --> 00:01:49.240]  我們也都希望能過上一個物質豐富的生活
[00:01:49.240 --> 00:01:53.240]  聖經當中也很關注財富這個主題
[00:01:53.240 --> 00:01:56.240]  聖經當中也很關注財富這個主題
[00:01:56.240 --> 00:02:00.040]  有關於財富的經文有兩千三百多處
[00:02:00.040 --> 00:02:05.140]  有關財富的經文有兩千三百多處
[00:02:05.140 --> 00:02:08.540]  耶穌在祂所講的這個三十九個比喻當中
[00:02:08.540 --> 00:02:11.040]  有十一個是談到了財富
[00:02:11.040 --> 00:02:13.340]  而耶穌所講的三十九個比喻中
[00:02:13.340 --> 00:02:15.640]  也有十一句是關於金錢的
[00:02:15.640 --> 00:02:18.640]  差不多佔了祂講到的百分之十五
[00:02:18.640 --> 00:02:21.540]  差不多佔了百分之十五
[00:02:21.540 --> 00:02:24.540]  所以在聖經中這也是一個很重要的主題
[00:02:24.540 --> 00:02:26.140]  是我們不容忽視的
[00:02:26.140 --> 00:02:29.340]  所以在聖經中這也是一個很重要的主題
[00:02:29.340 --> 00:02:31.440]  是我們不容忽視的
[00:02:31.440 --> 00:02:35.540]  傳道書作為聖經當中的智慧文學
[00:02:35.540 --> 00:02:38.540]  傳道書作為聖經中的智慧文學
[00:02:38.540 --> 00:02:42.540]  充滿了人生的經驗還有這些觀察的智慧
[00:02:42.540 --> 00:02:45.640]  充滿了人生的經驗還有觀察的智慧
[00:02:45.640 --> 00:02:50.240]  也充滿了很多關於財富的智慧論
[00:02:50.240 --> 00:02:54.340]  也充滿了智慧和財富論
[00:02:54.340 --> 00:02:59.340]  今天就讓我們透過傳道書來看一看聖經的財富論
[00:02:59.340 --> 00:03:06.340]  今天就讓我們透過傳道書來看一看聖經的財富論
[00:03:06.340 --> 00:03:09.840]  我們首先來看財富帶給人的益處
[00:03:09.840 --> 00:03:12.640]  我們首先來看財富帶給人的益處
[00:03:12.640 --> 00:03:16.240]  傳道書這個作者跟世人一樣
[00:03:16.240 --> 00:03:19.140]  他也是一個追求財富夢想的人
[00:03:19.140 --> 00:03:24.940]  他也是一個追求財富夢想的人
[00:03:24.940 --> 00:03:29.440]  他憑著過人的智慧追求君王的財富
[00:03:29.440 --> 00:03:32.340]  他憑著過人的智慧追求君王的財富
[00:03:32.340 --> 00:03:35.740]  而且勝過了之前所有在耶路撒冷的人
[00:03:35.740 --> 00:03:39.240]  並且勝過以前在耶路撒冷的眾人
[00:03:39.240 --> 00:03:41.540]  積存了許多的金銀財寶
[00:03:41.540 --> 00:03:43.340]  積存了許多的金銀財寶
[00:03:43.340 --> 00:03:46.340]  可以說他是史無前例的首富
[00:03:46.340 --> 00:03:49.040]  可以說他是史無前例的首富
[00:03:49.040 --> 00:03:52.040]  這位金銀有道的智者
[00:03:52.040 --> 00:03:55.740]  他就說錢能叫萬事應心
[00:03:55.740 --> 00:03:58.940]  經營有道的智者又說
[00:03:58.940 --> 00:04:01.540]  錢能夠使萬事應心
[00:04:01.540 --> 00:04:02.940]  大家不要誤會
[00:04:02.940 --> 00:04:07.340]  他不是說在提倡金錢掛帥的拜金主義
[00:04:07.340 --> 00:04:08.140]  大家不要誤會
[00:04:08.140 --> 00:04:11.140]  他不是在提倡金錢掛帥和拜金主義
