
[00:00:00.000 --> 00:00:02.660]  上星期有個興奮的事情裏面
[00:00:02.660 --> 00:00:05.940]  在Facebook裏面收到一個很興奮的事情
[00:00:05.940 --> 00:00:08.340]  就是在我們剛纔敬拜的當中有一個人
[00:00:08.340 --> 00:00:09.900]  叫Jack
[00:00:09.900 --> 00:00:13.340]  他完成了八公里的半夜外
[00:00:13.340 --> 00:00:16.720]  因爲他在荃灣的一個水塘裏面跑
[00:00:16.720 --> 00:00:19.160]  而且拿到什麼 冠軍
[00:00:19.160 --> 00:00:20.440]  Amen
[00:00:20.440 --> 00:00:22.320]  榮耀歸給上帝
[00:00:22.320 --> 00:00:25.480]  我定性他爲這一程是榮耀的旅程
[00:00:25.480 --> 00:00:29.180]  我就想下 我這個星期講到經文的時候
[00:00:29.180 --> 00:00:30.920]  又有一些巧合
[00:00:30.920 --> 00:00:33.940]  就是我會講 剛剛我們同工會編排
[00:00:33.940 --> 00:00:39.520]  我就是編排到在《仕途人傳》18章23到21章第16節
[00:00:39.520 --> 00:00:43.360]  下一章
[00:00:43.360 --> 00:00:46.560]  就是這個狀況是什麼呢
[00:00:46.560 --> 00:00:47.840]  就是一個
[00:00:47.840 --> 00:00:50.440]  OK 謝謝
[00:00:50.440 --> 00:00:52.740]  就是一個情況就是
[00:00:52.740 --> 00:00:55.260]  保羅的第三次的旅程
[00:00:55.260 --> 00:00:57.200]  保羅的第三次旅程
[00:00:57.200 --> 00:00:59.520]  我希望透過這個旅程裏面
[00:00:59.520 --> 00:01:00.840]  提醒我們
[00:01:00.840 --> 00:01:03.340]  保羅的第三次旅程 我就想
[00:01:03.340 --> 00:01:07.060]  整個《仕途人傳》有28章
[00:01:07.060 --> 00:01:11.000]  如果大家聽一聽 我想問保羅有多少個旅程呢
[00:01:11.000 --> 00:01:14.560]  識聖經的就可能明白有多少個旅程
[00:01:14.560 --> 00:01:16.900]  但是不識的聖經 或者不是很熟
[00:01:16.900 --> 00:01:18.760]  對着 不是不識 可能不是很熟
[00:01:18.760 --> 00:01:20.160]  有時我都不記得的
[00:01:20.160 --> 00:01:24.280]  我就會很零散的片段
[00:01:24.280 --> 00:01:27.600]  將保羅的旅程左擺下右擺下
[00:01:27.600 --> 00:01:30.660]  所以我希望第一樣 今天的信息達到目的
[00:01:30.660 --> 00:01:34.000]  就是將保羅一生有七個的旅程
[00:01:34.000 --> 00:01:35.720]  一次過告訴大家
[00:01:35.720 --> 00:01:38.060]  告訴隔壁的人 保羅有七個旅程
[00:01:38.060 --> 00:01:41.760]  然後透過這個時候
[00:01:41.760 --> 00:01:43.940]  你知不知道我們現在在走什麼旅程
[00:01:43.940 --> 00:01:45.700]  今時今日 筲箕灣浸順會
[00:01:45.700 --> 00:01:49.960]  可能很多人不知道 是X之旅
[00:01:49.960 --> 00:01:51.540]  可能很多人不知道X之旅是什麼
[00:01:51.540 --> 00:01:52.720]  我今天又告訴你
[00:01:52.720 --> 00:01:55.080]  希望今天完了崇拜之後 你又會明白
[00:01:55.080 --> 00:01:57.140]  一點點關於X之旅
[00:01:57.140 --> 00:01:59.740]  保羅的旅程
[00:01:59.740 --> 00:02:02.640]  X之旅 這些都是外人
[00:02:02.640 --> 00:02:04.840]  第三樣我想和大家想的就是
[00:02:04.840 --> 00:02:08.140]  你自己的生命的旅程
[00:02:08.140 --> 00:02:09.320]  又是什麼呢
[00:02:09.320 --> 00:02:11.720]  你自己的生命旅程
[00:02:11.720 --> 00:02:13.720]  所以今天可能會有些挑戰
[00:02:13.720 --> 00:02:15.700]  我們看看
[00:02:15.700 --> 00:02:18.600]  哦 掉轉了
[00:02:18.600 --> 00:02:20.280]  OK
[00:02:22.300 --> 00:02:24.500]  我們看看保羅的生命之旅
[00:02:24.500 --> 00:02:29.700]  保羅在聖經記載他有三次宣教之旅
[00:02:29.700 --> 00:02:32.040]  我在這裏稍微提一提
[00:02:32.040 --> 00:02:34.500]  他三次宣教的旅程
[00:02:34.500 --> 00:02:38.120]  第一次很簡單 這些知識上
[00:02:38.120 --> 00:02:39.140]  知道就知道 好嗎
[00:02:39.140 --> 00:02:40.460]  等下我會再重複一次
[00:02:40.460 --> 00:02:41.580]  很簡單的
[00:02:41.580 --> 00:02:43.020]  在這個基里加裏面
[00:02:43.020 --> 00:02:45.120]  一直以一個圈 都幾年了
[00:02:45.120 --> 00:02:47.360]  然後進到哥倫多
[00:02:47.360 --> 00:02:49.500]  上次奉命講第二次的旅程
[00:02:49.500 --> 00:02:52.700]  在這裏就去到馬其頓
[00:02:52.700 --> 00:02:53.960]  上次講的
[00:02:53.960 --> 00:02:55.720]  這次其實第三次
[00:02:55.720 --> 00:02:57.720]  和第一第二次是差不多的
[00:02:57.720 --> 00:03:00.480]  這三次是宣教的旅程
[00:03:00.480 --> 00:03:02.100]  但其中最後一次
[00:03:02.100 --> 00:03:03.500]  我叫榮耀之旅
[00:03:03.500 --> 00:03:05.880]  就保羅由這裏被人抓到
[00:03:05.880 --> 00:03:07.520]  羅馬受審
[00:03:07.520 --> 00:03:08.700]  是死的
[00:03:08.700 --> 00:03:11.240]  他明知自己是被人抓的
[00:03:11.240 --> 00:03:12.740]  他仍然上去
[00:03:12.740 --> 00:03:14.680]  這個我定性爲
[00:03:14.680 --> 00:03:16.680]  是一個榮耀之旅
[00:03:16.680 --> 00:03:18.980]  你有沒有覺得
[00:03:18.980 --> 00:03:20.340]  當你爲耶穌受苦
[00:03:20.340 --> 00:03:21.780]  你仍然要上去
[00:03:21.780 --> 00:03:24.220]  如果你是這樣的狀態當中
[00:03:24.220 --> 00:03:26.220]  這一條是榮耀之旅
[00:03:26.220 --> 00:03:29.760]  我們回頭看
[00:03:29.760 --> 00:03:33.980]  保羅的榮耀之旅裏面
[00:03:33.980 --> 00:03:38.900]  我們會藉着選取兩段經文
[00:03:38.900 --> 00:03:40.580]  讓大家知道一下
[00:03:40.580 --> 00:03:42.080]  這個純粹是選取
[00:03:42.080 --> 00:03:45.220]  因爲要讀完整個第三段的旅程
[00:03:45.220 --> 00:03:47.380]  甚至以賜團轉
[00:03:47.380 --> 00:03:49.380]  基本上我們是不夠時間
[00:03:49.380 --> 00:03:51.380]  不過我們可以提綱揭領
[00:03:51.380 --> 00:03:53.380]  知道一下他的旅程是怎樣
[00:03:53.380 --> 00:03:55.380]  第一場我選取的
[00:03:55.380 --> 00:03:56.600]  在第一段經文
[00:03:56.600 --> 00:04:00.680]  就是保羅第二次旅程的完結
[00:04:00.680 --> 00:04:04.040]  第三次的旅程就開始
[00:04:04.040 --> 00:04:06.920]  就在這裏22至23章
[00:04:06.920 --> 00:04:08.680]  很短的兩章
[00:04:08.680 --> 00:04:12.340]  聖經特別路加描述
[00:04:12.340 --> 00:04:13.640]  記住史統人主義
[00:04:13.640 --> 00:04:14.740]  現在我們在講的
[00:04:14.740 --> 00:04:16.260]  作者是誰
[00:04:16.260 --> 00:04:17.420]  路加醫生
[00:04:17.420 --> 00:04:18.420]  不要想着保羅保羅
[00:04:18.420 --> 00:04:19.640]  經常講保羅就是保羅
[00:04:19.640 --> 00:04:20.480]  我們習慣
[00:04:20.480 --> 00:04:22.140]  那一章是什麼多就講那個人
[00:04:22.140 --> 00:04:23.020]  這個是特別
[00:04:23.020 --> 00:04:24.260]  是路加醫生
[00:04:24.260 --> 00:04:25.940]  讀一讀
[00:04:25.940 --> 00:04:27.380]  史統人主義18章
[00:04:27.380 --> 00:04:28.660]  22至23章
[00:04:28.660 --> 00:04:30.400]  預備 1 2 3 來
[00:04:30.400 --> 00:04:33.000]  在該撒尼亞下了船
[00:04:33.000 --> 00:04:37.060]  就上耶路撒冷去文革會安
[00:04:37.060 --> 00:04:39.940]  隨後下安提阿去
[00:04:39.940 --> 00:04:44.280]  住了那日子又離開那裏
[00:04:44.280 --> 00:04:49.460]  哀次經過迦拉底和佛里加地方
[00:04:49.460 --> 00:04:51.600]  堅固衆門徒
[00:04:51.600 --> 00:04:53.800]  這裏有少少的認識就是
[00:04:53.800 --> 00:04:55.760]  保羅在第二次第三個旅程
[00:04:55.760 --> 00:04:59.620]  都會回到耶路撒冷文安
[00:04:59.620 --> 00:05:01.540]  在完成第三次之後
[00:05:01.540 --> 00:05:03.960]  他都特意要堅持去
[00:05:03.960 --> 00:05:06.380]  讓我們看到保羅很看重
[00:05:06.380 --> 00:05:07.960]  信仰的福音的源頭
[00:05:07.960 --> 00:05:09.760]  是由耶路撒冷開始
[00:05:09.760 --> 00:05:13.040]  回應耶穌提醒我們
[00:05:13.040 --> 00:05:15.040]  聖靈降臨在你們身上
[00:05:15.040 --> 00:05:18.520]  你們必得從耶路撒冷開始
[00:05:18.520 --> 00:05:21.480]  所以在第22節18章22節23節
[00:05:21.480 --> 00:05:24.280]  23節是第三次旅程的開始
[00:05:24.280 --> 00:05:26.960]  保羅很強調就是
[00:05:26.960 --> 00:05:28.420]  堅固衆門徒
[00:05:28.420 --> 00:05:31.360]  每一次的旅程他都是堅固衆門徒
[00:05:31.360 --> 00:05:35.380]  好 然後當他完成第二次旅程
[00:05:35.380 --> 00:05:37.480]  進入第三次旅程就是這段經文
[00:05:37.480 --> 00:05:38.360]  大家可以回去
[00:05:38.360 --> 00:05:40.740]  可圈可點的這段經文
[00:05:40.740 --> 00:05:46.840]  然後接着在21章15至19節
[00:05:46.840 --> 00:05:48.400]  這裏我們有兩張part point
[00:05:48.400 --> 00:05:49.280]  我們讀一讀
[00:05:49.280 --> 00:05:53.200]  他如何完成第三次的旅程
[00:05:53.200 --> 00:05:56.560]  進入我認爲是第四次
[00:05:56.560 --> 00:05:58.800]  或者稍後說是第七次
[00:05:58.800 --> 00:06:00.240]  叫做榮耀之旅
[00:06:00.240 --> 00:06:01.960]  我們看看這段經文
[00:06:01.960 --> 00:06:03.360]  好 一起來讀一讀
[00:06:03.360 --> 00:06:04.680]  1 2 3 來
[00:06:04.680 --> 00:06:21.240]  過了幾日
[00:06:21.240 --> 00:06:23.260]  他名叫拿孫
[00:06:23.260 --> 00:06:25.480]  是居比路人
[00:06:25.480 --> 00:06:27.360]  到了耶路撒冷
[00:06:27.360 --> 00:06:31.040]  弟兄們歡歡喜喜的接待我們
[00:06:31.040 --> 00:06:35.320]  第二天保羅和我們去見雅各
[00:06:35.320 --> 00:06:38.240]  長老們也在都扎那裏
[00:06:38.240 --> 00:06:40.400]  保羅問了他們安
[00:06:40.400 --> 00:06:46.440]  便將神用他傳教在外幫人中間所行之事
[00:06:46.440 --> 00:06:48.600]  一一都述說了
[00:06:48.600 --> 00:06:50.960]  這句是記載在
[00:06:50.960 --> 00:06:54.080]  《始瀾傳》第21章15至19節
[00:06:54.080 --> 00:06:56.280]  在第15節他說過了幾日
[00:06:56.280 --> 00:07:00.480]  即是他完成了第三次的旅程
[00:07:00.480 --> 00:07:05.120]  沒多久他就趕着上耶路撒冷
[00:07:05.120 --> 00:07:06.560]  去報平安
[00:07:06.560 --> 00:07:08.280]  其實這段我會再詳細說
[00:07:08.280 --> 00:07:09.440]  在期間裏面
[00:07:09.440 --> 00:07:11.760]  他明知自己會被人綁
[00:07:11.760 --> 00:07:13.360]  他都要上去
[00:07:13.360 --> 00:07:15.480]  好 在這個時候我們看回今天的信息裏面
[00:07:15.480 --> 00:07:19.480]  我第一個去處理的就是
[00:07:19.480 --> 00:07:22.400]  爲什麼不下來
[00:07:22.400 --> 00:07:24.320]  好
[00:07:24.320 --> 00:07:28.120]  保羅的榮耀之旅在這裏很粗略的給大家
[00:07:28.120 --> 00:07:32.680]  我定性他有七個旅程
[00:07:32.680 --> 00:07:34.880]  這七個旅程我們很快速
[00:07:34.880 --> 00:07:36.400]  選一選然後再
[00:07:36.400 --> 00:07:39.440]  深入多說一點點
[00:07:39.440 --> 00:07:41.040]  第一個旅程裏面
[00:07:41.040 --> 00:07:42.960]  我看爲他是一個
[00:07:42.960 --> 00:07:46.560]  猶太教的中心的信徒
[00:07:46.560 --> 00:07:51.040]  如果大家回去再翻《始瀾傳》的時候
[00:07:51.040 --> 00:07:53.480]  保羅在第九章
[00:07:53.480 --> 00:07:54.560]  可以抄下這三個數字
[00:07:54.560 --> 00:07:55.560]  第九章
[00:07:55.560 --> 00:07:56.280]  二十二章
[00:07:56.280 --> 00:07:57.400]  二十六章
[00:07:57.400 --> 00:07:59.760]  都是他自己的生命的
[00:07:59.760 --> 00:08:01.640]  怎麼信耶穌的見證
[00:08:01.640 --> 00:08:03.800]  這個第一和第二個旅程裏面
[00:08:03.800 --> 00:08:06.160]  就是當他未信耶穌之前
[00:08:06.160 --> 00:08:08.920]  他是一箇中心的猶太教徒
[00:08:08.920 --> 00:08:10.640]  聖經是這樣說他的
[00:08:10.640 --> 00:08:14.120]  在整個《始瀾傳》和其他保羅的書信是這樣說的
[00:08:14.120 --> 00:08:15.600]  他是一個猶太人
[00:08:15.600 --> 00:08:17.360]  但是他是一個羅馬公民
[00:08:17.360 --> 00:08:18.080]  不知道他什麼時候
[00:08:18.080 --> 00:08:20.280]  他爸爸是歸化了羅馬
[00:08:20.280 --> 00:08:23.200]  所以他就成爲一個羅馬公民
[00:08:23.200 --> 00:08:25.560]  第二 他是辯雅門支派
[00:08:25.560 --> 00:08:27.080]  即使在以色列有十二個支派
[00:08:27.080 --> 00:08:27.920]  他是其中一個支派
[00:08:27.920 --> 00:08:29.520]  所以他更加可以稱之爲什麼
[00:08:29.520 --> 00:08:31.520]  猶太人之中的猶太人
[00:08:31.520 --> 00:08:33.760]  他是跟一個加瑪列的門下
[00:08:33.760 --> 00:08:35.960]  受教於嚴謹的律法
[00:08:35.960 --> 00:08:39.200]  他也是法利塞人的熱心侍奉神
[00:08:39.200 --> 00:08:41.320]  有些聖經學者是這樣形容保羅
[00:08:41.320 --> 00:08:44.600]  他有羅馬人的實事求是的情況
[00:08:44.600 --> 00:08:47.000]  有希列人的多才多藝
[00:08:47.000 --> 00:08:51.720]  有希伯來人那種不老的思想
[00:08:51.720 --> 00:08:53.360]  如果你說這是什麼
[00:08:53.360 --> 00:08:54.360]  我只能告訴你
[00:08:54.360 --> 00:08:57.400]  即是今天的黃之鋒
[00:08:57.400 --> 00:08:59.640]  知不知道誰是黃之鋒
[00:08:59.640 --> 00:09:01.320]  其實挺像的
[00:09:01.320 --> 00:09:03.200]  當然我不可以完全類比
[00:09:03.200 --> 00:09:05.560]  即使他是一個有爲的青少年
[00:09:05.560 --> 00:09:07.560]  他將會在他人生裏面
[00:09:07.560 --> 00:09:09.240]  是前途無可限量
[00:09:09.240 --> 00:09:11.640]  不過他人生欠缺一件事
[00:09:11.640 --> 00:09:13.280]  欠缺一件最重要的東西
[00:09:13.280 --> 00:09:15.040]  我就是相信耶穌
[00:09:15.040 --> 00:09:16.360]  如果用回耶穌的比喻
[00:09:16.360 --> 00:09:18.680]  就是一個少年的官
[00:09:18.680 --> 00:09:21.200]  保羅第一次旅程就是這樣
[00:09:21.200 --> 00:09:23.040]  當第二次的旅程他更加深陷
[00:09:23.040 --> 00:09:24.800]  因爲第二次旅程是什麼呢
[00:09:24.800 --> 00:09:27.680]  當耶穌復活了之後
[00:09:27.680 --> 00:09:28.480]  保羅做了一件事
[00:09:28.480 --> 00:09:30.640]  他就逼迫基督徒
[00:09:30.640 --> 00:09:31.880]  在《仕途人傳》第七章
[00:09:31.880 --> 00:09:34.880]  他說他看着治臺犯被扔死的時候
[00:09:34.880 --> 00:09:36.880]  他心...聖經沒有講詳細
[00:09:36.880 --> 00:09:38.720]  不過我相信他心是涼的
[00:09:38.720 --> 00:09:39.640]  哇 正
[00:09:39.640 --> 00:09:42.040]  這羣基督徒活該
[00:09:42.040 --> 00:09:45.800]  還奉命被祭司去捉拿信徒
[00:09:45.800 --> 00:09:47.600]  我相信第二個旅程
[00:09:47.600 --> 00:09:49.520]  保羅就是當耶穌復活之後
[00:09:49.520 --> 00:09:51.440]  他會活出他信仰裏面
[00:09:51.440 --> 00:09:53.160]  所謂他的信仰
[00:09:53.160 --> 00:09:54.360]  堅持的能力
[00:09:54.360 --> 00:09:55.320]  就是他信什麼
[00:09:55.320 --> 00:09:56.400]  是猶太教
[00:09:56.400 --> 00:09:59.560]  猶太教是相信
[00:09:59.560 --> 00:10:01.840]  這個尼賽亞是很榮耀的
[00:10:01.840 --> 00:10:03.680]  不是耶穌這樣的身份
[00:10:03.680 --> 00:10:07.960]  所以他就要捉拿那些信耶穌的人
[00:10:07.960 --> 00:10:10.360]  信尼賽亞的人
[00:10:10.360 --> 00:10:11.520]  怎麼會是耶穌
