
[00:00:00.000 --> 00:00:03.560]  弟兄姊妹 新年快樂 祝福大家
[00:00:03.560 --> 00:00:11.720]  新年之前有一個節日
[00:00:11.720 --> 00:00:13.120]  是什麼節日呢?
[00:00:13.120 --> 00:00:14.640]  聖誕節
[00:00:14.640 --> 00:00:18.520]  是我們基督教其中一個很重要的節日
[00:00:18.520 --> 00:00:21.680]  不僅對我們基督徒重要
[00:00:21.680 --> 00:00:23.440]  全香港的人都很重要
[00:00:23.440 --> 00:00:24.720]  一放兩天假
[00:00:24.720 --> 00:00:26.600]  接著又可以拿多少天假
[00:00:26.600 --> 00:00:28.280]  接著去哪裡玩
[00:00:28.280 --> 00:00:29.920]  每個人都很珍惜
[00:00:29.920 --> 00:00:31.000]  這些假期
[00:00:31.000 --> 00:00:32.600]  未必珍惜耶穌
[00:00:32.600 --> 00:00:34.480]  就很珍惜這些假期
[00:00:34.480 --> 00:00:40.240]  不知道聖誕節對你來說是什麼
[00:00:40.240 --> 00:00:45.560]  在基督教教會的傳統裡面
[00:00:45.560 --> 00:00:49.680]  有聖誕節前四個主日
[00:00:49.680 --> 00:00:53.000]  就叫做張臨期
[00:00:53.000 --> 00:00:54.240]  張臨期
[00:00:54.240 --> 00:00:58.440]  每一個主日都有一個重點
[00:00:58.440 --> 00:01:00.880]  耶穌要來了
[00:01:00.880 --> 00:01:02.240]  提醒我們
[00:01:02.240 --> 00:01:04.920]  第一個主日就是醒悟
[00:01:04.920 --> 00:01:07.160]  在裡面我們要醒悟一下
[00:01:07.160 --> 00:01:10.000]  究竟耶穌為什麼要來呢?
[00:01:10.000 --> 00:01:11.960]  耶穌當然是為我們而來
[00:01:11.960 --> 00:01:13.840]  所以我們就要悔改
[00:01:13.840 --> 00:01:15.960]  然後我們悔改之後
[00:01:15.960 --> 00:01:17.280]  我們有喜樂
[00:01:17.280 --> 00:01:20.240]  第四個主日就是平安
[00:01:20.240 --> 00:01:22.920]  平安的意思是什麼呢?
[00:01:22.920 --> 00:01:24.800]  就是以馬來尼
[00:01:24.800 --> 00:01:27.360]  因為神與人同在的時候
[00:01:27.360 --> 00:01:30.600]  人才可以得到真正的平安
[00:01:30.600 --> 00:01:34.320]  我不知道你在這個聖誕平不平安
[00:01:34.320 --> 00:01:35.640]  張臨節
[00:01:35.640 --> 00:01:38.640]  張臨期通常都唱一首詩歌
[00:01:38.640 --> 00:01:40.080]  就是以馬來尼
[00:01:40.080 --> 00:01:41.400]  就是來臨歌
[00:01:41.400 --> 00:01:46.840]  以馬來尼來臨來臨
[00:01:46.840 --> 00:01:48.920]  很動聽的一個詩歌
[00:01:48.920 --> 00:01:52.080]  當然聖誕節有很多詩歌
[00:01:52.080 --> 00:01:54.160]  這是很有意思的
[00:01:54.160 --> 00:01:57.120]  其中一首最出名的就是
[00:01:57.120 --> 00:01:58.400]  《普世歡騰》
[00:01:58.400 --> 00:02:00.800]  《普世歡騰》這首詩歌
[00:02:00.800 --> 00:02:03.400]  是一個牧師所寫的
[00:02:03.400 --> 00:02:06.920]  寫了已經接近三百年了
[00:02:06.920 --> 00:02:09.120]  唱了三百年的這首歌
[00:02:09.120 --> 00:02:10.240]  到今時今日
[00:02:10.240 --> 00:02:12.720]  每年的平安夜
[00:02:12.720 --> 00:02:16.960]  我都去柴灣街市二樓報佳音
[00:02:16.960 --> 00:02:19.720]  唱了第一年
[00:02:19.720 --> 00:02:21.840]  然後那些小販就會叫你
[00:02:21.840 --> 00:02:24.000]  牧師等你啊
[00:02:24.000 --> 00:02:27.160]  十二月就會提醒我
[00:02:27.160 --> 00:02:28.240]  等你啊
[00:02:28.240 --> 00:02:32.480]  我和幾個弟兄姊妹去那裡唱詩歌
[00:02:32.480 --> 00:02:35.880]  報佳音也是很有意思的
[00:02:35.880 --> 00:02:37.880]  除了我們報佳音
[00:02:37.880 --> 00:02:39.120]  哪個人會報佳音呢
[00:02:39.120 --> 00:02:42.520]  當然是我們信耶穌的人才會報佳音
[00:02:42.520 --> 00:02:43.600]  這兩年
[00:02:43.600 --> 00:02:45.480]  我那天去吃雲吞麵
[00:02:45.480 --> 00:02:47.800]  那個人就問我
[00:02:47.800 --> 00:02:51.160]  牧師為什麼這兩年不見你們啊
[00:02:51.160 --> 00:02:53.920]  好像少了人報佳音
[00:02:53.920 --> 00:02:55.880]  可能是吧
[00:02:55.880 --> 00:02:58.080]  起碼我們沒有去逛街
[00:02:58.080 --> 00:02:59.160]  沒有掃街
[00:02:59.160 --> 00:03:03.800]  因為我們現在多數走去東區醫院
[00:03:03.800 --> 00:03:06.160]  二十多人走了上去
[00:03:06.160 --> 00:03:07.360]  我也在想
[00:03:07.360 --> 00:03:09.360]  明年不如我們去掃街更好
[00:03:09.360 --> 00:03:11.600]  街坊都會記得我們的
[00:03:11.600 --> 00:03:12.760]  涼茶店
[00:03:12.760 --> 00:03:14.160]  隔壁吃雲吞麵
[00:03:14.160 --> 00:03:16.480]  在那裡走一圈
[00:03:16.480 --> 00:03:20.360]  聖誕是一個很開心的日子
[00:03:20.360 --> 00:03:23.120]  也是一個可以見證耶穌的日子
[00:03:23.120 --> 00:03:24.720]  聖誕的日子
[00:03:24.720 --> 00:03:29.360]  我就派一封利是給漢奸
[00:03:29.360 --> 00:03:31.080]  白天做清潔的
[00:03:31.080 --> 00:03:33.840]  晚上十點鐘來倒垃圾的
[00:03:33.840 --> 00:03:34.440]  就是那個人
[00:03:34.440 --> 00:03:36.080]  你完全都不會見到他
[00:03:36.080 --> 00:03:39.480]  我就祝他聖誕快樂
[00:03:39.480 --> 00:03:41.680]  這個比你過年派利是好
[00:03:41.680 --> 00:03:42.800]  我告訴你
[00:03:42.800 --> 00:03:44.040]  過年派利是
[00:03:44.040 --> 00:03:47.360]  多多少少都給他一封
[00:03:47.360 --> 00:03:49.680]  哪有人聖誕節派利是的
[00:03:49.680 --> 00:03:50.400]  是不是
[00:03:50.400 --> 00:03:53.440]  這是一個很好的見證的機會
[00:03:53.440 --> 00:03:55.960]  聖誕節他都很惡言的
[00:03:55.960 --> 00:03:59.720]  尤其是晚上十點鐘倒垃圾的那個
[00:03:59.720 --> 00:04:02.120]  一年他可能已經變成另一個人了
[00:04:02.120 --> 00:04:03.760]  他這些是散工
[00:04:03.760 --> 00:04:05.880]  無緣無故有個人抓住我
[00:04:05.880 --> 00:04:07.120]  從他那一層出來
[00:04:07.120 --> 00:04:09.880]  我們的倒垃圾這麼傻
[00:04:09.880 --> 00:04:11.440]  層層倒的
[00:04:11.440 --> 00:04:13.560]  真的很笨
[00:04:13.560 --> 00:04:16.880]  不是沒有垃圾槽
[00:04:16.880 --> 00:04:17.400]  有
[00:04:17.400 --> 00:04:18.840]  但是他不用的
[00:04:18.840 --> 00:04:20.000]  不知道他什麼原因
[00:04:20.000 --> 00:04:21.400]  他不用的
[00:04:21.400 --> 00:04:23.360]  他要將垃圾
[00:04:23.360 --> 00:04:25.320]  在垃圾房拿出來
[00:04:25.320 --> 00:04:27.760]  放進升降機的垃圾桶
[00:04:27.760 --> 00:04:28.480]  你說是不是
[00:04:28.480 --> 00:04:29.880]  免得失事
[00:04:29.880 --> 00:04:30.880]  真是
[00:04:30.880 --> 00:04:32.320]  做那個人都很辛苦的
[00:04:32.320 --> 00:04:33.240]  知不知道
[00:04:33.240 --> 00:04:35.480]  然後早上又倒一圈
[00:04:35.480 --> 00:04:36.080]  就是
[00:04:36.080 --> 00:04:37.600]  新加坡是最好的
[00:04:37.600 --> 00:04:39.040]  自己拿自己的垃圾
[00:04:39.040 --> 00:04:40.960]  扔進垃圾槽那裡
[00:04:40.960 --> 00:04:43.040]  放一輛車在下面
[00:04:43.040 --> 00:04:45.040]  我不知道為什麼
[00:04:45.040 --> 00:04:46.080]  所以都鼓勵你
[00:04:46.080 --> 00:04:47.400]  明年你記住了
[00:04:47.400 --> 00:04:49.120]  如果你記得我說的話
[00:04:49.120 --> 00:04:50.360]  給他們一封禮事
[00:04:50.360 --> 00:04:52.160]  聖誕快樂
[00:04:52.160 --> 00:04:54.680]  那他一定知道你是基督徒
[00:04:54.680 --> 00:04:55.280]  是不是
[00:04:55.280 --> 00:04:59.240]  所以我大廈的那個看監
[00:04:59.240 --> 00:05:00.600]  他做了很多年了
[00:05:00.600 --> 00:05:02.040]  你走進去問他
[00:05:02.040 --> 00:05:02.840]  牧師幾樓
[00:05:02.840 --> 00:05:03.760]  他會告訴你
[00:05:03.760 --> 00:05:05.880]  22D
[00:05:05.880 --> 00:05:08.040]  他有時候見到你的頭惡惡
[00:05:08.040 --> 00:05:08.840]  他就會問你
[00:05:08.840 --> 00:05:10.000]  是不是去牧師那裡
[00:05:10.000 --> 00:05:11.160]  他說是是是
[00:05:11.160 --> 00:05:12.880]  22樓
[00:05:12.880 --> 00:05:17.000]  這是一個很容易去見證神的
[00:05:17.000 --> 00:05:19.040]  一個時間和空間
[00:05:19.040 --> 00:05:22.000]  就是把握
[00:05:22.000 --> 00:05:23.160]  耶穌降生
[00:05:23.160 --> 00:05:25.840]  是一個非常重要的一件事
[00:05:25.840 --> 00:05:26.720]  就是
[00:05:26.720 --> 00:05:29.840]  道在人間
[00:05:29.840 --> 00:05:31.240]  因為聖經裡面
[00:05:31.240 --> 00:05:32.640]  給我們看到
[00:05:32.640 --> 00:05:36.160]  神的親臨是很重要很重要的
[00:05:36.160 --> 00:05:38.120]  當然我們很熟悉的
[00:05:38.120 --> 00:05:39.920]  聖誕的故事
[00:05:39.920 --> 00:05:42.080]  就是
[00:05:42.080 --> 00:05:45.920]  未婚媽媽
[00:05:45.920 --> 00:05:49.920]  同精女瑪利亞就生耶穌
[00:05:49.920 --> 00:05:51.840]  那馬太福音
[00:05:51.840 --> 00:05:57.280]  他就是從約瑟這個觀點來講他
[00:05:57.280 --> 00:06:00.280]  所以天使就和約瑟說話的
[00:06:00.280 --> 00:06:01.880]  如果你看路加福音
[00:06:01.880 --> 00:06:04.560]  天使就和瑪利亞說話的
[00:06:04.560 --> 00:06:07.200]  就是很有趣的聖經
[00:06:07.200 --> 00:06:10.840]  那瑪利亞見到未婚妻
[00:06:10.840 --> 00:06:12.520]  無端端大了肚子
[00:06:12.520 --> 00:06:14.160]  多大都想休她
[00:06:14.160 --> 00:06:14.520]  是不是
[00:06:14.520 --> 00:06:17.200]  這樣搞法真的不要得了
[00:06:17.200 --> 00:06:18.800]  但是天使就和她說
[00:06:18.800 --> 00:06:22.200]  要生一個兒子是從聖靈來的
[00:06:22.200 --> 00:06:27.520]  你要給他起個名叫耶穌
[00:06:27.520 --> 00:06:31.600]  因為他要將自己的百姓從罪惡裡救出來
[00:06:31.600 --> 00:06:33.560]  我們一起讀一次這句話
[00:06:33.560 --> 00:06:36.560]  因他要將自己的百姓
[00:06:36.560 --> 00:06:39.160]  從罪惡裡救出來
[00:06:39.160 --> 00:06:42.080]  這個是我洗禮班測驗的時候
[00:06:42.080 --> 00:06:44.960]  考試的時候一條必問的題目
[00:06:44.960 --> 00:06:46.400]  耶穌
[00:06:46.400 --> 00:06:49.080]  為什麼要信耶穌
[00:06:49.080 --> 00:06:51.320]  不信耶穌要死嗎
[00:06:51.320 --> 00:06:53.000]  耶穌這個名
[00:06:53.000 --> 00:06:53.960]  神說
[00:06:53.960 --> 00:06:58.000]  祂就要將我們從罪惡裡救出來
[00:06:58.000 --> 00:07:01.160]  所以你一定要記住
[00:07:01.160 --> 00:07:03.960]  我們之所以要慶祝耶穌
[00:07:03.960 --> 00:07:06.520]  不是因為祂帶給我們大富大貴
[00:07:06.520 --> 00:07:11.560]  而是因為祂要將我們從罪惡裡救出來
[00:07:11.560 --> 00:07:15.880]  而天使也更加清楚地說
[00:07:15.880 --> 00:07:19.360]  人要稱祂為以馬內利
[00:07:19.360 --> 00:07:23.680]  以馬內利出來就是神與我們同在
[00:07:23.680 --> 00:07:25.840]  神與我們同在
[00:07:25.840 --> 00:07:29.400]  這個說話聽起來好像很簡單
[00:07:29.400 --> 00:07:33.600]  其實非常有意思
[00:07:33.600 --> 00:07:35.600]  我們來看看
[00:07:35.600 --> 00:07:38.800]  這個我在網上找的
[00:07:38.800 --> 00:07:40.480]  我打個「道」字
[00:07:40.480 --> 00:07:44.960]  它就說中華文化中核心的理念
[00:07:44.960 --> 00:07:46.000]  「道」這個字
[00:07:46.000 --> 00:07:47.840]  道在人間
[00:07:47.840 --> 00:07:48.840]  這個「道」
[00:07:48.840 --> 00:07:53.400]  這個「道」當然我們中文就叫「道」
[00:07:53.400 --> 00:07:57.200]  看看我們這個「道」是什麼
[00:07:57.200 --> 00:07:58.880]  你看很簡單的
[00:07:58.880 --> 00:08:01.600]  天道就是自然的法則
[00:08:01.600 --> 00:08:03.360]  道路
[00:08:03.360 --> 00:08:07.440]  所以老子最出名的是老子
[00:08:07.440 --> 00:08:08.760]  《道德經》裡面說
[00:08:08.760 --> 00:08:12.440]  「道可道 非常道 明可明 非常明」
[00:08:12.440 --> 00:08:13.600]  你明白嗎?
[00:08:13.600 --> 00:08:16.040]  哈哈哈
[00:08:16.040 --> 00:08:17.920]  他也一樣不明白
[00:08:17.920 --> 00:08:18.920]  他就是不明白
[00:08:18.920 --> 00:08:19.440]  你知道嗎?
[00:08:19.440 --> 00:08:20.880]  他說「道可道」
[00:08:20.880 --> 00:08:22.080]  你看到
[00:08:22.080 --> 00:08:23.200]  看到什麼?
[00:08:23.200 --> 00:08:25.040]  他看到這個世界
[00:08:25.040 --> 00:08:27.240]  大自然有個規律
[00:08:27.240 --> 00:08:29.720]  早上起床
[00:08:29.720 --> 00:08:31.920]  你可能年輕
[00:08:31.920 --> 00:08:36.520]  你不是很感應到太陽的變化
[00:08:36.520 --> 00:08:38.840]  如果你有機會你留意一下
[00:08:38.840 --> 00:08:41.360]  什麼時候太陽去了哪裡
[00:08:41.360 --> 00:08:44.400]  尤其是這兩年我要曬太陽
[00:08:44.400 --> 00:08:47.040]  曬太陽要拿些陽氣
[00:08:47.040 --> 00:08:49.040]  要不然港島都沒有氣
[00:08:49.040 --> 00:08:50.160]  啊
[00:08:50.160 --> 00:08:51.280]  你要去曬太陽
[00:08:51.280 --> 00:08:52.440]  你要追太陽
[00:08:52.440 --> 00:08:54.000]  不是追星
[00:08:54.000 --> 00:08:55.160]  你要追著太陽
[00:08:55.160 --> 00:08:57.040]  太陽幾點鐘到哪裡
[00:08:57.040 --> 00:08:58.720]  尤其是你下午
[00:08:58.720 --> 00:09:00.360]  你一過了那個時間
[00:09:00.360 --> 00:09:01.840]  你不可以站在那個位置
[00:09:01.840 --> 00:09:03.000]  每天都不同的
[00:09:03.000 --> 00:09:05.120]  每天都差一點點
[00:09:05.120 --> 00:09:07.920]  很有趣很有趣的
[00:09:07.920 --> 00:09:10.440]  就是這個道
[00:09:10.440 --> 00:09:13.360]  天道就是人可以感應得到的
[00:09:13.360 --> 00:09:14.920]  就是對老子來說
[00:09:14.920 --> 00:09:16.160]  他看著天
[00:09:16.160 --> 00:09:16.960]  他就會看到
[00:09:16.960 --> 00:09:17.400]  哇
[00:09:17.400 --> 00:09:19.920]  真的是大地山河
[00:09:19.920 --> 00:09:22.600]  日月升宿
[00:09:22.600 --> 00:09:24.400]  就是春夏秋冬
[00:09:24.400 --> 00:09:25.840]  他感應得到
[00:09:25.840 --> 00:09:27.520]  但是那些究竟是什麼呢?
[00:09:27.520 --> 00:09:28.840]  他又說不出來給你聽
[00:09:28.840 --> 00:09:29.760]  「非常道」
[00:09:29.760 --> 00:09:30.720]  就是說不出來
[00:09:30.720 --> 00:09:31.680]  明可明
[00:09:31.680 --> 00:09:32.440]  非常明
[00:09:32.440 --> 00:09:34.320]  你可以定他的
[00:09:34.320 --> 00:09:35.960]  春夏秋冬四季
[00:09:35.960 --> 00:09:37.560]  你知道特別我們中國人
[00:09:37.560 --> 00:09:40.240]  還有二十四節氣
[00:09:40.240 --> 00:09:41.040]  你所有的東西
[00:09:41.040 --> 00:09:42.240]  你都可以定出來
[00:09:42.240 --> 00:09:45.120]  但是其實究竟是誰搞出來的呢?
[00:09:45.120 --> 00:09:46.640]  為什麼會是這樣的呢?
[00:09:46.640 --> 00:09:47.640]  說不出來
[00:09:47.640 --> 00:09:48.320]  說不出來
