
[00:00:00.000 --> 00:00:01.540]  頂姊妹早晨
[00:00:01.540 --> 00:00:05.120]  係呀今日嘅講題有啲特別嘅
[00:00:05.120 --> 00:00:07.680]  係生命無牆跟住做咩呀
[00:00:07.680 --> 00:00:12.280]  好快收檔呀仲要係第一喎咁即係講緊呢
[00:00:12.280 --> 00:00:17.400]  我會有第二次嘅續集嘅所以今日呢係一個開場白嚟嘅
[00:00:17.400 --> 00:00:20.740]  好啦咁呢頂姊妹你有冇玩過塵塵碟呀
[00:00:20.740 --> 00:00:27.140]  玩過呀舉手嚟睇下非常之刺激好興奮㗎喎所以你下一個禮拜呢破冰嘅時候
[00:00:27.400 --> 00:00:33.540]  可以玩呀玩嘅時候呢滑心都嚟一嚟手都震埋呀因為呢你個人呢要非常之
[00:00:33.540 --> 00:00:37.640]  手定心定眼定仲要腦袋要定
[00:00:37.640 --> 00:00:44.040]  仲要呢你睇清楚呢上面邊一層呢嗰啲木呢可以慢慢咁推出嚟呢你要
[00:00:44.040 --> 00:00:49.940]  確保你唔好整冧佢呀嘛係咪但係呢往往呢玩到最底嗰層
[00:00:49.940 --> 00:00:56.340]  得返中間嗰條木嘅時候呢係難度最高㗎因為呢你喺上面呢
[00:00:56.600 --> 00:01:04.600]  一個角落你都會點呀?好驚呀,好驚佢冧㗎,不過呢最興奮最刺激嘅時候到呢,就係乜嘢呀?
[00:01:04.600 --> 00:01:11.600]  就係點話?大家都唔係幾興奮㗎,就係一嘢嗰個層次做咩?
[00:01:11.600 --> 00:01:18.600]  冧落嚟嗰下呢,就全世界嘅人類就做咩㗎?嗰下就會尖叫啦,大嗌啦,嘩一聲啦
[00:01:18.600 --> 00:01:34.600]  不過呢,喺尼希米時代嘅時候,成場冧咗落嚟,係一啲都唔興奮㗎,就好似我哋頭先讀嘅經文一樣喎,就係尼希米記嘅一章,一字到四字,我哋呢再慢慢睇一睇呢段經文講乜嘢先
[00:01:34.600 --> 00:01:57.600]  佢話呢,亞達舌西王二十年,嗰個係基斯留月,就係講嘅喺波斯帝國主前四四六年嘅十一至到十二月啦,佢話呢,我喺書山城,書山城堡嘅裏面,嗰時有一個嘅兄弟叫做哈拿尼,同幾個人呢,喺呢個嘅猶大嚟啦
[00:01:57.600 --> 00:02:08.600]  我呢就問佢哋啦,嗰啲秘魯歸回,靖下殘存嘅嗰啲嘅猶太人,做咗耶路撒冷嘅情況,究竟而家係點㗎?
[00:02:08.600 --> 00:02:28.600]  頂姐妹你要記得呢,當時呢已經係第三批嘅猶太人,佢哋秘魯歸回返屋企嘅時候啦,然之後佢哋就話啦,嗰啲秘魯歸回,靖下嘅漁民,喺猶大省嗰度遭遇乜嘢呀?
[00:02:28.600 --> 00:02:44.600]  大難,跟住仲咩呀?受凌辱,跟住呢耶路撒冷嘅城牆係做咩呀?最底嗰行,被做咩呀?拆毀咗,跟住城門做咩事呀?被火燒喎,下一版再睇埋先
[00:02:44.600 --> 00:03:00.600]  跟住尼希米聽見者話,就坐低哭泣悲哀幾日啦,跟住呢佢喺天上嘅神面前禁食禱告,於是尼希米一路禁食禱告,禱告,禱告,禱到幾時呢?
[00:03:00.600 --> 00:03:16.600]  就係二章一節啦,就係阿達舌西王嘅二十年嗰個呢叫做彌撒月,就係主前嘅四四五年三至到四月,即係講緊佢一路禁食祈禱,祈咗四個月
