
[00:00:00.000 --> 00:00:02.760]  很高興今天和大家見面
[00:00:02.760 --> 00:00:04.560]  雖然只是在網上
[00:00:04.560 --> 00:00:07.560]  但很希望以後有機會
[00:00:07.560 --> 00:00:10.640]  可以實體的親自和你們打招呼
[00:00:10.640 --> 00:00:13.480]  首先很感謝廣牧師的邀請
[00:00:13.480 --> 00:00:16.400]  他和我說這是職場主日
[00:00:16.400 --> 00:00:19.920]  因為我自己本身也有職場的背景
[00:00:19.920 --> 00:00:24.280]  以及在神學院也教了很多關於職場和工作神學
[00:00:24.280 --> 00:00:27.160]  所以希望今天和大家有少許分享
[00:00:27.160 --> 00:00:28.880]  問一問大家的問題
[00:00:28.880 --> 00:00:33.320]  就是究竟上帝看重什麼人的工作呢?
[00:00:33.320 --> 00:00:36.760]  我和大家分享一下這個PowerPoint
[00:00:36.760 --> 00:00:39.440]  大家看到了嗎?
[00:00:39.440 --> 00:00:41.120]  這個PowerPoint清不清楚?
[00:00:41.120 --> 00:00:42.680]  OK
[00:00:42.680 --> 00:00:47.640]  剛才Hansel已經和我們讀了這段經文
[00:00:47.640 --> 00:00:50.960]  在《耳不鎖書》第六章五至九節
[00:00:50.960 --> 00:00:53.280]  我今天想問大家的問題就是
[00:00:53.280 --> 00:00:57.160]  究竟上帝看重什麼人的工作?
[00:00:57.160 --> 00:00:59.080]  在回答這個問題之前
[00:00:59.080 --> 00:01:04.240]  我想看看究竟香港人看重哪一類型的工作
[00:01:04.240 --> 00:01:07.600]  最近我看到有一個調查
[00:01:07.600 --> 00:01:10.280]  發覺如果有些人想轉工的話
[00:01:10.280 --> 00:01:13.920]  所謂夢幻的職業的排行榜
[00:01:13.920 --> 00:01:18.640]  它就是在2019年3月至2020年的一年
[00:01:18.640 --> 00:01:22.600]  在網上看到的網絡聲量
[00:01:22.600 --> 00:01:25.600]  發覺第一位是工程師
[00:01:25.600 --> 00:01:28.920]  接著是公務員和空服員
[00:01:28.920 --> 00:01:31.800]  即是空中小姐
[00:01:31.800 --> 00:01:35.280]  空中服務人員、飛機師等等
[00:01:35.280 --> 00:01:40.160]  其實你看看為什麼他們會喜歡這些職業的原因
[00:01:40.160 --> 00:01:42.240]  很多時候都是因為待遇
[00:01:42.240 --> 00:01:44.480]  是因為工作環境
[00:01:44.480 --> 00:01:46.720]  公務員穩定
[00:01:46.720 --> 00:01:53.400]  還有如果是做航空人士或者代購人員等等
[00:01:53.400 --> 00:01:56.760]  都可以有很多周遊列國的機會
[00:01:56.760 --> 00:02:01.000]  大家都看到當中有些網美、網紅、YouTuber
[00:02:01.000 --> 00:02:02.560]  明星、藝人
[00:02:02.560 --> 00:02:06.160]  可能我們都很喜歡有人注意
[00:02:06.160 --> 00:02:09.280]  有人follow我們、like我們
[00:02:09.280 --> 00:02:11.720]  但如果我們不是說工作的話
[00:02:11.720 --> 00:02:13.160]  只是就這樣問
[00:02:13.160 --> 00:02:17.080]  香港在職人士的夢想又是什麼呢?
[00:02:17.080 --> 00:02:20.680]  以下有一個挺有趣的調查
[00:02:20.680 --> 00:02:23.520]  雖然這個調查不是近期的
[00:02:23.520 --> 00:02:26.880]  但我覺得都非常有啟發性
[00:02:26.880 --> 00:02:31.840]  我們看到香港人喜歡的東西很多都是和錢有關的
[00:02:31.840 --> 00:02:34.560]  買樓、環遊世界
[00:02:34.560 --> 00:02:37.680]  一方面完全不用為錢擔心
[00:02:37.680 --> 00:02:39.720]  但另一方面又想賺多點錢
[00:02:39.720 --> 00:02:43.080]  就算香港人希望有個健康人生
[00:02:43.080 --> 00:02:44.440]  或者幸福家庭
[00:02:44.440 --> 00:02:47.640]  其實很多都和錢有關
[00:02:47.640 --> 00:02:49.400]  但你們可能都有留意到
[00:02:49.400 --> 00:02:51.560]  在兩國的調查裏面
[00:02:51.560 --> 00:02:55.960]  原來提早退休都是很多人的夢想
[00:02:55.960 --> 00:02:57.960]  我記得我看過一個廣告
[00:02:57.960 --> 00:03:00.920]  訪問一個十歲的小朋友
[00:03:00.920 --> 00:03:03.520]  問他長大了他的夢想是什麼
[00:03:03.520 --> 00:03:07.400]  他竟然說希望四十歲前可以退休
[00:03:07.400 --> 00:03:10.240]  為什麼香港這麼多人喜歡退休呢?
[00:03:10.240 --> 00:03:12.480]  同期又有另一個調查
[00:03:12.480 --> 00:03:15.480]  他就發覺原來百分之九十四的人
[00:03:15.480 --> 00:03:19.160]  都是希望能夠放下他們的工作
[00:03:19.160 --> 00:03:21.520]  追求更加喜愛的生活
[00:03:21.520 --> 00:03:23.520]  更加喜愛的生活是什麼?
[00:03:23.520 --> 00:03:26.240]  遊歷列國、享樂生活
[00:03:26.240 --> 00:03:29.760]  發現有接近百成的人又不會有改變
[00:03:29.760 --> 00:03:32.120]  因為他們害怕失敗
[00:03:32.120 --> 00:03:36.240]  為什麼這麼多人都不喜歡工作呢?
[00:03:36.240 --> 00:03:39.520]  很多人都覺得工作是一個折磨
[00:03:39.520 --> 00:03:41.680]  其實特別是一些年輕人
[00:03:41.680 --> 00:03:43.280]  剛剛出來職場的時候
[00:03:43.280 --> 00:03:48.440]  他們都很難能夠在這份工作裏面做得長
[00:03:48.440 --> 00:03:50.240]  你問他很多原因
[00:03:50.240 --> 00:03:52.680]  很多人就說工作壓力很大
[00:03:52.680 --> 00:03:54.400]  工時很長
[00:03:54.400 --> 00:03:56.800]  經常都很焦慮
[00:03:56.800 --> 00:03:58.880]  有生計的問題
[00:03:58.880 --> 00:04:02.000]  升遷能不能升到你或者不升到你
[00:04:02.000 --> 00:04:03.600]  你有很多的抉擇
[00:04:03.600 --> 00:04:06.240]  甚至最近我們在疫情
[00:04:06.240 --> 00:04:09.800]  很多的工作都可能不可以做下去
[00:04:09.800 --> 00:04:12.200]  無論你可能是旅遊業
[00:04:12.200 --> 00:04:14.200]  飲食業
[00:04:14.200 --> 00:04:16.200]  甚至航空業等等
[00:04:16.760 --> 00:04:20.480]  另外我們人際關係在辦公室裏面
[00:04:20.480 --> 00:04:22.080]  都很大問題的
[00:04:22.080 --> 00:04:23.800]  有很多的政治
[00:04:23.800 --> 00:04:26.480]  我們的魔鬼上司
[00:04:26.480 --> 00:04:28.560]  我們的下屬可能又不聽話
[00:04:28.560 --> 00:04:32.800]  我們變成了中間組合的夾心人
[00:04:32.800 --> 00:04:35.760]  而且很多時候我們都發覺那個系統
[00:04:35.760 --> 00:04:38.360]  制度不完善、不公平
[00:04:38.360 --> 00:04:39.920]  很多扭曲的文化
[00:04:39.920 --> 00:04:45.160]  甚至我們被迫做出一些我們不太願意的道德抉擇
[00:04:45.160 --> 00:04:47.560]  特別是比較年輕一代的
[00:04:47.560 --> 00:04:50.760]  他們會覺得看不到工作的意義
[00:04:50.760 --> 00:04:52.400]  看不到那個成效
[00:04:52.400 --> 00:04:54.600]  可能他們大學畢業出來
[00:04:54.600 --> 00:04:56.640]  他們覺得賺的人工
[00:04:56.640 --> 00:04:57.880]  每天兩萬元
[00:04:57.880 --> 00:05:01.200]  究竟多久才可以買到房子呢?
[00:05:01.200 --> 00:05:04.360]  多久才可以過到他們想過的生活呢?
[00:05:04.360 --> 00:05:07.960]  很多都會覺得沒有前途、沒有希望
[00:05:07.960 --> 00:05:11.080]  我有一次跟我自己教育的年輕人聊天
[00:05:11.080 --> 00:05:12.760]  他們很多都跟我說
[00:05:12.760 --> 00:05:19.600]  「Dr. Chan, 我很羨慕你,你可以全職在神學院裏面做神的工作」
[00:05:19.600 --> 00:05:21.200]  很多人都在想
[00:05:21.200 --> 00:05:22.840]  可不可以進來讀神學呢?
[00:05:22.840 --> 00:05:28.800]  可不可以像江牧師、羅牧師那樣全職侍奉呢?
[00:05:28.800 --> 00:05:32.760]  他們當中有這樣的心態
[00:05:32.760 --> 00:05:34.400]  為主作供
[00:05:34.400 --> 00:05:37.880]  我們做一些有永恆價值的事
[00:05:37.880 --> 00:05:39.440]  可以救靈魂
[00:05:39.440 --> 00:05:43.840]  比我在辦公室做一些事做了之後
[00:05:43.840 --> 00:05:45.800]  可能我老闆都不批准了
[00:05:45.800 --> 00:05:47.240]  都不會喜歡了
[00:05:47.240 --> 00:05:49.880]  就算那個項目很成功也好
[00:05:49.880 --> 00:05:53.000]  其實過了幾個月都沒有人記得了
[00:05:53.000 --> 00:05:56.200]  所以我們有時候基督徒都會有這種心態
[00:05:56.200 --> 00:05:58.200]  最厲害的當然是宣教士
[00:05:58.200 --> 00:06:00.360]  去到外國傳福音
[00:06:00.360 --> 00:06:03.240]  去一些未聽過福音的地方
[00:06:03.240 --> 00:06:06.960]  好像一些穆斯林的地區
[00:06:06.960 --> 00:06:09.160]  就算做不到宣教士
[00:06:09.160 --> 00:06:11.080]  像牧師、傳道人
[00:06:11.080 --> 00:06:13.440]  或者福音、慈善機構
[00:06:13.440 --> 00:06:15.160]  就算真的做不到那些
[00:06:15.160 --> 00:06:19.040]  可能我們因為很多人都要打工、衛生計
[00:06:19.040 --> 00:06:21.720]  都做一些幫助人的行業
[00:06:21.720 --> 00:06:24.960]  譬如醫護、社工、老師
[00:06:24.960 --> 00:06:28.160]  最後如果那些都做不到的話
[00:06:28.160 --> 00:06:29.880]  很多人都喜歡打政府工
[00:06:29.880 --> 00:06:32.560]  或者做一般的商行、銀行
[00:06:32.560 --> 00:06:35.320]  但是有些職業基督徒不是很喜歡的
[00:06:35.320 --> 00:06:38.560]  譬如做生意有很多邪商必姦的
[00:06:38.560 --> 00:06:41.280]  傳媒娛樂、政客經紀
[00:06:41.280 --> 00:06:45.880]  這些都好像我們基督徒有些很虔誠的
[00:06:45.880 --> 00:06:47.080]  很淑齡的
[00:06:47.080 --> 00:06:49.520]  有少許視之以備
[00:06:49.520 --> 00:06:52.840]  但是我們看回這個看法
[00:06:52.840 --> 00:06:54.760]  好像沒有聖經支持的
[00:06:54.760 --> 00:06:56.240]  不如我們看看
[00:06:56.240 --> 00:06:57.920]  在聖經裡面的人物
[00:06:57.920 --> 00:07:00.760]  是不是全部都在聖殿裡面工作的?
[00:07:00.760 --> 00:07:03.520]  其實很多聖經的偉大人物
[00:07:03.520 --> 00:07:06.960]  他們也有一份我們叫做俗世的工作
[00:07:06.960 --> 00:07:09.440]  譬如雅各他專門怎樣養?
[00:07:09.440 --> 00:07:11.320]  養羊
[00:07:11.320 --> 00:07:14.000]  飼養他們、幫他們生產
[00:07:14.000 --> 00:07:17.520]  譬如約瑟他曾經是做過奴隸
[00:07:17.520 --> 00:07:19.680]  他其實是期貨經紀
[00:07:19.680 --> 00:07:21.360]  他知道之後的走勢
[00:07:21.360 --> 00:07:25.040]  怎樣將那些食糧儲蓄
[00:07:25.040 --> 00:07:27.560]  最後他也做了宰相
[00:07:27.560 --> 00:07:30.240]  其他我想你們都熟悉了
[00:07:30.240 --> 00:07:33.200]  剛剛你們這段時間說到都是說利希米
[00:07:33.200 --> 00:07:36.120]  利希米是不是利美人?
[00:07:36.120 --> 00:07:37.640]  其實他不是的
[00:07:37.640 --> 00:07:39.640]  他是一個品酒師
[00:07:39.640 --> 00:07:42.000]  最後還做了項目經理
[00:07:42.000 --> 00:07:43.840]  建了一個城牆
[00:07:43.840 --> 00:07:45.840]  記不記得?
[00:07:45.840 --> 00:07:48.040]  勞德就是撿垃圾的
[00:07:48.040 --> 00:07:51.640]  阿摩斯就是栽培果樹的
[00:07:51.640 --> 00:07:53.600]  但以利希政府官員
[00:07:53.600 --> 00:07:55.480]  戴維做過很多工作的
[00:07:55.480 --> 00:07:56.640]  又做過牧徒
[00:07:56.640 --> 00:07:57.800]  又做過軍人
[00:07:57.800 --> 00:07:59.080]  又做過政客
[00:07:59.080 --> 00:08:00.520]  皇帝
[00:08:00.520 --> 00:08:03.440]  其實很多都是家庭主婦
[00:08:03.440 --> 00:08:06.600]  在新約時代很多跟隨耶穌的婦女
[00:08:06.600 --> 00:08:08.160]  都是家庭主婦
[00:08:08.160 --> 00:08:09.560]  好像馬大
[00:08:09.560 --> 00:08:12.040]  其他譬如他們是Technica
[00:08:12.040 --> 00:08:14.920]  流動房屋建造商
[00:08:14.920 --> 00:08:17.800]  撒該是一些稅務局的
[00:08:17.800 --> 00:08:19.160]  在稅務局工作
[00:08:19.160 --> 00:08:22.640]  還有一般的紡織商人
[00:08:22.640 --> 00:08:24.640]  所以原來發覺
[00:08:24.640 --> 00:08:28.960]  神會透過很多人不同所謂的俗世工作
[00:08:28.960 --> 00:08:30.560]  其實服侍我們
[00:08:30.560 --> 00:08:32.720]  不是真的要在聖殿裏面
[00:08:32.720 --> 00:08:36.120]  才是幫助上帝工作的
[00:08:36.120 --> 00:08:40.920]  因為其實工作本身是無聖俗之分的
[00:08:40.920 --> 00:08:42.560]  如果我們看聖經
[00:08:42.560 --> 00:08:45.320]  看回臨前七章十七節
[00:08:45.320 --> 00:08:47.440]  保羅的用詞
[00:08:47.440 --> 00:08:49.840]  「分級」和「所召」
[00:08:49.840 --> 00:08:54.320]  這些跟宗教和世俗的用詞是沒有分別的
[00:08:54.320 --> 00:08:56.800]  「信奉」將恩賜分給各人
[00:08:56.800 --> 00:08:59.680]  亦給予各人不同的召命
[00:08:59.680 --> 00:09:02.800]  去服侍教會、服侍這個世界
[00:09:02.800 --> 00:09:04.800]  而馬丁路德大家都知道
[00:09:04.800 --> 00:09:06.560]  他是改教的
[00:09:06.560 --> 00:09:08.640]  新教的始創人
[00:09:08.640 --> 00:09:11.800]  他自己本身是一個聖職的人員
[00:09:11.800 --> 00:09:14.920]  但是他真的去研究聖經的時候
[00:09:14.920 --> 00:09:16.280]  他發覺
[00:09:16.280 --> 00:09:20.360]  其實上帝是呼召了每個基督徒的工作
[00:09:20.360 --> 00:09:23.840]  就算那些你覺得是最世俗的工作
[00:09:23.840 --> 00:09:26.840]  其實都是對上帝的敬拜
[00:09:26.840 --> 00:09:30.080]  和令上帝喜悅的一個順從
[00:09:30.080 --> 00:09:34.160]  其實做一些可能最低下的工作是最困難的
[00:09:34.160 --> 00:09:37.280]  但是我們也不要小看它
[00:09:37.280 --> 00:09:41.040]  我們在聖經裏面很多的經文都發覺
[00:09:41.040 --> 00:09:43.320]  其實是透過每個人的工作
[00:09:43.320 --> 00:09:46.440]  是提供了我們的安全、保護
[00:09:46.440 --> 00:09:48.560]  甚至是日用的飲食
[00:09:48.560 --> 00:09:52.560]  所以神不但裝備基督徒建立基督的身體
[00:09:52.560 --> 00:09:56.680]  他亦賜了各縣的恩賜和財綱
[00:09:56.680 --> 00:10:00.400]  是裝備各縣去建立我們人類的社會
[00:10:00.400 --> 00:10:03.400]  令我們得到那個興旺
[00:10:03.400 --> 00:10:08.480]  所以所有的工作其實都有一個共同和崇高的目的
[00:10:08.480 --> 00:10:10.000]  就是透過工作
[00:10:10.000 --> 00:10:12.560]  我們是體驗很具體的
[00:10:12.560 --> 00:10:15.520]  如何去服侍和愛我們的鄰舍
[00:10:15.520 --> 00:10:17.920]  並且是榮耀上帝
[00:10:17.920 --> 00:10:20.720]  所以工作的原意不是用來賺錢的
[00:10:20.720 --> 00:10:23.880]  不是用來糊口、衛生計的
[00:10:23.880 --> 00:10:28.640]  但是為什麼工作總是這麼困難和苦呢?
[00:10:28.640 --> 00:10:30.800]  上帝的原意這麼好
[00:10:30.800 --> 00:10:34.080]  大家都知道工作本身其實不是咒助
[00:10:34.080 --> 00:10:36.840]  所以我們很多人都覺得工作是咒助
[00:10:36.840 --> 00:10:38.680]  但是並不正確
[00:10:38.680 --> 00:10:42.440]  其實它和其他人的所有層面都一樣
[00:10:42.440 --> 00:10:46.760]  我們都是處於罪的咒助之下
[00:10:46.760 --> 00:10:48.120]  為什麼是一個咒助?
