
[00:00:00.000 --> 00:00:03.000]  一個教會不是一個地方
[00:00:03.000 --> 00:00:05.000]  教會不是一個建築物
[00:00:05.000 --> 00:00:07.000]  所以其實教會是很流暢的
[00:00:07.000 --> 00:00:09.000]  去到哪裡我們都可以
[00:00:09.000 --> 00:00:14.000]  不一定是一個好像建築物有一個十字架在上面的那些叫教會
[00:00:14.000 --> 00:00:17.000]  其實教會就是這班人一個管道
[00:00:17.000 --> 00:00:18.000]  一個群體
[00:00:18.000 --> 00:00:21.000]  但是上帝都幾善
[00:00:21.000 --> 00:00:23.000]  在地上要開始一個管道的時候
[00:00:23.000 --> 00:00:26.000]  這個管道一定要被去塑造的
[00:00:26.000 --> 00:00:29.000]  這個管道一定要被清潔的
[00:00:29.000 --> 00:00:32.000]  一定要被上帝所更新的
[00:00:32.000 --> 00:00:36.000]  因為如果不是一個被更新了的管道的話
[00:00:36.000 --> 00:00:39.000]  這個管道就不能夠可以一個很治癒的
[00:00:39.000 --> 00:00:45.000]  或者上帝可以使用它成為一個流通的一個管子
[00:00:45.000 --> 00:00:47.000]  因為什麼時候我們如果水喉塞了的話
[00:00:47.000 --> 00:00:50.000]  那條水喉就不可以再發生作用
[00:00:50.000 --> 00:00:52.000]  所以什麼時候水喉塞了的話
[00:00:52.000 --> 00:00:54.000]  我們要通這個水喉
[00:00:54.000 --> 00:00:58.000]  這個就是上帝要做的工作
[00:00:58.000 --> 00:01:02.000]  所以如果我們說教會裡面是一個很重要的部分
[00:01:02.000 --> 00:01:04.000]  我們除了我們去敬拜上帝
[00:01:04.000 --> 00:01:07.000]  是上帝呼召我們一班屬於祂的子民
[00:01:07.000 --> 00:01:11.000]  所有上帝用寵教將我們買熟回來的這一班人
[00:01:11.000 --> 00:01:13.000]  是來到去敬拜祂
[00:01:13.000 --> 00:01:15.000]  這個是我們最大的福氣
[00:01:15.000 --> 00:01:20.000]  也是上帝最喜於我們這個群體要做的事情之外
[00:01:20.000 --> 00:01:24.000]  就是我們成為一個去祝福世界的管道
[00:01:24.000 --> 00:01:28.000]  要成為一個祝福管道不是在於我們想辦法要做什麼
[00:01:28.000 --> 00:01:32.000]  而是我們完全的降伏在上帝的手中
[00:01:32.000 --> 00:01:34.000]  被上帝使用
[00:01:34.000 --> 00:01:38.000]  以致我們不只是星期天的時候被上帝使用
[00:01:38.000 --> 00:01:40.000]  而是我們每一天的生命裡面
[00:01:40.000 --> 00:01:42.000]  來到被上帝使用
[00:01:42.000 --> 00:01:44.000]  但是如果我們要成為一個這樣的管道
[00:01:44.000 --> 00:01:46.000]  成為一個這樣的channel
[00:01:46.000 --> 00:01:52.000]  這樣的話我們就需要有一個被上帝更新的時候
[00:01:52.000 --> 00:01:56.000]  所以今天我給的題目叫「重整我們的靈命」
[00:01:56.000 --> 00:01:58.000]  然後「教會奮興」
[00:01:58.000 --> 00:02:05.000]  其實我們正在想的就是怎樣去revitalize a channel
[00:02:05.000 --> 00:02:11.000]  就是怎樣叫這個管道這個教會
[00:02:11.000 --> 00:02:14.000]  是能更加有發生它的影響力
[00:02:14.000 --> 00:02:15.000]  更加發生它的作用
[00:02:15.000 --> 00:02:17.000]  但是當我們講到靈命的時候
[00:02:17.000 --> 00:02:20.000]  其實我們必須要先搞清楚靈命是什麼
[00:02:20.000 --> 00:02:22.000]  因為我知道來參加教會的
[00:02:22.000 --> 00:02:25.000]  是有不同的背景、不同的情況
[00:02:25.000 --> 00:02:28.000]  或者我們跟耶穌的關係又不同
[00:02:28.000 --> 00:02:30.000]  所以對關於靈命的時候
[00:02:30.000 --> 00:02:34.000]  這些slogan、這些屬靈的字眼
[00:02:34.000 --> 00:02:36.000]  我怕我們當中的聽眾
[00:02:36.000 --> 00:02:38.000]  可能不是完全掌握到
[00:02:38.000 --> 00:02:41.000]  所以我們先講一下靈命到底是什麼
[00:02:41.000 --> 00:02:43.000]  如果我們講到靈命的話
[00:02:43.000 --> 00:02:45.000]  我們講一個屬靈的領域
[00:02:45.000 --> 00:02:47.000]  和世界之間的互動關係
[00:02:47.000 --> 00:02:50.000]  似乎我擋住了,我要站在一旁
[00:02:50.000 --> 00:02:54.000]  我們將這個物質世界
[00:02:54.000 --> 00:02:56.000]  物質世界,現在我碰到一些東西
[00:02:56.000 --> 00:02:59.000]  這個物質世界和非物質世界
[00:02:59.000 --> 00:03:02.000]  我們的肉眼我們看不到
[00:03:02.000 --> 00:03:04.000]  不是表示不存在的
[00:03:04.000 --> 00:03:06.000]  大家都很清楚的
[00:03:06.000 --> 00:03:09.000]  有很多東西我們肉眼看不到
[00:03:09.000 --> 00:03:11.000]  好像電波我們看不到
[00:03:11.000 --> 00:03:16.000]  我們現在有Wi-Fi在動
[00:03:16.000 --> 00:03:17.000]  我們看不到
[00:03:17.000 --> 00:03:19.000]  但是當你一開手機就知道
[00:03:19.000 --> 00:03:21.000]  有沒有Wi-Fi的存在
[00:03:21.000 --> 00:03:24.000]  就是說有些東西雖然我們肉眼看不到
[00:03:24.000 --> 00:03:26.000]  但是不表示它不存在
[00:03:26.000 --> 00:03:28.000]  所以我們講到靈命的時候
[00:03:28.000 --> 00:03:31.000]  我們在講非物質世界的部分
[00:03:31.000 --> 00:03:35.000]  這個非物質世界或者spiritual realm
[00:03:35.000 --> 00:03:37.000]  一個屬靈的領域的部分
[00:03:37.000 --> 00:03:40.000]  其實是有一些事情正在發生
[00:03:40.000 --> 00:03:43.000]  我們知道復活的基督
[00:03:43.000 --> 00:03:45.000]  或者我們叫聖靈
[00:03:45.000 --> 00:03:46.000]  其實是三維一體
[00:03:46.000 --> 00:03:48.000]  所以復活的基督就是聖靈
[00:03:48.000 --> 00:03:49.000]  聖靈就是上帝
[00:03:49.000 --> 00:03:51.000]  所以說復活的基督
[00:03:51.000 --> 00:03:55.000]  其實是在屬靈的領域裡面工作
[00:03:55.000 --> 00:03:58.000]  特別留意我在畫這個圖的時候
[00:03:58.000 --> 00:04:00.000]  我在這條界線的中間
[00:04:00.000 --> 00:04:01.000]  加了這個東西
[00:04:01.000 --> 00:04:04.000]  是突出了這個物質的世界
[00:04:04.000 --> 00:04:06.000]  就是說我們彷彿
[00:04:06.000 --> 00:04:09.000]  這個屬靈的領域是看不到
[00:04:09.000 --> 00:04:12.000]  但是不是表示看不到
[00:04:12.000 --> 00:04:14.000]  就好像耶穌基督講到
[00:04:14.000 --> 00:04:16.000]  人怎樣可以重生
[00:04:16.000 --> 00:04:19.000]  怎樣可以看到這個生命呢
[00:04:19.000 --> 00:04:21.000]  他說重生的那個生命
[00:04:21.000 --> 00:04:22.000]  好像彷彿我們看不到
[00:04:22.000 --> 00:04:23.000]  耶穌就比喻說
[00:04:23.000 --> 00:04:25.000]  好像風我們看不到風
[00:04:25.000 --> 00:04:27.000]  但是風捉的時候我們看到
[00:04:27.000 --> 00:04:29.000]  看到的不是風
[00:04:29.000 --> 00:04:32.000]  而是看到風所帶來的影響
[00:04:32.000 --> 00:04:34.000]  樹會搖動的時候
[00:04:34.000 --> 00:04:37.000]  我們知道原來風是在吹的
[00:04:37.000 --> 00:04:40.000]  可以同樣屬靈的領域
[00:04:40.000 --> 00:04:45.000]  是會進入物質世界
[00:04:45.000 --> 00:04:48.000]  就是說那個屬靈的介入
[00:04:48.000 --> 00:04:51.000]  令屬靈的工作
[00:04:51.000 --> 00:04:55.000]  是會介入到一個物質的世界
[00:04:55.000 --> 00:04:59.000]  那這個物質的世界的意思就是
[00:04:59.000 --> 00:05:01.000]  我們的感官
[00:05:01.000 --> 00:05:03.000]  我們的senses
[00:05:03.000 --> 00:05:06.000]  或者在人類的時空限制當中的
[00:05:06.000 --> 00:05:08.000]  一個因果的體會
[00:05:08.000 --> 00:05:10.000]  所有的東西都有一個
[00:05:10.000 --> 00:05:14.000]  好像一個cause and effect的情況出現
[00:05:14.000 --> 00:05:16.000]  就是說屬靈的工作
[00:05:16.000 --> 00:05:19.000]  是會這樣滲透進去
[00:05:19.000 --> 00:05:21.000]  一個這樣的領域裏面
[00:05:21.000 --> 00:05:22.000]  而靈魂呢
[00:05:22.000 --> 00:05:25.000]  我們說我們是靈魂體
[00:05:25.000 --> 00:05:27.000]  我們的靈魂的部份
[00:05:27.000 --> 00:05:31.000]  正是在這個兩者之間
[00:05:31.000 --> 00:05:33.000]  所以雖然我們有表面
[00:05:33.000 --> 00:05:34.000]  我們有senses
[00:05:34.000 --> 00:05:35.000]  我們感覺到
[00:05:35.000 --> 00:05:36.000]  我們眼耳口鼻
[00:05:36.000 --> 00:05:37.000]  我們可以接觸到很多東西
[00:05:37.000 --> 00:05:39.000]  但是我們有一個更重要的部份
[00:05:39.000 --> 00:05:41.000]  你看到是大部份
[00:05:41.000 --> 00:05:44.000]  是在一個見不到的屬靈的領域
[00:05:44.000 --> 00:05:47.000]  好像是tip of the iceberg
[00:05:47.000 --> 00:05:48.000]  就是說那個tip of the iceberg
[00:05:48.000 --> 00:05:49.000]  那個tip的部份
[00:05:49.000 --> 00:05:50.000]  就是我們的materialistic
[00:05:50.000 --> 00:05:51.000]  我們見到的部份
[00:05:51.000 --> 00:05:53.000]  但是under the sea
[00:05:53.000 --> 00:05:54.000]  那個部份
[00:05:54.000 --> 00:05:55.000]  有很大的部份
[00:05:55.000 --> 00:05:56.000]  是我們見不到
[00:05:56.000 --> 00:05:57.000]  但是那個很大的部份
[00:05:57.000 --> 00:05:59.000]  就是非常重要的東西
[00:05:59.000 --> 00:06:00.000]  因為這樣的緣故
[00:06:00.000 --> 00:06:01.000]  我們要明白
[00:06:01.000 --> 00:06:04.000]  那個屬靈的工作
[00:06:04.000 --> 00:06:07.000]  是會碰到我們的靈魂
[00:06:07.000 --> 00:06:09.000]  你看到那個虛線
[00:06:09.000 --> 00:06:10.000]  就是說
[00:06:10.000 --> 00:06:12.000]  復活的基督
[00:06:12.000 --> 00:06:14.000]  是在我們的靈魂裏面
[00:06:14.000 --> 00:06:16.000]  是會工作的
[00:06:16.000 --> 00:06:18.000]  而另外我們要留意
[00:06:18.000 --> 00:06:20.000]  就是有一個
[00:06:20.000 --> 00:06:22.000]  一個邪惡的勢力
[00:06:22.000 --> 00:06:23.000]  也在工作
[00:06:23.000 --> 00:06:25.000]  邪惡的勢力
[00:06:25.000 --> 00:06:27.000]  就是在撒旦工作
[00:06:27.000 --> 00:06:30.000]  在那裏做試探
[00:06:30.000 --> 00:06:31.000]  而邪惡的勢力
[00:06:31.000 --> 00:06:32.000]  你看到
[00:06:32.000 --> 00:06:34.000]  也是會過界的
[00:06:34.000 --> 00:06:36.000]  會過到進入這個物質的世界
[00:06:36.000 --> 00:06:38.000]  就是有時邪惡的工作
[00:06:38.000 --> 00:06:40.000]  是在我們的當中
[00:06:40.000 --> 00:06:41.000]  周圍發生的
[00:06:41.000 --> 00:06:42.000]  我們見到這個世界裏面
[00:06:42.000 --> 00:06:45.000]  有很多是被欺凌的情況
[00:06:45.000 --> 00:06:46.000]  有些人abuse
[00:06:46.000 --> 00:06:48.000]  別的人
[00:06:48.000 --> 00:06:49.000]  我們有很多那些
[00:06:49.000 --> 00:06:51.000]  human trafficking
[00:06:51.000 --> 00:06:53.000]  那些是一些evil forces
[00:06:53.000 --> 00:06:55.000]  是出了來
[00:06:55.000 --> 00:06:57.000]  但是這個我們見到
[00:06:57.000 --> 00:06:58.000]  human trafficking的問題
[00:06:58.000 --> 00:07:00.000]  我們只見到那個effect
[00:07:00.000 --> 00:07:02.000]  帶來的後果
[00:07:02.000 --> 00:07:04.000]  有很多女人被abuse
[00:07:04.000 --> 00:07:05.000]  很多children被abuse
[00:07:05.000 --> 00:07:07.000]  但是後面原來有一大塊東西
[00:07:07.000 --> 00:07:08.000]  我們看不到
[00:07:08.000 --> 00:07:09.000]  我們只能tackle
[00:07:09.000 --> 00:07:12.000]  如果我們只是在碰那個effect的部分
[00:07:12.000 --> 00:07:14.000]  就是在碰那個物質世界
[00:07:14.000 --> 00:07:15.000]  我們見到我們的sensor
[00:07:15.000 --> 00:07:16.000]  見到那個部分的話
[00:07:16.000 --> 00:07:18.000]  我們就忽略了原來背後
[00:07:18.000 --> 00:07:20.000]  有一個evil forces
[00:07:20.000 --> 00:07:22.000]  有一個很大的邪惡的勢力
[00:07:22.000 --> 00:07:23.000]  在推動著
[00:07:23.000 --> 00:07:24.000]  什麼令到這些人
[00:07:24.000 --> 00:07:26.000]  做一些這樣的事情呢
[00:07:26.000 --> 00:07:27.000]  原來後面
[00:07:27.000 --> 00:07:29.000]  是有一個這樣的勢力在那裏
[00:07:29.000 --> 00:07:30.000]  這個就是我們見不到
[00:07:30.000 --> 00:07:32.000]  但是這個同樣的東西
[00:07:32.000 --> 00:07:33.000]  是在碰我們的生命的
[00:07:33.000 --> 00:07:35.000]  也在我們的靈裏面
[00:07:35.000 --> 00:07:37.000]  是在做攪動的工作
[00:07:37.000 --> 00:07:39.000]  有時候我們想明知一些事情
[00:07:39.000 --> 00:07:40.000]  我們不應該做
[00:07:40.000 --> 00:07:41.000]  我們去做
[00:07:41.000 --> 00:07:42.000]  或者我們知道好的
[00:07:42.000 --> 00:07:43.000]  我們做不到
[00:07:43.000 --> 00:07:45.000]  這些就是一個勢力在裏面
[00:07:45.000 --> 00:07:47.000]  但是這個勢力不單止是這樣
[00:07:47.000 --> 00:07:50.000]  其實原來有一個角力在發生
[00:07:50.000 --> 00:07:51.000]  在我們裏面
[00:07:51.000 --> 00:07:54.000]  是有兩個在打仗的東西
[00:07:54.000 --> 00:07:55.000]  經常在打仗
[00:07:55.000 --> 00:07:56.000]  這個在打仗
[00:07:56.000 --> 00:07:58.000]  就是一個天使和魔鬼
[00:07:58.000 --> 00:08:00.000]  天使和魔鬼在角力
[00:08:00.000 --> 00:08:03.000]  在角力的時候
[00:08:03.000 --> 00:08:05.000]  好像是誰贏
[00:08:05.000 --> 00:08:08.000]  每一個在我們想想的東西裏面
[00:08:08.000 --> 00:08:12.000]  都好像有兩個拉扯的東西
[00:08:12.000 --> 00:08:14.000]  在裏面拉著我們
[00:08:14.000 --> 00:08:16.000]  這些原來是全部在那個
[00:08:16.000 --> 00:08:19.000]  我們肉眼見不到的領域裏面
[00:08:19.000 --> 00:08:20.000]  發生的
[00:08:20.000 --> 00:08:24.000]  這個我們叫做靈命
[00:08:24.000 --> 00:08:26.000]  而靈命最關鍵的地方
[00:08:26.000 --> 00:08:29.000]  就是說我們在這個物質的世界裏面
[00:08:29.000 --> 00:08:32.000]  我們是不是可以從這個裏面
[00:08:32.000 --> 00:08:35.000]  我們經歷過那個struggle
[00:08:35.000 --> 00:08:37.000]  經歷過上帝的介入
[00:08:37.000 --> 00:08:39.000]  也經歷過體會過
[00:08:39.000 --> 00:08:41.000]  撒旦邪惡的勢力在攻擊
[00:08:41.000 --> 00:08:43.000]  一個這樣的情況裏面
[00:08:43.000 --> 00:08:45.000]  帶來我們一些經歷
[00:08:45.000 --> 00:08:46.000]  我們有些跌倒過
[00:08:46.000 --> 00:08:47.000]  我們失敗過
[00:08:47.000 --> 00:08:48.000]  然後我們站起來
