
[00:00:00.000 --> 00:00:03.300]  我們今天來到希伯來書第三章的時候
[00:00:03.300 --> 00:00:08.260]  大家讀過的經文當中都提到進入「安息」這個主題
[00:00:08.260 --> 00:00:10.000]  很多時候我們都
[00:00:10.000 --> 00:00:20.980]  我們去到這個主題的時候
[00:00:20.980 --> 00:00:24.060]  我們都想起我們自己的娛樂消遣
[00:00:24.060 --> 00:00:28.320]  因為我們很多特遣姊妹都剛剛
[00:00:28.320 --> 00:00:31.440]  或者會打算去遊船河
[00:00:31.440 --> 00:00:34.080]  遊船河其實是很好玩的
[00:00:34.080 --> 00:00:35.460]  我自己沒有機會
[00:00:35.460 --> 00:00:37.760]  但是都會有時候長輩
[00:00:37.760 --> 00:00:43.100]  就算做長輩可能我的媽媽爸爸或者我的外父母
[00:00:43.100 --> 00:00:47.240]  都可能邀請我們一家人帶著孫子去那裡聚一聚
[00:00:47.240 --> 00:00:50.020]  有這樣的家庭聚會的機會
[00:00:50.020 --> 00:00:52.640]  還有我們就算自己退休
[00:00:52.640 --> 00:00:55.200]  我們當中有些退休的人士
[00:00:55.200 --> 00:00:59.920]  就算不是退休都會考慮一個家庭的旅行
[00:00:59.920 --> 00:01:04.900]  去到遊船河可以做一些平時不做的事情
[00:01:04.900 --> 00:01:07.060]  現在遊船河很豐富
[00:01:07.060 --> 00:01:08.180]  我上網看過
[00:01:08.180 --> 00:01:12.600]  又可以遊裡面的河道
[00:01:12.600 --> 00:01:13.920]  歐洲的河上面
[00:01:13.920 --> 00:01:15.800]  又可以住很多天都有
[00:01:15.800 --> 00:01:16.920]  很多選擇
[00:01:16.920 --> 00:01:17.840]  幾天都有
[00:01:17.840 --> 00:01:20.240]  住甚至接近一年都有
[00:01:20.240 --> 00:01:24.120]  這個遊船河的所謂套餐
[00:01:24.120 --> 00:01:27.680]  我們都很多時看到這些人在歡樂的時候
[00:01:27.680 --> 00:01:33.000]  我們都可以尋求一種心理壓力的舒緩
[00:01:33.000 --> 00:01:37.000]  當中 裡面當中其實很多人在幫忙做事
[00:01:37.000 --> 00:01:39.640]  這個旅遊業 船海的旅遊業
[00:01:39.640 --> 00:01:43.480]  聘請了大約有55萬的人
[00:01:43.480 --> 00:01:46.560]  他們有不同的階層在裡面
[00:01:46.560 --> 00:01:48.360]  即是職位上面
[00:01:48.360 --> 00:01:51.560]  根據最近一份刊物就說提到
[00:01:51.560 --> 00:01:53.840]  他們有時要做到14個小時
[00:01:53.840 --> 00:01:56.320]  即是一天做14小時做了7天
[00:01:56.320 --> 00:01:59.120]  對於他們來說不是一個安息
[00:01:59.120 --> 00:02:03.920]  是一個休息對於某方面的員工
[00:02:03.920 --> 00:02:07.080]  某類當中的部分的員工
[00:02:07.080 --> 00:02:11.560]  所以其實我們去完這些消遣的活動
[00:02:11.560 --> 00:02:12.840]  回來的時候
[00:02:12.840 --> 00:02:15.720]  我們得到一個心理上的
[00:02:15.720 --> 00:02:18.160]  情緒上的一個舒緩
[00:02:18.160 --> 00:02:19.240]  很感謝神
[00:02:19.240 --> 00:02:22.280]  其實我自己暫時沒有機會
[00:02:22.280 --> 00:02:23.040]  未有機會去
[00:02:23.040 --> 00:02:24.720]  但是我也感謝主我
[00:02:24.720 --> 00:02:26.760]  在體力上我都睡得很好
[00:02:26.760 --> 00:02:28.960]  即是有時抱著粉枕頭
[00:02:28.960 --> 00:02:30.800]  我一搭上床就睡著覺
[00:02:30.800 --> 00:02:33.560]  這個是最好的暫時對我來說
[00:02:33.560 --> 00:02:35.920]  體力上最好的休息方法
[00:02:35.920 --> 00:02:37.760]  我不知道大家是否喜歡睡覺
[00:02:37.760 --> 00:02:39.480]  我知道有些勤力
[00:02:39.480 --> 00:02:41.200]  即是做事很繁忙的那些
[00:02:41.200 --> 00:02:42.120]  哇 真的是
[00:02:42.120 --> 00:02:44.000]  星期六 星期日都很難起床
[00:02:44.000 --> 00:02:44.480]  是嗎
[00:02:44.480 --> 00:02:46.520]  就算今天主日的那些
[00:02:46.520 --> 00:02:48.800]  星期日都會有困難
[00:02:48.800 --> 00:02:52.520]  有某程度上的掙扎
[00:02:52.520 --> 00:02:55.400]  但是這個休息的層面上
[00:02:55.400 --> 00:02:57.400]  其實還有第三個層面
[00:02:57.400 --> 00:03:00.400]  除了體力上的休息
[00:03:00.400 --> 00:03:02.320]  心理上的休息
[00:03:02.320 --> 00:03:03.880]  還有在靈性上
[00:03:03.880 --> 00:03:06.000]  其實有第三個層面
[00:03:06.000 --> 00:03:07.360]  那麼主耶穌
[00:03:07.360 --> 00:03:10.600]  剛才主耶穌自己都有休息的時候
[00:03:10.600 --> 00:03:13.400]  就算是經文剛才大家所讀到的
[00:03:13.400 --> 00:03:15.640]  進入安息
[00:03:15.640 --> 00:03:16.840]  是甚麼意義呢
[00:03:16.840 --> 00:03:19.720]  我們怎樣才可以進入休息呢
[00:03:19.720 --> 00:03:21.000]  我們就算是接下來
[00:03:21.000 --> 00:03:22.600]  剛才宣布的那裡
[00:03:22.600 --> 00:03:27.120]  我們六月的時候有個下令會
[00:03:27.120 --> 00:03:29.960]  是否可以提供一個休息的機會給大家呢
[00:03:29.960 --> 00:03:32.400]  我期望那些童工
[00:03:32.400 --> 00:03:34.720]  我們的弟兄姊妹在參與的時候
[00:03:34.720 --> 00:03:37.880]  都可以有個安息的機會
[00:03:37.880 --> 00:03:41.440]  好 我們今天會繼續去看希伯來書
[00:03:41.440 --> 00:03:44.560]  在希伯來書的第一章和第二章
[00:03:44.560 --> 00:03:49.040]  我們看到主耶穌基督的超越性
[00:03:49.040 --> 00:03:52.840]  主耶穌基督是創造宇宙萬物的神
[00:03:52.840 --> 00:03:54.880]  祂是自有永有的神
[00:03:54.880 --> 00:03:57.600]  祂創造之前已經在存在
[00:03:57.600 --> 00:03:59.680]  所以我們要選擇主耶穌基督
[00:03:59.680 --> 00:04:01.600]  為我們生命的中心
[00:04:01.600 --> 00:04:04.280]  祂的身份是比天使更加高
[00:04:04.280 --> 00:04:05.840]  我們看到第三章的時候
[00:04:05.840 --> 00:04:08.000]  我們看到祂提出了
[00:04:08.000 --> 00:04:11.440]  作者提出了摩西的故事
[00:04:11.440 --> 00:04:12.760]  那個經歷
[00:04:12.760 --> 00:04:17.000]  主耶穌基督是比摩西更加超越
[00:04:17.000 --> 00:04:20.240]  摩西是帶祂的子民去到安息的地方
[00:04:20.240 --> 00:04:23.160]  但是以色列民是不能夠進入
[00:04:23.160 --> 00:04:27.240]  這個安息的地方的情況
[00:04:27.240 --> 00:04:29.720]  我們可以看一個主題
[00:04:29.720 --> 00:04:31.400]  我們從第三章開始
[00:04:31.400 --> 00:04:34.240]  看到第四章的第十三節
[00:04:34.240 --> 00:04:35.520]  我們嘗試明白
[00:04:35.520 --> 00:04:38.040]  聖經教導我們怎麼去進入
[00:04:38.040 --> 00:04:40.920]  靈裡面的休息
[00:04:40.920 --> 00:04:42.640]  我們都想休息
[00:04:42.640 --> 00:04:45.000]  但是除了身體上
[00:04:45.000 --> 00:04:47.480]  心情上 心理上
[00:04:47.480 --> 00:04:49.720]  但是我們靈裡面
[00:04:49.720 --> 00:04:51.000]  中心我們心裡面
[00:04:51.000 --> 00:04:54.440]  最深深的深處
[00:04:54.440 --> 00:04:56.840]  我們怎麼可以得到安息
[00:04:56.840 --> 00:04:58.960]  我們齊心有祈禱
[00:04:58.960 --> 00:05:00.800]  我們主耶穌基督
[00:05:00.800 --> 00:05:02.640]  感謝祢
[00:05:02.640 --> 00:05:04.320]  祢降世在我們當中
[00:05:04.320 --> 00:05:09.080]  洗到我們從使徒的書信裡面
[00:05:09.080 --> 00:05:12.600]  可以學習到祢給我們學習的
[00:05:12.600 --> 00:05:17.040]  今天求祢聽我們的呼求
[00:05:17.040 --> 00:05:19.200]  我們當中有心情上
[00:05:19.200 --> 00:05:22.280]  心裡面有疲乏的
[00:05:22.280 --> 00:05:25.160]  求祢積著祢的話語
[00:05:25.160 --> 00:05:26.960]  洗到我們聽到
[00:05:26.960 --> 00:05:30.400]  看到祢給我們的計劃
[00:05:30.400 --> 00:05:35.280]  怎麼樣才能得到靈裡面的休息
[00:05:35.280 --> 00:05:36.400]  得到靈量
[00:05:36.400 --> 00:05:38.080]  求聖靈去幫助我們
[00:05:38.080 --> 00:05:38.920]  以上的禱告
[00:05:38.920 --> 00:05:41.000]  是奉主耶穌得聖的面子祈禱
[00:05:41.000 --> 00:05:45.640]  我們看到希伯來書一開始
[00:05:45.640 --> 00:05:47.760]  剛才大家讀了第七節開始
[00:05:47.760 --> 00:05:50.000]  其實我們看回前面一點
[00:05:50.000 --> 00:05:51.080]  我們剛才提到
[00:05:51.080 --> 00:05:55.600]  原來摩西其實是他們的非常
[00:05:55.600 --> 00:05:56.640]  以色列人當中
[00:05:56.640 --> 00:06:03.720]  非常忠心的僕人
[00:06:03.720 --> 00:06:06.480]  非常忠心的僕人
[00:06:06.480 --> 00:06:08.480]  他是神裡面的僕人
[00:06:08.480 --> 00:06:12.480]  他是預表了將來主耶穌基督
[00:06:12.480 --> 00:06:15.160]  將會成就的救人的計劃
[00:06:15.160 --> 00:06:20.480]  他看到說將來
[00:06:20.480 --> 00:06:22.120]  他指向將來的事情
[00:06:22.120 --> 00:06:25.840]  就是主耶穌基督來到我們當中
[00:06:25.840 --> 00:06:29.840]  他是忠心的帶著這幫以色列民
[00:06:29.840 --> 00:06:31.680]  走出埃及地
[00:06:31.680 --> 00:06:34.920]  他帶著六十萬人的藍丁
[00:06:34.920 --> 00:06:38.560]  走出埃及的地方
[00:06:38.560 --> 00:06:41.520]  他在曠野走了四十多年
[00:06:41.520 --> 00:06:45.560]  但是他說他的忠心是指向
[00:06:45.560 --> 00:06:49.600]  將來所會提到的救人的計劃
[00:06:49.600 --> 00:06:50.920]  我們看到第六節的時候
[00:06:50.920 --> 00:06:52.960]  原來那個對比就是
[00:06:52.960 --> 00:06:56.520]  主耶穌基督不是一個
[00:06:56.520 --> 00:06:59.280]  只是一個祭司的身份
[00:06:59.280 --> 00:07:03.040]  原來主耶穌基督和摩西
[00:07:03.040 --> 00:07:07.040]  是有一個對比的關係 有不同的關係
[00:07:07.040 --> 00:07:12.160]  摩西是神的家的僕人
[00:07:12.160 --> 00:07:18.080]  主耶穌基督是他的神的兒子
[00:07:18.080 --> 00:07:21.320]  他是治理神的家
[00:07:21.320 --> 00:07:22.960]  所以如果是我們當中
[00:07:22.960 --> 00:07:26.760]  如果能夠成為神家的一份子的時候
[00:07:26.760 --> 00:07:32.280]  我們就會帶著一個
[00:07:32.280 --> 00:07:34.680]  如果當我們有這個盼望
[00:07:34.680 --> 00:07:38.200]  和有個膽量
[00:07:38.200 --> 00:07:43.800]  有個希望和有個信心
[00:07:43.800 --> 00:07:46.120]  膽量去堅持到底
[00:07:46.120 --> 00:07:50.160]  在我們走這個屬靈的旅程中
[00:07:50.160 --> 00:07:54.080]  能夠面對各樣困難的時候
[00:07:54.080 --> 00:07:55.280]  試探的時候
[00:07:55.280 --> 00:07:57.120]  能夠堅持到底的時候
[00:07:57.120 --> 00:08:01.520]  這個就是真正的神家的一份子
[00:08:01.520 --> 00:08:08.640]  原來好像以色列文一樣
[00:08:08.640 --> 00:08:13.120]  當他雖然能夠走出埃及地的時候
[00:08:13.120 --> 00:08:15.600]  他們有叛逆的時候
[00:08:15.600 --> 00:08:19.240]  他們硬著心不聽神的話語
[00:08:19.240 --> 00:08:20.400]  結果就有
[00:08:20.400 --> 00:08:28.240]  剛才聽到他們受到耶和華的憤怒的懲罰
[00:08:28.240 --> 00:08:30.400]  但是神的家裡面
