
[00:00:00.000 --> 00:00:01.760]  今天和大家
[00:00:01.760 --> 00:00:05.060]  剛才選讀了《羅馬書》那段經文
[00:00:05.060 --> 00:00:07.060]  相信很多人都會很熟悉
[00:00:07.060 --> 00:00:10.720]  我的題目就叫萬事如意與萬事效力
[00:00:10.720 --> 00:00:12.920]  因為現在是接近過年
[00:00:12.920 --> 00:00:15.260]  我這次回來不是為了過年
[00:00:15.260 --> 00:00:18.380]  是因為播道神學院的一年一度的退休會
[00:00:18.380 --> 00:00:19.800]  在大嶼山的
[00:00:19.800 --> 00:00:21.860]  請了我去講
[00:00:21.860 --> 00:00:23.500]  所以明天就要入營了
[00:00:23.500 --> 00:00:26.700]  但是撞車有過年
[00:00:26.700 --> 00:00:29.820]  過年很多人很喜歡講萬事如意的
[00:00:30.700 --> 00:00:33.400]  聖經是不是講萬事如意呢?
[00:00:33.400 --> 00:00:35.400]  不是,聖經是講萬事效力的
[00:00:35.400 --> 00:00:39.200]  萬事如意究竟可不可能呢?
[00:00:39.200 --> 00:00:42.360]  我想你都知道的,是不可能的
[00:00:42.360 --> 00:00:43.900]  只有一個「港」字
[00:00:43.900 --> 00:00:45.420]  我們中國人很奇怪
[00:00:45.420 --> 00:00:47.980]  明知道那些事情是不可能的
[00:00:47.980 --> 00:00:49.400]  我們都是講
[00:00:49.400 --> 00:00:50.900]  恭喜發財
[00:00:50.900 --> 00:00:52.180]  心想事成
[00:00:52.180 --> 00:00:53.940]  明知道它是不行的
[00:00:53.940 --> 00:00:57.220]  我自己喜歡恭喜你新年進步
[00:00:57.220 --> 00:00:59.600]  就不會恭喜你發財了
[00:00:59.600 --> 00:01:02.700]  如果你發財是神給你的
[00:01:02.700 --> 00:01:04.680]  萬事如意是不可能的
[00:01:04.680 --> 00:01:06.800]  是不是講一下就會應驗呢?
[00:01:06.800 --> 00:01:07.840]  其實是不會的
[00:01:07.840 --> 00:01:08.980]  我們都知道的
[00:01:08.980 --> 00:01:12.440]  聖經就說萬事效力
[00:01:12.440 --> 00:01:16.900]  這是一個很被人忽略的福氣
[00:01:16.900 --> 00:01:20.920]  所有的事都為我們效力的
[00:01:20.920 --> 00:01:24.120]  這是很大的福氣
[00:01:24.120 --> 00:01:26.800]  這個福氣是一般基督徒忽略的
[00:01:26.800 --> 00:01:29.100]  我們信了耶穌就說你有平安有喜樂
[00:01:29.100 --> 00:01:30.100]  這也是事實
[00:01:30.100 --> 00:01:31.760]  我們信了基督徒有永生
[00:01:31.760 --> 00:01:33.160]  這也是事實
[00:01:33.160 --> 00:01:35.400]  信了基督徒之後可能會放棄很多壞習慣
[00:01:35.400 --> 00:01:36.400]  這也是事實
[00:01:36.400 --> 00:01:40.560]  生命過得有意義有充實
[00:01:40.560 --> 00:01:41.320]  這也是事實
[00:01:41.320 --> 00:01:43.480]  甚至可能身體也會健康一點
[00:01:43.480 --> 00:01:44.440]  這也是事實
[00:01:44.440 --> 00:01:47.540]  不過我覺得在今生有一個很大的福氣
[00:01:47.540 --> 00:01:49.280]  就是很多基督徒忽略了的
[00:01:49.280 --> 00:01:52.760]  萬事都為我互相效力的
[00:01:52.760 --> 00:01:56.540]  而且因為聖經是這樣講的
[00:01:56.540 --> 00:01:58.160]  萬事都互相效力
[00:01:59.160 --> 00:02:02.660]  而且這個福氣是一定會應驗的
[00:02:02.660 --> 00:02:04.020]  這樣才好
[00:02:04.020 --> 00:02:07.180]  其他的萬事如意是不會應驗的
[00:02:07.180 --> 00:02:08.460]  一定不會應驗
[00:02:08.460 --> 00:02:11.300]  但是萬事效力一定會應驗的
[00:02:11.300 --> 00:02:15.320]  不過在講到這個福氣之前
[00:02:15.320 --> 00:02:17.300]  我首先要和大家講一下
[00:02:17.300 --> 00:02:19.000]  這個福氣有一個大前提
[00:02:19.000 --> 00:02:20.500]  就是你們要愛神
[00:02:20.500 --> 00:02:23.240]  因為叫愛神的人得益處
[00:02:23.240 --> 00:02:25.840]  不是每個人都得益處的
[00:02:26.540 --> 00:02:29.560]  那段經文我們會問
[00:02:29.560 --> 00:02:33.540]  是不是所有的基督徒都愛神呢?
[00:02:33.540 --> 00:02:35.620]  可能我們從來沒有想過這個問題
[00:02:35.620 --> 00:02:39.280]  是不是每一個信神的人都愛神呢?
[00:02:39.280 --> 00:02:43.260]  表面上你看一下經文所講
[00:02:43.260 --> 00:02:44.680]  好像是
[00:02:44.680 --> 00:02:46.900]  因為我們妙得萬事都互相效力
[00:02:46.900 --> 00:02:48.300]  叫愛神的人得益處
[00:02:48.300 --> 00:02:49.640]  哪些是愛神的人呢?
[00:02:49.640 --> 00:02:52.700]  就是按他旨意被照顧的人
[00:02:52.700 --> 00:02:54.300]  神照我們來
[00:02:54.300 --> 00:02:56.300]  我們就是愛神的人
[00:02:56.300 --> 00:02:57.960]  因為祂預先所知道的
[00:02:57.960 --> 00:02:59.100]  就是怎樣怎樣
[00:02:59.100 --> 00:03:00.020]  三十節說
[00:03:00.020 --> 00:03:02.260]  預先所定下的又照他們來
[00:03:02.260 --> 00:03:05.660]  所照他們來的又稱他們為義
[00:03:05.660 --> 00:03:08.420]  每一個基督徒都是被稱為義的
[00:03:08.420 --> 00:03:11.540]  所以每一個基督徒都是愛神
[00:03:11.540 --> 00:03:13.020]  是不是呢?
[00:03:13.020 --> 00:03:15.380]  其實這個邏輯不是這樣看法的
[00:03:15.380 --> 00:03:16.820]  其實我覺得不是的
[00:03:16.820 --> 00:03:18.820]  因為假如我說
[00:03:18.820 --> 00:03:26.020]  你們是主內的弟兄姊妹
[00:03:26.540 --> 00:03:27.740]  那怎麼辦呢?
[00:03:27.740 --> 00:03:32.140]  就是你們住在香港的人
[00:03:32.140 --> 00:03:35.740]  那是不是住在香港的人都是弟兄姊妹呢?
[00:03:35.740 --> 00:03:36.740]  不是的
[00:03:36.740 --> 00:03:38.580]  你們是弟兄姊妹
[00:03:38.580 --> 00:03:40.340]  但是你們是住在香港的
[00:03:40.340 --> 00:03:41.540]  由窄講到寬
[00:03:41.540 --> 00:03:42.780]  你們是弟兄姊妹
[00:03:42.780 --> 00:03:44.300]  而你們是住在香港的
[00:03:44.300 --> 00:03:46.940]  那不是等於所有香港人都是弟兄姊妹
[00:03:46.940 --> 00:03:49.140]  是你們才是
[00:03:49.140 --> 00:03:50.820]  你明白這個邏輯嗎?
[00:03:50.820 --> 00:03:52.260]  所以這個邏輯就是說
[00:03:52.260 --> 00:03:53.540]  愛神的人
[00:03:53.540 --> 00:03:55.340]  就是神呼召的
[00:03:55.340 --> 00:03:56.740]  就是神所稱義的
[00:03:56.740 --> 00:03:58.020]  由窄講到寬
[00:03:58.020 --> 00:04:01.300]  不等於寬的每一個都是愛神的
[00:04:01.300 --> 00:04:04.420]  這個邏輯很重要
[00:04:04.420 --> 00:04:06.700]  從聖經看來
[00:04:06.700 --> 00:04:08.980]  不是每一個基督徒都愛神的
[00:04:08.980 --> 00:04:12.620]  因為《哥林多前書》有一句話很厲害的
[00:04:12.620 --> 00:04:16.300]  如果讀到你會覺得很難解釋的
[00:04:16.300 --> 00:04:17.820]  那句話是什麼呢?
[00:04:17.820 --> 00:04:19.740]  最後那一章
[00:04:19.740 --> 00:04:23.060]  "若有人不愛主,者人可助可奏"
[00:04:23.460 --> 00:04:25.460]  就是突然間冒出這一句話
[00:04:25.460 --> 00:04:26.820]  為什麼呢?
[00:04:26.820 --> 00:04:28.220]  如果你看《新約聖經》
[00:04:28.220 --> 00:04:30.140]  你會發現最差的那間教會
[00:04:30.140 --> 00:04:31.420]  就是哥林多的教會
[00:04:31.420 --> 00:04:33.020]  很多問題的
[00:04:33.020 --> 00:04:34.780]  處理完一個問題又一個問題
[00:04:34.780 --> 00:04:36.220]  又有人犯奸淫
[00:04:36.220 --> 00:04:37.780]  又有人結黨
[00:04:37.780 --> 00:04:39.140]  又有人驕傲
[00:04:39.140 --> 00:04:42.180]  又有人搞得那間教會很亂
[00:04:42.180 --> 00:04:45.380]  為什麼呢?
[00:04:45.380 --> 00:04:47.140]  它裡面有一個根源的
[00:04:47.140 --> 00:04:49.300]  就是那些人不愛主
[00:04:49.300 --> 00:04:51.460]  因為你不愛主
[00:04:51.460 --> 00:04:53.340]  所以教會就有很多問題了
[00:04:53.860 --> 00:04:55.060]  這是根源
[00:04:55.060 --> 00:04:55.860]  所以《新約聖經》說
[00:04:55.860 --> 00:04:59.220]  "若有人不愛主,者人可助可奏"
[00:04:59.220 --> 00:05:01.620]  它不是指那些未信的人
[00:05:01.620 --> 00:05:06.180]  而是指那些信了而不愛主的人
[00:05:06.180 --> 00:05:09.940]  就是說
[00:05:09.940 --> 00:05:13.020]  所有基督徒都信神、信主
[00:05:13.020 --> 00:05:15.300]  但不是每一個都愛主
[00:05:15.300 --> 00:05:18.300]  如果你想萬事為你效力
[00:05:18.300 --> 00:05:22.100]  你一定要從信主進入愛主的境界才行
[00:05:23.020 --> 00:05:25.620]  我們可能很少人會問自己
[00:05:25.620 --> 00:05:26.860]  我愛不愛神呢?
[00:05:26.860 --> 00:05:27.820]  我現在呢
[00:05:27.820 --> 00:05:30.100]  《聖經》不是問你愛神有多少
[00:05:30.100 --> 00:05:31.420]  不是多少的問題
[00:05:31.420 --> 00:05:32.620]  是問你愛不愛而已
[00:05:32.620 --> 00:05:35.580]  "叫愛神的人得益主"
[00:05:35.580 --> 00:05:38.340]  你怎麼知道自己愛不愛主呢?
[00:05:38.340 --> 00:05:40.340]  其實是可以測驗到的
[00:05:40.340 --> 00:05:43.580]  因為愛神有一個內容的
[00:05:43.580 --> 00:05:45.820]  第一個內容就是說
[00:05:45.820 --> 00:05:46.820]  耶穌自己說的
[00:05:46.820 --> 00:05:49.900]  "又料我的命令,又遵守的,這人就是愛我的"
[00:05:49.900 --> 00:05:51.700]  愛主就是愛神
[00:05:51.980 --> 00:05:55.580]  就是說我們很喜歡遵守耶穌的命令
[00:05:55.580 --> 00:05:56.860]  雖然我們知道
[00:05:56.860 --> 00:05:58.060]  就算我喜歡
[00:05:58.060 --> 00:05:59.180]  我經常都不能遵守
[00:05:59.180 --> 00:06:02.180]  但起碼你要樂意去遵守神的命令
[00:06:02.180 --> 00:06:04.380]  並且說
[00:06:04.380 --> 00:06:07.780]  "愛我的必無我乎愛他,並且要向他顯現"
[00:06:07.780 --> 00:06:10.100]  就是說耶穌因為愛我們
[00:06:10.100 --> 00:06:11.940]  很想向我們顯現
[00:06:11.940 --> 00:06:13.380]  很想和我們親近
[00:06:13.380 --> 00:06:15.180]  那麼一個愛主的人
[00:06:15.180 --> 00:06:17.180]  一定很常想念這位主
[00:06:17.180 --> 00:06:19.780]  很想親近這位主
[00:06:19.780 --> 00:06:21.740]  所以他一定會看《聖經》
[00:06:21.740 --> 00:06:23.260]  因為《聖經》是主的話
[00:06:23.260 --> 00:06:24.780]  是主的命令
[00:06:24.780 --> 00:06:26.060]  那你遵守主的命令
[00:06:26.060 --> 00:06:28.740]  你一定要首先看他的命令才行
[00:06:28.740 --> 00:06:30.980]  你們認識我的人
[00:06:30.980 --> 00:06:33.340]  都會知道我和我太太感情很好
[00:06:33.340 --> 00:06:34.980]  我可不可以說
[00:06:34.980 --> 00:06:35.860]  我和你感情很好
[00:06:35.860 --> 00:06:37.060]  但我不想見他
[00:06:37.060 --> 00:06:38.900]  不可能的
[00:06:38.900 --> 00:06:40.820]  其實我經常都想見他
[00:06:40.820 --> 00:06:41.620]  我一天不見他
[00:06:41.620 --> 00:06:42.780]  我渾身不聚財
[00:06:42.780 --> 00:06:46.300]  那麼如果你愛主
[00:06:46.300 --> 00:06:47.660]  你從來都不向他祈禱
[00:06:47.660 --> 00:06:48.500]  很少向他祈禱
[00:06:48.500 --> 00:06:49.980]  又不看他的話
[00:06:49.980 --> 00:06:51.700]  如果我愛我太太
[00:06:51.700 --> 00:06:53.260]  我不喜歡聽她說話
[00:06:53.260 --> 00:06:54.420]  這是不可能的
[00:06:54.420 --> 00:06:57.020]  我一定會很喜歡聽她說話
