
[00:00:00.000 --> 00:00:06.000]  此錄音或錄影的版權是屬於基督教宣導會不各堂所有
[00:00:06.000 --> 00:00:10.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:10.000 --> 00:00:14.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:14.000 --> 00:00:20.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:20.000 --> 00:00:25.000]  甚願好像《使徒行傳》20章32節下所說
[00:00:25.000 --> 00:00:31.000]  「這道能建立你們,叫你們和一切聖聖的人同得基業」
[00:00:31.000 --> 00:00:35.000]  弟兄姊妹平安
[00:00:35.000 --> 00:00:39.000]  剛才聽到施班的這首詩歌
[00:00:39.000 --> 00:00:42.000]  心裏面又感動又興奮
[00:00:42.000 --> 00:00:44.000]  Yes, He is risen
[00:00:44.000 --> 00:00:47.000]  耶穌基督已經復活
[00:00:47.000 --> 00:00:49.000]  耶穌基督已經復活
[00:00:49.000 --> 00:00:54.000]  我們今天復活節主日就是去紀念耶穌基督的復活
[00:00:54.000 --> 00:00:58.000]  其實在新約聖經有很多處的經文講到耶穌基督的復活
[00:00:58.000 --> 00:01:01.000]  無論在福音書還是書信
[00:01:01.000 --> 00:01:05.000]  而我們在說信了的人要復活
[00:01:05.000 --> 00:01:11.000]  其實在聖經有幾處在新約的經文都有提到
[00:01:11.000 --> 00:01:13.000]  譬如貼薩諾尼加前書
[00:01:13.000 --> 00:01:18.000]  今日我們一直在看的哥林多前書啟示錄
[00:01:18.000 --> 00:01:23.000]  而今日很特別我們在看這段哥林多前書15章的經文
[00:01:23.000 --> 00:01:26.000]  是很清楚將這兩個復活
[00:01:26.000 --> 00:01:32.000]  基督的復活和世人的復活是連在一起去講的
[00:01:32.000 --> 00:01:37.000]  經文其實很想講這兩者是有很直接的關係
[00:01:37.000 --> 00:01:39.000]  基督的復活
[00:01:39.000 --> 00:01:41.000]  我們之後的復活
[00:01:41.000 --> 00:01:47.000]  同樣其實想表達在背後更加深層的一個意義
[00:01:47.000 --> 00:01:52.000]  我們在開始的時候我們先一起低頭有個祈禱
[00:01:54.000 --> 00:01:59.000]  我們的復活得勝主
[00:01:59.000 --> 00:02:01.000]  我們感謝祢
[00:02:01.000 --> 00:02:04.000]  祢已經復活
[00:02:04.000 --> 00:02:07.000]  是給到我們那份盼望
[00:02:07.000 --> 00:02:10.000]  求祢去幫助我們
[00:02:10.000 --> 00:02:13.000]  今日一同去闖開我們的心
[00:02:13.000 --> 00:02:15.000]  去更加去聽
[00:02:15.000 --> 00:02:17.000]  我們更加去看
[00:02:17.000 --> 00:02:22.000]  祢的復活對我們的生命更加深刻的意義
[00:02:22.000 --> 00:02:25.000]  願祢與我們同在
[00:02:25.000 --> 00:02:27.000]  無論是聽的無論是講的
[00:02:27.000 --> 00:02:29.000]  都一同去得益
[00:02:29.000 --> 00:02:32.000]  我們願祢加歷給我們
[00:02:32.000 --> 00:02:35.000]  我們這樣祈禱奉主耶穌基督的名求
[00:02:35.000 --> 00:02:36.000]  阿們
[00:02:36.000 --> 00:02:41.000]  耶穌基督的復活
[00:02:41.000 --> 00:02:44.000]  先是帶給我們一個
[00:02:44.000 --> 00:02:47.000]  我們所有相信祂的人
[00:02:47.000 --> 00:02:50.000]  有一個很完美的永生
[00:02:50.000 --> 00:02:53.000]  首先哥林多教會的信徒
[00:02:53.000 --> 00:02:58.000]  他是切切實實去相信基督已經復活
[00:02:58.000 --> 00:03:02.000]  譬如哥林多前書第十五章這裡的經文
[00:03:02.000 --> 00:03:06.000]  說耶穌基督復活已經和很多人去顯明了
[00:03:06.000 --> 00:03:10.000]  當時的信徒是見到已經復活
[00:03:10.000 --> 00:03:13.000]  但是未升天的主耶穌基督
[00:03:13.000 --> 00:03:20.000]  而這裡說有一次甚至耶穌基督是向五百多個弟兄去顯現
[00:03:20.000 --> 00:03:24.000]  其實當中大部分在保羅寫這個書信的時候
[00:03:24.000 --> 00:03:25.000]  仍然都是生存的
[00:03:25.000 --> 00:03:28.000]  即是他們可以去作證
[00:03:28.000 --> 00:03:30.000]  哥林多教會的信徒
[00:03:30.000 --> 00:03:33.000]  是相信基督已經復活了
[00:03:33.000 --> 00:03:35.000]  無庸置疑
[00:03:35.000 --> 00:03:37.000]  但是他們當中
[00:03:37.000 --> 00:03:42.000]  卻是有信徒是不相信死人復活
[00:03:42.000 --> 00:03:46.000]  即是信徒死了之後是可以復活
[00:03:46.000 --> 00:03:49.000]  他們有人在當中不相信
[00:03:49.000 --> 00:03:54.000]  於是哥林多前書十五章十二節這裡就說到
[00:03:54.000 --> 00:03:57.000]  我們既然傳揚基督已經從死人中復活
[00:03:57.000 --> 00:04:03.000]  你們中間為什麼還有人說沒有死人復活的事呢?
[00:04:03.000 --> 00:04:06.000]  其實你只是看這一句的問題
[00:04:06.000 --> 00:04:09.000]  保羅的立場已經很明顯很清楚
[00:04:09.000 --> 00:04:12.000]  就是信得耶穌基督復活
[00:04:12.000 --> 00:04:19.000]  就是沒有理由不相信死後信徒將要復活
[00:04:19.000 --> 00:04:25.000]  這班信徒不知道耶穌復活對他們那一份很重要的意義
[00:04:25.000 --> 00:04:31.000]  不知道我們當中有沒有人都有相同的問題
[00:04:31.000 --> 00:04:34.000]  有些是當了耶穌復活
[00:04:34.000 --> 00:04:39.000]  純粹好像是歷史當中發生的一件事
[00:04:39.000 --> 00:04:44.000]  每年來到教會我們就好像慶祝一次復活節
[00:04:44.000 --> 00:04:47.000]  但是其實沒有去想清楚
[00:04:47.000 --> 00:04:54.000]  基督的復活對我們卻是有著生命很重大的意義
[00:04:54.000 --> 00:04:57.000]  而且直接是在影響我們的終局
[00:04:57.000 --> 00:04:59.000]  我們的結局
[00:04:59.000 --> 00:05:07.000]  於是經文今天就說道:但如今基督已經從死人中復活
[00:05:07.000 --> 00:05:11.000]  成為睡了的人初熟的果子
[00:05:11.000 --> 00:05:16.000]  哥倫多前書一貫說到死了的人
[00:05:16.000 --> 00:05:19.000]  說他們是睡了的人
[00:05:19.000 --> 00:05:21.000]  什麼是睡了?
[00:05:21.000 --> 00:05:26.000]  睡了真的會醒過來
[00:05:26.000 --> 00:05:29.000]  接著他又說道:基督已經復活
[00:05:29.000 --> 00:05:33.000]  成為睡了的人初熟的果子
[00:05:33.000 --> 00:05:39.000]  初熟的果子就是你見到有一棵樹或一些植物
[00:05:39.000 --> 00:05:44.000]  當你在收成期的時候開始見到它第一粒的果實
[00:05:44.000 --> 00:05:50.000]  你就會知道這棵樹會繼續接續去結果
[00:05:50.000 --> 00:05:52.000]  就會迎來豐收
[00:05:52.000 --> 00:05:54.000]  就會果實纍纍
[00:05:54.000 --> 00:05:57.000]  我們這一班屬於基督的人
[00:05:57.000 --> 00:05:59.000]  死後必定會復活
[00:05:59.000 --> 00:06:02.000]  就是這些果實纍纍
[00:06:02.000 --> 00:06:08.000]  經文也繼續說道:既然死是藉著一人而來
[00:06:08.000 --> 00:06:11.000]  死人復活也是藉著一人而來
[00:06:11.000 --> 00:06:13.000]  在基督裡眾人都死了
[00:06:13.000 --> 00:06:18.000]  照樣在基督裡眾人也要活過來
[00:06:18.000 --> 00:06:22.000]  這裡其實是很工整的一對對偶句
[00:06:22.000 --> 00:06:27.000]  把亞當和基督作為一個很強烈的對比
[00:06:27.000 --> 00:06:29.000]  死是藉著一人而來
[00:06:29.000 --> 00:06:32.000]  在亞當裡面眾人都死了
[00:06:32.000 --> 00:06:38.000]  其實經文是在陳列一個很悲哀的事實
[00:06:38.000 --> 00:06:41.000]  是一個擺脫不了的事實
[00:06:41.000 --> 00:06:45.000]  大家知不知道亞當這個字
[00:06:45.000 --> 00:06:47.000]  希伯來文的意思是什麼
[00:06:47.000 --> 00:06:49.000]  其實就是在說人
[00:06:49.000 --> 00:06:53.000]  就是人類在說人的宿命
[00:06:53.000 --> 00:06:57.000]  因為人都是參與了亞當的人性
[00:06:57.000 --> 00:06:59.000]  在這個罪性裡面
[00:06:59.000 --> 00:07:02.000]  人必定要死
[00:07:02.000 --> 00:07:05.000]  當然我們知道每個人都有自己犯了罪
[00:07:05.000 --> 00:07:08.000]  死就是藉著一人而來
[00:07:08.000 --> 00:07:13.000]  但是很感恩與之對抗的是什麼呢
[00:07:13.000 --> 00:07:17.000]  死人復活也是藉著一人而來
[00:07:17.000 --> 00:07:19.000]  是誰呢
[00:07:19.000 --> 00:07:21.000]  就是我們的主耶穌基督
[00:07:21.000 --> 00:07:23.000]  是很大很大的恩典
