
[00:00:00.000 --> 00:00:02.000]  感謝神 讚美神
[00:00:02.000 --> 00:00:04.000]  每一次
[00:00:04.000 --> 00:00:06.000]  再一次想到耶穌基督
[00:00:06.000 --> 00:00:08.000]  為我們所拜上的一切
[00:00:08.000 --> 00:00:10.000]  那心裡面就整個
[00:00:10.000 --> 00:00:12.000]  開始豁然開朗
[00:00:12.000 --> 00:00:14.000]  就再一次
[00:00:14.000 --> 00:00:16.000]  能夠從神那邊的
[00:00:16.000 --> 00:00:18.000]  祝福恩典就開始澆灌
[00:00:18.000 --> 00:00:20.000]  有的時候睡覺的時候
[00:00:20.000 --> 00:00:22.000]  累得要命
[00:00:22.000 --> 00:00:24.000]  但是一覺起來的時候
[00:00:24.000 --> 00:00:26.000]  又像神龍火虎一般
[00:00:26.000 --> 00:00:28.000]  神與人同在
[00:00:28.000 --> 00:00:30.000]  以馬內利
[00:00:30.000 --> 00:00:32.000]  Immanuel
[00:00:32.000 --> 00:00:34.000]  這是神他在剛才我們練的時候
[00:00:34.000 --> 00:00:36.000]  在馬太福音第一章
[00:00:36.000 --> 00:00:38.000]  他是天使
[00:00:38.000 --> 00:00:40.000]  向人家
[00:00:40.000 --> 00:00:42.000]  所宣告的
[00:00:42.000 --> 00:00:44.000]  說你要給他取名字叫耶穌
[00:00:44.000 --> 00:00:46.000]  意思是說
[00:00:46.000 --> 00:00:48.000]  把我們從罪惡中拯救出來
[00:00:48.000 --> 00:00:50.000]  那麼你要
[00:00:50.000 --> 00:00:52.000]  給他取名字叫以馬內利
[00:00:52.000 --> 00:00:54.000]  意思是說
[00:00:54.000 --> 00:00:56.000]  神與人同在
[00:00:56.000 --> 00:00:58.000]  神與我們同在
[00:00:58.000 --> 00:01:00.000]  每天都與我們同在
[00:01:00.000 --> 00:01:02.000]  如果我們
[00:01:02.000 --> 00:01:04.000]  特別注意到
[00:01:04.000 --> 00:01:06.000]  他這個馬太福音第一章
[00:01:06.000 --> 00:01:08.000]  他是講的是
[00:01:08.000 --> 00:01:10.000]  耶穌的家譜
[00:01:10.000 --> 00:01:12.000]  他說亞伯拉恩後裔
[00:01:12.000 --> 00:01:14.000]  大衛的子孫
[00:01:14.000 --> 00:01:16.000]  耶穌基督的家譜
[00:01:16.000 --> 00:01:18.000]  然後就誰生誰
[00:01:18.000 --> 00:01:20.000]  最後就到了
[00:01:20.000 --> 00:01:22.000]  耶穌身上
[00:01:22.000 --> 00:01:24.000]  那麼他總共分成三個段
[00:01:24.000 --> 00:01:26.000]  第一個段是
[00:01:26.000 --> 00:01:28.000]  從亞伯拉恩蒙昭
[00:01:28.000 --> 00:01:30.000]  一直到
[00:01:30.000 --> 00:01:32.000]  這是十四代
[00:01:32.000 --> 00:01:34.000]  到這個耶穌出來
[00:01:34.000 --> 00:01:36.000]  然後耶穌出來到
[00:01:36.000 --> 00:01:38.000]  到這個
[00:01:38.000 --> 00:01:40.000]  最後亡國
[00:01:40.000 --> 00:01:42.000]  又是十四代
[00:01:42.000 --> 00:01:44.000]  然後整個大衛被亡國
[00:01:44.000 --> 00:01:46.000]  然後以色列一直到巴比倫的耶穌基督
[00:01:46.000 --> 00:01:48.000]  又是十四代
[00:01:48.000 --> 00:01:50.000]  雖然這十四代
[00:01:50.000 --> 00:01:52.000]  並不是說很精準
[00:01:52.000 --> 00:01:54.000]  但是他們是要
[00:01:54.000 --> 00:01:56.000]  表示說猶太人
[00:01:56.000 --> 00:01:58.000]  他們的一生他們的歷史
[00:01:58.000 --> 00:02:00.000]  是分成三個世代的
[00:02:00.000 --> 00:02:02.000]  我有的時候就比喻說
[00:02:02.000 --> 00:02:04.000]  這是我們基督徒的生活
[00:02:04.000 --> 00:02:06.000]  如果我們說猶太人
[00:02:06.000 --> 00:02:08.000]  是神的選民
[00:02:08.000 --> 00:02:10.000]  他們的歷史分成三個世代
[00:02:10.000 --> 00:02:12.000]  他們的一輩子分成三個世代
[00:02:12.000 --> 00:02:14.000]  我們基督徒的
[00:02:14.000 --> 00:02:16.000]  我們的生命也分成
[00:02:16.000 --> 00:02:18.000]  三個世代
[00:02:18.000 --> 00:02:20.000]  第一個是我們得救
[00:02:20.000 --> 00:02:22.000]  受洗歸入主的名下的時候
[00:02:22.000 --> 00:02:24.000]  第二個是我們成聖的時候
[00:02:24.000 --> 00:02:26.000]  就是說我們甚至於
[00:02:26.000 --> 00:02:28.000]  花一輩子一生之久
[00:02:28.000 --> 00:02:30.000]  成為滿有
[00:02:30.000 --> 00:02:32.000]  基督的樣式
[00:02:32.000 --> 00:02:34.000]  第三個世代就是我們得到榮耀的時候
[00:02:34.000 --> 00:02:36.000]  就是當我們
[00:02:36.000 --> 00:02:38.000]  好像見到耶穌一樣
[00:02:38.000 --> 00:02:40.000]  因為我說好像見到
[00:02:40.000 --> 00:02:42.000]  因為我一直相信
[00:02:42.000 --> 00:02:44.000]  得榮耀或者是
[00:02:44.000 --> 00:02:46.000]  天堂降臨
[00:02:46.000 --> 00:02:48.000]  不是說到我們要死了
[00:02:48.000 --> 00:02:50.000]  要上天堂才有
[00:02:50.000 --> 00:02:52.000]  乃是說你活了
[00:02:52.000 --> 00:02:54.000]  就可以看到基督的榮美
[00:02:54.000 --> 00:02:56.000]  你就可以活出
[00:02:56.000 --> 00:02:58.000]  基督的榮美來
[00:02:58.000 --> 00:03:00.000]  你就可以活出一個基督徒的生命來
[00:03:00.000 --> 00:03:02.000]  這是三個世代
[00:03:02.000 --> 00:03:04.000]  哈雷路亞 感謝神 讚美神
[00:03:04.000 --> 00:03:06.000]  是的 亞伯拉罕的後裔
[00:03:06.000 --> 00:03:08.000]  大衛的子孫
[00:03:08.000 --> 00:03:10.000]  耶穌基督的加普
[00:03:10.000 --> 00:03:12.000]  這個加普呢
[00:03:12.000 --> 00:03:14.000]  四本福音書都有講
[00:03:14.000 --> 00:03:16.000]  馬來福音
[00:03:16.000 --> 00:03:18.000]  講耶穌是王子
[00:03:18.000 --> 00:03:20.000]  耶穌是神的
[00:03:20.000 --> 00:03:22.000]  王是國王
[00:03:22.000 --> 00:03:24.000]  所以他追溯到
[00:03:24.000 --> 00:03:26.000]  以色列王國接受到大衛
[00:03:26.000 --> 00:03:28.000]  那麼馬格福音
[00:03:28.000 --> 00:03:30.000]  因為他講的是耶穌是僕人
[00:03:30.000 --> 00:03:32.000]  所以沒有加普
[00:03:32.000 --> 00:03:34.000]  僕人不需要有加普
[00:03:34.000 --> 00:03:36.000]  路加福音
[00:03:36.000 --> 00:03:38.000]  講耶穌是人的兒子
[00:03:38.000 --> 00:03:40.000]  所以路加福音
[00:03:40.000 --> 00:03:42.000]  他就追溯到瑪利亞
[00:03:42.000 --> 00:03:44.000]  甚至追溯到拉荷
[00:03:44.000 --> 00:03:46.000]  甚至追溯到亞當夏娃
[00:03:46.000 --> 00:03:48.000]  然後約翰福音也有加普
[00:03:48.000 --> 00:03:50.000]  太初有道 道與神同在
[00:03:50.000 --> 00:03:52.000]  道就是神
[00:03:52.000 --> 00:03:54.000]  那麼將士為人
[00:03:54.000 --> 00:03:56.000]  道成肉身
[00:03:56.000 --> 00:03:58.000]  所以他的加普
[00:03:58.000 --> 00:04:00.000]  耶穌是神的兒子 是聖子
[00:04:00.000 --> 00:04:02.000]  哈雷路亞 讚美神
[00:04:02.000 --> 00:04:04.000]  那麼馬太福音他講的
[00:04:04.000 --> 00:04:06.000]  這個亞伯拉罕的後裔大衛的子孫
[00:04:06.000 --> 00:04:08.000]  耶穌基督的加普
[00:04:08.000 --> 00:04:10.000]  他英文是講說
[00:04:10.000 --> 00:04:12.000]  The son of Abraham
[00:04:12.000 --> 00:04:14.000]  The son of David
[00:04:14.000 --> 00:04:16.000]  都是用The son
[00:04:16.000 --> 00:04:18.000]  所以中文翻譯後裔跟子孫
[00:04:18.000 --> 00:04:20.000]  也沒有什麼不對
[00:04:20.000 --> 00:04:22.000]  但是按照舊約的歷史
[00:04:22.000 --> 00:04:24.000]  其實
[00:04:24.000 --> 00:04:26.000]  耶穌並不是
[00:04:26.000 --> 00:04:28.000]  亞伯拉罕的
[00:04:28.000 --> 00:04:30.000]  The son of Abraham 是誰呀
[00:04:30.000 --> 00:04:32.000]  是Isaac 是以上
[00:04:32.000 --> 00:04:34.000]  The son of David 是誰呀
[00:04:34.000 --> 00:04:36.000]  是Solomon
[00:04:36.000 --> 00:04:38.000]  是索羅門王
