
[00:00:00.000 --> 00:00:03.160]  今日非常之榮幸同埋高興
[00:00:03.160 --> 00:00:07.000]  做一次嚟到梁法紀念禮拜堂呢個地方
[00:00:07.000 --> 00:00:10.000]  同大家分享上帝嘅話語
[00:00:10.000 --> 00:00:13.000]  今日係聖靈降臨節
[00:00:13.000 --> 00:00:16.000]  林牧師好早呢就邀請咗我嚟
[00:00:16.000 --> 00:00:19.000]  話畀我聽呢今日有洗禮
[00:00:19.000 --> 00:00:22.000]  咁我見到出師有名呢我就答應嚟
[00:00:22.000 --> 00:00:26.000]  咁所以首先我都要恭賀各位新抱
[00:00:26.000 --> 00:00:30.000]  無論傳媒受洗或者嬰孩寄洗
[00:00:30.000 --> 00:00:34.000]  盼望梁法紀念禮拜堂都成為你嘅家
[00:00:34.000 --> 00:00:38.000]  成為你成長成為你團契
[00:00:38.000 --> 00:00:41.000]  成為你實踐使命嘅地方
[00:00:41.000 --> 00:00:47.000]  聖靈降臨係一個基督教信仰好重要嘅課題
[00:00:47.000 --> 00:00:53.000]  好多時候我哋對聖靈都有唔同角度嘅解釋
[00:00:53.000 --> 00:00:58.000]  一篇嘅講道實在係難以含括全部
[00:00:58.000 --> 00:01:04.000]  不過我今日要講一個比較重要嘅焦點
[00:01:04.000 --> 00:01:09.000]  我認為重要就係聖靈係唔可以控制
[00:01:09.000 --> 00:01:13.000]  聖靈唔可以控制嘅意思就係現代人
[00:01:13.000 --> 00:01:17.000]  其實已經好多嘢係可以控制
[00:01:17.000 --> 00:01:25.000]  昨日我見到高執事嘅凌尊喺某間學校有啲好靚嘅字
[00:01:25.000 --> 00:01:27.000]  咁而家幾十歲冇乜記性
[00:01:27.000 --> 00:01:30.000]  昨日就要參加個畢業禮
[00:01:30.000 --> 00:01:32.000]  咁我諗住完咗就影相
[00:01:32.000 --> 00:01:35.000]  但跟住話牧師你唔係幾識路我而家帶你走
[00:01:35.000 --> 00:01:38.000]  咁我就冇咗件事
[00:01:38.000 --> 00:01:40.000]  咁以往就敝喇錯過良機
[00:01:40.000 --> 00:01:42.000]  大家好好簡單啫
[00:01:42.000 --> 00:01:44.000]  如果真係好好鍾意嗰啲密寶
[00:01:44.000 --> 00:01:47.000]  星期一打個電話畀校長佢影張相就傳過嚟
[00:01:47.000 --> 00:01:50.000]  非常之快捷
[00:01:50.000 --> 00:01:54.000]  好似好多嘢喺你控制底下
[00:01:54.000 --> 00:01:59.000]  好多時候喺信仰上我哋都覺得我哋可以控制
[00:01:59.000 --> 00:02:08.000]  好記得好多年前我參加一啲趕鬼祈禱嘅訓練
[00:02:08.000 --> 00:02:11.000]  喺呢一區嗰個訓練地方
[00:02:11.000 --> 00:02:17.000]  咁我唔係批評下我我真係好虛心係好想學習
[00:02:17.000 --> 00:02:19.000]  因為嗰個時候
[00:02:19.000 --> 00:02:23.000]  淨係一股聖靈嘅風氣
[00:02:23.000 --> 00:02:25.000]  喺教會嘅圈裏面吹起
[00:02:25.000 --> 00:02:29.000]  第二呢我自己生性呢係比較理性嘅
[00:02:29.000 --> 00:02:34.000]  咁咪我覺得都要打開嗰個心靈呢多方嘅裝備
[00:02:34.000 --> 00:02:38.000]  咁而家回想起嚟呢係有進步嘅
[00:02:38.000 --> 00:02:42.000]  因為起碼我喺輔導對人嘅感受
[00:02:42.000 --> 00:02:44.000]  後嚟都做過遠目
[00:02:44.000 --> 00:02:49.000]  呢方面呢係有一定嘅進步同埋成長
[00:02:49.000 --> 00:02:53.000]  我亦都參加咗一個輔導嘅營
[00:02:53.000 --> 00:02:57.000]  咁就認識當年呢大家都係初出茅廬嘅
[00:02:57.000 --> 00:02:59.000]  傳道同工
[00:02:59.000 --> 00:03:03.000]  咁就係我哋對住一個禮拜喺個宿營裏面
[00:03:03.000 --> 00:03:05.000]  咁後嚟成為好好朋友
[00:03:05.000 --> 00:03:08.000]  今天呢佢已經成為呢下至成主教
[00:03:08.000 --> 00:03:11.000]  點解我今日特別要講佢呢
[00:03:11.000 --> 00:03:13.000]  本嚟我退休嘅人呢
[00:03:13.000 --> 00:03:15.000]  唔需要搵啲名人勁人呢
[00:03:15.000 --> 00:03:17.000]  佢抬高自己
[00:03:17.000 --> 00:03:19.000]  我已經係一個平凡嘅人
[00:03:19.000 --> 00:03:21.000]  不過因為一陣間我要偷佢私呢
[00:03:21.000 --> 00:03:23.000]  我嘅講道結論呢
[00:03:23.000 --> 00:03:25.000]  我會引述佢嘅說話
[00:03:25.000 --> 00:03:28.000]  咁所以呢我而家呢就預告一下
[00:03:28.000 --> 00:03:30.000]  咁咪睇到有成長
[00:03:30.000 --> 00:03:34.000]  但亦都有一啲呢令我呢覺得不是未移嘅
[00:03:34.000 --> 00:03:39.000]  就當時呢佢哋話呢有一個趕鬼嘅訓練
[00:03:39.000 --> 00:03:43.000]  咁佢就約定我哋呢譬如呢個禮拜三一點半
[00:03:43.000 --> 00:03:47.000]  喺呢度附近一個教會呢嚟到趕鬼
[00:03:47.000 --> 00:03:51.000]  咁當時呢我我真係好虛心呀
[00:03:51.000 --> 00:03:54.000]  我放低自己嘅理性
[00:03:54.000 --> 00:03:58.000]  一如我喺參與輔導嗰啲嘅工作坊一樣
[00:03:58.000 --> 00:04:00.000]  我放低自己嘅理性
[00:04:00.000 --> 00:04:02.000]  打開自己嘅心
[00:04:02.000 --> 00:04:05.000]  但我感覺唔到平安
[00:04:05.000 --> 00:04:07.000]  我亦都冇咩感覺
[00:04:07.000 --> 00:04:09.000]  但我周圍嘅人好熱切呀
[00:04:09.000 --> 00:04:13.000]  嘩好大聲話出嚟呀出嚟呀出嚟呀出嚟呀咁樣
[00:04:13.000 --> 00:04:17.000]  咁結果呢真係趕完鬼啦
[00:04:17.000 --> 00:04:21.000]  咁我話帶著好多移民呀咁多年嚟
[00:04:21.000 --> 00:04:23.000]  點解佢會知道
[00:04:23.000 --> 00:04:25.000]  嗰個鬼喺禮拜三一點半
[00:04:25.000 --> 00:04:28.000]  就喺某個地方出現呢
[00:04:28.000 --> 00:04:30.000]  點解我咁願意呀
[00:04:30.000 --> 00:04:33.000]  我自問我毫無懷疑
[00:04:33.000 --> 00:04:35.000]  真係將個心拎出嚟
[00:04:35.000 --> 00:04:39.000]  但我唔覺得有咩嘅特別
[00:04:39.000 --> 00:04:41.000]  係我唔係我不一樣
[00:04:41.000 --> 00:04:43.000]  寧寧不足呀
[00:04:43.000 --> 00:04:45.000]  佢哋寧寧高超呀
[00:04:45.000 --> 00:04:48.000]  定我話聖靈可以受控制呢
[00:04:48.000 --> 00:04:51.000]  嗱我唔想做一個好絕對嘅答案
[00:04:51.000 --> 00:04:54.000]  不過呢度我仍然會好覺得
