
[00:00:00.000 --> 00:00:02.000]  各位電影節目的早晨
[00:00:02.000 --> 00:00:08.000]  很高興能夠在當中和大家分享上帝寶貴的說話
[00:00:08.000 --> 00:00:13.000]  今天和大家講這段聖經其實都來得很倉促
[00:00:13.000 --> 00:00:15.000]  為什麼呢?
[00:00:15.000 --> 00:00:19.000]  我想大家都看到其實過去這兩個星期
[00:00:19.000 --> 00:00:23.000]  在理工大學裡面出現的情況
[00:00:23.000 --> 00:00:26.000]  帶給我們很多的震撼 很多的衝擊
[00:00:28.000 --> 00:00:31.000]  這是一個很臨時的決定
[00:00:31.000 --> 00:00:33.000]  我裡面有一個感動
[00:00:33.000 --> 00:00:38.000]  很想直接詩篇來表達
[00:00:38.000 --> 00:00:42.000]  對整個現實的關注
[00:00:42.000 --> 00:00:48.000]  亦都是對人心裡面的問題的一個關注
[00:00:48.000 --> 00:00:51.000]  今天早上很多人可能面對面
[00:00:51.000 --> 00:00:54.000]  第一句說話就是問什麼呢?
[00:00:54.000 --> 00:00:56.000]  投票了嗎?
[00:00:56.000 --> 00:00:58.000]  投票是一個選擇
[00:00:58.000 --> 00:01:00.000]  人生裡面有很多的選擇
[00:01:00.000 --> 00:01:05.000]  你怎樣選擇背後是你的價值觀
[00:01:05.000 --> 00:01:09.000]  是你的信念
[00:01:09.000 --> 00:01:15.000]  同樣在聖經裡面又怎樣給我們一個選擇
[00:01:15.000 --> 00:01:22.000]  給我們怎樣去看到選擇的基本重點
[00:01:22.000 --> 00:01:29.000]  怎樣看到選擇裡面給我們背後的支持
[00:01:29.000 --> 00:01:30.000]  今天的香港
[00:01:30.000 --> 00:01:34.000]  我相信大家都受到反修例的事件的影響
[00:01:34.000 --> 00:01:39.000]  在整個事件裡面都激起了人裡面內心的憤怒和仇恨
[00:01:39.000 --> 00:01:41.000]  我們看到一路以來
[00:01:41.000 --> 00:01:43.000]  隨著日子的過去
[00:01:43.000 --> 00:01:48.000]  人與人之間的衝突越來越激烈
[00:01:48.000 --> 00:01:50.000]  作為一個基督徒
[00:01:50.000 --> 00:01:52.000]  可能你都在不斷地問
[00:01:52.000 --> 00:01:54.000]  怎樣算好呢?
[00:01:54.000 --> 00:01:57.000]  應該怎樣做呢?
[00:01:57.000 --> 00:02:01.000]  教會有教會裡面面對的挑戰
[00:02:01.000 --> 00:02:05.000]  社會有社會裡面面對的挑戰
[00:02:05.000 --> 00:02:08.000]  究竟我們怎樣從信仰的角度
[00:02:08.000 --> 00:02:12.000]  看今天當下的現實呢?
[00:02:12.000 --> 00:02:16.000]  我自己和很多同工一起分享
[00:02:16.000 --> 00:02:19.000]  今天擺在我們面前最迫切的挑戰
[00:02:19.000 --> 00:02:22.000]  就是怎樣化解人與人之間
[00:02:22.000 --> 00:02:29.000]  因為見解不同而湧現出來的仇恨和憤怒
[00:02:29.000 --> 00:02:33.000]  我希望藉著詩篇137篇來和大家分享
[00:02:33.000 --> 00:02:36.000]  昔日以色列人在國破家亡
[00:02:36.000 --> 00:02:38.000]  聖殿被搶掠一空
[00:02:38.000 --> 00:02:39.000]  聖城被摧毀
[00:02:39.000 --> 00:02:45.000]  聖文被敵人的武力殘殺踐踏之下的傷痛
[00:02:45.000 --> 00:02:51.000]  是人怎樣在這種處境裡藉著對上帝的信心
[00:02:51.000 --> 00:02:53.000]  對上帝的信靠
[00:02:53.000 --> 00:02:56.000]  以一個堅毅的態度來面對困境
[00:02:56.000 --> 00:02:58.000]  面對敵人
[00:02:58.000 --> 00:03:01.000]  在詩篇137篇裡
[00:03:01.000 --> 00:03:07.000]  作者寫了很多他當時身處異地的經歷
