
[00:00:00.000 --> 00:00:02.500]  讓我們一起低頭,我們同心的祈禱
[00:00:02.500 --> 00:00:09.000]  親愛的天父,多謝祢讓我們今天來到祢面前去敬拜祢
[00:00:09.000 --> 00:00:12.000]  求祢的說話教導我們
[00:00:12.000 --> 00:00:15.000]  怎樣在教會當中
[00:00:15.000 --> 00:00:18.500]  和我們所認識的弟兄姊妹相處
[00:00:18.500 --> 00:00:24.500]  求神祢自己的靈運行在我們的心裡面
[00:00:24.500 --> 00:00:26.500]  叫我們不單止聽
[00:00:26.500 --> 00:00:29.500]  並且求聖靈幫助我們
[00:00:29.500 --> 00:00:32.500]  將祢的話語實踐
[00:00:32.500 --> 00:00:34.500]  叫榮耀歸給祢
[00:00:34.500 --> 00:00:36.000]  聽我們的祈禱
[00:00:36.000 --> 00:00:38.500]  奉耶穌聖名祈求
[00:00:38.500 --> 00:00:39.500]  阿們
[00:00:39.500 --> 00:00:43.000]  我不知道大家小時候
[00:00:43.000 --> 00:00:46.500]  有沒有聽過一個兩爺孫的故事
[00:00:46.500 --> 00:00:49.500]  這個兩爺孫抬著的爐
[00:00:49.500 --> 00:00:51.000]  一個這樣的故事
[00:00:51.000 --> 00:00:55.000]  有兩爺孫他們用一隻爐
[00:00:55.000 --> 00:00:59.500]  背著貨品去市集賣
[00:00:59.500 --> 00:01:01.500]  他們回家的時候
[00:01:01.500 --> 00:01:09.500]  這兩爺孫叫孫騎上那隻小爐
[00:01:09.500 --> 00:01:13.000]  爺爺就跟著這個爐走
[00:01:13.000 --> 00:01:16.500]  路旁的人看到就指指點點
[00:01:16.500 --> 00:01:19.000]  這個小朋友沒有家教
[00:01:19.000 --> 00:01:21.500]  為什麼會讓老人家走
[00:01:21.500 --> 00:01:24.000]  自己在騎著那隻爐
[00:01:24.500 --> 00:01:27.000]  這個爺爺聽到有人這樣說
[00:01:27.000 --> 00:01:32.500]  他立即就將孫拉下來
[00:01:32.500 --> 00:01:34.500]  自己騎上爐裡面
[00:01:34.500 --> 00:01:37.500]  不過當他騎上爐的時候
[00:01:37.500 --> 00:01:43.500]  他又聽到有人說
[00:01:43.500 --> 00:01:46.000]  這個老人家真的很忍心
[00:01:46.000 --> 00:01:47.500]  自己騎著那隻爐
[00:01:47.500 --> 00:01:50.500]  然後讓小朋友走路
[00:01:51.000 --> 00:01:58.000]  爺爺聽了又覺得這樣不太好
[00:01:58.000 --> 00:02:01.000]  立即就將孫抱上來了
[00:02:01.000 --> 00:02:06.500]  又走了一段路
[00:02:06.500 --> 00:02:12.500]  又說為什麼這兩個人騎著一隻爐
[00:02:12.500 --> 00:02:14.500]  會不會很重
[00:02:14.500 --> 00:02:19.500]  這隻爐很慘
[00:02:21.000 --> 00:02:24.000]  爺爺聽到這個說話
[00:02:24.000 --> 00:02:26.000]  又覺得好像有些道理
[00:02:26.000 --> 00:02:29.000]  兩個人騎著一隻小爐
[00:02:29.000 --> 00:02:31.000]  那隻爐真的會很累
[00:02:31.000 --> 00:02:33.000]  所以他就想
[00:02:33.000 --> 00:02:38.000]  不如我們兩爺孫抬著這隻爐回家
[00:02:38.000 --> 00:02:40.000]  那隻小爐就不會累了
[00:02:40.000 --> 00:02:42.000]  當他走著走著
[00:02:42.000 --> 00:02:44.000]  又有人說
[00:02:44.000 --> 00:02:47.000]  這兩個人綁著一隻爐
[00:02:47.000 --> 00:02:49.000]  即是約束
[00:02:50.000 --> 00:02:53.000]  他聽了又覺得這樣不行
[00:02:53.000 --> 00:02:56.000]  所以他又將那隻爐解開
[00:02:56.000 --> 00:02:59.000]  然後牽著那隻爐走了
[00:02:59.000 --> 00:03:02.000]  他做完這樣
[00:03:02.000 --> 00:03:04.000]  又有人說
[00:03:04.000 --> 00:03:06.000]  這兩個人都傻的
[00:03:06.000 --> 00:03:08.000]  有一隻爐都不騎的
[00:03:08.000 --> 00:03:12.000]  所以我不知道你聽完這個故事
[00:03:12.000 --> 00:03:13.000]  你會覺得怎樣
[00:03:13.000 --> 00:03:15.000]  我不知道在你人生裡面
[00:03:15.000 --> 00:03:19.000]  好像做每一樣事都有人不滿意你
[00:03:19.000 --> 00:03:22.000]  所以有人說
[00:03:22.000 --> 00:03:24.000]  做事容易
[00:03:24.000 --> 00:03:26.000]  做人難
[00:03:26.000 --> 00:03:31.000]  做人真的不容易
[00:03:31.000 --> 00:03:34.000]  做人真的不容易
[00:03:34.000 --> 00:03:36.000]  做人難
[00:03:36.000 --> 00:03:38.000]  左右做人難
[00:03:38.000 --> 00:03:40.000]  人難做
[00:03:40.000 --> 00:03:41.000]  難做人
[00:03:41.000 --> 00:03:43.000]  總之真的難
[00:03:43.000 --> 00:03:48.000]  我不知道大家有沒有一個感覺
[00:03:48.000 --> 00:03:53.000]  真的跟人相處有一定的困難
[00:03:53.000 --> 00:03:58.000]  保羅寫提摩泰書給提摩泰
[00:03:58.000 --> 00:04:02.000]  教導他怎樣做一個牧者
[00:04:02.000 --> 00:04:08.000]  提摩泰是一個比較怕事的人
[00:04:08.000 --> 00:04:11.000]  他比較膽怯
[00:04:11.000 --> 00:04:13.000]  不想跟人衝突
[00:04:13.000 --> 00:04:21.000]  但是他卻要牧養一間已不鎖那麼複雜的教會
[00:04:21.000 --> 00:04:23.000]  年長的領袖
[00:04:23.000 --> 00:04:25.000]  有時候可能會看低他
[00:04:25.000 --> 00:04:28.000]  覺得他年紀小
[00:04:28.000 --> 00:04:29.000]  不懂事
[00:04:29.000 --> 00:04:31.000]  或者在領袖當中
[00:04:31.000 --> 00:04:36.000]  也有些禮器真道
[00:04:36.000 --> 00:04:39.000]  假教師傳愚端
[00:04:39.000 --> 00:04:45.000]  又有些婦女被私慾引誘
[00:04:45.000 --> 00:04:48.000]  提摩泰就是一間這樣的教會
[00:04:48.000 --> 00:04:52.000]  來做牧養的工作
[00:04:52.000 --> 00:04:56.000]  我不知道你在一間那麼複雜的教會
[00:04:56.000 --> 00:04:58.000]  能不能自處呢?
[00:04:58.000 --> 00:05:02.000]  所以保羅提醒提摩泰
[00:05:02.000 --> 00:05:05.000]  有人的地方就是有問題
[00:05:05.000 --> 00:05:08.000]  我們不是去逃避這些問題
[00:05:08.000 --> 00:05:11.000]  而是求神給我們有智慧
[00:05:11.000 --> 00:05:13.000]  以及給我們去愛
[00:05:13.000 --> 00:05:18.000]  怎樣跟這些不同的人相處
[00:05:18.000 --> 00:05:22.000]  保羅在這裡講了三個原則
[00:05:22.000 --> 00:05:25.000]  或者講了三方面的事
[00:05:25.000 --> 00:05:28.000]  來教導提摩泰怎樣去處理
[00:05:28.000 --> 00:05:33.000]  特別來跟人相處
[00:05:33.000 --> 00:05:36.000]  他說對那些做錯事的人
[00:05:36.000 --> 00:05:41.000]  我們要用愛心去講誠實的話
[00:05:41.000 --> 00:05:47.000]  對有需要的弱勢群體
[00:05:47.000 --> 00:05:52.000]  我們要用一種敬畏神的智慧
[00:05:52.000 --> 00:05:55.000]  來處人和處事
[00:05:55.000 --> 00:05:58.000]  對待那些領袖
[00:05:58.000 --> 00:06:00.000]  被人投訴的領袖
[00:06:00.000 --> 00:06:02.000]  我們要不偏不倚
[00:06:02.000 --> 00:06:06.000]  來處理這些問題
[00:06:06.000 --> 00:06:11.000]  所以今天很想看崇拜裡面
[00:06:11.000 --> 00:06:14.000]  我們一起來思想
[00:06:14.000 --> 00:06:17.000]  究竟在教會裡面
[00:06:17.000 --> 00:06:20.000]  或者在我們人與人相處裡面
[00:06:20.000 --> 00:06:25.000]  有什麼原則去幫助我們跟人相處
[00:06:25.000 --> 00:06:31.000]  以致我們能夠不偏不倚地待人呢?
[00:06:31.000 --> 00:06:33.000]  第一方面
[00:06:33.000 --> 00:06:43.000]  我們思想用愛心去講誠實的話
[00:06:43.000 --> 00:06:48.000]  教會不是聖人的地方
[00:06:48.000 --> 00:06:53.000]  教會是罪人在一起的地方
[00:06:53.000 --> 00:06:56.000]  當然我們這麼多罪人走在一起
[00:06:56.000 --> 00:06:58.000]  不是去犯罪
[00:06:58.000 --> 00:07:02.000]  而是去學習一個聖潔的生活
[00:07:02.000 --> 00:07:06.000]  那個與眾不同的生活
[00:07:06.000 --> 00:07:09.000]  在這個成長的過程當中
[00:07:09.000 --> 00:07:11.000]  一定經歷修剪
[00:07:11.000 --> 00:07:14.000]  究竟怎樣去修剪
[00:07:14.000 --> 00:07:18.000]  去幫助我們那個聖潔的生活
[00:07:18.000 --> 00:07:23.000]  怎樣幫助我們去過一個與眾不同的生活呢?
[00:07:23.000 --> 00:07:28.000]  在初期教會,在以弗所教會
[00:07:28.000 --> 00:07:35.000]  他們遇到不同的人有不同的問題
[00:07:35.000 --> 00:07:39.000]  保羅來到去教導提摩太
[00:07:39.000 --> 00:07:42.000]  你不要怕事
[00:07:42.000 --> 00:07:45.000]  當有人做錯了
[00:07:45.000 --> 00:07:48.000]  你用愛心去說誠實話
[00:07:48.000 --> 00:07:52.000]  去勸勉他,去教導他
[00:07:52.000 --> 00:07:54.000]  所以在這裡保羅說
[00:07:54.000 --> 00:07:56.000]  不要嚴責老年人
[00:07:56.000 --> 00:08:00.000]  只要勸他如同父親
[00:08:00.000 --> 00:08:03.000]  當我們看到有人做錯事
[00:08:03.000 --> 00:08:05.000]  我們不是直斥其非
[00:08:05.000 --> 00:08:08.000]  或者用現在的說話
[00:08:08.000 --> 00:08:10.000]  說KO了他
[00:08:10.000 --> 00:08:12.000]  如果你這樣做
[00:08:12.000 --> 00:08:15.000]  你想想對方有什麼感受
[00:08:15.000 --> 00:08:18.000]  當然可能會很反感
[00:08:18.000 --> 00:08:21.000]  甚至你說的話本來是對的
[00:08:21.000 --> 00:08:24.000]  但是因為你說的態度
[00:08:24.000 --> 00:08:29.000]  他會和你對立
[00:08:29.000 --> 00:08:32.000]  所以處理不好
[00:08:32.000 --> 00:08:34.000]  好事都會變壞事
[00:08:34.000 --> 00:08:38.000]  所以保羅提醒提摩太要用勸
[00:08:38.000 --> 00:08:42.000]  不是教導,不是講道,也不是訓導
[00:08:42.000 --> 00:08:47.000]  是用一種柔和的態度來勸勉
[00:08:47.000 --> 00:08:54.000]  上星期陳牧師跟我們講栽種
[00:08:54.000 --> 00:08:58.000]  我自己也有一點栽種的經驗
[00:08:58.000 --> 00:09:02.000]  不過這個經驗也是失敗的經驗
[00:09:02.000 --> 00:09:05.000]  我記得我第一次租屋的時候
[00:09:05.000 --> 00:09:09.000]  我不知道樹需要修剪
[00:09:09.000 --> 00:09:15.000]  所以沒多久業主就投訴我
[00:09:15.000 --> 00:09:20.000]  投訴我不要修剪花園裡的樹
[00:09:20.000 --> 00:09:22.000]  我被他投訴之後
[00:09:22.000 --> 00:09:24.000]  我就去修剪
[00:09:24.000 --> 00:09:27.000]  修剪完去又會投訴
[00:09:27.000 --> 00:09:29.000]  因為我過度修剪
[00:09:29.000 --> 00:09:36.000]  差不多把樹剪到沒有了
[00:09:36.000 --> 00:09:38.000]  所以有時候
[00:09:38.000 --> 00:09:43.000]  弟兄姊妹有錯我們要去提醒
[00:09:43.000 --> 00:09:48.000]  但如果我們提醒不恰當的時候
[00:09:48.000 --> 00:09:56.000]  可能我們會令他們離開教會
[00:09:56.000 --> 00:10:00.000]  甚至拒絕這個信仰也說不定
[00:10:00.000 --> 00:10:04.000]  所以當我們提醒弟兄姊妹的時候
[00:10:04.000 --> 00:10:07.000]  我們有什麼態度呢?
[00:10:07.000 --> 00:10:10.000]  在短短這兩節聖經裡
[00:10:10.000 --> 00:10:13.000]  它告訴我們有幾個態度
[00:10:13.000 --> 00:10:16.000]  我們需要注意的
[00:10:16.000 --> 00:10:22.000]  第一
[00:10:22.000 --> 00:10:26.000]  在這裡告訴我們我們要視對方為家人
[00:10:26.000 --> 00:10:31.000]  在這裡說我們不要嚴責老年人
[00:10:31.000 --> 00:10:34.000]  只要勸他如父親
[00:10:34.000 --> 00:10:37.000]  勸少年人如弟兄
[00:10:37.000 --> 00:10:41.000]  勸老年的婦女如母親
[00:10:41.000 --> 00:10:45.000]  勸少年的婦女如姐妹
[00:10:45.000 --> 00:10:48.000]  總要清清潔潔
[00:10:48.000 --> 00:10:53.000]  視對方為家人
[00:10:53.000 --> 00:10:55.000]  兄弟姊妹
[00:10:55.000 --> 00:10:57.000]  所以回到教會
[00:10:57.000 --> 00:11:03.000]  我們都是叫弟兄姊妹這樣去相稱
[00:11:03.000 --> 00:11:07.000]  這個家裡很重要是有愛
[00:11:07.000 --> 00:11:15.000]  愛裡面是有需要的關心
[00:11:15.000 --> 00:11:20.000]  所以這個很重要
[00:11:20.000 --> 00:11:22.000]  在愛裡面
[00:11:22.000 --> 00:11:26.000]  當我們看到有需要改變的地方
[00:11:26.000 --> 00:11:32.000]  我們就以勸勉去代替我們去斥責
[00:11:32.000 --> 00:11:33.000]  反悔
[00:11:33.000 --> 00:11:34.000]  寬恕
[00:11:34.000 --> 00:11:38.000]  去代替我們要定死別人的罪
[00:11:38.000 --> 00:11:40.000]  不是沒有錯
[00:11:40.000 --> 00:11:43.000]  而是勸勉去改變
[00:11:43.000 --> 00:11:45.000]  在這裡不單止
