
[00:00:00.000 --> 00:00:03.560]  今天我們來看薩姆爾紀上的第23章
[00:00:03.560 --> 00:00:05.960]  上次我們看了第22章的經文
[00:00:05.960 --> 00:00:07.760]  今天我們來看第23章
[00:00:07.760 --> 00:00:11.320]  第23章我們看這幅畫都知道
[00:00:11.320 --> 00:00:14.440]  就是說到掃羅在這段期間裏
[00:00:14.440 --> 00:00:20.000]  大衛被掃羅不斷追殺
[00:00:20.000 --> 00:00:22.240]  窮追不捨
[00:00:22.240 --> 00:00:25.320]  追到哪裏呢
[00:00:25.320 --> 00:00:28.200]  我們看第26節這個經文就說到了
[00:00:28.200 --> 00:00:29.040]  我們一起讀一讀
[00:00:29.040 --> 00:00:31.600]  第23章第26節
[00:00:31.600 --> 00:00:32.640]  請讀
[00:00:32.640 --> 00:00:37.240]  掃羅在山這邊走
[00:00:37.240 --> 00:00:41.840]  大衛和跟隨他的人在山那邊走
[00:00:41.840 --> 00:00:44.800]  大衛急忙躲避掃羅
[00:00:44.800 --> 00:00:48.200]  因爲掃羅和跟隨他的人
[00:00:48.200 --> 00:00:52.240]  四面圍着大衛和跟隨他的人
[00:00:52.240 --> 00:00:54.880]  要拿獲他們
[00:00:54.880 --> 00:00:57.520]  所以見到這是一個很危險的情況
[00:00:57.520 --> 00:01:00.040]  大衛可以說是身陷險境
[00:01:00.040 --> 00:01:02.000]  非常危險
[00:01:02.000 --> 00:01:05.480]  危險到大家同在山那邊
[00:01:05.480 --> 00:01:06.760]  一個在這邊走
[00:01:06.760 --> 00:01:10.600]  另外大衛和跟隨他的人就在那邊走
[00:01:10.600 --> 00:01:13.560]  所以我們知道掃羅不是一個人
[00:01:13.560 --> 00:01:15.040]  大衛也不是一個人
[00:01:15.040 --> 00:01:18.000]  上次我們說跟隨他的人有多少人
[00:01:18.000 --> 00:01:19.280]  有400人
[00:01:19.280 --> 00:01:22.440]  當然不知道這個時候是否全部一起
[00:01:22.440 --> 00:01:25.040]  無論如何有很多一大羣人
[00:01:25.040 --> 00:01:28.040]  山也不算很大
[00:01:28.040 --> 00:01:31.520]  在猶太岡野的山大也有限
[00:01:31.520 --> 00:01:34.240]  但我們知道危險的地方
[00:01:34.240 --> 00:01:38.560]  就是掃羅的那羣人在山這邊
[00:01:38.560 --> 00:01:42.600]  大衛也在山另外一邊
[00:01:42.600 --> 00:01:46.040]  所以大衛急忙躲避掃羅
[00:01:46.040 --> 00:01:47.800]  因爲掃羅和跟隨他的人
[00:01:47.800 --> 00:01:50.280]  已經四面圍着大衛
[00:01:50.280 --> 00:01:54.000]  所以可以說不單止一人在那邊
[00:01:54.000 --> 00:01:57.040]  而且他知道他大概就在這個山那邊
[00:01:57.040 --> 00:02:01.480]  已經派在山下面的整個山腳圍着
[00:02:01.480 --> 00:02:04.840]  差不多無路可走了
[00:02:04.840 --> 00:02:07.520]  所以在一個絕大的困境當中
[00:02:07.520 --> 00:02:12.960]  可以說是沒有出路
[00:02:12.960 --> 00:02:17.520]  不知道我們人生人會不會有時候感覺到沒有出路
[00:02:17.520 --> 00:02:20.720]  即是說無論在生活上有時候有困難
[00:02:20.720 --> 00:02:24.920]  或者在工作上有時候是疾病或者是經濟問題
[00:02:24.920 --> 00:02:27.920]  或者是我們家庭的問題
[00:02:27.920 --> 00:02:30.320]  又或者可能在靈性上
[00:02:30.320 --> 00:02:33.960]  覺得自己好像面對很多的
[00:02:33.960 --> 00:02:37.280]  無論是試煉或者是軟弱
[00:02:37.280 --> 00:02:39.680]  或者是一些瓶頸
[00:02:39.680 --> 00:02:47.840]  甚至是一些在屬靈上的靈情上
[00:02:47.840 --> 00:02:50.240]  有時候有些困逼
[00:02:50.240 --> 00:02:53.000]  可能被人誤解
[00:02:53.000 --> 00:02:55.440]  可能被人誣告
[00:02:55.440 --> 00:03:00.000]  或者在時空當中的失落
[00:03:00.000 --> 00:03:02.040]  很多這些在我們人生當中
[00:03:02.040 --> 00:03:04.480]  魔鬼藉着各樣的方法
[00:03:04.480 --> 00:03:05.680]  來叫我們灰心
[00:03:05.680 --> 00:03:07.240]  叫我們放棄
[00:03:07.240 --> 00:03:08.840]  叫我們失去我們的信心
[00:03:08.840 --> 00:03:13.080]  叫我們去退去
[00:03:13.080 --> 00:03:17.080]  所以可能我們人生都會有不同程度
[00:03:17.080 --> 00:03:18.520]  或者不同時期
[00:03:18.520 --> 00:03:23.920]  甚至有時候覺得自己好像沒有什麼出路
[00:03:23.920 --> 00:03:26.800]  這種叫做困境
[00:03:26.800 --> 00:03:29.680]  所以今天我們在這個主題裏面
[00:03:29.680 --> 00:03:31.120]  就是用這個作爲題目
[00:03:31.120 --> 00:03:34.200]  就是面對困境
[00:03:34.200 --> 00:03:35.920]  不過有出路
[00:03:35.920 --> 00:03:38.360]  所以這個就是最大的喜訊
[00:03:38.360 --> 00:03:39.440]  面對困境有出路
[00:03:39.440 --> 00:03:44.040]  因爲上帝使我們有盼望的神
[00:03:44.040 --> 00:03:47.840]  所以無論如何我們都是能夠有盼望的
[00:03:47.840 --> 00:03:50.240]  事實上聖經裏面也都應許我們
[00:03:50.240 --> 00:03:52.880]  就是說我們所遇見的試探
[00:03:52.880 --> 00:03:54.800]  無非是人所能受的
[00:03:54.800 --> 00:03:57.280]  神是信實的
[00:03:57.280 --> 00:04:02.200]  不叫我們受試探過於我們所能受的
[00:04:02.200 --> 00:04:03.640]  他說在受試探的時候
[00:04:03.640 --> 00:04:08.560]  總要給你們開一條什麼
[00:04:08.560 --> 00:04:10.800]  給我們開一條出路
[00:04:10.800 --> 00:04:12.760]  讓我們能忍受得住
[00:04:12.760 --> 00:04:15.480]  這個就是聖經給我們的應許
[00:04:15.480 --> 00:04:19.400]  事實上我們在過往的信徒的經驗
[00:04:19.400 --> 00:04:20.480]  人生的歷程裏面
[00:04:20.480 --> 00:04:24.360]  我們都是有多次困境也都會有
[00:04:24.360 --> 00:04:27.400]  但出路總是有
[00:04:27.400 --> 00:04:29.360]  所以這個就是神給我們的恩典
[00:04:29.360 --> 00:04:31.400]  也是他的應許
[00:04:31.400 --> 00:04:32.680]  我們今天也都看見
[00:04:32.680 --> 00:04:36.600]  大衛在這個很明顯的困境裏面
[00:04:36.600 --> 00:04:38.920]  如何能夠有出路呢
[00:04:38.920 --> 00:04:40.200]  第一我們看見
[00:04:40.200 --> 00:04:41.200]  經文給我們看到的
[00:04:41.200 --> 00:04:45.360]  就是他不靠他自己的聰明
[00:04:45.360 --> 00:04:50.040]  三國義記上23章第9至13節
[00:04:50.040 --> 00:04:52.200]  我們一起慢慢讀完這幾節
[00:04:52.200 --> 00:04:55.280]  剛纔是第23章的26節
[00:04:55.280 --> 00:04:59.720]  我們看一看之前他如何來形容大衛
[00:04:59.720 --> 00:05:02.200]  23章第9節請讀
[00:05:02.200 --> 00:05:06.520]  大衛知道掃羅設計謀害他
