
[00:00:00.000 --> 00:00:04.020]  今天我們繼續《逆境》裡面作門徒
[00:00:04.020 --> 00:00:06.980]  環境仍然還是那麼 tough(堅強)
[00:00:06.980 --> 00:00:10.520]  環境仍然不是很順利
[00:00:10.520 --> 00:00:11.940]  或者你生活裡面
[00:00:11.940 --> 00:00:15.020]  你自己個人裡面有一些的逆境
[00:00:15.020 --> 00:00:19.040]  或者你在一些地方
[00:00:19.040 --> 00:00:21.580]  特別是一些社會的情況
[00:00:21.580 --> 00:00:24.700]  文化會覺得很荒謬
[00:00:24.700 --> 00:00:28.900]  或者有很多很令你不安的事情發生
[00:00:29.260 --> 00:00:31.340]  但是聖經裡面告訴我們
[00:00:31.340 --> 00:00:32.740]  我們作為門徒
[00:00:32.740 --> 00:00:34.700]  我們不一定每一件事情都順利
[00:00:34.700 --> 00:00:37.220]  不一定每一件事情都是合我們心意的
[00:00:37.220 --> 00:00:38.340]  正是這個時候
[00:00:38.340 --> 00:00:39.940]  一個所謂逆境的時候
[00:00:39.940 --> 00:00:42.980]  我們就需要考驗一下我們的信心
[00:00:42.980 --> 00:00:44.900]  剛才Joyce傳道跟我們說了
[00:00:44.900 --> 00:00:45.860]  提醒我們
[00:00:45.860 --> 00:00:47.660]  在每一個情況裡面
[00:00:47.660 --> 00:00:49.700]  我們需要去想一想
[00:00:49.700 --> 00:00:54.540]  到底這個時候上帝給我們一些什麼的提醒
[00:00:54.540 --> 00:00:58.900]  事實上在我們跟隨主的日子裡面
[00:00:59.300 --> 00:01:01.180]  通常最順境的時候
[00:01:01.180 --> 00:01:03.940]  我們都不是很感覺到神跟我們在一起
[00:01:03.940 --> 00:01:06.340]  很多時候是一樣東西
[00:01:06.340 --> 00:01:08.140]  是按照我們的心意的時候
[00:01:08.140 --> 00:01:11.260]  我們反而會忘記上帝
[00:01:11.260 --> 00:01:12.380]  在逆境的時候
[00:01:12.380 --> 00:01:14.380]  在一些不太順利的時候
[00:01:14.380 --> 00:01:15.580]  不妨我們
[00:01:15.580 --> 00:01:18.940]  好像聖經裡面所提醒我們的
[00:01:18.940 --> 00:01:20.460]  考驗來到的時候
[00:01:20.460 --> 00:01:23.300]  檢查一下我們自己的信心
[00:01:23.300 --> 00:01:24.820]  檢查一下我們自己的靈性
[00:01:24.820 --> 00:01:26.820]  跟神的關係是怎麼樣的
[00:01:26.820 --> 00:01:30.980]  所以這一次我希望能夠看詩篇
[00:01:30.980 --> 00:01:33.620]  一至二篇
[00:01:33.620 --> 00:01:37.140]  詩篇在我們聖經大概中間的地方
[00:01:37.140 --> 00:01:38.180]  如果你有聖經的話
[00:01:38.180 --> 00:01:39.060]  幫我打開
[00:01:39.060 --> 00:01:40.540]  但是開始的時候
[00:01:40.540 --> 00:01:42.740]  我想用一段聖經
[00:01:42.740 --> 00:01:46.580]  在新約的十三章士堂傳那裡開始
[00:01:46.580 --> 00:01:48.700]  這裡想問一下你說什麼呢?
[00:01:48.700 --> 00:01:51.260]  就是使徒保羅第一次宣教
[00:01:51.260 --> 00:01:53.260]  他去到土耳其的一個地方
[00:01:53.260 --> 00:01:56.540]  他跟那裡的人去到廣道
[00:01:56.540 --> 00:01:58.940]  然後就告訴他們耶穌就是基督
[00:01:58.940 --> 00:02:04.620]  耶穌就是上帝所立的大衛的王者
[00:02:04.620 --> 00:02:06.620]  然後33節他說
[00:02:06.620 --> 00:02:08.620]  藉著耶穌的復活
[00:02:08.620 --> 00:02:11.660]  向我們這些作子孫的人應驗了
[00:02:11.660 --> 00:02:13.100]  他跟猶太人說
[00:02:13.100 --> 00:02:14.420]  我們作子孫的
[00:02:14.420 --> 00:02:17.620]  就應驗了舊約裡面對大衛家
[00:02:17.620 --> 00:02:20.060]  大衛王朝的應許
[00:02:20.060 --> 00:02:22.980]  這個就是耶穌復活的主宰
[00:02:22.980 --> 00:02:24.500]  他就是利塞亞
[00:02:24.500 --> 00:02:26.300]  就如詩篇第二篇
[00:02:26.300 --> 00:02:28.140]  裡面所記的
[00:02:28.140 --> 00:02:29.260]  你是我的兒子
[00:02:29.260 --> 00:02:31.260]  我今日生你
[00:02:31.260 --> 00:02:34.460]  當然這裡括著的
[00:02:34.460 --> 00:02:37.900]  說第一篇
[00:02:37.900 --> 00:02:38.860]  為什麼呢?
[00:02:38.860 --> 00:02:41.260]  因為在新約裡面一些抄本
[00:02:41.260 --> 00:02:42.860]  或者一些不同的傳統
[00:02:42.860 --> 00:02:44.940]  大家知道有很多不同的抄本
[00:02:44.940 --> 00:02:51.580]  然後有些人做一些經文的考證
[00:02:51.580 --> 00:02:53.340]  以致我們能夠知道
[00:02:53.340 --> 00:02:55.980]  What is the best reading of the text?
[00:02:55.980 --> 00:02:57.740]  在這一節的聖經
[00:02:57.740 --> 00:03:01.340]  有些抄本是叫做第一篇的
[00:03:01.340 --> 00:03:04.300]  為什麼會叫做第一篇這麼奇怪?
[00:03:04.300 --> 00:03:06.700]  就是說我們今天打開詩篇的時候
[00:03:06.700 --> 00:03:08.540]  那個所謂詩篇第一篇
[00:03:08.540 --> 00:03:12.620]  就在某一些的群體裡面
[00:03:12.620 --> 00:03:14.940]  當時第一世紀的時候
[00:03:14.940 --> 00:03:16.780]  就不是第一篇
[00:03:16.780 --> 00:03:19.740]  我們叫做第二篇的
[00:03:19.740 --> 00:03:21.740]  當時就叫做第一篇
[00:03:21.740 --> 00:03:23.900]  第一篇去了哪裡?不見了嗎?
[00:03:23.900 --> 00:03:25.020]  也不是
[00:03:25.020 --> 00:03:28.220]  原來第一篇很多時候就是一個preface
[00:03:28.220 --> 00:03:29.980]  是沒有number的
[00:03:29.980 --> 00:03:32.140]  就是說詩篇是零篇
[00:03:32.140 --> 00:03:36.140]  或者有時候一二篇就一起來看
[00:03:36.140 --> 00:03:40.060]  一二篇就變成那個所謂introduction
[00:03:40.060 --> 00:03:42.060]  所以你可以這樣想
[00:03:42.060 --> 00:03:43.660]  就是後期的時候
[00:03:43.660 --> 00:03:44.940]  那些猶太人
[00:03:44.940 --> 00:03:47.820]  他們去到搜集了這些詩歌
[00:03:47.820 --> 00:03:49.260]  聖殿裡面曾經用過
[00:03:49.260 --> 00:03:51.980]  或者秘魯的時候他們作的一些詩歌
[00:03:51.980 --> 00:03:53.500]  去到大概秘魯回歸的時候
[00:03:53.500 --> 00:03:55.100]  他們將它搜集起來的時候
[00:03:55.100 --> 00:03:57.980]  搜集了148首
[00:03:57.980 --> 00:04:02.220]  然後到最後他們加第一篇和第二篇上去
[00:04:02.220 --> 00:04:05.020]  作為一個所謂介紹
[00:04:05.020 --> 00:04:06.540]  一個的序言
[00:04:06.540 --> 00:04:07.660]  大家看書的時候
[00:04:07.660 --> 00:04:11.660]  一定書的開頭有所謂preface
[00:04:11.660 --> 00:04:14.140]  所謂有那個介紹
[00:04:14.140 --> 00:04:16.140]  就是作者去告訴你
[00:04:16.140 --> 00:04:17.740]  你還沒打開這本書之前
[00:04:17.740 --> 00:04:19.420]  先跟你講一番話
[00:04:19.420 --> 00:04:23.100]  做一些提醒等等
[00:04:23.100 --> 00:04:25.660]  所以詩篇第一、二篇都是這樣
[00:04:25.660 --> 00:04:27.660]  有一些中世紀的抄本
[00:04:27.660 --> 00:04:31.580]  第一篇抄這個詩篇
[00:04:31.580 --> 00:04:34.380]  這麼多詩集裡面這麼多詩歌
[00:04:34.380 --> 00:04:37.980]  詩篇第一篇很多時候都是用紅色字抄的
[00:04:37.980 --> 00:04:40.060]  就是說它是unnumbered
[00:04:40.060 --> 00:04:42.060]  就是沒有number到的
[00:04:42.060 --> 00:04:43.900]  換句話說我們這樣看的時候
[00:04:43.900 --> 00:04:46.300]  我們就想去問一問
[00:04:46.300 --> 00:04:48.060]  到底詩篇第一、二篇
[00:04:48.060 --> 00:04:50.540]  想給我們什麼提醒、什麼挑戰
[00:04:50.540 --> 00:04:52.060]  而是看了這兩篇的時候
[00:04:52.060 --> 00:04:53.580]  我們才明白
[00:04:53.580 --> 00:04:55.500]  詩集裡面其他的
[00:04:55.500 --> 00:04:58.860]  所謂148篇的詩歌
[00:04:58.860 --> 00:05:01.020]  首先第一件事我們要了解的
[00:05:01.020 --> 00:05:04.860]  第一篇和第二篇是連在一起的
[00:05:04.860 --> 00:05:10.380]  雖然我們覺得那個內容好像不是很關聯
[00:05:10.380 --> 00:05:12.700]  一篇就是智慧詩
[00:05:12.700 --> 00:05:15.900]  另一篇第二篇就是所謂君王的詩篇
[00:05:15.900 --> 00:05:17.500]  Royal Song
[00:05:17.500 --> 00:05:23.580]  但是裡面的一些字句是編者或者是編輯
[00:05:23.580 --> 00:05:25.420]  他是故意放在裡面
[00:05:25.420 --> 00:05:29.340]  要我們第一篇和第二篇是一起看的
[00:05:29.340 --> 00:05:31.660]  譬如第一篇第一節
[00:05:31.660 --> 00:05:34.780]  這個新譯本的翻譯就是將有福的人這個字
[00:05:34.780 --> 00:05:36.140]  Asher
[00:05:36.140 --> 00:05:37.980]  Hebrew是Asher
[00:05:37.980 --> 00:05:40.380]  就是有福不成的意思
[00:05:40.380 --> 00:05:41.820]  就放在頭
[00:05:41.820 --> 00:05:42.700]  有福的人
[00:05:42.700 --> 00:05:46.540]  和合本翻譯就因為要翻到中文是順的話
[00:05:46.540 --> 00:05:48.300]  所以就搬了他下去
[00:05:48.300 --> 00:05:49.660]  第二節最後
[00:05:49.660 --> 00:05:51.180]  所謂不從我人的計謀
[00:05:51.180 --> 00:05:51.980]  不不不
[00:05:51.980 --> 00:05:53.820]  然後下面就告訴你
[00:05:53.820 --> 00:05:55.500]  這樣的人是有福的人
[00:05:55.500 --> 00:05:56.780]  第二節最後的那一節
[00:05:56.780 --> 00:06:00.300]  其實原文是第一個字
[00:06:00.300 --> 00:06:01.580]  就是有福的人
[00:06:01.580 --> 00:06:02.940]  就是不從我人的計謀
[00:06:02.940 --> 00:06:04.060]  不暫聚人的道路
[00:06:04.060 --> 00:06:06.700]  不助洩萬人的座位
[00:06:06.700 --> 00:06:08.220]  然後你去到第二篇的時候
[00:06:08.220 --> 00:06:09.740]  最後那一節
[00:06:09.740 --> 00:06:11.500]  二章第十二節
[00:06:11.500 --> 00:06:12.860]  凡投靠他的
[00:06:12.860 --> 00:06:14.860]  都是有福的
[00:06:14.860 --> 00:06:16.220]  又是同一個字
[00:06:16.220 --> 00:06:17.100]  Asher
[00:06:17.100 --> 00:06:19.660]  所以就好像兩個bookend那樣告訴你
[00:06:19.660 --> 00:06:21.660]  詩篇第一篇和第二篇
[00:06:21.660 --> 00:06:23.180]  是要一起看的
[00:06:23.180 --> 00:06:24.620]  接著如果你看下去
[00:06:24.620 --> 00:06:25.660]  一章第二節
[00:06:25.660 --> 00:06:27.740]  他說凡是晝夜思想
[00:06:27.740 --> 00:06:29.100]  或者新譯本
[00:06:29.100 --> 00:06:32.940]  默頌神的律法
[00:06:32.940 --> 00:06:34.140]  這個字
[00:06:34.140 --> 00:06:35.740]  和你二章第一節
[00:06:35.740 --> 00:06:38.940]  講到那些的萬民列國
[00:06:38.940 --> 00:06:42.300]  來到去反對上帝的主權
[00:06:42.300 --> 00:06:44.300]  反對上帝的皇權的時候
[00:06:44.300 --> 00:06:47.180]  那個新譯本也叫做空謀
[00:06:47.180 --> 00:06:48.460]  妄想
[00:06:48.460 --> 00:06:50.060]  plotting
[00:06:50.060 --> 00:06:51.580]  去想一些東西
[00:06:51.580 --> 00:06:53.580]  去反對上帝的皇權
[00:06:53.580 --> 00:06:54.620]  同一個字
[00:06:54.620 --> 00:06:56.620]  同一個動詞
[00:06:56.620 --> 00:06:58.620]  一章第六節
[00:06:58.620 --> 00:07:00.380]  和二章十二節
[00:07:00.380 --> 00:07:02.700]  你猜不猜到有什麼字是相同的
[00:07:02.700 --> 00:07:03.900]  一章六節
[00:07:03.900 --> 00:07:05.420]  惡人的道路
[00:07:05.420 --> 00:07:08.220]  卻必滅亡
[00:07:08.220 --> 00:07:09.420]  二章十二節
[00:07:09.420 --> 00:07:12.380]  你們就在路上滅亡
[00:07:12.380 --> 00:07:14.540]  所謂道路的路字
[00:07:14.540 --> 00:07:15.980]  Derek
[00:07:15.980 --> 00:07:17.660]  和滅亡這個字
[00:07:17.660 --> 00:07:19.980]  又重新再用
[00:07:19.980 --> 00:07:22.140]  序言是用來做什麼的
[00:07:22.140 --> 00:07:25.900]  序言就好像一個大的門
