
[00:00:00.000 --> 00:00:03.200]  今天是新的一個港獨系列
[00:00:03.200 --> 00:00:08.900]  之前有不同的系列
[00:00:08.900 --> 00:00:10.700]  上個星期
[00:00:10.700 --> 00:00:15.000]  我想說松木師傅
[00:00:15.000 --> 00:00:17.500]  松木師傅的訊息對我也有很大影響
[00:00:17.500 --> 00:00:19.500]  新的港獨系列是講什麼?
[00:00:19.500 --> 00:00:21.000]  Acts of Love
[00:00:21.000 --> 00:00:24.000]  很想跟大家分享關於服侍的訊息
[00:00:24.000 --> 00:00:27.000]  我想有一個大家都很熟悉的一句說話
[00:00:27.000 --> 00:00:30.000]  如果有些人跟你說上戀就是講就天下無敵
[00:00:30.000 --> 00:00:32.000]  做了什麼?
[00:00:32.000 --> 00:00:33.000]  有心無力
[00:00:33.000 --> 00:00:36.000]  你有沒有經驗過這樣的情況?
[00:00:36.000 --> 00:00:39.000]  講就天下無敵,做有心無力
[00:00:39.000 --> 00:00:41.000]  有時候我們中間
[00:00:41.000 --> 00:00:44.000]  或者你大概回過不同的日子
[00:00:44.000 --> 00:00:47.000]  應該我知道有些人由秀回到教會
[00:00:47.000 --> 00:00:50.000]  很多時候都會聽過很多關於耶穌的東西
[00:00:50.000 --> 00:00:54.000]  怎樣可以和耶穌的關係親近一點呢?
[00:00:54.000 --> 00:00:58.000]  很重要的教導就是我們要去實踐
[00:00:58.000 --> 00:01:00.000]  要去走耶穌道路
[00:01:00.000 --> 00:01:04.000]  去活出我們的信仰有很多不同的方式
[00:01:04.000 --> 00:01:07.000]  其中一種就是服侍
[00:01:07.000 --> 00:01:10.000]  我很喜歡上星期Tim分享的訊息
[00:01:10.000 --> 00:01:12.000]  做做做
[00:01:12.000 --> 00:01:14.000]  很棒,做做做
[00:01:14.000 --> 00:01:16.000]  他說什麼呢?
[00:01:16.000 --> 00:01:17.000]  如果你還記得
[00:01:17.000 --> 00:01:20.000]  當你見到身邊有需要的人的時候
[00:01:20.000 --> 00:01:22.000]  見到漢健
[00:01:22.000 --> 00:01:25.000]  你未必可以滿足到他的需要
[00:01:25.000 --> 00:01:26.000]  不過他說了一句什麼
[00:01:26.000 --> 00:01:28.000]  不知道你記不記得
[00:01:28.000 --> 00:01:32.000]  你一定有些事可以做
[00:01:32.000 --> 00:01:35.000]  他鼓勵我們走出來關心身邊的人
[00:01:35.000 --> 00:01:37.000]  這個提醒其實很重要
[00:01:37.000 --> 00:01:39.000]  我想我們有時候回教會回得久
[00:01:39.000 --> 00:01:41.000]  我們有個錯覺
[00:01:41.000 --> 00:01:46.000]  我們的信仰很多時候只是講就可以了
[00:01:46.000 --> 00:01:49.000]  只是去分享,只是講
[00:01:49.000 --> 00:01:51.000]  當然查經是很重要
[00:01:51.000 --> 00:01:53.000]  例如YS每一年的重頭戲
[00:01:53.000 --> 00:01:55.000]  當勞帶我們
[00:01:55.000 --> 00:01:57.000]  我有時候覺得有些好的弟兄
[00:01:57.000 --> 00:02:00.000]  有一次是弟兄,中間真的很重要
[00:02:00.000 --> 00:02:03.000]  怎樣去認識聖經的真理具體
[00:02:03.000 --> 00:02:05.000]  進去明白那個內容
[00:02:05.000 --> 00:02:08.000]  幫我們的信心有根有基的建立
[00:02:08.000 --> 00:02:10.000]  很重要
[00:02:10.000 --> 00:02:11.000]  但是很多時候
[00:02:11.000 --> 00:02:15.000]  如果我們只是停留在講
[00:02:15.000 --> 00:02:18.000]  講下講下的話
[00:02:18.000 --> 00:02:22.000]  如果我們的講不能夠幫我們的信仰
[00:02:22.000 --> 00:02:26.000]  的深度和內涵繼續的進深
[00:02:26.000 --> 00:02:29.000]  有時候會容易變成
[00:02:29.000 --> 00:02:34.000]  越來越膚淺、單薄、幼稚
[00:02:34.000 --> 00:02:37.000]  甚至會容易有些錯誤
[00:02:37.000 --> 00:02:40.000]  這個才是問題
[00:02:40.000 --> 00:02:42.000]  我想有時候是
[00:02:42.000 --> 00:02:43.000]  日光之下無新事
[00:02:43.000 --> 00:02:46.000]  我想在聖經裡有一個人物
[00:02:46.000 --> 00:02:49.000]  和我們面對類似
[00:02:49.000 --> 00:02:51.000]  如果只是講不做
[00:02:51.000 --> 00:02:52.000]  有些類似的處境
[00:02:52.000 --> 00:02:54.000]  那是誰呢?
[00:02:54.000 --> 00:02:56.000]  提摩太
[00:02:56.000 --> 00:02:59.000]  稍後會和大家講提摩太的前書
[00:02:59.000 --> 00:03:00.000]  提摩太是一個什麼人呢?
[00:03:00.000 --> 00:03:02.000]  如果大家有熟悉聖經
[00:03:02.000 --> 00:03:04.000]  其實她的父親是希臘人
[00:03:04.000 --> 00:03:06.000]  不過她的母親和外祖母都是基督徒
[00:03:06.000 --> 00:03:09.000]  所以可以說是第三代基督徒
[00:03:09.000 --> 00:03:10.000]  她很小的時候
[00:03:10.000 --> 00:03:12.000]  從小到大回教會
[00:03:12.000 --> 00:03:13.000]  不是回教會
[00:03:13.000 --> 00:03:16.000]  因為她的猶太人信仰的傳承
[00:03:16.000 --> 00:03:18.000]  是在家裡開始的
[00:03:18.000 --> 00:03:21.000]  很小的時候一直被栽培
[00:03:21.000 --> 00:03:23.000]  所以聖經形容她
[00:03:23.000 --> 00:03:25.000]  從小明白聖經的道理
[00:03:25.000 --> 00:03:27.000]  有無偽的信心
[00:03:27.000 --> 00:03:29.000]  身邊的人稱讚她
[00:03:29.000 --> 00:03:32.000]  身邊的弟兄都稱讚她
[00:03:32.000 --> 00:03:34.000]  是好兒子
[00:03:34.000 --> 00:03:37.000]  接著隨著保羅宣教
[00:03:37.000 --> 00:03:38.000]  今年講了很多《少女行傳》
[00:03:38.000 --> 00:03:40.000]  接著隨著保羅宣教
[00:03:40.000 --> 00:03:42.000]  保羅是一個很親密的夥伴
[00:03:42.000 --> 00:03:46.000]  保羅派提摩太到教會當中
[00:03:46.000 --> 00:03:48.000]  幫助教會
[00:03:48.000 --> 00:03:52.000]  提摩太的前書就在這個背景下寫出來
[00:03:52.000 --> 00:03:55.000]  我們不如一起讀讀今天的經文
[00:03:55.000 --> 00:03:56.000]  不是很多
[00:03:56.000 --> 00:03:58.000]  四章七到十二節
[00:03:58.000 --> 00:04:02.000]  一起讀好嗎?
[00:04:02.000 --> 00:04:04.000]  預備!一二三!
[00:04:04.000 --> 00:04:33.000]  (唸唸經文)
[00:04:34.000 --> 00:04:54.000]  (唸唸經文)
[00:04:54.000 --> 00:04:55.000]  十二節基本上
[00:04:55.000 --> 00:04:57.000]  如果你小時候去大學
[00:04:57.000 --> 00:04:59.000]  你應該都會背吧?
[00:04:59.000 --> 00:05:00.000]  哪五樣話?
[00:05:00.000 --> 00:05:03.000]  言語行為、信心、愛心、清潔上
[00:05:03.000 --> 00:05:09.000]  整段經文有幾個命令的詞語
[00:05:09.000 --> 00:05:11.000]  在原文裡面
[00:05:11.000 --> 00:05:13.000]  我環繞著這幾個命令的詞語
[00:05:13.000 --> 00:05:15.000]  想今天跟大家分享
[00:05:15.000 --> 00:05:16.000]  哪幾個呢?
[00:05:16.000 --> 00:05:20.000]  氣絕、粗言、教導人、小漢
[00:05:20.000 --> 00:05:24.000]  今天我給的題目就叫做粗畸
[00:05:24.000 --> 00:05:26.000]  你有沒有試過粗畸?
[00:05:26.000 --> 00:05:28.000]  有吧?
[00:05:28.000 --> 00:05:29.000]  你知道什麼是粗畸嗎?
[00:05:29.000 --> 00:05:31.000]  不是粗機器的畸
[00:05:31.000 --> 00:05:34.000]  即是粗肌肉的機器
[00:05:34.000 --> 00:05:36.000]  我找了很久
[00:05:36.000 --> 00:05:38.000]  找不到一張比較有力量的照片
[00:05:38.000 --> 00:05:40.000]  又沒有那麼露肉的那種
[00:05:40.000 --> 00:05:42.000]  就拿了這張
[00:05:42.000 --> 00:05:44.000]  怎樣去粗畸呢?
[00:05:44.000 --> 00:05:46.000]  當時…
[00:05:46.000 --> 00:05:49.000]  你們這麼開心?
[00:05:49.000 --> 00:05:54.000]  你們很喜歡粗畸吧?
[00:05:54.000 --> 00:05:57.000]  當時教會遇到的什麼問題呢?
[00:05:57.000 --> 00:05:59.000]  其實如果你一聽
[00:05:59.000 --> 00:06:00.000]  第七節一開始就說
[00:06:00.000 --> 00:06:02.000]  要氣絕那些世俗的言語
[00:06:02.000 --> 00:06:04.000]  和老虎荒謬的話
[00:06:04.000 --> 00:06:06.000]  當時教會面對的問題
[00:06:06.000 --> 00:06:08.000]  其實初來教會很多時候都是這樣
[00:06:08.000 --> 00:06:11.000]  面對一些不合真理的教導
[00:06:11.000 --> 00:06:13.000]  例子就是他們會說
[00:06:13.000 --> 00:06:15.000]  不可以嫁娶
[00:06:15.000 --> 00:06:18.000]  也要避開一些食物
[00:06:18.000 --> 00:06:19.000]  因為他們猶太背景
[00:06:19.000 --> 00:06:21.000]  去到信耶穌
[00:06:21.000 --> 00:06:22.000]  很多時候食物
[00:06:22.000 --> 00:06:24.000]  是其中一個很重要的課題
[00:06:24.000 --> 00:06:25.000]  可能對我們今天來說
[00:06:25.000 --> 00:06:26.000]  沒什麼所謂
[00:06:26.000 --> 00:06:27.000]  但是對他們來說是重要
[00:06:27.000 --> 00:06:30.000]  還有一些很世俗的神秘主義
[00:06:30.000 --> 00:06:34.000]  可能一些古靈精怪的思想
[00:06:34.000 --> 00:06:37.000]  本來用了幾樣東西
[00:06:37.000 --> 00:06:39.000]  這段經文去鼓勵提摩
[00:06:39.000 --> 00:06:40.000]  但我想跟大家分享三樣
[00:06:40.000 --> 00:06:42.000]  第一樣是什麼呢?
[00:06:42.000 --> 00:06:43.000]  第一樣就是
[00:06:43.000 --> 00:06:45.000]  一開始說氣絕
[00:06:45.000 --> 00:06:46.000]  第七節氣絕
[00:06:46.000 --> 00:06:48.000]  和粗畸兩個命令
[00:06:48.000 --> 00:06:50.000]  我覺得是兩個對比
[00:06:50.000 --> 00:06:51.000]  氣絕是什麼呢?
[00:06:51.000 --> 00:06:54.000]  很明顯是氣絕那些世俗的言語
[00:06:54.000 --> 00:06:55.000]  和老虎荒謬的話
[00:06:55.000 --> 00:06:58.000]  你婆婆說話就不可以相信嗎?
[00:06:58.000 --> 00:07:00.000]  當然不是
[00:07:00.000 --> 00:07:02.000]  不過因為當時
[00:07:02.000 --> 00:07:04.000]  二千年前
[00:07:04.000 --> 00:07:06.000]  婦女一般來說
[00:07:06.000 --> 00:07:09.000]  受的教育程度真的比較低
[00:07:09.000 --> 00:07:11.000]  所以不是說婆婆說話不可以相信
[00:07:11.000 --> 00:07:13.000]  是他們當時真的很多
[00:07:13.000 --> 00:07:14.000]  比較年長的
[00:07:14.000 --> 00:07:18.000]  可能他們真的沒有受過教育
[00:07:18.000 --> 00:07:20.000]  所以他是這樣的背景說這件事
[00:07:20.000 --> 00:07:23.000]  所以他說氣絕那些
[00:07:23.000 --> 00:07:26.000]  強硬來的說話
[00:07:26.000 --> 00:07:28.000]  或者一些根本是
[00:07:28.000 --> 00:07:29.000]  很虛無飄渺的事情
[00:07:29.000 --> 00:07:31.000]  你有沒有試過回教會
[00:07:31.000 --> 00:07:32.000]  聽一些虛無飄渺的事情
[00:07:32.000 --> 00:07:33.000]  我告訴你我小時候
[00:07:33.000 --> 00:07:35.000]  我剛剛信了主的幾年
[00:07:35.000 --> 00:07:38.000]  我當年在紅館
[00:07:38.000 --> 00:07:41.000]  曾經有一場基督徒的聚會
[00:07:41.000 --> 00:07:44.000]  是在紅館
[00:07:44.000 --> 00:07:46.000]  基督徒不是報道會
[00:07:46.000 --> 00:07:49.000]  它是說如何明白上帝的心意
[00:07:49.000 --> 00:07:51.000]  這個詞語很屬靈
[00:07:51.000 --> 00:07:53.000]  我們討論其中一個段落
[00:07:53.000 --> 00:07:55.000]  一個環節是討論什麼呢
[00:07:55.000 --> 00:07:57.000]  那個講員就說
[00:07:57.000 --> 00:08:00.000]  你去洗手間的時候
[00:08:00.000 --> 00:08:05.000]  入哪一格你明白上帝的心意呢
[00:08:05.000 --> 00:08:07.000]  他真的這樣說
[00:08:07.000 --> 00:08:09.000]  當然那個講員就說
[00:08:09.000 --> 00:08:12.000]  有時候我們基督徒去到一個位置
[00:08:12.000 --> 00:08:13.000]  推得很盡
[00:08:13.000 --> 00:08:15.000]  很想明白上帝的心意
[00:08:15.000 --> 00:08:16.000]  不是錯是吧
[00:08:16.000 --> 00:08:18.000]  他去到哪一格廁所
[00:08:18.000 --> 00:08:21.000]  那個講員說你急著去吧
[00:08:21.000 --> 00:08:22.000]  你明白嗎
[00:08:22.000 --> 00:08:24.000]  有時候我們有些事情就是這樣
[00:08:24.000 --> 00:08:26.000]  你想得太多講得太多
[00:08:26.000 --> 00:08:29.000]  其實那樣東西根本上是不需要
[00:08:29.000 --> 00:08:31.000]  所以提摩太保羅教授跟他講的時候
[00:08:31.000 --> 00:08:34.000]  你要棄絕拒絕他
[00:08:34.000 --> 00:08:37.000]  你不要在那些位置掉下來
[00:08:37.000 --> 00:08:39.000]  繼續講講有什麼意思呢
[00:08:39.000 --> 00:08:40.000]  接著他就說什麼呢
[00:08:40.000 --> 00:08:42.000]  你要操練
[00:08:42.000 --> 00:08:43.000]  操練是什麼呢
[00:08:43.000 --> 00:08:45.000]  操練敬虔
[00:08:45.000 --> 00:08:48.000]  敬虔這個字在提摩太前書
[00:08:48.000 --> 00:08:51.000]  大約出現了八次
[00:08:51.000 --> 00:08:53.000]  跟著提摩太後書都有
[00:08:53.000 --> 00:08:55.000]  其實是提摩太前後書
[00:08:55.000 --> 00:08:57.000]  一個很重要的課題
[00:08:57.000 --> 00:08:58.000]  敬虔呢
[00:08:58.000 --> 00:08:59.000]  怎樣操練敬虔
[00:08:59.000 --> 00:09:01.000]  有些人形容就說
[00:09:01.000 --> 00:09:03.000]  為什麼我會操機
[00:09:03.000 --> 00:09:05.000]  有些人說這個操練
[00:09:05.000 --> 00:09:06.000]  spiritual discipline
[00:09:06.000 --> 00:09:09.000]  是操練我們一些屬靈的肌肉
[00:09:09.000 --> 00:09:10.000]  我們一些屬靈的肌肉
[00:09:10.000 --> 00:09:12.000]  其實都要操練的
[00:09:12.000 --> 00:09:13.000]  基本上來講
[00:09:13.000 --> 00:09:15.000]  他們在說什麼呢
[00:09:15.000 --> 00:09:17.000]  你不要只講這麼多
[00:09:17.000 --> 00:09:19.000]  take action
