
[00:00:00.000 --> 00:00:03.900]  信耶穌得永生
[00:00:03.900 --> 00:00:09.300]  這是我們福音派一直都相信的事情
[00:00:09.300 --> 00:00:14.600]  但救恩究竟能夠保證什麼給我們呢?
[00:00:14.600 --> 00:00:19.600]  或者我們先從救恩的定義開始
[00:00:19.600 --> 00:00:26.900]  如果救恩是代表你一份心靈的平靜和滿足
[00:00:26.900 --> 00:00:31.700]  你可能每個禮拜來崇拜、聽聽唱詩、聽聽牧師講道
[00:00:31.700 --> 00:00:33.800]  你可以心靈加添一點點的色彩
[00:00:33.800 --> 00:00:37.600]  所以每個禮拜天只要你來崇拜、唱唱詩、聽牧師的講道
[00:00:37.600 --> 00:00:40.600]  可能你就會你的心靈能夠加添一份的色彩
[00:00:40.600 --> 00:00:45.700]  如果救恩是代表在教會裏面有一班志同道合的朋友守望相助
[00:00:45.700 --> 00:00:51.500]  又說救恩是代表在教會裏面有一群志同道合的人互相守望的話
[00:00:51.500 --> 00:00:56.500]  可能你會得到一份心靈的平靜和滿足
[00:00:56.500 --> 00:00:58.100]  或者你會參加一個團契
[00:00:58.100 --> 00:00:59.400]  可能你會參加一個團契
[00:00:59.400 --> 00:01:03.100]  有一班看來好像是清清道弟、金蘭姊妹的團友
[00:01:03.100 --> 00:01:08.100]  可能你會有一群看來好像是青松道弟、金蘭姊妹的朋友
[00:01:08.100 --> 00:01:10.800]  留意我用的字眼是看漢詞
[00:01:10.800 --> 00:01:15.300]  留意我用的字眼是看詩
[00:01:15.300 --> 00:01:16.900]  實際上是看大家的行動
[00:01:16.900 --> 00:01:22.000]  如果救恩是代表有一天你可以申請基督教聯會屬下的基督教墳場的話
[00:01:22.000 --> 00:01:27.000]  如果救恩是代表有一天你可以申請基督教聯會屬下的基督教墳場的話
[00:01:27.000 --> 00:01:28.600]  那你很幸運你加入尖閣寺
[00:01:28.600 --> 00:01:30.200]  那不錯了你加入尖閣寺
[00:01:30.200 --> 00:01:33.200]  尖閣寺是基督教聯會屬下的會員堂之一
[00:01:33.200 --> 00:01:36.700]  尖閣寺是基督教聯會屬下的會員堂之一
[00:01:36.700 --> 00:01:38.500]  所以你將來百年歸老
[00:01:38.500 --> 00:01:40.000]  所以當你百年歸老的時候
[00:01:40.000 --> 00:01:43.300]  我們可以幫你申請九龍城或者伯父林的永遠墳地
[00:01:43.300 --> 00:01:47.400]  所以教會可以幫你申請九龍城或者伯父林的永遠墳地
[00:01:47.400 --> 00:01:49.300]  當然前提你一定要是會友
[00:01:49.300 --> 00:01:51.000]  當然前提你必須是會友
[00:01:51.000 --> 00:01:54.300]  如果救恩是代表你死後可以上天堂
[00:01:54.300 --> 00:01:57.000]  因為救恩是代表你死後可以上天堂
[00:01:57.000 --> 00:02:05.000]  救恩大概保證你得到生前通往天堂的乘車票
[00:02:05.000 --> 00:02:11.000]  所以救恩就是保證你可以拿到死後可以上天堂的乘車票或者通行證
[00:02:11.000 --> 00:02:12.800]  我不知道大家怎樣去理解救恩
[00:02:12.800 --> 00:02:14.800]  我不知道大家怎樣去理解救恩
[00:02:14.800 --> 00:02:18.300]  或者問我們教會傳講的救恩是甚麼
[00:02:18.300 --> 00:02:22.000]  或者問我們教會傳講的救恩是甚麼
[00:02:22.000 --> 00:02:23.500]  或者我們在座當中
[00:02:23.500 --> 00:02:26.000]  你在救恩當中你都想得到些甚麼
[00:02:26.000 --> 00:02:29.000]  或者你在救恩當中你希望得到些甚麼
[00:02:29.000 --> 00:02:30.500]  在我們每日信仰裏面
[00:02:30.500 --> 00:02:33.500]  我們在實踐的這份救恩又是些甚麼
[00:02:33.500 --> 00:02:37.500]  我們每天在信仰裏面所實踐的到底又是一個怎樣的救恩
[00:02:37.500 --> 00:02:39.000]  是不是很複雜
[00:02:39.000 --> 00:02:40.500]  其實很簡單問一個問題
[00:02:40.500 --> 00:02:42.000]  其實一個很簡單的問題
[00:02:42.000 --> 00:02:44.000]  你是不是真正認識救恩
[00:02:44.000 --> 00:02:46.800]  你是否真正認識救恩
[00:02:46.800 --> 00:02:48.300]  你是不是活在那個救恩
[00:02:48.300 --> 00:02:49.800]  你是否活在這個救恩裏面
[00:02:49.800 --> 00:02:51.800]  你是否對這個救恩有永恆的盼望
[00:02:51.800 --> 00:02:53.800]  你是否有對這個救恩有永恆的盼望
[00:02:53.800 --> 00:02:55.800]  你為這個救恩付了甚麼代價
[00:02:55.800 --> 00:02:57.800]  你為這個救恩付了甚麼代價
[00:02:57.800 --> 00:02:59.800]  我早期的侍奉在寒泉道會
[00:02:59.800 --> 00:03:01.800]  我早期的侍奉在學園拳道會
[00:03:01.800 --> 00:03:03.300]  我在台灣那裏受訓
[00:03:03.300 --> 00:03:04.300]  我在台灣那裏受訓
[00:03:04.300 --> 00:03:07.800]  我們台灣寒泉道會有一個最出名的工具
[00:03:07.800 --> 00:03:10.800]  我們在台灣有一個最出名的工具
[00:03:10.800 --> 00:03:11.800]  就是四律
[00:03:11.800 --> 00:03:12.800]  就是四律
[00:03:12.800 --> 00:03:13.800]  四個屬靈定律
[00:03:13.800 --> 00:03:15.300]  四個屬靈的定律
[00:03:15.300 --> 00:03:18.300]  所以那時候我們要將整本四律背了
[00:03:18.300 --> 00:03:20.300]  所以我們那時候要把整個四律背完
[00:03:20.300 --> 00:03:22.300]  要少於五個錯誤
[00:03:22.300 --> 00:03:24.300]  要少於五個錯誤
[00:03:24.300 --> 00:03:25.300]  要重新背過
[00:03:25.300 --> 00:03:26.800]  不然重新要再背一次
[00:03:26.800 --> 00:03:30.300]  有另一套全方位的方法是三元福音配進步道法
[00:03:30.300 --> 00:03:35.300]  另外一個很出名的工具叫三元福音背進步道法
[00:03:35.300 --> 00:03:37.800]  我們在當中有些弟兄姊妹曾經受過這個訓練
[00:03:37.800 --> 00:03:41.800]  我們在座有一些弟兄姊妹曾經受過這個訓練
[00:03:41.800 --> 00:03:43.800]  記不記得第一句的切入點是甚麼
[00:03:43.800 --> 00:03:45.300]  記不記得第一句的切入點是甚麼
[00:03:45.300 --> 00:03:47.800]  如果今晚你離開這個世界
[00:03:47.800 --> 00:03:49.300]  你有把握上天堂嗎
[00:03:49.300 --> 00:03:51.300]  如果說你今天晚上離開這個世界
[00:03:51.300 --> 00:03:52.800]  你有把握要上天堂嗎
[00:03:52.800 --> 00:03:54.300]  如果有你的憑據是甚麼呢
[00:03:54.300 --> 00:03:56.300]  如果說有你的憑據是甚麼
[00:03:56.300 --> 00:03:59.300]  兩套全方位的工具都來自北美
[00:03:59.300 --> 00:04:02.300]  這兩套全方位的工具都來自於北一美
[00:04:02.300 --> 00:04:04.300]  帶著相當重西方的文化
[00:04:04.300 --> 00:04:06.300]  帶著相當重的西方文化
[00:04:06.300 --> 00:04:08.300]  因為我在美國生活過
[00:04:08.300 --> 00:04:09.800]  因為我在美國生活過
[00:04:09.800 --> 00:04:13.800]  美國90%都聲稱自己是基督徒或相信有神
[00:04:13.800 --> 00:04:13.800]  美國90%都聲稱自己是基督徒或相信有神
[00:04:13.800 --> 00:04:14.300]  美國90%都聲稱自己是基督徒或相信有神
[00:04:14.300 --> 00:04:20.800]  因為90%的人都說自己是基督徒或相信有神
[00:04:20.800 --> 00:04:22.800]  但在中國人的文化裏面
[00:04:22.800 --> 00:04:24.300]  但在中國人的文化裏面
[00:04:24.300 --> 00:04:26.800]  你如果一開口就問今晚你死了去哪裏
[00:04:26.800 --> 00:04:27.300]  你如果一開口就問今晚你死了去哪裏
[00:04:27.300 --> 00:04:30.300]  你如果一開口就問今晚你死了去哪裏
[00:04:30.300 --> 00:04:32.300]  中國人很忌諱這些
[00:04:32.300 --> 00:04:34.300]  中國人是非常忌諱這個事情
[00:04:34.300 --> 00:04:37.300]  特別是你跟長輩用這種方法傳福音
[00:04:37.300 --> 00:04:39.800]  特別是你跟長輩用這種方法傳福音
[00:04:39.800 --> 00:04:43.300]  你問完這個問題那個談話就中斷了
[00:04:43.300 --> 00:04:45.300]  問完這個問題這個談話就完結了
[00:04:45.300 --> 00:04:48.300]  我不是說這兩套傳福音有任何的問題
[00:04:48.300 --> 00:04:51.300]  我不是說這兩套傳福音方法有任何的問題
[00:04:51.300 --> 00:04:51.300]  我不是說這兩套傳福音方法有任何的問題
[00:04:51.300 --> 00:04:55.300]  但只能夠簡單片面地去描述一個福音
[00:04:55.300 --> 00:04:55.300]  但只能夠簡單片面地去描述一個福音
[00:04:55.300 --> 00:04:56.300]  但只能夠簡單片面地去描述一個福音
[00:04:56.300 --> 00:04:57.300]  但只能夠簡單片面地去描述一個福音
[00:04:57.300 --> 00:04:58.300]  但只能夠簡單片面地去描述一個福音
[00:04:58.300 --> 00:04:58.800]  但只能夠簡單片面地去描述一個福音
[00:04:58.800 --> 00:05:07.800]  或者公道一點說我們不能夠期望十分鐘能夠將這個福音講得完全
[00:05:07.800 --> 00:05:11.800]  甚至我們說沒有一套系統神學可以將這個福音講得完全
[00:05:11.800 --> 00:05:12.300]  甚至我們說沒有一套系統神學可以將這個福音講得完全
[00:05:12.300 --> 00:05:15.300]  也沒有辦法說任何一套系統神學能夠把這個福音講得完全
[00:05:15.300 --> 00:05:15.800]  也沒有辦法說任何一套系統神學能夠把這個福音講得完全
[00:05:15.800 --> 00:05:19.300]  正正因為信仰那種多面性和豐富
[00:05:19.300 --> 00:05:22.300]  正正是因為這個信仰的多面性和豐富
[00:05:22.300 --> 00:05:29.300]  就讓我們明白到有時候我們過分簡化了這個信仰是有危險的
[00:05:29.300 --> 00:05:29.300]  就讓我們明白到有時候我們過分簡化了這個信仰是有危險的
[00:05:29.300 --> 00:05:32.800]  就讓我們明白到有時候我們過分簡化了這個信仰是有危險的
[00:05:32.800 --> 00:05:35.300]  譬如舉例我們常常說一次得救永遠得救
[00:05:35.300 --> 00:05:37.800]  舉例說我們常常說一次得救永遠得救
[00:05:37.800 --> 00:05:40.800]  所以有些人報道會舉完手就從此不見了
[00:05:40.800 --> 00:05:40.800]  所以有些人報道會舉完手就從此不見了
[00:05:40.800 --> 00:05:44.800]  所以有些人報道會舉完手就從此不見了
[00:05:44.800 --> 00:05:46.800]  反正我已經拿了上天堂的簽證了
[00:05:46.800 --> 00:05:46.800]  反正我已經拿到上天堂的簽證了
[00:05:46.800 --> 00:05:48.800]  反正我已經拿到上天堂的簽證了
[00:05:48.800 --> 00:05:54.800]  我繼續為我自己的生活,將來我們可以回到天堂
[00:05:54.800 --> 00:06:00.800]  我們叫廉價的救恩,或者我們叫恩順清義
[00:06:00.800 --> 00:06:00.800]  我們叫廉價的救恩,或者我們叫恩順清義
[00:06:00.800 --> 00:06:02.800]  我們叫恩順清義
[00:06:02.800 --> 00:06:04.800]  但恩順清義代表什麼呢?
[00:06:04.800 --> 00:06:05.800]  但恩順清義代表什麼呢?
[00:06:05.800 --> 00:06:10.800]  或者我們常常說聖經無誤,我們也曾經說聖經無誤
[00:06:10.800 --> 00:06:12.800]  這個聖經的無誤又指什麼呢?
[00:06:12.800 --> 00:06:14.800]  這個無誤又指什麼呢?
[00:06:14.800 --> 00:06:19.800]  我們仔細讀每一句我們熟悉的信仰口號
[00:06:19.800 --> 00:06:19.800]  我們仔細讀每一句我們熟悉的信仰口號
[00:06:19.800 --> 00:06:22.800]  我們仔細讀每一句我們熟悉的信仰口號
[00:06:22.800 --> 00:06:24.800]  我們要花很多時間深入了解
[00:06:24.800 --> 00:06:26.800]  我們要花很多時間深入了解
[00:06:26.800 --> 00:06:28.800]  或者我們研究的過程
[00:06:28.800 --> 00:06:29.800]  或者我們研究的過程
[00:06:29.800 --> 00:06:31.800]  我們會聯想到更多的問題
[00:06:31.800 --> 00:06:33.800]  我們會聯想到更多的問題
[00:06:33.800 --> 00:06:37.800]  比如說在基督裡面凡事豐足
[00:06:37.800 --> 00:06:39.800]  比如說在基督裡面凡事豐足
[00:06:39.800 --> 00:06:41.800]  我們常常這樣相信
[00:06:41.800 --> 00:06:42.800]  我們常常這樣相信
[00:06:42.800 --> 00:06:43.800]  我們也這樣鼓勵
[00:06:43.800 --> 00:06:45.800]  在基督裡面凡事豐足
[00:06:45.800 --> 00:06:47.800]  我們在基督裡面凡事豐足
[00:06:47.800 --> 00:06:51.800]  如果大家退回路加福音一章五至七節
[00:06:51.800 --> 00:06:53.800]  如果大家退回路加福音一章五至七節
[00:06:53.800 --> 00:06:55.800]  那裡提到有一對夫婦
[00:06:55.800 --> 00:06:56.800]  那裡提到有一對夫婦
[00:06:56.800 --> 00:06:58.800]  祭司撒加里亞和他的太太伊麗莎白
