
[00:00:00.000 --> 00:00:09.000]  過去兩晚我們思想祭司的召命
[00:00:09.000 --> 00:00:13.000]  這個是分別為聖
[00:00:13.000 --> 00:00:20.000]  但是不停在道德倫理的成聖須用功夫
[00:00:20.000 --> 00:00:23.000]  而是保羅所講的
[00:00:23.000 --> 00:00:29.000]  成為聖傑 合乎主用
[00:00:29.000 --> 00:00:32.000]  我們學習信服上帝
[00:00:32.000 --> 00:00:35.000]  聆聽祂的吩咐
[00:00:35.000 --> 00:00:38.000]  遵行祂的旨意
[00:00:38.000 --> 00:00:44.000]  不單止在我們的生活習慣風俗
[00:00:44.000 --> 00:00:51.000]  更加是隨時警醒後命
[00:00:51.000 --> 00:00:55.000]  上帝的聲音臨到
[00:00:55.000 --> 00:00:59.000]  我們不用去靜修四十天才聽清楚
[00:00:59.000 --> 00:01:04.000]  因為我們已經在祂的說話當中
[00:01:04.000 --> 00:01:08.000]  習慣信服進行
[00:01:08.000 --> 00:01:12.000]  這是祭司的國度
[00:01:12.000 --> 00:01:15.000]  君尊的祭司
[00:01:15.000 --> 00:01:20.000]  那個聖傑的身份
[00:01:20.000 --> 00:01:25.000]  分別為聖 任憑主用
[00:01:25.000 --> 00:01:32.000]  昨晚我們提出還有先知的召命
[00:01:32.000 --> 00:01:38.000]  我們讀到以賽亞書四十九章
[00:01:38.000 --> 00:01:46.000]  提到以色列支派能夠回歸
[00:01:46.000 --> 00:01:51.000]  復興 重建耶路撒冷
[00:01:51.000 --> 00:01:55.000]  尚為小事
[00:01:55.000 --> 00:01:58.000]  不是說這件事情不重要
[00:01:58.000 --> 00:02:01.000]  這件事情非常重要
[00:02:01.000 --> 00:02:06.000]  但是相對於上帝的呼召
[00:02:06.000 --> 00:02:09.000]  上帝的使命
[00:02:09.000 --> 00:02:17.000]  叫我的救恩施行直到地極
[00:02:17.000 --> 00:02:24.000]  那個吩咐不是對先知說的
[00:02:24.000 --> 00:02:28.000]  我的僕人以色列
[00:02:28.000 --> 00:02:32.000]  所以使徒行傳一章第八節
[00:02:32.000 --> 00:02:37.000]  但聖靈降臨在我們的身上
[00:02:37.000 --> 00:02:42.000]  從耶路撒冷直到地極
[00:02:42.000 --> 00:02:46.000]  成為上帝的見證
[00:02:46.000 --> 00:02:50.000]  都是以賽亞書的典故
[00:02:50.000 --> 00:02:55.000]  你們就是我的見證
[00:02:55.000 --> 00:02:58.000]  不是去做見證
[00:02:58.000 --> 00:03:01.000]  不是去作見證
[00:03:01.000 --> 00:03:04.000]  有時我們都搞錯了
[00:03:04.000 --> 00:03:09.000]  但是我們就是上帝的見證
[00:03:09.000 --> 00:03:17.000]  是祂的工作彰顯在我們這一班活躍
[00:03:17.000 --> 00:03:22.000]  但是祂管教叫我們回轉
[00:03:22.000 --> 00:03:24.000]  是祂的恩典
[00:03:24.000 --> 00:03:27.000]  臨到我們這一班不配的罪人
[00:03:27.000 --> 00:03:29.000]  所以我們出去有無可誇
[00:03:29.000 --> 00:03:33.000]  我們誇的是耶穌基督
[00:03:33.000 --> 00:03:38.000]  和祂的十字架
[00:03:38.000 --> 00:03:47.000]  今早我們提到第三個的召命更新
[00:03:47.000 --> 00:03:52.000]  君王
[00:03:52.000 --> 00:03:55.000]  約翰福音第二十章
[00:03:55.000 --> 00:03:57.000]  大家很熟悉的經文
[00:03:57.000 --> 00:03:59.000]  不過如果你想看
[00:03:59.000 --> 00:04:02.000]  你都可以找到聖經出來
[00:04:02.000 --> 00:04:06.000]  或者在你的手機上點擊
[00:04:06.000 --> 00:04:09.000]  約翰福音二十章
[00:04:09.000 --> 00:04:11.000]  二十一節
[00:04:11.000 --> 00:04:13.000]  我讀給大家聽
[00:04:13.000 --> 00:04:17.000]  很熟悉的金句
[00:04:17.000 --> 00:04:22.000]  復活之後的晚上
[00:04:22.000 --> 00:04:25.000]  門徒關了門
[00:04:25.000 --> 00:04:28.000]  但是耶穌站在他們中間
[00:04:28.000 --> 00:04:33.000]  對他們說「願你們平安」
[00:04:33.000 --> 00:04:34.000]  說了這話
[00:04:34.000 --> 00:04:37.000]  將手和肋旁指給門徒看
[00:04:37.000 --> 00:04:40.000]  門徒認得是主
[00:04:40.000 --> 00:04:42.000]  就起來了
[00:04:42.000 --> 00:04:43.000]  二十一節
[00:04:43.000 --> 00:04:44.000]  耶穌復活之後
[00:04:44.000 --> 00:04:51.000]  第一句跟他的門徒說的話
[00:04:51.000 --> 00:04:53.000]  「願你們平安」
[00:04:53.000 --> 00:05:03.000]  「父怎樣差遣了我,我也照樣差遣你們」
[00:05:03.000 --> 00:05:05.000]  請問耶穌這句話
[00:05:05.000 --> 00:05:09.000]  最重要的那兩個字是甚麼?
[00:05:09.000 --> 00:05:13.000]  「不要答我差遣」
[00:05:13.000 --> 00:05:16.000]  你再讀清楚一點
[00:05:16.000 --> 00:05:18.000]  「照樣」
[00:05:18.000 --> 00:05:20.000]  明白嗎?
[00:05:20.000 --> 00:05:24.000]  差遣,你出去亂做
[00:05:24.000 --> 00:05:25.000]  不是
[00:05:25.000 --> 00:05:26.000]  是有個樣的
[00:05:26.000 --> 00:05:28.000]  有個框的
[00:05:28.000 --> 00:05:30.000]  有個典範的
[00:05:30.000 --> 00:05:32.000]  有個模範的
[00:05:32.000 --> 00:05:35.000]  你出去不是自己喜歡做甚麼就做甚麼
[00:05:35.000 --> 00:05:40.000]  「父怎樣差遣了我」
[00:05:40.000 --> 00:05:48.000]  請問天父怎樣差遣耶穌?
[00:05:48.000 --> 00:05:56.000]  在教會兩千年的神學傳統討論
[00:05:56.000 --> 00:05:58.000]  基督論
[00:05:58.000 --> 00:06:01.000]  來到改教運動
[00:06:01.000 --> 00:06:05.000]  約翰加爾文在他的基督教要義卷二
[00:06:05.000 --> 00:06:13.000]  提到耶穌基督的三重職事
[00:06:13.000 --> 00:06:20.000]  耶穌是祂的名字,基督希臘文的稱呼是甚麼意思?
[00:06:20.000 --> 00:06:25.000]  就是希伯來文尼塞亞的翻譯
[00:06:25.000 --> 00:06:27.000]  尼塞亞是甚麼意思?
[00:06:27.000 --> 00:06:32.000]  就是受高者的意思
[00:06:32.000 --> 00:06:34.000]  為甚麼要高立一個人?
[00:06:34.000 --> 00:06:42.000]  就是上帝有使命特別交付給他
[00:06:42.000 --> 00:06:44.000]  是哪些人呢?
[00:06:44.000 --> 00:06:50.000]  祭司、先知、君王
[00:06:50.000 --> 00:06:55.000]  所以耶穌基督來到這個世界上的三重使命
[00:06:55.000 --> 00:07:03.000]  拉丁文的討論解釋給我們聽
[00:07:03.000 --> 00:07:08.000]  耶穌基督來到是要成就祭司的職事
[00:07:08.000 --> 00:07:11.000]  成就先知的職事
[00:07:11.000 --> 00:07:16.000]  成就君王的職事
[00:07:16.000 --> 00:07:24.000]  但是這三重的召命不是停在我們的主耶穌基督的身上
[00:07:24.000 --> 00:07:26.000]  祂幫我們搞定了
[00:07:26.000 --> 00:07:28.000]  感謝讚美主
[00:07:28.000 --> 00:07:30.000]  我們來喊Hosanna就夠了
[00:07:30.000 --> 00:07:31.000]  不是不是不是
[00:07:31.000 --> 00:07:36.000]  耶穌說「父怎樣差遣了我」
[00:07:36.000 --> 00:07:38.000]  你懂得背下去嗎?
[00:07:38.000 --> 00:07:45.000]  「我照樣差遣你們」
[00:07:45.000 --> 00:07:47.000]  耶穌基督的使命
[00:07:47.000 --> 00:07:51.000]  祭司、先知、君王這三重的職事
[00:07:51.000 --> 00:07:55.000]  同樣是教會的使命
[00:07:55.000 --> 00:08:02.000]  同樣是我們每一個跟從耶穌基督的門徒、信徒
[00:08:02.000 --> 00:08:04.000]  好了,用完這個字了
[00:08:04.000 --> 00:08:08.000]  平信徒的召命
[00:08:08.000 --> 00:08:09.000]  聽得明白嗎?
[00:08:09.000 --> 00:08:11.000]  是三重的
[00:08:11.000 --> 00:08:13.000]  不只是祭司
[00:08:13.000 --> 00:08:15.000]  不只是先知
[00:08:15.000 --> 00:08:18.000]  還有君王
[00:08:18.000 --> 00:08:21.000]  那你說君王的召命是什麼呢?
[00:08:21.000 --> 00:08:23.000]  同樣在約翰福音
[00:08:23.000 --> 00:08:24.000]  你有聖經
[00:08:24.000 --> 00:08:26.000]  你可以回到前面
[00:08:26.000 --> 00:08:28.000]  十八章
[00:08:28.000 --> 00:08:31.000]  我讀給大家聽
[00:08:31.000 --> 00:08:39.000]  約翰福音第十八章三十三節到三十七節
[00:08:39.000 --> 00:08:42.000]  比拉多來到衙門
[00:08:42.000 --> 00:08:45.000]  就叫耶穌來對他說
[00:08:45.000 --> 00:08:47.000]  「你是猶太人的王嗎?」
[00:08:47.000 --> 00:08:49.000]  耶穌回答說
[00:08:49.000 --> 00:08:53.000]  「這句話是你自己說的還是別人論我對你說的呢?」
[00:08:53.000 --> 00:08:56.000]  比拉多說「我豈是猶太人呢?」
[00:08:56.000 --> 00:08:59.000]  「你本國的人和祭司將你交給我」
[00:08:59.000 --> 00:09:01.000]  「你做了什麼事?」
[00:09:01.000 --> 00:09:03.000]  耶穌回答說
[00:09:03.000 --> 00:09:04.000]  三十六節
[00:09:04.000 --> 00:09:09.000]  「我的國不屬這世界」
[00:09:09.000 --> 00:09:12.000]  「我的國若屬這世界」
[00:09:12.000 --> 00:09:14.000]  「我的臣僕必要征戰」
[00:09:14.000 --> 00:09:18.000]  「使我不至於被交給猶太人」
[00:09:18.000 --> 00:09:23.000]  「只是我的國不屬這世界」
[00:09:23.000 --> 00:09:25.000]  比拉多就對他說
[00:09:25.000 --> 00:09:27.000]  「這樣你是王嗎?」
[00:09:27.000 --> 00:09:29.000]  耶穌回答說
[00:09:29.000 --> 00:09:30.000]  「你說我是王」
[00:09:30.000 --> 00:09:32.000]  「我為此而生」
[00:09:32.000 --> 00:09:36.000]  「也為此來到世間」
[00:09:36.000 --> 00:09:39.000]  「特為給真理作見證」
[00:09:39.000 --> 00:09:47.000]  「凡屬真理的人就聽我的話」
[00:09:47.000 --> 00:09:53.000]  留心耶穌在這裡兩次首尾呼應重複
[00:09:53.000 --> 00:09:58.000]  「我的國不屬這世界」
[00:09:58.000 --> 00:10:01.000]  「所以我的臣僕」
[00:10:01.000 --> 00:10:06.000]  「不會出來和羅馬帝國征戰」
[00:10:06.000 --> 00:10:11.000]  「和猶太的宗教領袖征戰」
[00:10:11.000 --> 00:10:15.000]  「我的國不屬這世界」
[00:10:15.000 --> 00:10:19.000]  但是主耶穌同時肯定
[00:10:19.000 --> 00:10:22.000]  「你說我是王」
[00:10:22.000 --> 00:10:25.000]  「我為此而生」
[00:10:25.000 --> 00:10:34.000]  「也為此來到世間」
[00:10:34.000 --> 00:10:41.000]  今天主耶穌騎驢進入耶路撒冷
[00:10:41.000 --> 00:10:44.000]  中樹主日
[00:10:44.000 --> 00:10:48.000]  Palm Sunday
[00:10:48.000 --> 00:10:53.000]  耶穌基督騎著驢驢驅子
[00:10:53.000 --> 00:10:55.000]  撒加利亞書特別提出
[00:10:55.000 --> 00:10:58.000]  是謙謙和和
[00:10:58.000 --> 00:11:01.000]  我們不要誤會它的意思
[00:11:01.000 --> 00:11:03.000]  我們經常都誤會舊約聖經
[00:11:03.000 --> 00:11:06.000]  以為耶穌心虛
[00:11:06.000 --> 00:11:08.000]  祂不敢認
[00:11:08.000 --> 00:11:10.000]  所以祂找隻驢
[00:11:10.000 --> 00:11:12.000]  低頭低吊低吊
[00:11:12.000 --> 00:11:14.000]  就進入耶路撒冷
[00:11:14.000 --> 00:11:17.000]  你完全搞錯了舊約聖經的典故
[00:11:17.000 --> 00:11:19.000]  為什麼耶穌要騎隻驢?
[00:11:19.000 --> 00:11:21.000]  你知道嗎?
[00:11:21.000 --> 00:11:22.000]  你不知道吧?
[00:11:22.000 --> 00:11:26.000]  我看你的眼睛都是黑色的
[00:11:26.000 --> 00:11:28.000]  成長班加半課
[00:11:28.000 --> 00:11:31.000]  列王紀上第一章
[00:11:31.000 --> 00:11:34.000]  大衛臨終
[00:11:34.000 --> 00:11:37.000]  他第四個兒子亞多利亞
[00:11:37.000 --> 00:11:41.000]  崔浩稱王
[00:11:41.000 --> 00:11:46.000]  得到軍隊的擁立
[00:11:46.000 --> 00:11:48.000]  怎麼辦?
[00:11:48.000 --> 00:11:51.000]  拿丹仙芝和拔士巴
[00:11:51.000 --> 00:11:54.000]  來到大衛的寢宮
[00:11:54.000 --> 00:11:58.000]  大衛很聰明
[00:11:58.000 --> 00:12:00.000]  他不是Demand
[00:12:00.000 --> 00:12:03.000]  所以他下了最後一道命令
[00:12:03.000 --> 00:12:09.000]  你讓所羅門騎著我的驢走出去
[00:12:09.000 --> 00:12:10.000]  懂嗎?
[00:12:10.000 --> 00:12:12.000]  不懂的我們都認不出驢
[00:12:12.000 --> 00:12:14.000]  每隻都一樣
[00:12:14.000 --> 00:12:18.000]  你讓我的兒子坐著的那輛
[00:12:18.000 --> 00:12:21.000]  都不是一哥的那輛車
[00:12:21.000 --> 00:12:23.000]  是皇冠的那輛
[00:12:23.000 --> 00:12:25.000]  懂嗎?
[00:12:25.000 --> 00:12:27.000]  你不用看到皇冠
[00:12:27.000 --> 00:12:30.000]  你看到車尾的角落
[00:12:30.000 --> 00:12:31.000]  你就認得了
[00:12:31.000 --> 00:12:33.000]  因為今天我們很熟悉汽車
[00:12:33.000 --> 00:12:36.000]  我們不熟悉的是動物
[00:12:36.000 --> 00:12:39.000]  耶路撒冷是山城
[00:12:39.000 --> 00:12:41.000]  耶穌說:城造在山上
[00:12:41.000 --> 00:12:43.000]  是不能隱藏的
[00:12:43.000 --> 00:12:46.000]  我們知道指著耶路撒冷
[00:12:46.000 --> 00:12:49.000]  山上不騎馬的
[00:12:49.000 --> 00:12:52.000]  平原才騎馬的
[00:12:52.000 --> 00:12:58.000]  所以耶穌基督選擇騎驢進耶路撒冷
[00:12:58.000 --> 00:13:00.000]  他是肯定
[00:13:00.000 --> 00:13:03.000]  因為所有耶路撒冷的猶太人
[00:13:03.000 --> 00:13:07.000]  都明白大衛的子孫
[00:13:07.000 --> 00:13:12.000]  所羅門是怎樣登基的
[00:13:12.000 --> 00:13:16.000]  為何可以謙謙和和
[00:13:16.000 --> 00:13:18.000]  不用帶著軍隊
[00:13:18.000 --> 00:13:21.000]  因為他是王
