
[00:00:00.000 --> 00:00:01.400]  弟兄姊妹,早晨
[00:00:01.400 --> 00:00:04.920]  我們今天再一次來到思想哥倫多前書
[00:00:04.920 --> 00:00:06.200]  今天看到第四章
[00:00:06.200 --> 00:00:08.200]  講到保羅的心意表白
[00:00:08.200 --> 00:00:10.280]  我們做一個低頭的圖稿
[00:00:10.280 --> 00:00:11.960]  天父我們來到祢面前
[00:00:11.960 --> 00:00:13.400]  我們學習祢的話語
[00:00:13.400 --> 00:00:15.680]  我們聆聽祢的聲音
[00:00:15.680 --> 00:00:18.800]  我們求祢幫助我們明白
[00:00:18.800 --> 00:00:22.800]  保羅昔日怎樣用心用力
[00:00:22.800 --> 00:00:26.760]  去牧養哥倫多教會的信徒的時候
[00:00:26.760 --> 00:00:31.280]  其實也表達了神祢對教會牧養的心意
[00:00:31.280 --> 00:00:33.320]  也讓我們明白
[00:00:33.320 --> 00:00:35.600]  牧者和回眾當中
[00:00:35.600 --> 00:00:38.880]  怎樣去跟從神的微妙關係
[00:00:38.880 --> 00:00:40.600]  願祢在當中帶領
[00:00:40.600 --> 00:00:41.880]  願今日的講道
[00:00:41.880 --> 00:00:45.200]  都是祢自己親自向我們講說話
[00:00:45.200 --> 00:00:46.680]  奉耶穌基督的名祈求
[00:00:46.680 --> 00:00:47.480]  阿門
[00:00:47.480 --> 00:00:53.320]  弟兄姊妹,今天我們繼續來到思想哥倫多前書第四章
[00:00:53.320 --> 00:00:58.720]  之前保羅跟哥倫多人講過十字架的道理
[00:00:58.720 --> 00:01:02.680]  又講過屬世和屬靈的智慧
[00:01:02.680 --> 00:01:06.160]  基本上整個討論的出發點
[00:01:06.160 --> 00:01:08.880]  就是因為哥倫多人
[00:01:08.880 --> 00:01:13.640]  他們不明白神在他們生命當中的計劃
[00:01:13.640 --> 00:01:20.560]  也是對於神的僕人身份有了不正確的
[00:01:20.560 --> 00:01:21.680]  有些是吹捧
[00:01:21.680 --> 00:01:24.040]  有些是互相競爭
[00:01:24.040 --> 00:01:25.400]  所以有些人就說
[00:01:25.400 --> 00:01:26.480]  我是屬保羅的
[00:01:26.480 --> 00:01:27.560]  我是屬基法的
[00:01:27.560 --> 00:01:28.800]  我是屬亞波羅的
[00:01:28.800 --> 00:01:30.960]  這些其實都是不必要的
[00:01:30.960 --> 00:01:36.960]  當信徒其實他明白了神僕人的身份
[00:01:36.960 --> 00:01:39.160]  以及他怎樣去牧養教會的時候
[00:01:39.160 --> 00:01:43.120]  他更加懂得怎樣去做一個回眾
[00:01:43.120 --> 00:01:44.880]  所以今天第四章
[00:01:44.880 --> 00:01:48.000]  保羅就將他的心表達出來
[00:01:48.000 --> 00:01:49.520]  作為一個牧者
[00:01:49.520 --> 00:01:53.720]  怎樣去看他和回眾之間的關係呢?
[00:01:53.720 --> 00:01:58.040]  而他講這些內容的時候
[00:01:58.040 --> 00:01:59.680]  其實有一個重點
[00:01:59.680 --> 00:02:05.200]  他不只是想講他自己的心裏面在想甚麼
[00:02:05.200 --> 00:02:07.360]  其實他的重點有一個目標
[00:02:07.360 --> 00:02:10.080]  他就在第十六、十七節這樣說
[00:02:10.080 --> 00:02:12.200]  「所以我求你們效法我
[00:02:12.200 --> 00:02:15.720]  因此我以打發提摩態度你們那裡去
[00:02:15.720 --> 00:02:20.440]  他在主裏面是我所親愛有忠心的兒子
[00:02:20.440 --> 00:02:22.440]  他必提醒你們
[00:02:22.440 --> 00:02:25.880]  紀念我在基督裏怎樣行事
[00:02:25.880 --> 00:02:30.720]  在各處各教會中怎樣教導人」
[00:02:30.720 --> 00:02:33.960]  這裡其實他講得很清楚
[00:02:33.960 --> 00:02:38.880]  他講了一大堆他自己作為一個牧者
[00:02:38.880 --> 00:02:43.800]  怎樣去看他牧養的哥林多信徒的關係的時候
[00:02:43.800 --> 00:02:48.080]  其實他不是單是想去標榜他自己的甚麼
[00:02:48.080 --> 00:02:55.360]  也不是單是想去表達他一些的心路歷程
[00:02:55.360 --> 00:02:57.360]  其實最終歸根結底
[00:02:57.360 --> 00:02:59.360]  他想哥林多信徒明白之後
[00:02:59.360 --> 00:03:01.760]  其實他是效法他的榜樣
[00:03:01.760 --> 00:03:06.400]  有時頂姐妹可能對於牧者在講台當中
[00:03:06.400 --> 00:03:09.360]  講自己的事都有不同的看法
[00:03:09.360 --> 00:03:11.640]  有些人看法覺得很有興趣
[00:03:11.640 --> 00:03:15.200]  就好像聽娛樂新聞、八卦新聞
[00:03:15.200 --> 00:03:18.400]  牧者講一下他的生平的事
[00:03:18.400 --> 00:03:20.800]  就算是八卦雜誌
[00:03:20.800 --> 00:03:22.960]  很多時候都是講明星做些甚麼
[00:03:22.960 --> 00:03:24.320]  當然牧者雖然不是明星
[00:03:24.320 --> 00:03:29.120]  但有很多人都看看他平時是做甚麼的
[00:03:29.120 --> 00:03:31.120]  喜歡些甚麼諸如此類
[00:03:31.120 --> 00:03:33.120]  有些人就很喜歡聽這些
[00:03:33.120 --> 00:03:35.600]  但有另一種人
[00:03:35.600 --> 00:03:39.360]  有另一個極端就說很不喜歡聽這些
[00:03:39.360 --> 00:03:44.200]  因為覺得講台基本上是單是講神的說話
[00:03:44.200 --> 00:03:50.000]  講自己那麼多東西好像是喧賓奪主
[00:03:50.000 --> 00:03:53.680]  但其實兩者之間有一個平衡
[00:03:53.680 --> 00:04:00.120]  當信徒去聽牧者講他自己的事情時
[00:04:00.120 --> 00:04:03.120]  當然牧者自己或我自己都提醒
[00:04:03.120 --> 00:04:04.920]  我不是隨便講的
[00:04:04.920 --> 00:04:07.560]  講那些事情其實只有一個目的
[00:04:07.560 --> 00:04:14.040]  就是希望讓信徒能夠有一些實際的榜樣
[00:04:14.040 --> 00:04:16.720]  而保羅在這裡分享他的心路歷程時
[00:04:16.720 --> 00:04:18.200]  他講得很清楚
[00:04:18.200 --> 00:04:22.320]  他說「我求你們效法我」
[00:04:22.320 --> 00:04:23.880]  這句說話
[00:04:23.880 --> 00:04:26.120]  如果你單是抽這句來看
[00:04:26.120 --> 00:04:29.000]  其實都頗自大的
[00:04:29.000 --> 00:04:30.920]  作為一個傳道人
[00:04:30.920 --> 00:04:34.080]  他跟信徒說「你們學我吧」
[00:04:34.080 --> 00:04:36.120]  如果你只是抽這句說話來看
[00:04:36.120 --> 00:04:38.840]  坦白說我都不敢這樣說
[00:04:38.840 --> 00:04:41.360]  「你們跟著我做就行了」
[00:04:41.360 --> 00:04:43.120]  其實這樣說
[00:04:43.120 --> 00:04:46.080]  如果只是抽空來說
[00:04:46.080 --> 00:04:48.320]  其實是有些
[00:04:48.320 --> 00:04:52.320]  讓人感覺好像很自大、很驕傲
[00:04:52.320 --> 00:04:54.360]  所以有些信徒從來都覺得
[00:04:54.360 --> 00:04:56.200]  「我不看人的」
[00:04:56.200 --> 00:04:57.360]  「我只看神的」
[00:04:57.360 --> 00:05:00.160]  「我不會學人的」
[00:05:00.160 --> 00:05:01.520]  「甚至牧者我都不學的」
[00:05:01.520 --> 00:05:03.120]  「我只學聖經的」
[00:05:03.120 --> 00:05:06.360]  但這裡有一個過份就是說
[00:05:06.360 --> 00:05:09.040]  其實在這句保羅說
[00:05:09.040 --> 00:05:12.040]  「你們要效法我的背後」
[00:05:12.040 --> 00:05:14.320]  其實他講出了
[00:05:14.320 --> 00:05:16.800]  不單是說因為他是一個人
[00:05:16.800 --> 00:05:19.320]  或者他是一個頗傑出的領袖
[00:05:19.320 --> 00:05:20.520]  他要效法
[00:05:20.520 --> 00:05:22.720]  而是保羅在一個前設就是說
[00:05:22.720 --> 00:05:24.600]  當我去跟從神
[00:05:24.600 --> 00:05:26.320]  我去效法神的時候
[00:05:26.320 --> 00:05:30.200]  你們想去學習怎樣去跟從神
[00:05:30.200 --> 00:05:32.200]  怎樣去效法神呢?
[00:05:32.200 --> 00:05:34.640]  一個人的榜樣
[00:05:34.640 --> 00:05:35.720]  活生生的榜樣
[00:05:35.720 --> 00:05:38.240]  你們可以從我身上學習
[00:05:38.240 --> 00:05:40.200]  我相信這是非常重要的
[00:05:40.200 --> 00:05:43.160]  作為一個教會領袖
[00:05:43.160 --> 00:05:44.640]  甚至乎我不是教會領袖
[00:05:44.640 --> 00:05:46.760]  但作為一個小組組長也好
[00:05:46.760 --> 00:05:48.640]  主一學老師也好
[00:05:48.640 --> 00:05:50.560]  我們的信仰永遠都是
[00:05:50.560 --> 00:05:52.960]  生命影響生命的
[00:05:52.960 --> 00:05:54.760]  你不能單是教導人一些東西
[00:05:54.760 --> 00:05:57.560]  然後就說「你不用看我做些什麼」
[00:05:57.560 --> 00:05:59.160]  「你只聽我教的東西就行了」
[00:05:59.160 --> 00:06:00.280]  「你不要效法我」
[00:06:00.280 --> 00:06:01.320]  「你效法聖經吧」
[00:06:01.320 --> 00:06:02.440]  然後你就說了一大堆聖經
[00:06:02.440 --> 00:06:03.720]  但其實你做的那些
[00:06:03.720 --> 00:06:05.320]  自己又不做的
[00:06:05.320 --> 00:06:06.720]  剛剛相反的
[00:06:06.720 --> 00:06:08.720]  這樣是不行的
[00:06:08.720 --> 00:06:11.560]  你的生命是需要影響生命的時候
[00:06:11.560 --> 00:06:13.920]  你的榜樣
