
[00:00:00.000 --> 00:00:03.320]  當我仍然是一個神學生的時候
[00:00:03.320 --> 00:00:06.000]  我有機會在北區的一間教會裏面
[00:00:06.000 --> 00:00:07.600]  做實習的工作
[00:00:07.600 --> 00:00:11.200]  當時我負責一個高中團契的導師
[00:00:11.200 --> 00:00:12.800]  由於初度跪頸
[00:00:12.800 --> 00:00:14.800]  所以我很盡力地去認識
[00:00:14.800 --> 00:00:17.200]  記住我每一個團友的名字
[00:00:17.200 --> 00:00:19.400]  我記得有一位年輕的弟兄
[00:00:19.400 --> 00:00:21.600]  他留給我很深的印象
[00:00:21.600 --> 00:00:25.600]  我和他一起站在課室門口那處聊天
[00:00:25.600 --> 00:00:27.000]  我記得我問他
[00:00:27.000 --> 00:00:28.600]  你叫什麼名字?
[00:00:28.600 --> 00:00:31.200]  在讀紀念班
[00:00:31.200 --> 00:00:35.000]  他低著頭看著自己的鞋子
[00:00:35.000 --> 00:00:37.200]  很久都沒有來回答我
[00:00:37.200 --> 00:00:39.800]  後來他很細聲地告訴我
[00:00:39.800 --> 00:00:41.000]  我沒有讀書了
[00:00:41.000 --> 00:00:42.800]  現在正在工作
[00:00:42.800 --> 00:00:44.600]  於是乎我又問他
[00:00:44.600 --> 00:00:47.000]  那你在哪裏工作?
[00:00:47.000 --> 00:00:50.800]  同樣地他低著頭看著自己的鞋子
[00:00:50.800 --> 00:00:53.200]  很久都沒有回答我
[00:00:53.200 --> 00:00:56.400]  到最後他仍然很細聲地跟我說
[00:00:56.400 --> 00:00:59.000]  在七仔那裏工作
[00:00:59.000 --> 00:01:01.800]  低著頭看著自己的鞋子
[00:01:01.800 --> 00:01:03.800]  很細聲地說
[00:01:03.800 --> 00:01:07.400]  其實代表什麼呢?
[00:01:07.400 --> 00:01:09.600]  代表什麼?
[00:01:09.600 --> 00:01:10.800]  很自卑?
[00:01:10.800 --> 00:01:13.000]  大家為什麼這樣回答?
[00:01:13.000 --> 00:01:15.400]  你認為他很自卑嗎?
[00:01:15.400 --> 00:01:20.400]  為什麼你會這樣估計他?
[00:01:20.400 --> 00:01:21.600]  沒錯,他的確很自卑
[00:01:21.600 --> 00:01:23.400]  我的觀察也是一樣
[00:01:23.400 --> 00:01:26.000]  因為他的團友
[00:01:26.000 --> 00:01:28.000]  全部都是會考生
[00:01:28.000 --> 00:01:31.000]  如果是中三就跟不上了
[00:01:31.000 --> 00:01:33.800]  他的團友的成績是超好的
[00:01:33.800 --> 00:01:36.000]  應該是超超好的
[00:01:36.000 --> 00:01:39.600]  這個形詞代表同學真的很厲害
[00:01:39.600 --> 00:01:41.800]  譬如說有一位姐妹
[00:01:41.800 --> 00:01:44.000]  考完會考之後
[00:01:44.000 --> 00:01:45.400]  她告訴我
[00:01:45.400 --> 00:01:47.400]  她升上裕科了
[00:01:47.400 --> 00:01:49.200]  去哪裏讀?
[00:01:49.200 --> 00:01:51.200]  去了呂拔萃
[00:01:51.200 --> 00:01:52.200]  我聽到之後
[00:01:52.200 --> 00:01:53.800]  呂拔萃也收她
[00:01:53.800 --> 00:01:55.800]  證明她考得超好
[00:01:55.800 --> 00:01:57.800]  是超超好
[00:01:57.800 --> 00:01:59.000]  有一個團友
[00:01:59.000 --> 00:02:01.400]  他的爸爸是會考生
[00:02:01.400 --> 00:02:03.200]  後來在大學讀營養學
[00:02:03.200 --> 00:02:04.800]  現在是營養師
[00:02:04.800 --> 00:02:06.000]  另一個團友
[00:02:06.000 --> 00:02:07.600]  他後來讀師範
[00:02:07.600 --> 00:02:09.200]  所以做了老師
[00:02:09.200 --> 00:02:10.200]  你想像一下
[00:02:10.200 --> 00:02:13.600]  當他在很多成績優異的團友當中
[00:02:13.600 --> 00:02:15.800]  他會有什麼感受呢?
[00:02:15.800 --> 00:02:18.400]  所以充滿著自卑感
[00:02:18.400 --> 00:02:20.200]  今天講的題目
[00:02:20.200 --> 00:02:22.000]  就是自卑感
[00:02:22.000 --> 00:02:24.600]  和神給我們的尊榮
[00:02:24.600 --> 00:02:25.800]  我想透過今天的題目
[00:02:25.800 --> 00:02:27.600]  和大家一起去思想
[00:02:27.600 --> 00:02:29.000]  去想一想
[00:02:29.000 --> 00:02:31.000]  很多人的生命裏面
[00:02:31.000 --> 00:02:33.400]  充滿著自卑的感覺
[00:02:33.400 --> 00:02:34.600]  這種自卑的感覺
[00:02:34.600 --> 00:02:36.400]  蠶食了生命
[00:02:36.400 --> 00:02:38.400]  讓我們雖然已經認識了神
[00:02:38.400 --> 00:02:40.200]  但我們卻不能夠在神面前
[00:02:40.200 --> 00:02:43.600]  活出神給我們那份兒女的尊榮
[00:02:43.600 --> 00:02:45.200]  亦都讓很多的信徒
[00:02:45.200 --> 00:02:46.400]  不能夠很自由
[00:02:46.400 --> 00:02:49.000]  很釋放地去侍奉神
[00:02:49.000 --> 00:02:51.800]  但願聖靈今天在我們生命當中
[00:02:51.800 --> 00:02:52.600]  提醒我們
[00:02:52.600 --> 00:02:53.800]  釋放我們
[00:02:53.800 --> 00:02:55.000]  讓我們也活出
[00:02:55.000 --> 00:02:57.400]  神給我們那份的榮美
[00:02:57.400 --> 00:02:59.200]  讓我們先在神面前禱告
[00:02:59.200 --> 00:03:03.200]  七夕主祢創造我們
[00:03:03.200 --> 00:03:04.800]  祢拯救我們
[00:03:04.800 --> 00:03:07.400]  祢將尊榮給我們
[00:03:07.400 --> 00:03:09.000]  求主幫我們
[00:03:09.000 --> 00:03:11.200]  讓我們看見今天我們屬祢
[00:03:11.200 --> 00:03:12.600]  在基督裏面
[00:03:12.600 --> 00:03:14.800]  我們是多麼的榮耀
[00:03:14.800 --> 00:03:17.200]  以致我們不是按世俗的眼光
[00:03:17.200 --> 00:03:19.000]  去看自己
[00:03:19.000 --> 00:03:20.800]  幫我們每位弟兄姊妹
[00:03:20.800 --> 00:03:24.600]  都看見我們在主裏面是多麼的寶貴
[00:03:24.600 --> 00:03:26.200]  神愛我們
[00:03:26.200 --> 00:03:28.800]  甚至是將自己兒子的生命
[00:03:28.800 --> 00:03:30.400]  都為我們捨棄
[00:03:30.400 --> 00:03:32.400]  讓我們看見自己的寶貴
[00:03:32.400 --> 00:03:33.800]  讓我們在祢面前
[00:03:33.800 --> 00:03:36.000]  很自由、很釋放地侍奉祢
[00:03:36.000 --> 00:03:37.000]  高舉祢
[00:03:37.000 --> 00:03:39.800]  活出神的榮耀的生命
[00:03:39.800 --> 00:03:41.000]  奉耶穌基督名求
[00:03:41.000 --> 00:03:43.000]  (好)
[00:03:43.000 --> 00:03:44.200]  講起自卑的時候
[00:03:44.200 --> 00:03:46.800]  首先要做一些澄清
[00:03:46.800 --> 00:03:47.600]  在教會裏面
[00:03:47.600 --> 00:03:50.600]  我們常常提醒弟兄姊妹要自卑
[00:03:50.600 --> 00:03:52.600]  我們教弟兄姊妹不要驕傲
[00:03:52.600 --> 00:03:54.600]  要在神面前自卑
[00:03:54.600 --> 00:03:56.800]  這個講法裏面所講到的自卑
[00:03:56.800 --> 00:04:00.400]  意思就是我們在神面前要自我謙卑
[00:04:00.400 --> 00:04:03.200]  而我今天講到裏面所提到的自卑
[00:04:03.200 --> 00:04:05.200]  就不是在講自我謙卑
[00:04:05.200 --> 00:04:07.200]  而是一種自卑感
[00:04:07.200 --> 00:04:08.600]  所以在題目裏面
[00:04:08.600 --> 00:04:10.200]  我用了自卑感這個詞語
[00:04:10.200 --> 00:04:11.400]  作為分辨
[00:04:11.400 --> 00:04:13.600]  避免大家誤會
[00:04:13.600 --> 00:04:16.600]  自卑感是在講人有一種感覺
[00:04:16.600 --> 00:04:19.200]  這種感覺是覺得自己不如他人
[00:04:19.200 --> 00:04:21.800]  覺得自己和別人相比
[00:04:21.800 --> 00:04:23.600]  我是差一點的
[00:04:23.600 --> 00:04:24.600]  我是失敗者
[00:04:24.600 --> 00:04:25.400]  我是不行的
[00:04:25.400 --> 00:04:27.400]  我是不及別人那麼厲害
[00:04:27.400 --> 00:04:30.400]  我比別人我是卑下一點的
[00:04:30.400 --> 00:04:33.000]  心理學上對自卑的研究
[00:04:33.000 --> 00:04:36.200]  最早是去到心理學家亞德勒的時候
[00:04:36.200 --> 00:04:38.600]  亞德勒是佛洛伊德的同事
[00:04:38.600 --> 00:04:42.000]  是近代個體心理學的創始人
[00:04:42.000 --> 00:04:45.200]  人本主義的心理學的先驅
[00:04:45.200 --> 00:04:48.200]  所以被稱為現代自我心理學之父
[00:04:48.200 --> 00:04:51.000]  這些是那些詞典找出來的
[00:04:51.000 --> 00:04:53.200]  我們不是講心理學
[00:04:53.200 --> 00:04:55.200]  我們是講聖經
[00:04:55.200 --> 00:04:59.600]  不過心理學都讓我們對自卑多了一點認識
[00:04:59.600 --> 00:05:02.200]  自卑感是從哪裏來的呢
[00:05:02.200 --> 00:05:06.000]  自卑感是來自我們成長的時候
[00:05:06.000 --> 00:05:07.200]  我們身邊的人物
[00:05:07.200 --> 00:05:08.800]  譬如我們的爸爸
[00:05:08.800 --> 00:05:09.800]  我們的媽媽
[00:05:09.800 --> 00:05:10.800]  我們的長輩
[00:05:10.800 --> 00:05:12.200]  我們的老師
[00:05:12.200 --> 00:05:14.600]  他們對我們所作出的評論
[00:05:14.600 --> 00:05:16.800]  而我們接受了這些評論之後
[00:05:16.800 --> 00:05:19.600]  我們產生了一個對自己的評價
[00:05:19.600 --> 00:05:22.200]  我們覺得我就是這樣了
[00:05:22.200 --> 00:05:24.200]  譬如我小時候
[00:05:24.200 --> 00:05:26.200]  我的英文是很差的
[00:05:26.200 --> 00:05:29.800]  我的英文科成績經常都是滿江紅的
[00:05:29.800 --> 00:05:31.600]  媽媽每次見到成績表
[00:05:31.600 --> 00:05:33.400]  她就會跟我說
[00:05:33.400 --> 00:05:35.200]  哎 你有什麼用啊
[00:05:35.200 --> 00:05:36.600]  哪個哪個啊
[00:05:36.600 --> 00:05:38.800]  考進了Hong Kong U啊
[00:05:38.800 --> 00:05:41.200]  你呀 看來你長大之後
[00:05:41.200 --> 00:05:43.400]  你都是做乞丐的了
[00:05:43.400 --> 00:05:45.600]  因為她的這些評語
[00:05:45.600 --> 00:05:47.000]  在我心底裏
[00:05:47.000 --> 00:05:49.800]  我自小就覺得自己很差
[00:05:49.800 --> 00:05:53.200]  所以充滿著一份自卑的感覺
[00:05:53.200 --> 00:05:55.200]  我自卑的感覺是怎樣表現的呢
[00:05:55.200 --> 00:05:56.800]  就是當我考完會考的時候
[00:05:56.800 --> 00:05:59.400]  夠分可以升預科
[00:05:59.400 --> 00:06:00.400]  當時我還在問神
[00:06:00.400 --> 00:06:02.200]  為什麼我會夠分的
[00:06:02.200 --> 00:06:04.400]  為什麼我會合格的
[00:06:04.400 --> 00:06:07.000]  為什麼我會做一些科學成績這麼好的
[00:06:07.000 --> 00:06:09.000]  於是就不能夠不讀預科了
[00:06:09.000 --> 00:06:11.800]  那就讀吧
[00:06:11.800 --> 00:06:13.000]  當我預科畢業了
[00:06:13.000 --> 00:06:14.800]  出來社會工作
