
[00:00:00.000 --> 00:00:02.720]  好開心在這裏見到你們
[00:00:02.720 --> 00:00:04.720]  你知不知道我放眼一看
[00:00:04.720 --> 00:00:08.120]  好像90%以上都是女性
[00:00:08.120 --> 00:00:11.240]  那些男士都去哪裏了
[00:00:11.240 --> 00:00:13.040]  舉手看看
[00:00:13.040 --> 00:00:15.160]  唉 老了
[00:00:15.160 --> 00:00:16.040]  都好了
[00:00:16.040 --> 00:00:18.680]  下次我們希望都50-50好不好
[00:00:18.680 --> 00:00:22.360]  因為我們社會是需要有男有女的
[00:00:22.360 --> 00:00:23.600]  那很感恩
[00:00:23.600 --> 00:00:25.040]  剛才我看到
[00:00:25.040 --> 00:00:27.680]  我過來又看到很多年輕的人
[00:00:27.680 --> 00:00:28.840]  看了我一生
[00:00:28.840 --> 00:00:30.560]  剛才那個影片
[00:00:30.560 --> 00:00:32.720]  我想問有沒有人還記得
[00:00:32.720 --> 00:00:35.680]  N年前我曾經唱歌演出的
[00:00:35.680 --> 00:00:36.880]  有看過我的表演
[00:00:36.880 --> 00:00:38.480]  舉手看看好不好
[00:00:38.480 --> 00:00:39.400]  有這麽多嗎
[00:00:39.400 --> 00:00:41.160]  我看你們很小的
[00:00:41.160 --> 00:00:42.920]  我們是同一個年代的嗎
[00:00:42.920 --> 00:00:44.480]  哈哈哈哈
[00:00:44.480 --> 00:00:44.920]  不要緊
[00:00:44.920 --> 00:00:45.880]  可能你們幾歲
[00:00:45.880 --> 00:00:47.520]  十幾歲已經開始看
[00:00:47.520 --> 00:00:49.200]  姐姐 Agnes
[00:00:49.200 --> 00:00:52.080]  我只是想說
[00:00:52.080 --> 00:00:53.680]  時間飛快
[00:00:53.680 --> 00:00:56.080]  時間真是很快
[00:00:56.080 --> 00:00:58.280]  你剛才看的那些片段
[00:00:58.280 --> 00:01:00.440]  是在說20年前的事
[00:01:00.440 --> 00:01:02.080]  雖然很多帥哥
[00:01:02.080 --> 00:01:02.840]  周潤發
[00:01:02.840 --> 00:01:04.440]  甚麼劉德華還在
[00:01:04.440 --> 00:01:06.920]  但是你眨一下眼
[00:01:06.920 --> 00:01:08.920]  時間真的過得這麼快
[00:01:08.920 --> 00:01:10.720]  我有時候都會想
[00:01:10.720 --> 00:01:12.760]  這20多年
[00:01:12.760 --> 00:01:14.680]  我們做了些甚麼呢
[00:01:14.680 --> 00:01:15.480]  是不是
[00:01:15.480 --> 00:01:17.720]  我用我的年代
[00:01:17.720 --> 00:01:20.840]  我們讀完書出來社會工作
[00:01:20.840 --> 00:01:23.600]  接著找到自己的配偶
[00:01:23.600 --> 00:01:25.080]  建立家庭
[00:01:25.080 --> 00:01:26.680]  生兒育女
[00:01:26.680 --> 00:01:29.080]  接著又建立自己的事業
[00:01:29.080 --> 00:01:30.320]  現在呢
[00:01:30.320 --> 00:01:31.480]  你們是比較小的
[00:01:31.480 --> 00:01:34.760]  但是麗萍已經入伍了
[00:01:34.760 --> 00:01:36.600]  很快會登陸
[00:01:36.600 --> 00:01:38.000]  知不知道我說的
[00:01:38.000 --> 00:01:40.120]  入伍登陸很快
[00:01:40.120 --> 00:01:43.280]  我真的環顧看看
[00:01:43.280 --> 00:01:45.720]  當然我結婚之後
[00:01:45.720 --> 00:01:46.960]  帶小朋友
[00:01:46.960 --> 00:01:49.000]  但是我都不是完全沒有工作的
[00:01:49.000 --> 00:01:50.000]  但是我選擇
[00:01:50.000 --> 00:01:51.080]  因為你知道
[00:01:51.080 --> 00:01:51.880]  我生了
[00:01:51.880 --> 00:01:52.760]  剛才嘩嘩聲
[00:01:52.760 --> 00:01:54.000]  我生了多少個
[00:01:54.000 --> 00:01:57.800]  4個 有沒有人生4個或以上的舉手
[00:01:57.800 --> 00:01:58.600]  有沒有
[00:01:58.600 --> 00:02:01.160]  有獎品 生得多
[00:02:01.160 --> 00:02:02.400]  沒有人舉牙
[00:02:02.400 --> 00:02:03.960]  拿不到獎品
[00:02:03.960 --> 00:02:09.080]  其實在過往這20年
[00:02:09.080 --> 00:02:11.360]  我真的回顧
[00:02:11.360 --> 00:02:12.200]  我做的事
[00:02:12.200 --> 00:02:14.440]  真的忙忙碌碌
[00:02:14.440 --> 00:02:16.160]  我發覺我們真的在一個
[00:02:16.160 --> 00:02:18.280]  很忙碌的世界裏面活著
[00:02:18.280 --> 00:02:20.160]  眨一下眼就過了20年
[00:02:20.160 --> 00:02:22.680]  所以給我很多的反思
[00:02:22.680 --> 00:02:24.440]  我可能走過的路
[00:02:24.440 --> 00:02:26.040]  是比你走前10年
[00:02:26.040 --> 00:02:27.120]  10多年
[00:02:27.120 --> 00:02:29.520]  也可以作為你一個借鏡
[00:02:29.520 --> 00:02:31.760]  我看到其實人生很多時候
[00:02:31.760 --> 00:02:33.640]  我們被4個忙捆綁
[00:02:33.640 --> 00:02:35.680]  因為你們正在忙碌的人生中
[00:02:35.680 --> 00:02:38.000]  你知道你們連吃飯都一邊吃一邊聽
[00:02:38.000 --> 00:02:38.920]  都很好
[00:02:38.920 --> 00:02:39.960]  很懂得爭取時間
[00:02:39.960 --> 00:02:41.040]  充實自己
[00:02:41.040 --> 00:02:43.920]  令自己的閱歷更廣闊
[00:02:43.920 --> 00:02:45.560]  但是我看到有4個忙
[00:02:45.560 --> 00:02:47.160]  我們看看那4個忙
[00:02:47.160 --> 00:02:48.320]  現代人有4個忙
[00:02:48.320 --> 00:02:49.760]  第一個忙是什麼呢
[00:02:49.760 --> 00:02:51.200]  是忙碌的忙
[00:02:52.200 --> 00:02:54.360]  我自己經常看到
[00:02:54.360 --> 00:02:56.200]  上班的那些
[00:02:56.200 --> 00:02:58.320]  很快就起床上班
[00:02:58.320 --> 00:03:00.120]  吃早餐都來不及
[00:03:00.120 --> 00:03:01.560]  拿一個維他奶
[00:03:01.560 --> 00:03:03.080]  拿一塊麵包就走了
[00:03:03.080 --> 00:03:04.000]  兒子也是
[00:03:04.000 --> 00:03:05.360]  塞一個牛奶給他
[00:03:05.360 --> 00:03:06.920]  一邊走一邊吃
[00:03:06.920 --> 00:03:09.080]  上巴士等等
[00:03:09.080 --> 00:03:11.320]  忙到晚上
[00:03:11.320 --> 00:03:13.400]  其實能夠一家人整整齊齊
[00:03:13.400 --> 00:03:14.680]  坐在那裏吃個晚飯
[00:03:14.680 --> 00:03:15.680]  都不容易
[00:03:15.680 --> 00:03:16.840]  我看到我兒子
[00:03:16.840 --> 00:03:18.120]  因為他做銀行的
[00:03:18.120 --> 00:03:19.440]  我兒子工作了
[00:03:19.440 --> 00:03:20.400]  真是可憐
[00:03:20.400 --> 00:03:22.160]  他10點都還沒下班
[00:03:22.160 --> 00:03:23.160]  晚上
