
[00:00:00.000 --> 00:00:01.540]  鬼頂賤媒早晨
[00:00:01.540 --> 00:00:03.960]  無論是在堂會當中的
[00:00:03.960 --> 00:00:06.400]  在螢光幕前面的你
[00:00:06.400 --> 00:00:09.280]  我們都在這裡聽你講聲早晨
[00:00:09.280 --> 00:00:13.160]  在我分享經文的訊息之前
[00:00:13.160 --> 00:00:18.520]  我想先多謝剛才施班帶給我的很美麗的時刻
[00:00:18.520 --> 00:00:19.880]  美麗的琴聲
[00:00:19.880 --> 00:00:22.680]  伴隨著一個感人的歌聲
[00:00:22.680 --> 00:00:24.240]  讓我很感動
[00:00:24.240 --> 00:00:26.880]  再次感受到上帝的愛
[00:00:26.880 --> 00:00:28.520]  耶穌基督的恩典
[00:00:28.520 --> 00:00:33.960]  在十字架上帶給我們無比的釋放
[00:00:33.960 --> 00:00:35.680]  是上帝的恩典
[00:00:35.680 --> 00:00:37.680]  讓我們從最終釋放
[00:00:37.680 --> 00:00:42.640]  讓我們更加感受到上帝奇妙的大愛
[00:00:42.640 --> 00:00:48.120]  今天我講的經文是羅馬書六章的一至十四節
[00:00:48.120 --> 00:00:52.440]  我從整段經文中找到一個很重要的重心
[00:00:52.440 --> 00:00:53.440]  來去演繹
[00:00:53.440 --> 00:00:54.920]  就是洗禮
[00:00:54.920 --> 00:00:56.280]  而在洗禮當中
[00:00:56.280 --> 00:01:02.240]  來看看究竟人如何在這個整個罪裡面釋放
[00:01:02.240 --> 00:01:04.680]  釋放有另一個名詞
[00:01:04.680 --> 00:01:07.240]  現代的潮語叫做「解鎖」
[00:01:07.240 --> 00:01:10.440]  這個解鎖對於我們來說是怎麼一回事呢?
[00:01:10.440 --> 00:01:13.880]  我會在完成整段經文的論述的時候
[00:01:13.880 --> 00:01:16.600]  給一個例子去演繹
[00:01:16.600 --> 00:01:19.920]  我們先來同心吐槽
[00:01:19.920 --> 00:01:21.280]  主我多謝你
[00:01:21.280 --> 00:01:23.840]  多謝你奇妙的救恩
[00:01:23.840 --> 00:01:27.680]  在十字架上帶給我們的救恩
[00:01:27.680 --> 00:01:29.200]  充滿了奇妙
[00:01:29.200 --> 00:01:30.560]  你受死
[00:01:30.560 --> 00:01:31.960]  贖去我們的罪
[00:01:31.960 --> 00:01:34.680]  復活帶給我們希望
[00:01:34.680 --> 00:01:38.040]  再求你的聖靈在我們當中來運行
[00:01:38.040 --> 00:01:40.520]  就讓這個不配的僕人
[00:01:40.520 --> 00:01:43.640]  來傳講這段經文的時候
[00:01:43.640 --> 00:01:45.920]  援有你的同儕
[00:01:45.920 --> 00:01:48.280]  求你親自來帶領
[00:01:48.280 --> 00:01:50.360]  禱告奉耶穌基督聖名祈求
[00:01:50.360 --> 00:01:53.400]  阿們
[00:01:53.400 --> 00:01:57.000]  整個經文我分為三個小段落
[00:01:57.000 --> 00:02:02.000]  第一個段落是一至四節
[00:02:02.000 --> 00:02:03.720]  在這段經文之前
[00:02:03.720 --> 00:02:06.920]  我先講一講保留在這裡的論述
[00:02:06.920 --> 00:02:10.200]  是基於前面的論述的主題
[00:02:10.200 --> 00:02:12.400]  就是說前面在第五章裡面
[00:02:12.400 --> 00:02:15.200]  提到的一個主題的延伸
[00:02:15.200 --> 00:02:17.520]  這個清義的延伸
[00:02:17.520 --> 00:02:20.000]  我們可以看到在這裡一句「這樣」
[00:02:20.000 --> 00:02:20.920]  這個字的開頭
[00:02:20.920 --> 00:02:23.440]  他說「這樣我們要怎樣說」
[00:02:23.440 --> 00:02:27.520]  就傳達了一份感覺給讀者
[00:02:27.520 --> 00:02:29.640]  保留說「這樣我們要怎麼說」
[00:02:29.640 --> 00:02:35.400]  我們仍可以活在在序中使恩典增多嗎?
[00:02:35.400 --> 00:02:37.200]  如果我們只看這節
[00:02:37.200 --> 00:02:38.960]  或者這幾節四節的經文
[00:02:38.960 --> 00:02:43.760]  我們很不容易完全掌握到保留的心情
[00:02:43.760 --> 00:02:46.520]  在那一刻的時候是什麼感受
[00:02:46.520 --> 00:02:49.640]  所以我們必須回望在之前第五章裡面
[00:02:49.640 --> 00:02:51.120]  保留在這個書信裡面
[00:02:51.120 --> 00:02:52.840]  在這個部分裡面
[00:02:52.840 --> 00:02:58.520]  他是正在跟教會討論一些什麼事情
[00:02:58.520 --> 00:03:00.720]  在這段話裡面的背景就是
[00:03:00.720 --> 00:03:02.440]  在第五章裡面
[00:03:02.440 --> 00:03:05.120]  在當論及上帝的恩賜
[00:03:05.120 --> 00:03:08.400]  是怎樣將我們的罪藉著耶穌基督的救贖
[00:03:08.400 --> 00:03:11.120]  而得以被稱為義的過程之中
[00:03:11.120 --> 00:03:13.840]  其中的第五章二十節那一句
[00:03:13.840 --> 00:03:18.400]  他說「而且加添了律法,使得過犯增加」
[00:03:18.400 --> 00:03:20.680]  「只是罪在那裡增加」
[00:03:20.680 --> 00:03:24.320]  「恩典就在那裡越發豐盛了」
[00:03:24.320 --> 00:03:28.040]  而這句話就引發了一些歪理出現
[00:03:28.040 --> 00:03:29.920]  有人因為這句話而想到
[00:03:29.920 --> 00:03:33.320]  那我可以仍在序中使恩典增多
[00:03:33.320 --> 00:03:35.920]  這個言論來
[00:03:35.920 --> 00:03:39.200]  這個歪理荒謬之處在哪裡呢?
[00:03:39.200 --> 00:03:42.360]  我試試用一個例子來說明一下
[00:03:42.360 --> 00:03:43.680]  有一個富二代
[00:03:43.680 --> 00:03:44.800]  胡亂花錢
[00:03:44.800 --> 00:03:45.600]  花天酒地
[00:03:45.600 --> 00:03:47.120]  不思長進
[00:03:47.120 --> 00:03:48.560]  而他這樣做的理由就是
[00:03:48.560 --> 00:03:50.080]  我父親有很多
[00:03:50.080 --> 00:03:51.600]  多的是錢
[00:03:51.600 --> 00:03:52.800]  我越花錢
[00:03:52.800 --> 00:03:53.800]  越用錢
[00:03:53.800 --> 00:03:57.600]  起碼突顯出他富甲天下的威水
[00:03:57.600 --> 00:03:59.400]  大家來想一想
[00:03:59.400 --> 00:04:04.160]  評一評這個富二代的想法
[00:04:04.160 --> 00:04:06.600]  這個也是因為恩典豐富
[00:04:06.600 --> 00:04:09.320]  而更加要犯罪的邏輯
[00:04:09.320 --> 00:04:11.640]  是不是很相似?
[00:04:11.640 --> 00:04:13.840]  歪理就是歪理
[00:04:13.840 --> 00:04:17.520]  所以保羅很謹慎地回應了這個問題
[00:04:17.520 --> 00:04:19.120]  一句「絕對不可」
[00:04:19.120 --> 00:04:21.760]  表達了他對他的堅決
[00:04:21.760 --> 00:04:25.400]  我嘗試理解一下他的情緒
[00:04:25.400 --> 00:04:27.920]  在這裏是一份的惋惜
[00:04:27.920 --> 00:04:30.120]  同時是一份的氣憤
[00:04:30.120 --> 00:04:32.800]  惋惜的是竟然有這樣的輕視
[00:04:32.800 --> 00:04:36.440]  耶穌基督在十字架上的付出
[00:04:36.440 --> 00:04:41.120]  氣憤的是竟然有這麼自我的心態
[00:04:41.120 --> 00:04:45.640]  用一個踐踏上帝的恩情的態度
[00:04:45.640 --> 00:04:48.040]  來合理化自己的慾望
[00:04:48.040 --> 00:04:50.400]  滿足自己
[00:04:50.400 --> 00:04:54.000]  保羅立場鮮明地去斥責了這種歪理
[00:04:54.000 --> 00:04:55.720]  他說「絕對不可」
[00:04:55.720 --> 00:04:57.600]  「我們向最死了的人」
[00:04:57.600 --> 00:05:00.600]  「豈可仍在罪中活著呢?」
[00:05:00.600 --> 00:05:03.360]  一個窄地有聲的回應
[00:05:03.360 --> 00:05:05.560]  透過經文中的疑問句式
[00:05:05.560 --> 00:05:08.240]  和強烈的語氣的交替運用
[00:05:08.240 --> 00:05:10.760]  在整個段落裏面可以看到
[00:05:10.760 --> 00:05:14.320]  保羅這一刻的心情是多麼激動
[00:05:14.320 --> 00:05:15.760]  我們要怎樣說呢?
[00:05:15.760 --> 00:05:16.880]  「我們可以嗎?」
[00:05:16.880 --> 00:05:18.160]  「絕對不行」
[00:05:18.160 --> 00:05:22.440]  「豈可」等等這些連接詞、介繫詞
[00:05:22.440 --> 00:05:27.520]  都生動地去反映出他的情緒狀態
[00:05:27.520 --> 00:05:31.880]  然後緊接兩句反問句裏面有一個結論
[00:05:31.880 --> 00:05:34.880]  那就是第三和第四節裏面
[00:05:34.880 --> 00:05:36.680]  要我們怎樣行事為人
[00:05:36.680 --> 00:05:38.800]  都有新生的樣式
[00:05:38.800 --> 00:05:41.520]  就像耶穌基督藉著父的榮耀
[00:05:41.520 --> 00:05:44.760]  從死人中復活一樣
[00:05:44.760 --> 00:05:46.640]  第三第四節是這麼說的
[00:05:46.640 --> 00:05:48.520]  「難道你們不知道」
[00:05:48.520 --> 00:05:51.320]  「我們這受洗歸入基督耶穌的人」
[00:05:51.320 --> 00:05:54.760]  「就是受洗禮歸入他的死嗎?」
[00:05:54.760 --> 00:05:57.800]  「所以我們藉著洗禮歸入死」
[00:05:57.800 --> 00:05:59.560]  「和他一同埋葬」
[00:05:59.560 --> 00:06:01.080]  「是要我們行事為人」
[00:06:01.080 --> 00:06:03.040]  「都有新生的樣子」
[00:06:03.040 --> 00:06:05.320]  「像基督藉著父的榮耀」
[00:06:05.320 --> 00:06:08.120]  「從死人中復活一樣」
[00:06:08.120 --> 00:06:13.000]  「怎樣可以有新生的樣式」
[00:06:13.000 --> 00:06:13.680]  保羅說
[00:06:13.680 --> 00:06:16.720]  藉著洗禮歸入死
[00:06:16.720 --> 00:06:19.720]  和耶穌同他一同埋葬
[00:06:19.720 --> 00:06:24.200]  就成為了一個新樣式的人的基礎
[00:06:24.200 --> 00:06:27.160]  保羅提醒那些仍然活在罪裏面的人
[00:06:27.160 --> 00:06:28.880]  你要有一個悔改
[00:06:28.880 --> 00:06:33.040]  要有行為去見證上帝的恩典
[00:06:33.040 --> 00:06:35.800]  和基督同死同同活
[00:06:35.800 --> 00:06:37.320]  是一份信念
[00:06:37.320 --> 00:06:39.320]  是我們信心的根源
[00:06:39.320 --> 00:06:42.520]  因為我們相信復活的耶穌基督
[00:06:42.520 --> 00:06:45.120]  洗禮是一個信心的表達
[00:06:45.120 --> 00:06:47.160]  是對耶穌基督的信任
[00:06:47.160 --> 00:06:48.760]  信任祂的能力
[00:06:48.760 --> 00:06:52.160]  信任祂是上帝的兒子
[00:06:52.160 --> 00:06:55.400]  即使我們沒有完全的信心
[00:06:55.400 --> 00:06:57.960]  但是這份對祂的信任
[00:06:57.960 --> 00:07:00.680]  就足以激發我們對祂的信服
[00:07:00.680 --> 00:07:02.280]  對祂的跟隨
[00:07:02.280 --> 00:07:06.000]  這就是洗禮帶給人更新的力量
[00:07:06.000 --> 00:07:08.960]  亦都是這份信任成為我們改變的動力
[00:07:08.960 --> 00:07:11.440]  成為新樣式的動力
[00:07:11.440 --> 00:07:15.680]  保羅以上帝的榮耀來形容耶穌基督的復活
[00:07:15.680 --> 00:07:20.520]  一個有形有體的有實質的新樣式
[00:07:20.520 --> 00:07:23.120]  展現出上帝的能力
[00:07:23.120 --> 00:07:27.160]  榮耀和上帝這個一體兩面的表達
[00:07:27.160 --> 00:07:30.240]  經常這樣去形容上帝的本質
[00:07:30.240 --> 00:07:32.280]  上帝就是榮耀
[00:07:32.280 --> 00:07:35.960]  透過祂所做的事帶來榮耀
[00:07:35.960 --> 00:07:38.040]  耶穌的新生樣式
[00:07:38.040 --> 00:07:40.560]  也都展現出上帝的榮耀
[00:07:40.560 --> 00:07:43.080]  所以按照保羅的邏輯
[00:07:43.080 --> 00:07:46.560]  我們同樣都和耶穌同死同活
[00:07:46.560 --> 00:07:49.960]  豈不是同樣有這個新的樣式呢?
[00:07:49.960 --> 00:07:52.120]  豈不是都要改變呢?
[00:07:52.120 --> 00:07:56.760]  豈不是要在這個恩典當中更新自己呢?
[00:07:56.760 --> 00:07:59.240]  我們反省現在的行事為人
[00:07:59.240 --> 00:08:02.200]  是不是在榮耀上帝呢?
[00:08:02.200 --> 00:08:05.800]  這就是保羅用洗禮的意義來提醒教會
[00:08:05.800 --> 00:08:09.640]  要認真地來看待上帝的恩典
[00:08:09.640 --> 00:08:13.760]  耶穌基督在十字架上面的寫明
[00:08:13.760 --> 00:08:16.240]  我們再細心看回第三第四節
[00:08:16.240 --> 00:08:17.800]  就會明白到
[00:08:17.800 --> 00:08:20.720]  保羅的強調就是上帝的恩典
[00:08:20.720 --> 00:08:24.000]  令我們成為基督的人
[00:08:24.000 --> 00:08:25.080]  歸入祂了
[00:08:25.080 --> 00:08:26.320]  屬於祂了
[00:08:26.320 --> 00:08:28.520]  既然成為了基督耶穌的人
[00:08:28.520 --> 00:08:32.040]  就要在行事為人都要有新生的樣子
[00:08:32.040 --> 00:08:37.440]  正正是一至四節這個段落的教訓的重點
[00:08:37.440 --> 00:08:41.960]  來到五至十一節這個段落
[00:08:41.960 --> 00:08:45.000]  隨著前面提及的洗禮的意義裡面
