
[00:00:00.000 --> 00:00:05.320]  我上星期母親節在聖地安索已經說過
[00:00:05.320 --> 00:00:09.440]  開始時玩一個有獎搶答遊戲
[00:00:09.440 --> 00:00:10.960]  今天想再玩一次
[00:00:10.960 --> 00:00:16.160]  但如果你在網上已經聽過這篇說到重溫
[00:00:16.160 --> 00:00:17.680]  就麻煩不要參與
[00:00:17.680 --> 00:00:19.760]  因為你聽過就知道答案
[00:00:19.760 --> 00:00:22.640]  但如果沒有聽過就可以參加
[00:00:22.640 --> 00:00:24.680]  這是一個搶答遊戲
[00:00:24.680 --> 00:00:29.400]  第一個舉手而且正確答案的人就獲得獎品
[00:00:29.400 --> 00:00:33.560]  這個Irene師母親手作一份
[00:00:33.560 --> 00:00:36.240]  不是,這杯是我的
[00:00:36.240 --> 00:00:39.520]  好,這個遊戲是這樣的
[00:00:39.520 --> 00:00:42.000]  這首詩大家很熟悉
[00:00:42.000 --> 00:00:46.280]  慈母手中線,柔子身上衣
[00:00:46.280 --> 00:00:50.000]  臨行脈蜂,以孔慈慈歸
[00:00:50.000 --> 00:00:52.520]  最後兩句是
[00:00:52.520 --> 00:00:56.480]  喂喂喂,阿Peter先舉手,不要吵
[00:00:59.720 --> 00:01:03.800]  你是否脫牙垂燕,到你了
[00:01:03.800 --> 00:01:06.000]  是垂燕,Peter先上來
[00:01:06.000 --> 00:01:09.440]  給Peter一些掌聲
[00:01:09.440 --> 00:01:17.640]  多謝,快與準
[00:01:17.640 --> 00:01:20.560]  多謝,給Peter一些掌聲
[00:01:20.560 --> 00:01:26.680]  串草心是甚麼意思呢
[00:01:26.680 --> 00:01:31.520]  小草指子女,心有相同含義
[00:01:31.520 --> 00:01:37.120]  即是指敬幹,亦是指子女的心意
[00:01:37.120 --> 00:01:41.160]  三春暉,農曆正月叫孟春
[00:01:41.160 --> 00:01:45.640]  二月叫重春,三月叫季春
[00:01:45.640 --> 00:01:47.480]  合稱三春
[00:01:47.480 --> 00:01:49.240]  暉即是陽光
[00:01:49.240 --> 00:01:52.440]  形容母愛好像春天的溫暖
[00:01:52.440 --> 00:01:56.520]  和海的陽光照耀子女
[00:01:56.520 --> 00:02:02.520]  這首詩是唐代詩人孟郊的作品
[00:02:02.520 --> 00:02:05.400]  唐代詩人孟郊早年漂泊無依
[00:02:05.400 --> 00:02:08.360]  一生可以說是貧困潦倒
[00:02:08.360 --> 00:02:12.440]  但五十歲才獲得一個卑微的職位
[00:02:12.440 --> 00:02:17.080]  於是接了母親一起居住
[00:02:17.080 --> 00:02:20.400]  詩人飽嘗世態炎涼
[00:02:20.400 --> 00:02:25.200]  因而更加體恤到親情的可貴
[00:02:25.200 --> 00:02:28.200]  我們說到系列的問題是
[00:02:28.200 --> 00:02:32.920]  如何讓你的家成為培育門徒的中心
[00:02:32.920 --> 00:02:34.560]  這是我們來到尾聲
[00:02:34.560 --> 00:02:38.480]  但其實對於很多我們的子女已經長大了
[00:02:38.480 --> 00:02:40.280]  在外地
[00:02:40.280 --> 00:02:43.160]  有些像孟郊的母親的人來說
[00:02:43.160 --> 00:02:45.920]  心裏面的問題可能反而是
[00:02:45.920 --> 00:02:47.920]  何日再歸家呢
[00:02:47.920 --> 00:02:50.280]  昨天我的兒子Sophus
[00:02:50.280 --> 00:02:53.280]  讀完大學一年就回來了
[00:02:53.280 --> 00:02:57.440]  最近幾個星期
[00:02:57.440 --> 00:03:00.560]  我發現很多親戚朋友不同人
[00:03:00.560 --> 00:03:02.360]  至少問了我十幾次
[00:03:02.360 --> 00:03:04.040]  Sophus何時回來
[00:03:04.040 --> 00:03:06.040]  何日再歸家
[00:03:06.040 --> 00:03:10.040]  聖經裏面
[00:03:10.040 --> 00:03:12.040]  浪子的故事
[00:03:12.040 --> 00:03:15.440]  有部份我想是到了某個年紀
[00:03:15.440 --> 00:03:17.440]  我開始領會
[00:03:17.440 --> 00:03:19.960]  但何日再歸家這句說話
[00:03:19.960 --> 00:03:22.600]  當然是家中父母所想
[00:03:22.600 --> 00:03:26.600]  亦都是那位柔子心中所問
[00:03:26.600 --> 00:03:29.600]  人成為柔子其實各有原因
[00:03:29.600 --> 00:03:32.600]  柔子去踏上這個旅途
[00:03:32.600 --> 00:03:34.600]  或者是要闖天下
[00:03:34.600 --> 00:03:36.600]  為自己幹一番事業
[00:03:36.600 --> 00:03:39.600]  找些家中找到的東西
[00:03:39.600 --> 00:03:42.200]  但可能亦都是被迫離家
[00:03:42.200 --> 00:03:45.800]  因為他家中再沒有容身之處
[00:03:45.800 --> 00:03:50.000]  甚至可能被人驅逐出境
[00:03:50.000 --> 00:03:52.000]  被要求離開
[00:03:52.000 --> 00:03:54.000]  以色列的歷史
[00:03:54.000 --> 00:03:57.000]  就是一個柔子的故事
[00:03:57.000 --> 00:03:59.000]  耶和華賜這個名
[00:03:59.000 --> 00:04:01.000]  以色列給雅各
[00:04:01.000 --> 00:04:03.000]  的時候雅各被迫離家
[00:04:03.000 --> 00:04:07.000]  因為他的孿生大佬要追殺他
[00:04:07.000 --> 00:04:09.000]  雅各這個故事
[00:04:09.000 --> 00:04:11.000]  以色列的故事
[00:04:11.000 --> 00:04:15.000]  其實是聖經裏面反覆重演的橋段
[00:04:15.000 --> 00:04:19.000]  當饑荒迫使雅各和他全家
[00:04:19.000 --> 00:04:23.000]  七十多人 我想不止
[00:04:23.000 --> 00:04:25.000]  到了埃及的時候
[00:04:25.000 --> 00:04:28.000]  以色列再次成為異鄉人
[00:04:28.000 --> 00:04:31.000]  雅各再次成為異鄉人
[00:04:31.000 --> 00:04:34.000]  摩西逃離埃及的時候
[00:04:34.000 --> 00:04:37.000]  又是重演了這個柔子的故事
[00:04:37.000 --> 00:04:41.000]  當聖經講到第一次聖殿被毀的時候
[00:04:41.000 --> 00:04:45.000]  以色列人被流放到巴比倫七十年
[00:04:45.000 --> 00:04:49.000]  第二個聖殿公元七十年
[00:04:49.000 --> 00:04:51.000]  聖殿被毀的時候
[00:04:51.000 --> 00:04:53.000]  以色列人散居各國
