
[00:00:00.000 --> 00:00:02.000]  此前我們先有一個祈禱
[00:00:02.000 --> 00:00:05.260]  親愛的主聖靈
[00:00:05.260 --> 00:00:07.600]  願祢此刻充滿我們每一個
[00:00:07.600 --> 00:00:10.600]  願祢親自打開我們每一個的心
[00:00:10.600 --> 00:00:13.100]  願祢藉著上帝的話語
[00:00:13.100 --> 00:00:15.100]  去親自向我們說話
[00:00:15.100 --> 00:00:19.100]  主啊,我們現刻願意開放自己
[00:00:19.100 --> 00:00:21.900]  求主祢幫助我們
[00:00:21.900 --> 00:00:24.400]  讓我們更加明白祢的心意
[00:00:24.400 --> 00:00:27.500]  好叫我們生命活在祢的裡面
[00:00:27.500 --> 00:00:28.800]  多謝主
[00:00:28.900 --> 00:00:30.700]  求主繼續與我們同在
[00:00:30.700 --> 00:00:32.500]  我們同心合意地禱告
[00:00:32.500 --> 00:00:35.200]  是奉教主耶穌基督的聖名致祈求
[00:00:35.200 --> 00:00:36.200]  阿門
[00:00:36.200 --> 00:00:38.200]  我想問一問
[00:00:38.200 --> 00:00:41.700]  大家有沒有用過塗改液呢?
[00:00:41.700 --> 00:00:43.400]  應該也有吧?
[00:00:43.400 --> 00:00:46.100]  或者你們現在是用塗改帶
[00:00:46.100 --> 00:00:47.500]  而不是用塗改液了
[00:00:47.500 --> 00:00:51.300]  在我小時候
[00:00:51.300 --> 00:00:58.600]  我的年代是剛剛塗改液開始有這個東西
[00:00:58.800 --> 00:01:00.300]  以前我們是用什麼呢?
[00:01:00.300 --> 00:01:02.600]  你們有沒有聽過「沙膠」這個東西?
[00:01:02.600 --> 00:01:03.800]  有吧?
[00:01:03.800 --> 00:01:06.300]  有些人可能會說「什麼來的?沒聽過」
[00:01:06.300 --> 00:01:08.900]  大家就知道大家年代的差異了
[00:01:08.900 --> 00:01:12.300]  對了,我們以前是用「沙膠」的
[00:01:12.300 --> 00:01:13.600]  「沙膠」是什麼呢?
[00:01:13.600 --> 00:01:17.100]  哇,當你用原子筆寫錯字的時候
[00:01:17.100 --> 00:01:19.100]  你擦一兩個字,沒問題的
[00:01:19.100 --> 00:01:20.100]  擦得到的
[00:01:20.100 --> 00:01:22.400]  哇,如果你整行錯的話
[00:01:22.400 --> 00:01:23.900]  你就要超級小心了
[00:01:23.900 --> 00:01:26.700]  因為你一擦就很容易爛的
[00:01:27.100 --> 00:01:31.000]  所以我們小時候用原子筆寫東西
[00:01:31.000 --> 00:01:32.500]  是很小心的
[00:01:32.500 --> 00:01:34.700]  但是有了塗改液之後
[00:01:34.700 --> 00:01:36.000]  就輕鬆很多了
[00:01:36.000 --> 00:01:37.500]  哇,寫錯字
[00:01:37.500 --> 00:01:38.800]  塗一塗,搞定
[00:01:38.800 --> 00:01:40.300]  不要說一兩個字
[00:01:40.300 --> 00:01:42.400]  整行,整頁都可以
[00:01:42.400 --> 00:01:43.900]  不過有一次
[00:01:43.900 --> 00:01:45.300]  我不知道為什麼
[00:01:45.300 --> 00:01:46.700]  當我做功課的時候
[00:01:46.700 --> 00:01:49.800]  哎呀,那支塗改液剛剛用完
[00:01:49.800 --> 00:01:51.400]  擠都擠不出來
[00:01:51.400 --> 00:01:53.200]  但是又買不到
[00:01:53.200 --> 00:01:56.800]  但是那個功課的老師很兇的
[00:01:56.900 --> 00:01:58.900]  骯髒一點,又扣分
[00:01:58.900 --> 00:02:00.500]  還罵得你死死的
[00:02:00.500 --> 00:02:03.000]  所以當我做那份功課的時候
[00:02:03.000 --> 00:02:04.700]  哇,就好像
[00:02:04.700 --> 00:02:07.700]  說句成語,什麼「如履薄冰」
[00:02:07.700 --> 00:02:10.600]  哇,很小心的去下筆
[00:02:10.600 --> 00:02:12.400]  又看完又看
[00:02:12.400 --> 00:02:15.700]  很小心的去做那份功課
[00:02:15.700 --> 00:02:18.500]  啊,竟然做完之後
[00:02:18.500 --> 00:02:20.400]  發覺,OK的
[00:02:20.400 --> 00:02:22.600]  不用塗改液也可以
[00:02:22.600 --> 00:02:25.400]  我都可以完成那份功課
[00:02:25.800 --> 00:02:28.000]  啊,原來小心一點
[00:02:28.000 --> 00:02:29.200]  專注一點
[00:02:29.200 --> 00:02:31.000]  不一定會有錯的
[00:02:31.000 --> 00:02:34.400]  可能平時我太依賴那支塗改液
[00:02:34.400 --> 00:02:36.400]  令到,哎,無所謂啦
[00:02:36.400 --> 00:02:38.500]  錯就錯啦,塗就塗啦
[00:02:38.500 --> 00:02:40.200]  現在更加簡單了
[00:02:40.200 --> 00:02:41.800]  不用用
[00:02:41.800 --> 00:02:44.400]  可能少一點用手寫的東西
[00:02:44.400 --> 00:02:46.000]  一打上電腦
[00:02:46.000 --> 00:02:48.900]  誒,按個鍵,Delete,搞定
[00:02:48.900 --> 00:02:51.200]  那麼我們的錯就會
[00:02:51.200 --> 00:02:53.900]  哇,痕跡一下就沒有了
[00:02:54.400 --> 00:02:58.400]  不過這件事,也令我有些反思
[00:02:58.400 --> 00:03:01.000]  可能我們經常都有一個
[00:03:01.000 --> 00:03:05.000]  哇,可以很容易改錯的機會
[00:03:05.000 --> 00:03:07.800]  所以我們就會放鬆了
[00:03:07.800 --> 00:03:09.800]  對自己的一些警惕
[00:03:09.800 --> 00:03:11.500]  對錯這件事
[00:03:11.500 --> 00:03:13.500]  我們可能很容易
[00:03:13.500 --> 00:03:15.500]  掉以輕心
[00:03:15.500 --> 00:03:17.300]  今天的講題
[00:03:17.300 --> 00:03:19.200]  其實我們會講到有關
[00:03:19.200 --> 00:03:21.700]  「因順稱義」的內容
[00:03:22.400 --> 00:03:24.500]  講到「因順稱義」這四個字
[00:03:24.500 --> 00:03:26.100]  我們大部分的基督徒
[00:03:26.100 --> 00:03:28.000]  都絕對不會陌生的了
[00:03:28.000 --> 00:03:29.400]  因為「因順稱義」
[00:03:29.400 --> 00:03:31.300]  可以說是我們基督教裏面
[00:03:31.300 --> 00:03:34.200]  一個很重要的核心教義
[00:03:34.200 --> 00:03:35.800]  也是導致當時
[00:03:35.800 --> 00:03:38.800]  宗教改革的其中一個原因
[00:03:38.800 --> 00:03:42.100]  宗教改革是在16至17世紀
[00:03:42.100 --> 00:03:43.800]  當時由馬丁路德
[00:03:43.800 --> 00:03:47.600]  和一班新教的教徒去發起
[00:03:47.600 --> 00:03:49.400]  而當中的其中一個原因
[00:03:49.400 --> 00:03:51.800]  就是因為當時的天主教
[00:03:51.800 --> 00:03:56.300]  主張可以藉著做善事去贖罪
[00:03:56.300 --> 00:03:58.300]  但是經過馬丁路德
[00:03:58.300 --> 00:04:01.100]  對羅馬書當時的理解
[00:04:01.100 --> 00:04:03.100]  以「因順稱義」的詮釋
