
[00:00:00.000 --> 00:00:02.000]  這個月是我們的聖靈月
[00:00:02.000 --> 00:00:05.200]  所以我們要繼續來一同思想聖靈的工作
[00:00:05.200 --> 00:00:07.400]  今天早上我們要一同來思想到
[00:00:07.400 --> 00:00:10.200]  屬靈恩賜的恢復
[00:00:10.200 --> 00:00:14.000]  A.W. Tozer 陶樹博士曾經這樣說
[00:00:14.000 --> 00:00:17.400]  他說今天教會最大的悲劇
[00:00:17.400 --> 00:00:22.200]  莫過於就是失落了屬靈的恩賜
[00:00:22.200 --> 00:00:26.000]  他看見今天教會最大的一個悲劇
[00:00:26.000 --> 00:00:28.800]  就是把恩賜失落了
[00:00:28.800 --> 00:00:30.800]  以至於在教會當中
[00:00:30.800 --> 00:00:34.600]  我們只是看見很多人的熱心跟人的工作
[00:00:34.600 --> 00:00:37.400]  卻不看見神的心意
[00:00:37.400 --> 00:00:39.800]  看不見神的作為
[00:00:39.800 --> 00:00:42.400]  恩賜為什麼會失落呢?
[00:00:42.400 --> 00:00:45.800]  保羅在十二章第一節就非常清楚地告訴我們
[00:00:45.800 --> 00:00:47.400]  他說弟兄們認到屬靈的恩賜
[00:00:47.400 --> 00:00:50.600]  我不願意你們不明白
[00:00:50.600 --> 00:00:52.600]  恩賜為什麼會失落?
[00:00:52.600 --> 00:00:55.200]  因為我們不明白恩賜
[00:00:55.200 --> 00:00:58.200]  所以我們不懂得怎麼樣運用這些恩賜
[00:00:58.200 --> 00:01:00.800]  我們的問題就在於我們不明白
[00:01:00.800 --> 00:01:02.400]  所以今天我們用來思想到
[00:01:02.400 --> 00:01:04.200]  到底什麼是屬靈恩賜
[00:01:04.200 --> 00:01:05.400]  也讓我們怎麼樣能夠看見
[00:01:05.400 --> 00:01:08.400]  屬靈恩賜在我們中間能夠被恢復過來
[00:01:08.400 --> 00:01:10.000]  首先第一點我們要來看
[00:01:10.000 --> 00:01:12.200]  什麼是屬靈恩賜呢?
[00:01:12.200 --> 00:01:15.200]  第一個我們要來看恩賜的定義是什麼
[00:01:15.200 --> 00:01:17.800]  現在很多人一聽見恩賜
[00:01:17.800 --> 00:01:20.200]  第一個想到就是才幹不是嗎?
[00:01:20.200 --> 00:01:23.200]  其實兩者是截然不同的事情
[00:01:23.200 --> 00:01:27.800]  才幹是我們與生俱來的一種能力
[00:01:27.800 --> 00:01:34.000]  但是恩賜卻是聖靈感動所帶出來的福祉
[00:01:34.000 --> 00:01:36.200]  我把這個定義講得很清楚
[00:01:36.200 --> 00:01:37.600]  我們一同來念這個定義
[00:01:37.600 --> 00:01:41.800]  聖靈感動所帶出來的福祉
[00:01:41.800 --> 00:01:46.000]  才幹是與生俱來或是後天可以學習
[00:01:46.000 --> 00:01:47.800]  恩賜完全不是這樣
[00:01:47.800 --> 00:01:53.400]  恩賜必須是聖靈感動所帶出來的福祉
[00:01:53.400 --> 00:01:54.800]  我記得以前在教會當中
[00:01:54.800 --> 00:01:58.000]  我們常常會做一些恩賜調查表
[00:01:58.000 --> 00:02:00.200]  我不知道你們有沒有做過恩賜調查表
[00:02:00.200 --> 00:02:03.600]  我就發現恩賜調查表上面問的問題是什麼呢?
[00:02:03.600 --> 00:02:07.200]  通常都是在問你的喜好、你的專長
[00:02:07.200 --> 00:02:09.400]  你所學的是什麼
[00:02:09.400 --> 00:02:12.000]  所以其實你發現調查來調查去
[00:02:12.000 --> 00:02:14.000]  調查出來是什麼?
[00:02:14.000 --> 00:02:15.800]  是你的才幹
[00:02:15.800 --> 00:02:17.800]  不是你的恩賜
[00:02:17.800 --> 00:02:19.400]  所以難怪在教會當中
[00:02:19.400 --> 00:02:23.200]  我們多半的人都只懂得用才幹來服侍神
[00:02:23.200 --> 00:02:26.200]  卻不懂得用恩賜來服侍神
[00:02:26.200 --> 00:02:28.000]  第二點千萬不要誤會
[00:02:28.000 --> 00:02:31.000]  我一點沒有說用才幹服侍神不好
[00:02:31.000 --> 00:02:35.200]  今天我們需要用我們的才幹來服侍神
[00:02:35.200 --> 00:02:37.400]  我把這個叫做奉獻的才幹
[00:02:37.400 --> 00:02:41.200]  我們的才幹從神來都需要為神所用
[00:02:41.200 --> 00:02:42.200]  事實上我告訴你
[00:02:42.200 --> 00:02:43.200]  今天在教會裡面
[00:02:43.200 --> 00:02:46.000]  百分之九十九的活動
[00:02:46.000 --> 00:02:49.200]  都需要奉獻的才幹來服侍
[00:02:49.200 --> 00:02:51.400]  如果沒有才幹的服侍
[00:02:51.400 --> 00:02:53.800]  教會根本無法運作
[00:02:53.800 --> 00:02:56.400]  教會根本無法發揮它的功能
[00:02:56.400 --> 00:02:58.800]  教會百分之九十九的工作
[00:02:58.800 --> 00:03:02.200]  都需要你的才幹來做
[00:03:02.200 --> 00:03:04.600]  所以我們看見恩賜跟才幹
[00:03:04.600 --> 00:03:07.800]  才幹是你與生俱來後天學
[00:03:07.800 --> 00:03:09.000]  恩賜卻不是
[00:03:09.000 --> 00:03:11.000]  恩賜好像是神所給我們
[00:03:11.000 --> 00:03:13.200]  寄出一個bonus
[00:03:13.200 --> 00:03:14.800]  除了用才幹服侍神
[00:03:14.800 --> 00:03:17.000]  神還給你一個bonus
[00:03:17.000 --> 00:03:19.200]  是聖靈會感動你
[00:03:19.200 --> 00:03:21.200]  當你順從聖靈感動的時候
[00:03:21.200 --> 00:03:22.600]  帶出來的福事
[00:03:22.600 --> 00:03:24.800]  我們看見那是恩賜
[00:03:24.800 --> 00:03:26.000]  那個能夠幫助你
[00:03:26.000 --> 00:03:28.000]  更有效的來侍奉神
[00:03:28.000 --> 00:03:29.200]  侍奉人
[00:03:29.200 --> 00:03:31.400]  這兩者在教會都是需要的
[00:03:31.400 --> 00:03:34.200]  跟你們說兩者都需要的
[00:03:34.200 --> 00:03:37.600]  過去在教會中把兩者混為一談
[00:03:37.600 --> 00:03:40.400]  所以我們只懂得用才幹來服侍
[00:03:40.400 --> 00:03:42.200]  卻不懂得用恩賜來服侍
[00:03:42.200 --> 00:03:43.600]  以致在教會當中
[00:03:43.600 --> 00:03:47.200]  我們失去了因著恩賜所服侍
[00:03:47.200 --> 00:03:49.600]  所帶來的祝福
[00:03:49.600 --> 00:03:51.200]  我再一次說
[00:03:51.200 --> 00:03:52.800]  才幹是很重要
[00:03:52.800 --> 00:03:55.800]  今天教會需要你用你的才幹來服侍
[00:03:55.800 --> 00:03:57.800]  因為教會99%的事情
[00:03:57.800 --> 00:04:00.000]  都是需要你的才幹
[00:04:00.000 --> 00:04:01.600]  但是恩賜是不同的
[00:04:01.600 --> 00:04:03.200]  兩者不可混為一談
[00:04:03.200 --> 00:04:04.800]  恩賜必須是
[00:04:04.800 --> 00:04:09.000]  聖靈感動所帶出來的福事
[00:04:09.000 --> 00:04:10.200]  那麼第二點
[00:04:10.200 --> 00:04:12.800]  恩賜的來源從哪裡來呢
[00:04:12.800 --> 00:04:14.800]  恩賜的來源是什麼呢
[00:04:14.800 --> 00:04:16.600]  我們看見從第四節到第六節
[00:04:16.600 --> 00:04:19.000]  保羅開始解釋到恩賜的來源
[00:04:19.000 --> 00:04:20.400]  第一個
[00:04:20.400 --> 00:04:24.400]  恩賜是從聖靈而來的
[00:04:24.400 --> 00:04:25.800]  第四節講到
[00:04:25.800 --> 00:04:28.000]  恩賜原有分別
[00:04:28.000 --> 00:04:31.200]  聖靈卻是一位
[00:04:31.200 --> 00:04:33.200]  換句話說我們看見今天
[00:04:33.200 --> 00:04:36.000]  我們每一個人都會有不同的恩賜
[00:04:36.000 --> 00:04:38.800]  聖靈賜給我們各樣不同的恩賜
[00:04:38.800 --> 00:04:40.400]  恩賜雖然有不同
[00:04:40.400 --> 00:04:43.600]  但是聖靈卻是一位
[00:04:43.600 --> 00:04:45.600]  所以不要分門別類
[00:04:45.600 --> 00:04:48.800]  我們人的軟弱常常就是分門別類
[00:04:48.800 --> 00:04:51.200]  個人看自己比別人強
[00:04:51.200 --> 00:04:53.400]  這是在教會經常發生的問題
[00:04:53.400 --> 00:04:55.200]  所以中國人有一句古話說
[00:04:55.200 --> 00:04:57.200]  自古文人相親
[00:04:57.200 --> 00:04:57.800]  為什麼
[00:04:57.800 --> 00:04:59.200]  因為覺得自己文章比較好
[00:04:59.200 --> 00:05:00.400]  別人比較差
[00:05:00.400 --> 00:05:01.600]  教會也一樣
[00:05:01.600 --> 00:05:03.600]  我就說自古在教會裡面是
[00:05:03.600 --> 00:05:06.000]  彼此恩賜相親
[00:05:06.000 --> 00:05:07.200]  覺得只有自己的恩賜
[00:05:07.200 --> 00:05:08.200]  誰幫別人恩賜多少
[00:05:08.200 --> 00:05:10.200]  別人的恩賜是雕蟲小技
[00:05:10.200 --> 00:05:12.000]  自己的恩賜是神國棟樑
[00:05:12.000 --> 00:05:14.200]  我們都是這樣自己看我們自己
[00:05:14.200 --> 00:05:15.600]  但另外你們求神幫助
[00:05:15.600 --> 00:05:17.400]  我們看見恩賜雖有不同
[00:05:17.400 --> 00:05:20.000]  但都從同一位聖靈而來
[00:05:20.000 --> 00:05:26.000]  永遠不要讓恩賜成為劃分我們的界線
[00:05:26.000 --> 00:05:29.800]  永遠不要讓在靈裡面的精力
[00:05:29.800 --> 00:05:32.000]  來成為我們劃分的界線
[00:05:32.000 --> 00:05:33.800]  事實上我們要明白一件事情
[00:05:33.800 --> 00:05:35.800]  今天我們的信仰
[00:05:35.800 --> 00:05:40.200]  是比靈恩不靈恩更深更廣的
[00:05:40.200 --> 00:05:42.000]  今天我們所信的神
[00:05:42.000 --> 00:05:46.000]  遠比我們個人的精力更大更偉大
[00:05:46.000 --> 00:05:48.000]  求神幫助我們一定要竭力
[00:05:48.000 --> 00:05:51.600]  保守聖靈所賜合而為一的心
[00:05:51.600 --> 00:05:53.600]  恩賜是從聖靈而來
[00:05:53.600 --> 00:05:55.600]  第二個保羅繼續說
[00:05:55.600 --> 00:05:59.000]  職務是從基督而來
[00:05:59.000 --> 00:06:00.800]  所以第五節保羅說怎麼說呢
[00:06:00.800 --> 00:06:02.200]  職事也有分別
[00:06:02.200 --> 00:06:03.800]  主卻是一位
[00:06:03.800 --> 00:06:05.400]  什麼是職事呢
[00:06:05.400 --> 00:06:07.400]  這個職事就是耶穌基督
[00:06:07.400 --> 00:06:09.800]  所賜給我們的五重職務
[00:06:09.800 --> 00:06:11.600]  以福音書第四章裡面講到說
[00:06:11.600 --> 00:06:13.000]  耶穌基督升天的時候
[00:06:13.000 --> 00:06:15.200]  賜下升天的gift
[00:06:15.200 --> 00:06:17.400]  升天的恩賜是什麼呢
[00:06:17.400 --> 00:06:20.200]  就是五重職務使徒先知
[00:06:20.200 --> 00:06:22.600]  教師牧師傳福音
[00:06:22.600 --> 00:06:25.800]  這是耶穌基督所賜給我們的五重職務
[00:06:25.800 --> 00:06:26.800]  目的是什麼呢
[00:06:26.800 --> 00:06:31.800]  目的是要一同來建造神榮耀的教會
[00:06:31.800 --> 00:06:33.800]  這個職務各有不同
[00:06:33.800 --> 00:06:37.000]  但賜下這個職務的還是耶穌基督
[00:06:37.000 --> 00:06:38.400]  卻是一位
[00:06:38.400 --> 00:06:41.600]  目的是建造神的教會
[00:06:41.600 --> 00:06:45.600]  第三個才幹是從父神而來的
[00:06:45.600 --> 00:06:47.400]  第六節我們看保羅繼續說
[00:06:47.400 --> 00:06:48.800]  功用雖有不同
[00:06:48.800 --> 00:06:50.800]  神卻是一位
[00:06:50.800 --> 00:06:52.400]  這個功用是什麼呢
[00:06:52.400 --> 00:06:54.200]  這裡的功用就是說明
[00:06:54.200 --> 00:06:57.400]  神所創造每一個人天生的才幹
[00:06:57.400 --> 00:06:59.600]  我們的個性這一切都不同
[00:06:59.600 --> 00:07:01.600]  都是從父神而來的
[00:07:01.600 --> 00:07:04.600]  所以雅各書第一章十七節講得很清楚
[00:07:04.600 --> 00:07:05.800]  各樣美善的恩賜
[00:07:05.800 --> 00:07:07.200]  各樣權貴的賞賜
[00:07:07.200 --> 00:07:08.400]  都是從上頭來
[00:07:08.400 --> 00:07:12.000]  從哪裡 眾光之父而來
[00:07:12.000 --> 00:07:12.600]  換句話說
[00:07:12.600 --> 00:07:14.000]  我們的才幹
[00:07:14.000 --> 00:07:15.800]  我們個性各方面
[00:07:15.800 --> 00:07:17.000]  原來的資源
[00:07:17.000 --> 00:07:18.200]  各種的資源
[00:07:18.200 --> 00:07:20.800]  都是從父神而來的
[00:07:20.800 --> 00:07:22.000]  神創造一切
[00:07:22.000 --> 00:07:23.000]  每個花草
[00:07:23.000 --> 00:07:24.600]  每個動物都各有不同
[00:07:24.600 --> 00:07:26.800]  每一個人也各有不同
[00:07:26.800 --> 00:07:27.400]  為什麼
[00:07:27.400 --> 00:07:28.800]  要藉著我們的不同
[00:07:28.800 --> 00:07:32.000]  來彰顯神完全的榮耀
