
[00:00:00.000 --> 00:00:01.280]  祝你平安
[00:00:01.280 --> 00:00:04.920]  很開心可以和大家分享訊息
[00:00:04.920 --> 00:00:09.840]  特別是近年有很深刻經歷的社關方面
[00:00:09.840 --> 00:00:15.400]  在疫情期間 我們會有社交距離
[00:00:15.400 --> 00:00:18.400]  現在的椅子都會比較寬敞
[00:00:18.400 --> 00:00:20.640]  不過有一種距離
[00:00:20.640 --> 00:00:24.280]  是遠在天邊 近在眼前
[00:00:24.280 --> 00:00:25.640]  是
[00:00:25.640 --> 00:00:27.080]  這麼遠
[00:00:27.880 --> 00:00:30.240]  這麼近又那麼遠
[00:00:30.240 --> 00:00:31.680]  明明在身邊
[00:00:31.680 --> 00:00:33.720]  但都不以為意
[00:00:33.720 --> 00:00:35.520]  明明在眼前
[00:00:35.520 --> 00:00:37.360]  都視若無睹
[00:00:37.360 --> 00:00:42.320]  有一個故事講到 有一個主人
[00:00:42.320 --> 00:00:45.980]  在教會的門內有一個
[00:00:45.980 --> 00:00:48.980]  衣衫藍柳的男子
[00:00:48.980 --> 00:00:52.720]  他在教會門內和
[00:00:52.720 --> 00:00:55.640]  經過的人打招呼
[00:00:56.760 --> 00:00:59.640]  他亦都想
[00:00:59.640 --> 00:01:02.540]  黑求一些錢去買東西吃
[00:01:02.540 --> 00:01:06.240]  只不過沒有一個人理會他
[00:01:06.240 --> 00:01:10.700]  然後這個衣衫藍柳的人
[00:01:10.700 --> 00:01:14.560]  他進入禮堂 他嘗試去坐到
[00:01:14.560 --> 00:01:17.000]  在教會比較前的座位
[00:01:17.000 --> 00:01:20.720]  但只不過有人指示他
[00:01:20.720 --> 00:01:24.200]  應該要坐到崇拜的最後一排
[00:01:26.880 --> 00:01:32.240]  適逢這個教會新聘任了一位主任牧師
[00:01:32.240 --> 00:01:34.900]  就在這個主任會和會眾見面
[00:01:34.900 --> 00:01:38.960]  從一開始長老就介紹
[00:01:38.960 --> 00:01:41.700]  我們的新任牧師的時候
[00:01:41.700 --> 00:01:47.640]  牧師就由最後排的座位
[00:01:47.640 --> 00:01:50.440]  就慢慢起床
[00:01:50.440 --> 00:01:53.940]  站到台前
[00:01:57.760 --> 00:02:00.760]  情況就好像這一刻
[00:02:00.760 --> 00:02:02.760]  全場是啞著無聲
[00:02:02.760 --> 00:02:05.760]  大家都感到很愕然
[00:02:05.760 --> 00:02:07.760]  亦都覺得很羞愧
[00:02:07.760 --> 00:02:12.760]  什麼牧師不可以穿衣衫藍柳的嗎
[00:02:12.760 --> 00:02:17.760]  聽到這位牧師遭遇的對待
[00:02:17.760 --> 00:02:20.760]  就反映出不少人的寫照
[00:02:20.760 --> 00:02:25.760]  一言以蔽之 就是缺乏了愛
[00:02:25.760 --> 00:02:27.760]  聖經要求我們要愛人
[00:02:27.760 --> 00:02:30.760]  要愛倫如己
[00:02:30.760 --> 00:02:33.760]  但怎樣才可以做到呢
[00:02:33.760 --> 00:02:36.760]  今天這個故事大家都很熟悉
[00:02:36.760 --> 00:02:40.760]  但我們又走得出多少呢
[00:02:40.760 --> 00:02:43.760]  我們今天就在這個
[00:02:43.760 --> 00:02:47.760]  耶穌所說好撒瑪麗亞人的比喻裏面
[00:02:47.760 --> 00:02:49.760]  再次學習
[00:02:49.760 --> 00:02:54.760]  亦都要去實踐愛倫社這個重要的功課
[00:02:56.760 --> 00:03:02.760]  經文是路加福音十章二十五至三十七節
[00:03:02.760 --> 00:03:05.760]  前文看到
[00:03:05.760 --> 00:03:10.760]  耶穌是會行神蹟、趕鬼、醫病
[00:03:10.760 --> 00:03:13.760]  甚至叫死人都復活
[00:03:13.760 --> 00:03:16.760]  祂的風頭一時無兩
[00:03:16.760 --> 00:03:18.760]  所以跟隨祂的人不少
[00:03:18.760 --> 00:03:22.760]  但同時想害祂的人都不少
[00:03:23.760 --> 00:03:26.760]  今天經文就講到有個律法師表面上
[00:03:26.760 --> 00:03:29.760]  是想請教耶穌一個問題
[00:03:29.760 --> 00:03:34.760]  只不過骨子裏是想試探耶穌
[00:03:34.760 --> 00:03:39.760]  律法師問究竟人做些什麼可以得到永生呢
[00:03:39.760 --> 00:03:43.760]  耶穌看穿了律法師的內心
[00:03:43.760 --> 00:03:48.760]  律法師想證明自己有多麼好
[00:03:48.760 --> 00:03:49.760]  有多麼聖潔
[00:03:51.760 --> 00:03:54.760]  他覺得自己是配得永生的
[00:03:54.760 --> 00:03:58.760]  所以耶穌就反問他
[00:03:58.760 --> 00:04:01.760]  就問律法上寫的是什麼
[00:04:01.760 --> 00:04:04.760]  理念的是怎樣呢
[00:04:04.760 --> 00:04:07.760]  律法師回答
[00:04:07.760 --> 00:04:12.760]  你要盡心盡性盡力盡意愛主你的神
[00:04:12.760 --> 00:04:15.760]  又要愛倫社如同自己
[00:04:15.760 --> 00:04:20.760]  這個答案就講出了律法的正義
[00:04:21.760 --> 00:04:24.760]  就是愛神和愛人
[00:04:24.760 --> 00:04:28.760]  證明了律法師很熟悉律法
[00:04:28.760 --> 00:04:37.760]  但是耶穌問律法講什麼是什麼原因呢
[00:04:37.760 --> 00:04:44.760]  律法師就問永生
[00:04:44.760 --> 00:04:48.760]  耶穌就問律法師律法是什麼
[00:04:49.760 --> 00:04:51.760]  以我們所知
[00:04:51.760 --> 00:04:53.760]  我們是因信稱義
[00:04:53.760 --> 00:04:55.760]  信而得救
[00:04:55.760 --> 00:04:58.760]  那跟律法有什麼關係呢
[00:04:58.760 --> 00:05:02.760]  下一節我們看到一個很難解
[00:05:02.760 --> 00:05:05.760]  但是很有意思的答案
[00:05:05.760 --> 00:05:07.760]  二十八節耶穌說
[00:05:07.760 --> 00:05:09.760]  你回答的事
[00:05:09.760 --> 00:05:13.760]  你這樣行就必得永生
[00:05:18.760 --> 00:05:23.760]  耶穌這裡是跟律法師對答
[00:05:23.760 --> 00:05:26.760]  所講的是針對一個
[00:05:26.760 --> 00:05:32.760]  他自以為可以靠律法清義的律法師
[00:05:32.760 --> 00:05:41.760]  律法師有沒有可能完全做到所有律法呢
[00:05:41.760 --> 00:05:49.760]  他是不是真的一個完全無可指責、聖潔、無罪的人呢
[00:05:49.760 --> 00:05:57.760]  這個答案是對的
[00:05:57.760 --> 00:05:59.760]  但是沒有人做得到
[00:05:59.760 --> 00:06:01.760]  你和我都做不到
[00:06:01.760 --> 00:06:04.760]  如果要完全滿足律法
[00:06:04.760 --> 00:06:05.760]  生活完全無罪
[00:06:05.760 --> 00:06:07.760]  其實除了耶穌
[00:06:07.760 --> 00:06:09.760]  根本沒有人做得到
[00:06:11.760 --> 00:06:13.760]  摩西不行、大衛不行
[00:06:13.760 --> 00:06:16.760]  我們沒有一個始祖做得到
[00:06:16.760 --> 00:06:19.760]  何況區區一個律法師呢
[00:06:19.760 --> 00:06:22.760]  接下來經文我們看到
[00:06:22.760 --> 00:06:24.760]  律法師很想證明自己
[00:06:24.760 --> 00:06:29.760]  很想證明他是一個聖潔、可以永生的人
[00:06:29.760 --> 00:06:34.760]  但是他知道愛神很難驗證
[00:06:34.760 --> 00:06:38.760]  但是愛人就很容易對證得到
[00:06:38.760 --> 00:06:41.760]  所以律法師單刀直入地問耶穌
[00:06:41.760 --> 00:06:45.760]  究竟要愛的淪陷是什麼人呢
[00:06:45.760 --> 00:06:48.760]  其實律法師一直都以為
[00:06:48.760 --> 00:06:51.760]  他有愛、他要愛的淪陷
[00:06:51.760 --> 00:06:54.760]  就是單單有同一血統
[00:06:54.760 --> 00:06:56.760]  就是神色日
[00:06:56.760 --> 00:07:01.760]  特別簡選有純正血統的以色列人
[00:07:01.760 --> 00:07:06.760]  但是耶穌又怎會看不到律法師心裏面的自意呢
[00:07:07.760 --> 00:07:10.760]  所以用了一個很對應的比喻
[00:07:10.760 --> 00:07:13.760]  來指證律法師他的不是
[00:07:13.760 --> 00:07:16.760]  在耶穌所說的比喻裏面
[00:07:16.760 --> 00:07:20.760]  角色有律法師很認識的人物
[00:07:20.760 --> 00:07:26.760]  首先出場有強盜、有受害人
