
[00:00:00.000 --> 00:00:03.400]  很高興再一次和大家在教會見面
[00:00:03.400 --> 00:00:05.500]  也和一些在家裡的
[00:00:05.500 --> 00:00:07.500]  或者今天不是在我們當中的
[00:00:07.500 --> 00:00:11.000]  上網的弟兄姊妹朋友打個招呼
[00:00:11.000 --> 00:00:16.300]  有句話大家經常都聽說的
[00:00:16.300 --> 00:00:17.500]  「人生如戲」
[00:00:17.500 --> 00:00:19.100]  或者「戲如人生」
[00:00:19.100 --> 00:00:20.700]  其實都是差不多意思
[00:00:20.700 --> 00:00:23.500]  就是說我們的人生就像一場戲
[00:00:23.500 --> 00:00:27.200]  很多時候都是照著劇本去做
[00:00:27.200 --> 00:00:30.000]  接著可能有很多變化
[00:00:30.000 --> 00:00:31.700]  又喜又悲
[00:00:31.700 --> 00:00:34.300]  我們都是跟著去做就算了
[00:00:34.300 --> 00:00:35.100]  一場戲
[00:00:35.100 --> 00:00:36.500]  那場戲最後就會落幕
[00:00:36.500 --> 00:00:37.700]  其實都挺悲的
[00:00:37.700 --> 00:00:39.000]  這樣想事情
[00:00:39.000 --> 00:00:40.500]  「戲如人生」也是
[00:00:40.500 --> 00:00:43.500]  戲裡面就好像反映我們人生一樣
[00:00:43.500 --> 00:00:44.800]  有時候看一些劇集
[00:00:44.800 --> 00:00:45.700]  有沒有搞錯?
[00:00:45.700 --> 00:00:46.400]  怎麼會這樣?
[00:00:46.400 --> 00:00:47.100]  真的演戲而已
[00:00:47.100 --> 00:00:48.200]  找戲做而已
[00:00:48.200 --> 00:00:50.200]  其實那些編劇真的不是真的找戲做
[00:00:50.200 --> 00:00:51.500]  他都是可能經歷過
[00:00:51.500 --> 00:00:53.100]  或者聽過一些故事
[00:00:53.100 --> 00:00:54.600]  才會寫出來
[00:00:54.600 --> 00:00:56.900]  這個世界真的有這麼壞的人
[00:00:56.900 --> 00:00:58.700]  真的有這麼慘的人
[00:00:58.700 --> 00:01:00.200]  不是演戲這麼做
[00:01:00.200 --> 00:01:01.600]  「人生如戲」
[00:01:01.600 --> 00:01:02.400]  「戲如人生」
[00:01:02.400 --> 00:01:05.000]  我們真的很了解這件事
[00:01:05.000 --> 00:01:07.400]  但是不要說人生
[00:01:07.400 --> 00:01:09.100]  就是我們教會二十多年
[00:01:09.100 --> 00:01:11.200]  也是經歷過很多風浪
[00:01:11.200 --> 00:01:12.400]  人事的變動
[00:01:12.400 --> 00:01:14.500]  大兄姊妹來了又走了
[00:01:14.500 --> 00:01:16.800]  有些很多年前來過的
[00:01:16.800 --> 00:01:19.300]  現在又不見了很多年
[00:01:19.300 --> 00:01:20.400]  又回來
[00:01:20.400 --> 00:01:24.300]  我們真的可以說有很多很多的轉變
[00:01:24.300 --> 00:01:26.100]  唯一沒有轉變的就是
[00:01:26.100 --> 00:01:27.900]  上帝那個十字架
[00:01:27.900 --> 00:01:28.700]  那個舊一
[00:01:28.700 --> 00:01:31.400]  這就是永不改變的
[00:01:31.400 --> 00:01:32.400]  很多人都不知道
[00:01:32.400 --> 00:01:35.300]  原來保羅先說了這句話
[00:01:35.300 --> 00:01:36.200]  說人生如戲
[00:01:36.200 --> 00:01:37.300]  剛才大家講過
[00:01:37.300 --> 00:01:38.100]  他就說
[00:01:38.100 --> 00:01:40.100]  我們成為一台戲
[00:01:40.100 --> 00:01:42.100]  原來聖經的教導
[00:01:42.100 --> 00:01:43.800]  保羅也看透了
[00:01:43.800 --> 00:01:45.600]  他成為一台戲
[00:01:45.600 --> 00:01:47.800]  他那一台戲真的是悲慘
[00:01:47.800 --> 00:01:49.700]  是悲慘劇
[00:01:49.700 --> 00:01:51.200]  他是說那些死囚
[00:01:51.200 --> 00:01:55.400]  當時那些死囚根據羅馬的制度是怎麼樣的
[00:01:55.400 --> 00:01:59.700]  是要窦獸丟到獅子城那裡
[00:01:59.700 --> 00:02:04.100]  圍著戲院去表演
[00:02:04.100 --> 00:02:08.000]  但是那些紳士貴族真的給很多錢進去
[00:02:08.000 --> 00:02:11.000]  今天我們給很多錢進去看譚詠麟
[00:02:11.000 --> 00:02:12.400]  我歐一點
[00:02:12.400 --> 00:02:13.400]  我講譚詠麟
[00:02:13.400 --> 00:02:15.300]  就是看他的演唱會
[00:02:15.300 --> 00:02:18.000]  最好就是最前握手位
[00:02:18.000 --> 00:02:19.200]  但是他們看的是什麼
[00:02:19.200 --> 00:02:21.900]  是血腥腥恐怖的
[00:02:21.900 --> 00:02:22.900]  不是片
[00:02:22.900 --> 00:02:25.900]  簡直是很實在的真實
[00:02:25.900 --> 00:02:26.900]  也不是演戲的
[00:02:26.900 --> 00:02:27.900]  就是窦獸
[00:02:27.900 --> 00:02:30.900]  所以大家下一次有機會去羅馬
[00:02:30.900 --> 00:02:33.600]  羅馬最出名就是羅馬的窦獸場
[00:02:33.600 --> 00:02:35.200]  是一個地標
[00:02:35.200 --> 00:02:37.200]  很多人都認識那個地方
[00:02:37.200 --> 00:02:39.400]  之前那個時代
[00:02:39.400 --> 00:02:42.500]  羅馬帝國就是用這種刑罰
[00:02:42.500 --> 00:02:46.400]  去刑罰那些死囚
[00:02:46.400 --> 00:02:47.700]  其實結局是一樣
[00:02:47.700 --> 00:02:48.600]  得過而已
[00:02:48.600 --> 00:02:50.200]  最後一定是死的
[00:02:50.200 --> 00:02:52.100]  你怎麼救獅子鬥呢?
[00:02:52.100 --> 00:02:54.300]  但是人們就當作一場戲去看
[00:02:54.300 --> 00:02:57.600]  為什麼保羅用這些去形容我們人生呢?
[00:02:57.600 --> 00:02:59.900]  一會兒會再講多一點
[00:02:59.900 --> 00:03:01.500]  跟回去《聖經》
[00:03:01.500 --> 00:03:02.700]  還沒回去之前
[00:03:02.700 --> 00:03:04.700]  我們先去看看其他東西
[00:03:04.700 --> 00:03:06.500]  每逢一場戲的話
[00:03:06.500 --> 00:03:08.200]  當然一定有一個screenwriter
[00:03:08.200 --> 00:03:09.300]  有一個編劇
[00:03:09.300 --> 00:03:11.400]  人們說最重要就是編劇
[00:03:11.400 --> 00:03:12.900]  就是那個故事
[00:03:12.900 --> 00:03:15.800]  或者他可能去改編一個故事
[00:03:15.800 --> 00:03:20.800]  又或者是改編之前有人講過的東西
[00:03:20.800 --> 00:03:23.300]  但是他編一個劇出來
[00:03:23.300 --> 00:03:24.900]  其實是最重要的
[00:03:24.900 --> 00:03:26.000]  故事不好
[00:03:26.000 --> 00:03:27.700]  根本就算你拍得多好
[00:03:27.700 --> 00:03:29.100]  風景多好
[00:03:29.100 --> 00:03:30.900]  主角多帥也好
[00:03:30.900 --> 00:03:32.100]  沒用的
[00:03:32.100 --> 00:03:33.100]  沒有故事
[00:03:33.100 --> 00:03:34.300]  沒有storyline
[00:03:34.300 --> 00:03:36.600]  所以編劇是很重要
[00:03:36.600 --> 00:03:37.300]  OK?
[00:03:37.300 --> 00:03:38.900]  大家知不知道我們人生
[00:03:38.900 --> 00:03:40.600]  誰是我們的編劇?
[00:03:40.600 --> 00:03:41.900]  是不是你是我編劇?
[00:03:41.900 --> 00:03:43.600]  是我自己是我編劇
[00:03:43.600 --> 00:03:45.300]  我媽是我編劇
[00:03:45.300 --> 00:03:46.300]  不是
[00:03:46.300 --> 00:03:47.000]  是神
[00:03:47.000 --> 00:03:47.900]  是上帝
[00:03:47.900 --> 00:03:50.200]  其實就是我們的screenwriter
[00:03:50.200 --> 00:03:51.500]  很清楚的
[00:03:51.500 --> 00:03:52.500]  我們很清楚知道
[00:03:52.500 --> 00:03:54.000]  我們今天會做的一件事
[00:03:54.000 --> 00:03:56.600]  其實是冥冥中有一個主宰
[00:03:56.600 --> 00:03:59.600]  已經編好了出來
[00:03:59.600 --> 00:04:01.100]  就算是不信主的人
[00:04:01.100 --> 00:04:03.100]  他也相信有一個天
[00:04:03.100 --> 00:04:04.300]  天注定
[00:04:04.300 --> 00:04:06.000]  中國人就說天注定我
[00:04:06.000 --> 00:04:06.900]  是這樣就是這樣
[00:04:06.900 --> 00:04:08.600]  天注定我無法發達
[00:04:08.600 --> 00:04:09.200]  是不是?
[00:04:09.200 --> 00:04:10.700]  天是什麼?
[00:04:10.700 --> 00:04:13.000]  原來中國人的天就是上帝
[00:04:13.000 --> 00:04:14.000]  一模一樣的
[00:04:14.000 --> 00:04:15.800]  不過他們不知道這個就是耶和華
[00:04:15.800 --> 00:04:17.000]  沒有人教他
[00:04:17.000 --> 00:04:18.800]  這個天就是上帝
[00:04:18.800 --> 00:04:20.300]  就是創始成中
[00:04:20.300 --> 00:04:21.000]  自有永有
[00:04:21.000 --> 00:04:22.600]  創造天地的
[00:04:22.600 --> 00:04:25.700]  自有永有的主
[00:04:25.700 --> 00:04:26.400]  他一切
[00:04:26.400 --> 00:04:27.900]  我們所做的每一件事
[00:04:27.900 --> 00:04:29.800]  其實是他預定了
[00:04:29.800 --> 00:04:31.700]  很多人不喜歡聽這個字
[00:04:31.700 --> 00:04:32.200]  預定
[00:04:32.200 --> 00:04:33.600]  好像預定了我做什麼
[00:04:33.600 --> 00:04:34.600]  我沒什麼自由
[00:04:34.600 --> 00:04:36.100]  其實如果大家讀神學
[00:04:36.100 --> 00:04:37.900]  就知道不是這個意思
[00:04:37.900 --> 00:04:38.700]  他一定是預定
[00:04:38.700 --> 00:04:39.400]  因為他知道的
[00:04:39.400 --> 00:04:40.300]  他全知
