
[00:00:00.000 --> 00:00:06.220]  大家早晨,又係學清崇拜同大家見面
[00:00:06.220 --> 00:00:10.480]  今日我定呢個題目係平安在哪裏
[00:00:10.480 --> 00:00:15.380]  係而家呢個病毒肆虐嘅時間
[00:00:15.380 --> 00:00:19.600]  我哋都唔知道日後會點樣
[00:00:19.600 --> 00:00:25.800]  或者唔知幾時開學,或者唔知道將來會點樣
[00:00:25.800 --> 00:00:32.980]  但係好多時候就算連而家我哋已經好似冇咗實體崇拜幾個禮拜
[00:00:32.980 --> 00:00:36.800]  但係我哋都依然會用唔同嘅方法
[00:00:36.800 --> 00:00:40.140]  希望同大家有一個連繫
[00:00:40.140 --> 00:00:45.000]  不過有人話雖然我哋唔見到面
[00:00:45.000 --> 00:00:48.580]  但係我哋卻係要彼此連繫
[00:00:48.580 --> 00:00:51.660]  甚至會互相要關心
[00:00:51.660 --> 00:00:59.340]  但係又有冇喺呢個時候,你嘅心裏面到底有冇一份嘅平安呢
[00:00:59.340 --> 00:01:03.940]  喺早前唔知大家仲記唔記得
[00:01:03.940 --> 00:01:08.820]  有人搶廁紙啦,排口罩啦
[00:01:08.820 --> 00:01:14.440]  甚至糧油食品啦,都好似爭相去購買
[00:01:14.440 --> 00:01:18.280]  呢啲都係睇到我哋作為一個人
[00:01:18.280 --> 00:01:22.120]  嗰種恐懼,心裏面冇嘅平安
[00:01:22.120 --> 00:01:25.440]  但係其實乜嘢係平安呢
[00:01:25.440 --> 00:01:27.500]  今日都幾好天啦
[00:01:27.500 --> 00:01:30.560]  不如我哋嘗試下走出教會
[00:01:30.560 --> 00:01:32.620]  去問下其他人
[00:01:32.620 --> 00:01:34.160]  咩係平安
[00:01:34.160 --> 00:01:35.940]  同埋佢哋心裏面
[00:01:35.940 --> 00:01:38.760]  呢一刻有冇平安呢
[00:01:38.760 --> 00:01:42.600]  睇下而家籃球場上面有啲年青人喎
[00:01:42.600 --> 00:01:46.440]  等我去問下佢哋對於平安嘅睇法先
[00:01:48.480 --> 00:01:50.480]  你知唔知咩係平安呀?
[00:01:50.480 --> 00:01:53.340]  平安呀?係咪...
[00:01:53.340 --> 00:01:55.400]  點講呢?和平囉
[00:01:55.400 --> 00:01:57.960]  唔好自相殘瘦,唔好相處
[00:01:57.960 --> 00:02:03.600]  呢個世界好地地,冇乜唔好嘅嘢發生
[00:02:03.600 --> 00:02:04.860]  係咪叫平安?
[00:02:04.860 --> 00:02:05.900]  我唔知
[00:02:05.900 --> 00:02:08.440]  咁你覺唔覺得你而家有平安呀?
[00:02:08.440 --> 00:02:09.960]  平安唔平安呀?
[00:02:09.960 --> 00:02:12.920]  你知唔知咩係平安呀?
[00:02:12.920 --> 00:02:15.120]  唔知
[00:02:15.120 --> 00:02:17.160]  咩係叫平安呀?
[00:02:17.160 --> 00:02:21.160]  真係好好地,可能係喺屋企或者冇事發生
[00:02:21.160 --> 00:02:25.080]  冇人威脅你或者就係咁
[00:02:25.080 --> 00:02:28.240]  ok,咁你而家覺唔覺得自己都平安呀?
[00:02:28.240 --> 00:02:29.720]  平安算平安
[00:02:29.720 --> 00:02:30.480]  算平安?
[00:02:30.480 --> 00:02:30.980]  係呀
[00:02:30.980 --> 00:02:31.480]  ok
[00:02:31.480 --> 00:02:33.480]  平安大概大家好和平
[00:02:33.480 --> 00:02:36.680]  冇乜點樣嗌交呀
[00:02:36.680 --> 00:02:39.080]  大家好平靜,大家相處得好好
[00:02:39.080 --> 00:02:41.680]  同埋咩事都安全處
[00:02:41.680 --> 00:02:45.440]  ok,咁你覺唔覺得你自己而家有平安呀?
[00:02:45.440 --> 00:02:48.160]  應該都算有
[00:02:48.160 --> 00:02:51.520]  哇,我地嚟到一間咖啡shop
[00:02:51.520 --> 00:02:55.360]  我地睇下,問下裏面啲人
[00:02:55.360 --> 00:02:59.200]  到底咩係平安呢?
[00:02:59.200 --> 00:03:02.040]  不好意思,我想問下
[00:03:02.040 --> 00:03:05.160]  你地覺得咩係平安呀?
[00:03:05.160 --> 00:03:07.560]  我覺得冇事冇過就係平安
[00:03:07.560 --> 00:03:13.240]  我覺得健康快樂就係平安
[00:03:13.240 --> 00:03:19.960]  咁你地覺得你而家呢一刻有冇平安呀?
[00:03:19.960 --> 00:03:22.560]  我心裏面都係平安嘅
[00:03:22.560 --> 00:03:25.960]  但係會有擔心
[00:03:25.960 --> 00:03:32.560]  我都算平安啦,我托賴啦,我覺得
[00:03:32.560 --> 00:03:33.960]  平安對我嚟講
[00:03:33.960 --> 00:03:39.640]  我覺得可以一家人喺一起團團圓圓
[00:03:39.640 --> 00:03:42.040]  健健康康地喺一起生活
[00:03:42.040 --> 00:03:45.240]  咁你覺得你有平安嗎?
[00:03:45.240 --> 00:03:48.760]  我現在覺得我有平安
[00:03:48.760 --> 00:03:52.440]  開始之先,我地有一個祈禱
[00:03:52.440 --> 00:03:54.760]  七夕天賦上帝,多謝你畀我地
[00:03:54.760 --> 00:03:58.160]  雖然我地唔能夠返到嚟教會聚會
[00:03:58.160 --> 00:04:03.040]  但我地依然可以有咁樣嘅時間去認識你
[00:04:03.040 --> 00:04:06.440]  願主你開我地嘅心,開我地嘅眼
[00:04:06.440 --> 00:04:09.560]  讓我地真係能夠清楚明白
[00:04:09.560 --> 00:04:11.560]  你要對我地嘅說話
[00:04:11.560 --> 00:04:13.960]  讓聽嘅,讓講嘅
[00:04:13.960 --> 00:04:16.360]  都可以得著你嘅詛咒
[00:04:16.360 --> 00:04:18.560]  我地同心喺你面前禱告
[00:04:18.560 --> 00:04:22.160]  奉主耶穌基督聖命而求,阿們
[00:04:22.160 --> 00:04:26.760]  頭先睇到唔同嘅人對平安有唔同嘅睇法
[00:04:26.760 --> 00:04:31.760]  但係佢地一直都覺得自己呢一刻心裏面有平安
[00:04:31.760 --> 00:04:34.360]  今日我想同大家睇嘅經文
[00:04:34.360 --> 00:04:39.760]  係喺約翰福音十六章三十三節嗰度咁樣講
[00:04:39.760 --> 00:04:44.760]  經文係話:我將這些事告訴你們
[00:04:44.760 --> 00:04:48.960]  是要叫你們在我裏面有平安
[00:04:48.960 --> 00:04:52.160]  在世上你們有苦難
[00:04:52.160 --> 00:04:54.760]  但你們可以放心
[00:04:54.760 --> 00:04:58.360]  我已經聖了世界
[00:04:58.360 --> 00:05:04.160]  呢句係喺約翰福音裏面一句好重要嘅經文
[00:05:04.160 --> 00:05:08.160]  亦都係基督教裏面一個好核心嘅價值
[00:05:08.160 --> 00:05:10.760]  因為佢話到俾我地知
[00:05:10.760 --> 00:05:14.160]  喺邊度可以搵到平安
[00:05:14.160 --> 00:05:17.960]  喺約翰福音十四章到十六章嗰度
[00:05:17.960 --> 00:05:24.960]  係一個記載耶穌將要釘上十字架之前
[00:05:24.960 --> 00:05:28.160]  一段對門徒所講嘅說話
[00:05:28.160 --> 00:05:33.160]  佢話到俾佢地知佢將要去釘死
[00:05:33.160 --> 00:05:38.160]  甚至預言到俾得三次唔認主
[00:05:38.160 --> 00:05:41.560]  但係最後佢卻話俾我地知
[00:05:41.560 --> 00:05:45.160]  係要邊度可以搵到平安
[00:05:45.160 --> 00:05:47.160]  呢個邊度搵到嘅平安
[00:05:47.160 --> 00:05:51.160]  就係要喺佢裏面搵到嘅平安
[00:05:51.160 --> 00:05:53.360]  喺呢一節嘅經文裏面
[00:05:53.360 --> 00:05:57.760]  我地總共有三個點可以睇到
[00:05:57.760 --> 00:06:00.760]  佢話到俾我地知嘅重點就係
[00:06:00.760 --> 00:06:02.760]  平安喺邊度呢
[00:06:02.760 --> 00:06:06.360]  平安係喺我裏面有平安
[00:06:06.360 --> 00:06:09.360]  第二就係喺世上面
[00:06:09.360 --> 00:06:11.760]  你地係有苦難
