
[00:00:00.000 --> 00:00:04.480]  各位早晨 大家好
[00:00:04.480 --> 00:00:08.260]  多謝阿健牧師的介紹
[00:00:08.260 --> 00:00:15.320]  我很記得一首歌的歌詞叫「我仍是我」
[00:00:15.320 --> 00:00:19.200]  很開心能夠服侍大家
[00:00:19.200 --> 00:00:21.780]  正如阿健所說
[00:00:21.780 --> 00:00:24.860]  上帝讓我去完成了一個事工
[00:00:24.860 --> 00:00:28.820]  現在是擔任在另一個事工的裏面
[00:00:28.820 --> 00:00:31.160]  可能大部分人都認識我
[00:00:31.160 --> 00:00:34.300]  當我去探訪其他教會 我都會去介紹自己
[00:00:34.300 --> 00:00:37.960]  可能都認識我 但有部分人未必認識我
[00:00:37.960 --> 00:00:41.340]  我有一個太太和兩個小朋友
[00:00:41.340 --> 00:00:45.080]  我的兒子今年讀一年級的大學
[00:00:45.080 --> 00:00:49.580]  跟譚傳道的女兒一樣
[00:00:49.580 --> 00:00:52.840]  我女兒是一年級10
[00:00:52.840 --> 00:00:56.060]  除了我家裏有一家四口之外
[00:00:56.060 --> 00:00:59.400]  上年多了四隻貓
[00:00:59.400 --> 00:01:01.480]  阿健有五隻貓
[00:01:01.480 --> 00:01:04.220]  一隻是街貓拍我們的門
[00:01:04.220 --> 00:01:07.940]  我們放牠進來之後就大件事了
[00:01:07.940 --> 00:01:10.660]  原來牠懷孕 出了四隻
[00:01:10.660 --> 00:01:12.380]  所以有五隻貓
[00:01:12.380 --> 00:01:13.920]  本來想展示相片給大家看
[00:01:13.920 --> 00:01:16.020]  但我忘了放在powerpoint上
[00:01:16.020 --> 00:01:24.140]  不過有機會有興趣可以來找我給相片看
[00:01:24.140 --> 00:01:26.140]  今天和大家分享的題目是
[00:01:26.140 --> 00:01:29.780]  「欣賞天國的味道」
[00:01:29.780 --> 00:01:34.020]  究竟天國有什麼味道呢
[00:01:34.020 --> 00:01:36.820]  我們用廣東話來解釋
[00:01:36.820 --> 00:01:39.780]  天國有什麼味道呢
[00:01:39.780 --> 00:01:42.420]  譬如你去到一個地方 哇 像一層薯條
[00:01:42.420 --> 00:01:45.100]  天國有什麼味道呢
[00:01:45.100 --> 00:01:50.020]  我們又怎樣去品嘗天國的味道呢
[00:01:50.020 --> 00:01:53.780]  我們一起去學習一件事
[00:01:53.780 --> 00:01:56.340]  我們有時候在我們的生活裡面
[00:01:56.340 --> 00:02:04.860]  都有一些情況是我們去試味
[00:02:04.860 --> 00:02:06.740]  什麼時候我們可以
[00:02:06.740 --> 00:02:09.780]  大家有沒有試過試味
[00:02:09.780 --> 00:02:12.340]  大家好像很陌生
[00:02:12.340 --> 00:02:18.540]  試味 什麼情況我們有機會去試味
[00:02:18.540 --> 00:02:24.380]  當然是那些超市 超級市場
[00:02:24.380 --> 00:02:29.300]  有些攤檔可以去試味
[00:02:29.300 --> 00:02:31.420]  很多人都很喜歡試吃的
[00:02:31.420 --> 00:02:36.220]  見到攤檔就好像買溜蜜糖
[00:02:36.220 --> 00:02:41.940]  為什麼那麼受歡迎呢
[00:02:41.940 --> 00:02:48.620]  因為不用錢的嘛
[00:02:48.620 --> 00:02:50.300]  不吃也看看吧
[00:02:50.300 --> 00:02:52.340]  很多時候那些攤檔就說
[00:02:52.340 --> 00:02:56.060]  買吧 買吧 不吃也看看吧
[00:02:56.060 --> 00:03:04.140]  試吃的物品通常都是比較新的
[00:03:04.140 --> 00:03:08.100]  新的意思是可能在市場還沒推出
[00:03:08.100 --> 00:03:12.140]  他就很想多些人去試
[00:03:12.140 --> 00:03:14.140]  那就試吃吧
[00:03:14.140 --> 00:03:18.340]  所以都是很受歡迎 不用錢
[00:03:18.340 --> 00:03:21.980]  也是一個很特別的物品
[00:03:21.980 --> 00:03:26.060]  不過我人生第一次的真正試吃
[00:03:26.060 --> 00:03:28.980]  就是我結婚拜酒
[00:03:28.980 --> 00:03:31.900]  可能有部分人也有這樣的經驗
[00:03:31.900 --> 00:03:33.420]  因為你要訂酒席
[00:03:33.420 --> 00:03:36.860]  先試一下好不好吃
[00:03:36.860 --> 00:03:40.900]  因為那次是二十多年前
[00:03:40.900 --> 00:03:44.500]  是我第一次結婚
[00:03:44.500 --> 00:03:45.860]  也是最後一次
[00:03:45.860 --> 00:03:49.180]  所以沒什麼經驗
[00:03:49.180 --> 00:03:56.420]  所以試吃是不是去酒樓試菜是免費的呢
[00:03:56.420 --> 00:03:58.700]  是不是免費的
[00:03:58.700 --> 00:04:01.620]  有沒有準備結婚的那些
[00:04:01.620 --> 00:04:03.220]  不是免費的
[00:04:03.220 --> 00:04:05.740]  原來要給錢的
[00:04:05.740 --> 00:04:08.660]  但是也OK 起碼試了
[00:04:08.660 --> 00:04:12.860]  安心吃了什麼也OK
[00:04:12.860 --> 00:04:14.500]  但記得一次
[00:04:14.500 --> 00:04:17.460]  我是要去買一樣東西的
[00:04:17.460 --> 00:04:20.340]  我是想去買芝士
[00:04:20.340 --> 00:04:24.780]  所以我就準備去一個W的超市
[00:04:24.780 --> 00:04:27.180]  去買那樣東西
[00:04:27.180 --> 00:04:31.380]  但是你知不知道其實男士買和女士買是有不同的
[00:04:31.380 --> 00:04:33.700]  In general speaking
[00:04:33.700 --> 00:04:38.460]  男士想買那樣東西就是買那樣東西
[00:04:38.460 --> 00:04:40.180]  所以想買芝士
[00:04:40.180 --> 00:04:42.860]  我是習慣去W的超市
[00:04:42.860 --> 00:04:44.420]  我知道在什麼位置
[00:04:44.420 --> 00:04:48.740]  所以我心裡已經計劃好去那個位置
[00:04:48.740 --> 00:04:52.500]  但是女士買東西就比較豐富
[00:04:52.500 --> 00:04:57.060]  想買A就加ABCDE很多樣東西回來
[00:04:57.060 --> 00:04:59.940]  是fantastic的
[00:04:59.940 --> 00:05:01.140]  我是男士
[00:05:01.140 --> 00:05:04.820]  我打算買芝士就買芝士
[00:05:04.820 --> 00:05:08.780]  誰不知當我去到那個W字頭的超市
[00:05:08.780 --> 00:05:13.700]  門口就有一個試吃攤檔
[00:05:13.700 --> 00:05:18.340]  你覺得他在試什麼呢
[00:05:18.340 --> 00:05:20.660]  芝士
[00:05:20.660 --> 00:05:21.940]  我看到
[00:05:21.940 --> 00:05:24.780]  平常我也很少去那些攤檔
[00:05:24.780 --> 00:05:27.300]  但是芝士
[00:05:27.300 --> 00:05:28.580]  我又買芝士
[00:05:28.580 --> 00:05:30.780]  那我就去試一下
[00:05:30.780 --> 00:05:33.500]  吃一吃就覺得好吃
[00:05:33.500 --> 00:05:34.660]  那我做什麼
[00:05:34.660 --> 00:05:36.020]  我就馬上給錢買
[00:05:36.020 --> 00:05:39.820]  我連去那條路也省下來了
[00:05:39.820 --> 00:05:43.900]  買完就馬上回家去吃芝士
[00:05:43.900 --> 00:05:47.980]  所以其實你發現試這件事
[00:05:47.980 --> 00:05:52.420]  對推銷一個產品有沒有效
[00:05:52.420 --> 00:05:54.260]  有效的
[00:05:54.260 --> 00:05:59.340]  特別在COVID之後多了人在網上購物
[00:05:59.340 --> 00:06:03.420]  都很多人喜歡在網上購物
[00:06:03.420 --> 00:06:04.700]  除了便宜之外
[00:06:04.700 --> 00:06:07.940]  有時候要吸引人去買
[00:06:07.940 --> 00:06:11.140]  就有個30day guarantee
[00:06:11.140 --> 00:06:13.540]  就是你買了之後30天你不滿意
[00:06:13.540 --> 00:06:16.380]  可以完全退貨
[00:06:16.380 --> 00:06:19.740]  有沒有人因為這件事而中伏
[00:06:19.740 --> 00:06:23.580]  我真的因為這件事很吸引我買了這件事
[00:06:23.580 --> 00:06:25.460]  但是就沒有中伏
[00:06:25.460 --> 00:06:27.660]  OK的這件事
[00:06:27.660 --> 00:06:30.660]  所以推銷產品去嘗試
