
[00:00:00.000 --> 00:00:02.000]  來低頭祈禱
[00:00:02.000 --> 00:00:09.160]  父神不單止我們願意去跪拜
[00:00:09.160 --> 00:00:12.480]  我們的心真的跪拜在你面前
[00:00:12.480 --> 00:00:15.440]  因為祢是我們的神
[00:00:15.440 --> 00:00:18.080]  祢是我們的王
[00:00:18.080 --> 00:00:21.840]  除了祢以外別無他神
[00:00:21.840 --> 00:00:25.000]  主啊,我們今天打開祢的話語
[00:00:25.000 --> 00:00:27.720]  求聖靈引導我們去明白
[00:00:27.720 --> 00:00:29.080]  多謝祢
[00:00:29.080 --> 00:00:31.680]  祈禱奉主耶穌基督,得聖名至祈求
[00:00:31.680 --> 00:00:33.680]  阿們
[00:00:33.680 --> 00:00:41.480]  昨天是一個
[00:00:41.480 --> 00:00:45.080]  對某些家庭來說是一個重要的日子
[00:00:45.080 --> 00:00:48.160]  昨天是小一派位
[00:00:48.160 --> 00:00:51.400]  公佈那個大抽獎的結果
[00:00:51.400 --> 00:00:54.360]  你在電視上看到有些家長
[00:00:54.360 --> 00:00:57.520]  他表達很興奮、很開心
[00:00:57.520 --> 00:01:00.280]  也有一些家長很失落
[00:01:00.280 --> 00:01:01.760]  大概你可以想像到
[00:01:01.760 --> 00:01:04.360]  在過去半年的等待時間裡
[00:01:04.360 --> 00:01:07.280]  他們心裡的那種迫切
[00:01:07.280 --> 00:01:10.040]  那種很想自己的孩子
[00:01:10.040 --> 00:01:13.160]  去進入一間他們認為理想的學校
[00:01:13.160 --> 00:01:16.320]  用盡各種方法、努力、預備
[00:01:16.320 --> 00:01:19.200]  等到昨天去公佈
[00:01:19.200 --> 00:01:22.720]  那種迫切促使他們有行動
[00:01:22.720 --> 00:01:26.760]  這種迫切可能在我們人生不同的階段會出現
[00:01:26.760 --> 00:01:29.200]  但今天我們看到主耶穌基督
[00:01:29.200 --> 00:01:31.960]  祂進入聖殿當中去潔淨聖殿
[00:01:31.960 --> 00:01:35.120]  祂也展現了一份迫切
[00:01:35.120 --> 00:01:37.240]  我們今天會看兩段經文
[00:01:37.240 --> 00:01:40.560]  怎樣去做呢?
[00:01:40.560 --> 00:01:43.520]  我們會看《約翰福音2章》潔淨聖殿的經文
[00:01:43.520 --> 00:01:45.120]  當中會提到
[00:01:45.120 --> 00:01:48.160]  詩篇69篇那篇的經文
[00:01:48.160 --> 00:01:50.920]  也在最後會提到祂復活的事情
[00:01:50.920 --> 00:01:54.960]  三者到底有什麼關係呢?
[00:01:54.960 --> 00:01:56.960]  我們先看潔淨聖殿的經文
[00:01:56.960 --> 00:01:59.160]  你打開你的聖經
[00:01:59.160 --> 00:02:08.360]  同樣聖經是1595頁
[00:02:08.360 --> 00:02:10.560]  在《約翰福音2章》第13節
[00:02:10.560 --> 00:02:14.240]  提到耶穌當時去逾越節
[00:02:14.240 --> 00:02:17.600]  過逾越節,上耶路撒冷過節
[00:02:17.600 --> 00:02:19.680]  在第14節至15節
[00:02:19.680 --> 00:02:20.960]  祂說出了一些祂的行動
[00:02:20.960 --> 00:02:22.280]  我請你幫我讀
[00:02:22.280 --> 00:02:23.680]  預備起
[00:02:23.680 --> 00:02:26.280]  「哈在聖殿的外圈裡
[00:02:26.280 --> 00:02:29.400]  我見有埋某人及自己
[00:02:29.400 --> 00:02:32.920]  我坐在那裡對顧著自己
[00:02:32.920 --> 00:02:36.480]  就用繩索做了一條天字
[00:02:36.480 --> 00:02:38.760]  下送人面頭太陽
[00:02:38.760 --> 00:02:41.240]  我從外圈望出去
[00:02:41.240 --> 00:02:44.600]  保佑在顧著自己的日子
[00:02:44.600 --> 00:02:48.520]  去回答我的詳詞」
[00:02:48.520 --> 00:02:50.520]  作者以這一連串的動作
[00:02:50.520 --> 00:02:52.360]  去描述耶穌的反應
[00:02:52.360 --> 00:02:54.600]  你也讀得很平鋪直述
[00:02:54.600 --> 00:02:56.760]  其實耶穌是很激烈的行動
[00:02:56.760 --> 00:02:59.400]  兩節裡五個動作
[00:02:59.400 --> 00:03:00.280]  做了一些事情
[00:03:00.280 --> 00:03:01.560]  趕出他們
[00:03:01.560 --> 00:03:02.840]  倒吊他們
[00:03:02.840 --> 00:03:03.760]  推翻
[00:03:03.760 --> 00:03:05.560]  然後說話
[00:03:05.560 --> 00:03:06.400]  你可以想像當中
[00:03:06.400 --> 00:03:09.000]  是一個緊湊的情景
[00:03:09.000 --> 00:03:10.360]  當時你會聽到
[00:03:10.360 --> 00:03:11.480]  那些人不知所措
[00:03:11.480 --> 00:03:12.720]  在交談的聲音
[00:03:12.720 --> 00:03:14.760]  很驚訝的表達
[00:03:14.760 --> 00:03:16.920]  有牛羊在跑來跑去
[00:03:16.920 --> 00:03:18.040]  有叫聲
[00:03:18.040 --> 00:03:18.880]  動物的叫聲
[00:03:18.880 --> 00:03:19.600]  有人聲
[00:03:19.600 --> 00:03:20.560]  很吵的
[00:03:20.560 --> 00:03:21.680]  然後
[00:03:21.680 --> 00:03:22.640]  那些人被趕離開
[00:03:22.640 --> 00:03:24.400]  聖殿的外園的時候
[00:03:24.400 --> 00:03:26.120]  聽到
[00:03:26.120 --> 00:03:27.960]  錢都掉到地上
[00:03:27.960 --> 00:03:30.720]  木桌被推翻
[00:03:30.720 --> 00:03:32.480]  還有耶穌在說話
[00:03:32.480 --> 00:03:35.600]  「拿走這些鳥籠」
[00:03:35.600 --> 00:03:37.320]  這些叫喊聲
[00:03:37.320 --> 00:03:39.840]  構成一幅很緊張的圖畫
[00:03:39.840 --> 00:03:42.000]  很激烈的
[00:03:42.000 --> 00:03:42.720]  就這樣看
[00:03:42.720 --> 00:03:44.440]  我們過去看了很多次
[00:03:44.440 --> 00:03:45.360]  不太有感受
[00:03:45.360 --> 00:03:46.640]  但是你再細心想想
[00:03:46.640 --> 00:03:48.080]  當時的情景
[00:03:48.080 --> 00:03:49.800]  你就會感受到
[00:03:49.800 --> 00:03:52.560]  哇!耶穌你是否很暴力?
[00:03:52.560 --> 00:03:55.000]  又說要愛仇敵?
[00:03:55.000 --> 00:03:57.880]  為什麼你這樣去趕人?
[00:03:57.880 --> 00:03:59.440]  用鞭子
[00:03:59.440 --> 00:04:01.240]  是不是暴力了一點?
[00:04:01.240 --> 00:04:02.080]  你是不是想去
[00:04:02.080 --> 00:04:04.000]  革新聖殿一些事情?
[00:04:04.000 --> 00:04:07.360]  為什麼你要這樣做呢?
[00:04:07.360 --> 00:04:08.520]  在第十五節
[00:04:08.520 --> 00:04:09.600]  你再看
[00:04:09.600 --> 00:04:10.520]  那裡下半節說
[00:04:10.520 --> 00:04:12.080]  把眾人連牛帶羊
[00:04:12.080 --> 00:04:14.320]  都從外園趕出去
[00:04:14.320 --> 00:04:17.000]  的確趕出這個動作
[00:04:17.000 --> 00:04:19.400]  是有力氣的成分的
[00:04:19.400 --> 00:04:20.640]  是要用一些力氣的
[00:04:20.640 --> 00:04:22.240]  不過是不是等於暴力呢?
[00:04:22.240 --> 00:04:24.760]  前面那半節就解釋給你聽了
[00:04:24.760 --> 00:04:28.760]  耶穌就用繩索做了一條鞭子
[00:04:28.760 --> 00:04:30.680]  哇!用鞭鞭人
[00:04:30.680 --> 00:04:33.240]  你立刻想起耶穌受難的時候
[00:04:33.240 --> 00:04:35.080]  他被兵兵鞭打
[00:04:35.080 --> 00:04:36.040]  那些狗尾鞭
[00:04:36.040 --> 00:04:38.840]  一打下去就出血了
[00:04:38.840 --> 00:04:39.360]  不是
[00:04:39.360 --> 00:04:42.800]  耶穌用什麼去弄那些鞭子?
[00:04:42.800 --> 00:04:43.640]  一些繩子
[00:04:43.680 --> 00:04:45.360]  那些繩子其實是一些乾草
[00:04:45.360 --> 00:04:47.120]  捆成的繩子
[00:04:47.120 --> 00:04:48.000]  你想像一下
[00:04:48.000 --> 00:04:50.720]  好像我們香港的鹹水草
[00:04:50.720 --> 00:04:51.440]  捆起來
[00:04:51.440 --> 00:04:53.520]  弄成一條繩子
[00:04:53.520 --> 00:04:57.440]  那不是很暴力的東西
[00:04:57.440 --> 00:04:58.520]  而且你看和學本
[00:04:58.520 --> 00:05:00.120]  這次和學本翻譯得比較準確
[00:05:00.120 --> 00:05:01.200]  在第十五節說
[00:05:01.200 --> 00:05:04.520]  耶穌是把牛羊都趕出去
[00:05:04.520 --> 00:05:08.160]  並沒有把人趕出去
[00:05:08.160 --> 00:05:09.000]  意思就是
[00:05:09.000 --> 00:05:11.960]  耶穌當時用那個鞭去揮舞的時候
[00:05:11.960 --> 00:05:16.040]  祂去驅趕的是那些牛羊
[00:05:16.040 --> 00:05:17.200]  牛羊跑出去
[00:05:17.200 --> 00:05:19.280]  人們就跟著出去
[00:05:19.280 --> 00:05:20.720]  你試試跌了一張一百元
[00:05:20.720 --> 00:05:21.960]  被風吹走
[00:05:21.960 --> 00:05:25.280]  你還不跑到追著那張錢?
[00:05:25.280 --> 00:05:25.760]  同樣的
[00:05:25.760 --> 00:05:27.760]  牛羊是財物
[00:05:27.760 --> 00:05:29.920]  當牛羊衝出去聖殿以外
[00:05:29.920 --> 00:05:31.920]  那些物主就會追著出去
[00:05:31.920 --> 00:05:34.720]  根本不需要去鞭打他們
[00:05:34.720 --> 00:05:35.480]  大概在這裡
[00:05:35.480 --> 00:05:37.200]  想表達的耶穌是
[00:05:37.200 --> 00:05:39.080]  祂去做一個激烈的行動
[00:05:39.080 --> 00:05:41.840]  祂不是要表現一份暴力
[00:05:41.840 --> 00:05:42.800]  還有一個證明
[00:05:42.800 --> 00:05:45.120]  十六節
[00:05:45.120 --> 00:05:48.080]  祂是和賣甲子的人說話
[00:05:48.080 --> 00:05:50.040]  祂不是打開他們的鳥籠
[00:05:50.040 --> 00:05:51.520]  讓那些白甲飛出來
[00:05:51.520 --> 00:05:52.480]  飛走了
[00:05:52.480 --> 00:05:53.720]  不是的
[00:05:53.720 --> 00:05:55.520]  耶穌只是命令這些賣甲子的人
[00:05:55.520 --> 00:05:59.160]  連鳥帶籠拿出去聖殿以外
[00:05:59.160 --> 00:06:02.240]  耶穌無意要那些商人有損失
[00:06:02.240 --> 00:06:03.560]  牛羊跑了
[00:06:03.560 --> 00:06:05.440]  商人可以抓住
[00:06:05.440 --> 00:06:06.720]  錢散落在地上
[00:06:06.720 --> 00:06:08.840]  商人可以撿回來
[00:06:08.840 --> 00:06:10.200]  白甲如果放了出來
[00:06:10.200 --> 00:06:11.720]  就抓不回來了
[00:06:11.720 --> 00:06:13.640]  所以耶穌是命令他們
[00:06:13.640 --> 00:06:15.200]  把籠拿走
[00:06:15.200 --> 00:06:17.560]  祂沒有放走那些白甲
[00:06:17.560 --> 00:06:20.400]  耶穌的行為並不是暴力
[00:06:20.400 --> 00:06:23.320]  到底耶穌是關心什麼呢?
[00:06:23.320 --> 00:06:25.720]  耶穌的話的下半句十六節
[00:06:25.720 --> 00:06:27.960]  顯出了真正的關注
[00:06:27.960 --> 00:06:29.600]  我請你再讀一次十六節
[00:06:29.600 --> 00:06:30.680]  預備起
[00:06:30.680 --> 00:06:33.280]  「又對賣甲子的說
[00:06:33.280 --> 00:06:36.040]  打起鳥籠使他們飛出去
[00:06:36.040 --> 00:06:39.840]  不亦反我父的天罔作事者」
[00:06:39.840 --> 00:06:42.760]  耶穌後半句的直譯意思就是
[00:06:42.760 --> 00:06:45.160]  「不要將我父的家
[00:06:45.160 --> 00:06:49.480]  繼續當成生意之家」
[00:06:49.480 --> 00:06:52.640]  原來「殿」和「市」在原本的文字
[00:06:52.640 --> 00:06:53.280]  是同一個字
[00:06:53.280 --> 00:06:54.800]  是「家」的字
[00:06:54.800 --> 00:06:57.000]  那間屋
