
[00:00:00.000 --> 00:00:04.400]  主多謝祢,讚美祢,祢是那位以馬來尼的上帝,祢與我們同在
[00:00:04.400 --> 00:00:08.420]  並且祢在我們沒有福形成的時候,祢已經揀選我們
[00:00:08.420 --> 00:00:12.380]  祢深深認識我們,知道我們一切,並且知道我們所需
[00:00:12.380 --> 00:00:17.160]  主,我求祢在今天的崇拜裡面,到我們每一個頂節,華語說話
[00:00:17.160 --> 00:00:19.900]  因為祢的說話就是靈,就是生命
[00:00:19.900 --> 00:00:26.640]  並且祢的說話叫我們生命能夠得到飽足,得到安穩,得到信心,得到力量
[00:00:26.640 --> 00:00:32.340]  然而我們在領受神的華語的時候,祢的靈就是開我們的眼,開我們的心
[00:00:32.340 --> 00:00:37.300]  讓我們在祢面前,因著祢的華語,就滿有感謝,滿有讚美
[00:00:37.300 --> 00:00:43.120]  多謝主,讚美祢,聽我們的祈禱,帶領我們,我們的禱告去奉耶穌基督的名祈求
[00:00:43.120 --> 00:00:44.800]  Amen
[00:00:44.800 --> 00:00:46.300]  請坐
[00:00:46.300 --> 00:00:48.300]  謝謝建拜隊
[00:00:53.020 --> 00:01:00.160]  當預備這個講關於家庭的課題的時候,就想有些什麼聖經人物
[00:01:00.160 --> 00:01:04.060]  我就想起一個聖經人物,大家都可能很熟悉的
[00:01:04.060 --> 00:01:06.760]  就是《創世紀》三十七章,知道是講誰嗎?
[00:01:06.760 --> 00:01:10.420]  一個做夢的少年人,那個故事就是約瑟
[00:01:10.420 --> 00:01:15.040]  大家可能都回到教會日子,長或短都可能聽過他
[00:01:15.040 --> 00:01:19.180]  我今天用了一個講題,就叫做《尋夢少年時》
[00:01:19.180 --> 00:01:26.040]  就會用《創世紀》三十七章,一到十一節,就是約瑟他最早期的小時候
[00:01:26.040 --> 00:01:30.420]  其實都不是小時候,是少年人,聖經說他十七歲的時候的一個事蹟
[00:01:30.420 --> 00:01:32.200]  為什麼我會用這個講題呢?
[00:01:32.200 --> 00:01:38.220]  如果大家大概看回這十一節的經文裡面,下半部分,七節
[00:01:38.220 --> 00:01:40.400]  你就會看到是講約瑟做夢的
[00:01:40.400 --> 00:01:42.560]  OK,我就把它打出來
[00:01:42.560 --> 00:01:47.920]  剛好在和合本的翻譯裡面,你就會看到他出現了七個的夢字
[00:01:47.920 --> 00:01:52.980]  我以前經常說這個是一詞七義,或者一詞多然的技巧
[00:01:52.980 --> 00:01:56.540]  實際上原文不單出現七次,出現十一次這麼多
[00:01:56.540 --> 00:01:59.460]  因為他的講法很多時候是「夢了一個夢」
[00:01:59.460 --> 00:02:03.420]  有動詞,有名詞,加起來有十一次這麼多
[00:02:03.420 --> 00:02:08.520]  所以整個故事就在講約瑟做夢
[00:02:08.520 --> 00:02:11.340]  這個夢裡面,其實不是一個夢
[00:02:11.340 --> 00:02:13.840]  說完他夢完一個夢又一個夢
[00:02:13.840 --> 00:02:16.220]  第一個夢,約瑟做什麼呢?
[00:02:16.220 --> 00:02:19.380]  就是他做了夢之後就告訴哥哥
[00:02:19.380 --> 00:02:22.060]  原來這個夢是這樣的
[00:02:22.060 --> 00:02:25.500]  跟哥哥說我們在田裡面捆綁和菌
[00:02:25.500 --> 00:02:30.260]  然後他就說我的和菌起來了,站在這裡
[00:02:30.260 --> 00:02:32.820]  然後你們的和菌就怎樣呢?
[00:02:32.820 --> 00:02:36.460]  圍著我的和菌在那裡拜
[00:02:36.460 --> 00:02:40.540]  我不知道大家有沒有兄弟姐妹
[00:02:40.540 --> 00:02:42.820]  有兄弟姐妹舉手來看看行不行
[00:02:42.820 --> 00:02:45.500]  哇,大部分都有
[00:02:45.500 --> 00:02:48.260]  也是的,大部分
[00:02:48.260 --> 00:02:51.780]  現在這個時代多一些是一個人
[00:02:51.780 --> 00:02:55.140]  我那個時代我有五個兄弟姐妹這麼多
[00:02:55.140 --> 00:02:58.100]  我有個舅父有十一個子女
[00:02:58.100 --> 00:03:01.660]  我有十一個表兄弟姐妹
[00:03:01.660 --> 00:03:05.580]  所以我不知道如果你家裡有個兄弟姐妹
[00:03:05.580 --> 00:03:09.180]  他這樣做了一個夢跟你說,你第一個反應會如何
[00:03:09.180 --> 00:03:11.780]  當然你再聽完第二個夢的時候
[00:03:11.780 --> 00:03:15.860]  你再想想,這個夢不只是他跟他哥哥說的
[00:03:15.860 --> 00:03:18.580]  還跟他爸爸說的
[00:03:18.580 --> 00:03:19.500]  他說什麼呢?
[00:03:19.500 --> 00:03:22.100]  看看我又做了一個夢,夢見什麼呢?
[00:03:22.100 --> 00:03:27.180]  太陽、月亮和十一個星向我下拜
[00:03:27.180 --> 00:03:31.940]  大概大家都留意到兩個夢都提到向他下拜
[00:03:31.940 --> 00:03:35.100]  如果當你的兄弟姐妹甚至你的子女說
[00:03:35.100 --> 00:03:37.540]  將來你要向他下拜的時候
[00:03:37.540 --> 00:03:40.060]  你聽到的時候你的反應是怎樣呢?
[00:03:40.060 --> 00:03:42.060]  你會很欣喜很高興
[00:03:42.060 --> 00:03:45.020]  還是你的心裡面都不是未移呢?
[00:03:45.020 --> 00:03:52.060]  所以今天其實很想透過這個主題
[00:03:52.060 --> 00:03:54.220]  「尋夢少年記」
[00:03:54.220 --> 00:03:56.460]  或者你說「少年尋夢時」
[00:03:56.460 --> 00:03:57.820]  都可以的
[00:03:57.820 --> 00:04:00.540]  說錯了,我其實是說「少年尋夢記」
[00:04:00.540 --> 00:04:02.540]  或者「尋夢少年時」也好
[00:04:02.540 --> 00:04:07.100]  其實就看看若是少年人這個階段的事件
[00:04:07.100 --> 00:04:10.220]  我們在裡面找一些元素出來
[00:04:10.220 --> 00:04:11.900]  特別是放在我們的心靈裡面
[00:04:11.900 --> 00:04:14.380]  可能都有不同的狀況
[00:04:14.380 --> 00:04:15.540]  譬如說
[00:04:15.540 --> 00:04:18.700]  你可能聽到這個題目的時候
[00:04:18.700 --> 00:04:22.860]  「少年尋夢,我都不再年輕了」
[00:04:22.860 --> 00:04:24.100]  你要留意
[00:04:24.100 --> 00:04:25.500]  你雖然不再少年
[00:04:25.500 --> 00:04:28.380]  但是你仍然可以有夢想
[00:04:28.380 --> 00:04:29.780]  當你尋夢的時候
[00:04:29.780 --> 00:04:31.100]  會不會你發覺
[00:04:31.100 --> 00:04:33.020]  原來都有一些東西提醒
[00:04:33.020 --> 00:04:35.100]  這段經文有些東西在提醒我們呢?
[00:04:35.100 --> 00:04:37.540]  或者我們的成長,或者我們的工作
[00:04:37.540 --> 00:04:39.140]  在不同的狀況裡面
[00:04:39.140 --> 00:04:40.740]  為什麼同一件事發生
[00:04:40.740 --> 00:04:44.780]  但是大家都有一些不同的回應呢?
[00:04:44.780 --> 00:04:46.100]  原來就是
[00:04:46.100 --> 00:04:48.780]  我們的家庭,我們的成長
[00:04:48.780 --> 00:04:50.580]  對我們有很大的影響
[00:04:50.580 --> 00:04:52.820]  不過我們會不會沒有留意?
[00:04:52.820 --> 00:04:53.900]  事實上是這樣的
[00:04:53.900 --> 00:04:54.780]  疫症發生的時候
[00:04:54.780 --> 00:04:57.220]  我覺得最奇怪的就是大家搶什麼呢?
[00:04:57.220 --> 00:04:58.700]  搶廁紙
[00:04:58.700 --> 00:04:59.820]  是不是?
[00:04:59.820 --> 00:05:01.260]  我看到一張照片
[00:05:01.260 --> 00:05:02.740]  不知道大家有沒有看過
[00:05:02.740 --> 00:05:06.020]  廁紙是鋪到整個窗台都是的
[00:05:06.020 --> 00:05:07.260]  但是有些人呢
[00:05:07.260 --> 00:05:12.380]  就是天跌下來就放屁
[00:05:12.380 --> 00:05:14.940]  沒有的時候才算了
[00:05:14.940 --> 00:05:15.700]  會是這樣的
[00:05:15.700 --> 00:05:17.620]  為什麼同樣的狀況的時候
[00:05:17.620 --> 00:05:18.900]  大家會很不同呢?
[00:05:18.900 --> 00:05:20.900]  很盼望在這段經文裡面
[00:05:20.900 --> 00:05:22.220]  我們去找一些元素
[00:05:22.220 --> 00:05:24.220]  大家去一起看看聖經裡面
[00:05:24.220 --> 00:05:26.340]  對我們有什麼提示
[00:05:26.340 --> 00:05:27.140]  第一個重點
[00:05:27.140 --> 00:05:27.940]  我們想說
[00:05:27.940 --> 00:05:29.780]  認識父母的紀律
[00:05:29.780 --> 00:05:30.860]  什麼叫紀律呢?
[00:05:30.860 --> 00:05:34.140]  其實就是和學本裡面
[00:05:34.140 --> 00:05:36.700]  零零碎碎出現過一次有這樣的字
[00:05:36.700 --> 00:05:39.500]  於是就吸引了我去看這個字
[00:05:39.500 --> 00:05:42.660]  我們也先讀一讀頭二節經文
[00:05:42.660 --> 00:05:47.140]  我讀白色的字
[00:05:47.140 --> 00:05:49.140]  藍色的字請大家一同讀出
[00:05:49.140 --> 00:05:51.860]  雅各住在迦南地
[00:05:51.860 --> 00:05:54.980]  就是他父親寄居的地
[00:05:54.980 --> 00:05:57.860]  雅各的紀律如下
[00:05:57.860 --> 00:06:02.380]  若失十七歲與他哥哥們一同牧羊
[00:06:02.380 --> 00:06:04.380]  他是個童子
[00:06:04.380 --> 00:06:07.380]  與他父親的妾婢拉
[00:06:07.380 --> 00:06:10.980]  色魄的兒子們常在一處
[00:06:10.980 --> 00:06:14.380]  若失將他哥哥們的惡行
[00:06:14.380 --> 00:06:17.180]  報給他們的父親
[00:06:17.180 --> 00:06:18.380]  你也看到
[00:06:18.380 --> 00:06:21.300]  我專門把「紀律」這個字擺了出來
[00:06:21.300 --> 00:06:23.300]  其實現在很少人用「紀律」
[00:06:23.300 --> 00:06:23.900]  簡單來說
[00:06:23.900 --> 00:06:26.420]  直接意思就是記下他略略的事情
[00:06:26.420 --> 00:06:27.020]  OK
[00:06:27.020 --> 00:06:28.180]  不過
[00:06:28.180 --> 00:06:31.580]  原來這個字在《創世紀》是一個很重要的字
[00:06:31.580 --> 00:06:32.700]  為什麼這麼說呢
[00:06:32.700 --> 00:06:35.260]  其實這個字在《和學本翻譯》出現過一次
[00:06:35.260 --> 00:06:39.060]  但是在《創世紀》裡面這個字大概出現了十幾次
[00:06:39.060 --> 00:06:40.620]  而這十幾次裡面
[00:06:40.620 --> 00:06:43.780]  我們如果讀《創世紀》的一些色經書
[00:06:43.780 --> 00:06:45.180]  或者我們講解《創世紀》的時候
[00:06:45.180 --> 00:06:47.820]  我們有時候也不用這個「紀律」這個字
[00:06:47.820 --> 00:06:50.620]  我們直接用希伯來文的讀音讀這個字
[00:06:50.620 --> 00:06:51.420]  讀什麼呢?
[00:06:51.420 --> 00:06:52.500]  讀「屠勒刀」
[00:06:52.500 --> 00:06:54.180]  請你試試跟我讀一次
[00:06:54.180 --> 00:06:55.100]  預備起
[00:06:55.100 --> 00:06:56.100]  「屠勒刀」
[00:06:56.100 --> 00:06:58.100]  我稍後也會經常說
[00:06:58.100 --> 00:07:00.020]  你的「屠勒刀」
[00:07:00.020 --> 00:07:01.620]  我爸爸的「屠勒刀」
[00:07:01.620 --> 00:07:02.100]  OK
[00:07:02.100 --> 00:07:03.500]  會這麼說的
[00:07:03.500 --> 00:07:05.220]  事實上什麼叫做「屠勒刀」呢?
[00:07:05.220 --> 00:07:08.020]  原來這個字大概出現了十幾次
[00:07:08.020 --> 00:07:10.780]  整個《創世紀》就用「屠勒刀」這個字
[00:07:10.780 --> 00:07:12.100]  將它分段
[00:07:12.100 --> 00:07:13.700]  一般我們都是這麼理解
[00:07:13.700 --> 00:07:15.540]  分了十二個大閱段
[00:07:15.540 --> 00:07:16.340]  OK
[00:07:16.340 --> 00:07:17.620]  這個「屠勒刀」
[00:07:17.620 --> 00:07:19.500]  如果我們看回分段裡面
[00:07:19.500 --> 00:07:21.300]  我抽其中三個來看
[00:07:21.300 --> 00:07:22.940]  你看它的翻譯裡面你就知道
[00:07:22.940 --> 00:07:26.340]  原來這個字基本上都是豐富的
[00:07:26.340 --> 00:07:28.460]  有一點就是在說
[00:07:28.460 --> 00:07:30.620]  丞相節下
[00:07:30.620 --> 00:07:31.620]  為什麼這麼說呢?
[00:07:31.620 --> 00:07:32.980]  譬如二章四節那裡
[00:07:32.980 --> 00:07:33.700]  我們知道
[00:07:33.700 --> 00:07:36.300]  《創世紀》第一章是說神的創造
[00:07:36.300 --> 00:07:39.020]  然後二章四節說
[00:07:39.020 --> 00:07:40.980]  創造天地的「屠勒刀」
[00:07:40.980 --> 00:07:42.140]  他就閱讀了來歷
[00:07:42.140 --> 00:07:43.540]  然後你讀到二章的時候
[00:07:43.540 --> 00:07:44.020]  你就發覺
[00:07:44.020 --> 00:07:46.780]  原來創造天地的故事繼續下去
[00:07:46.780 --> 00:07:47.540]  就是說
[00:07:47.540 --> 00:07:49.740]  他一方面在說上面的東西
[00:07:49.740 --> 00:07:51.540]  也一方面繼續在說下面
[00:07:51.540 --> 00:07:52.540]  然後呢
[00:07:52.540 --> 00:07:55.220]  經常這個「屠勒刀」的翻譯是做什麼呢?
[00:07:55.220 --> 00:07:56.380]  五章一節你看到
[00:07:56.380 --> 00:07:57.860]  「亞當的後代」
[00:07:57.860 --> 00:07:59.340]  就是「亞當的屠勒刀」
[00:07:59.340 --> 00:08:02.820]  「後代」這個字很多時候就是說
[00:08:02.820 --> 00:08:03.580]  原來
[00:08:03.580 --> 00:08:05.180]  簡單來講
[00:08:05.180 --> 00:08:06.980]  我就是我爸爸的「屠勒刀」
[00:08:06.980 --> 00:08:07.900]  就是這個意思
[00:08:07.900 --> 00:08:09.420]  所以做「後代」最直接
[00:08:09.420 --> 00:08:11.340]  當然我們也看到有時候
[00:08:11.340 --> 00:08:13.100]  二十五章那裡看到
[00:08:13.100 --> 00:08:14.220]  翻譯成族譜
[00:08:14.220 --> 00:08:15.300]  因為他接著說
[00:08:15.300 --> 00:08:17.340]  以實瑪利的
[00:08:17.340 --> 00:08:20.340]  按著他們的「屠勒刀」就記在下面了
[00:08:20.340 --> 00:08:22.860]  接著就一堆名字了
[00:08:22.860 --> 00:08:24.020]  無論如何
[00:08:24.020 --> 00:08:25.340]  原來「屠勒刀」這個字
[00:08:25.340 --> 00:08:25.940]  或者
[00:08:25.940 --> 00:08:27.940]  「和盤」這裡翻譯成「紀律」這件事
[00:08:27.940 --> 00:08:29.500]  就可以解作「事蹟」
[00:08:29.500 --> 00:08:31.300]  「歷史」和「後代」
[00:08:31.300 --> 00:08:33.260]  為什麼我要跟大家講這個字呢?
[00:08:33.260 --> 00:08:35.700]  就是我們大家都知道我們講「藥室」
[00:08:35.700 --> 00:08:37.140]  但原來講「藥室」的時候
