
[00:00:00.000 --> 00:00:03.000]  我們低頭祈禱
[00:00:03.000 --> 00:00:06.000]  蒼愛主保羅時時提醒我們
[00:00:06.000 --> 00:00:10.000]  主啊你是以長闊高深的愛來愛我們
[00:00:10.000 --> 00:00:12.000]  但很多時候我們誤會了
[00:00:12.000 --> 00:00:16.000]  神的愛只是發生在順境的日子
[00:00:16.000 --> 00:00:19.000]  但其實你很想我們這班熟悉你的子民
[00:00:19.000 --> 00:00:23.000]  很深體會你這份長闊高深的愛
[00:00:23.000 --> 00:00:25.000]  神啊你透過不同人生的處境
[00:00:25.000 --> 00:00:28.000]  讓我們去經歷你的愛
[00:00:28.000 --> 00:00:31.000]  一個未曾經過等候煎熬的人
[00:00:31.000 --> 00:00:34.000]  他永遠不明白主的愛有多長
[00:00:34.000 --> 00:00:38.000]  一個未曾經歷過被人傷害的痛苦
[00:00:38.000 --> 00:00:42.000]  他永遠講不到主的愛有多闊
[00:00:42.000 --> 00:00:44.000]  一個從來沒有經歷過一無所有的人
[00:00:44.000 --> 00:00:48.000]  他永遠體會不到主的愛有多高
[00:00:48.000 --> 00:00:51.000]  同樣一個沒有行過死任幽谷的人
[00:00:51.000 --> 00:00:54.000]  他更加不明白主的愛有多深
[00:00:54.000 --> 00:00:56.000]  主啊你就是這樣讓我們認識
[00:00:56.000 --> 00:00:58.000]  自己生命的殘破和軟弱
[00:00:58.000 --> 00:01:02.000]  但同時間在這個殘破和軟弱的裏面
[00:01:02.000 --> 00:01:05.000]  我們更加好深體會你對我們的愛
[00:01:05.000 --> 00:01:07.000]  是多麼的長闊高深
[00:01:07.000 --> 00:01:09.000]  神啊很願意今天早上這個訊息
[00:01:09.000 --> 00:01:11.000]  聖靈幫助我們
[00:01:11.000 --> 00:01:13.000]  讓我們能夠投入
[00:01:13.000 --> 00:01:15.000]  給你的愛再一次融化
[00:01:15.000 --> 00:01:17.000]  我們要說好像彼得說
[00:01:17.000 --> 00:01:19.000]  主啊你是無所不知的
[00:01:19.000 --> 00:01:21.000]  主啊時的你知道我們愛你
[00:01:21.000 --> 00:01:22.000]  我們等在你面前
[00:01:22.000 --> 00:01:24.000]  奉耶穌基督的聖名求
[00:01:24.000 --> 00:01:25.000]  阿們
[00:01:25.000 --> 00:01:27.000]  美國有位牧師曾經說過
[00:01:27.000 --> 00:01:29.000]  他說一個典型的美國家庭
[00:01:29.000 --> 00:01:31.000]  去完教會之後
[00:01:31.000 --> 00:01:32.000]  在崇拜之後
[00:01:32.000 --> 00:01:34.000]  他們回到家裏會說些什麼
[00:01:34.000 --> 00:01:36.000]  我相信大家完了崇拜
[00:01:36.000 --> 00:01:38.000]  走出這裏也有很多話要說
[00:01:38.000 --> 00:01:39.000]  真的要說很久了
[00:01:39.000 --> 00:01:41.000]  原來一個傳統的美國家庭
[00:01:41.000 --> 00:01:42.000]  完了崇拜之後
[00:01:42.000 --> 00:01:44.000]  他們會說些什麼呢
[00:01:44.000 --> 00:01:47.000]  爸爸首先搶雜發言
[00:01:47.000 --> 00:01:50.000]  他埋怨那個牧師說得又長氣又悶
[00:01:50.000 --> 00:01:53.000]  阻礙回去看英超
[00:01:53.000 --> 00:01:55.000]  說著說著媽媽又加入了
[00:01:55.000 --> 00:01:58.000]  她說覺得主席唱詩經常走音
[00:01:58.000 --> 00:02:00.000]  破壞了整個崇拜氣氛
[00:02:00.000 --> 00:02:01.000]  今早娟姐沒有
[00:02:01.000 --> 00:02:03.000]  然後姐姐又插嘴了
[00:02:03.000 --> 00:02:05.000]  她是在大學讀音樂的
[00:02:05.000 --> 00:02:07.000]  她又說所有師班員
[00:02:07.000 --> 00:02:09.000]  都唱得慢半拍的
[00:02:09.000 --> 00:02:11.000]  最後連婆婆都不甘寂寞
[00:02:11.000 --> 00:02:13.000]  很大聲地說
[00:02:13.000 --> 00:02:15.000]  都不知道那個牧師說什麼
[00:02:15.000 --> 00:02:16.000]  小聲到死
[00:02:16.000 --> 00:02:18.000]  後面聽來聽去都聽不到他說什麼
[00:02:18.000 --> 00:02:20.000]  大家談得很興高采烈
[00:02:20.000 --> 00:02:23.000]  連最小的兒子都贈大家一句
[00:02:23.000 --> 00:02:25.000]  他這樣說什麼呢
[00:02:25.000 --> 00:02:26.000]  你想怎樣
[00:02:26.000 --> 00:02:28.000]  你們奉獻的時候都是給一元雞
[00:02:28.000 --> 00:02:31.000]  你給一元當然是這樣的貨色
[00:02:31.000 --> 00:02:35.000]  弟兄姊妹不知道剛才那些對話
[00:02:35.000 --> 00:02:37.000]  有沒有似曾相識
[00:02:37.000 --> 00:02:39.000]  今天很多人來教會
[00:02:39.000 --> 00:02:42.000]  都是帶著一份消費主義的心態
[00:02:42.000 --> 00:02:44.000]  每次在聚會走的時候我們問
[00:02:44.000 --> 00:02:46.000]  我這堂道拿到些什麼呢
[00:02:46.000 --> 00:02:48.000]  在教會裡面我拿不拿到愛呢
[00:02:48.000 --> 00:02:51.000]  我拿到些什麼Jesu呢
[00:02:51.000 --> 00:02:53.000]  弟兄姊妹如果我們時時留在
[00:02:53.000 --> 00:02:56.000]  消費主義的心態來教會
[00:02:56.000 --> 00:02:58.000]  教會沒有可能會復興
[00:02:58.000 --> 00:03:00.000]  教會怎樣能夠復興呢
[00:03:00.000 --> 00:03:04.000]  斯大神透過以斯拉記和尼希米記這兩本書
[00:03:04.000 --> 00:03:06.000]  讓我們看到復興有三方面
[00:03:06.000 --> 00:03:09.000]  以斯拉記的上半部一至六章
[00:03:09.000 --> 00:03:11.000]  是記載所羅巴伯帶領以色列人
[00:03:11.000 --> 00:03:12.000]  回到耶路撒冷
[00:03:12.000 --> 00:03:15.000]  主要他說是重建聖殿
[00:03:15.000 --> 00:03:18.000]  以斯拉記下半部六章七至十章
[00:03:18.000 --> 00:03:20.000]  以斯拉是一個文士
[00:03:20.000 --> 00:03:22.000]  他很熟讀摩西的律法
[00:03:22.000 --> 00:03:24.000]  他回去教導律法書
[00:03:24.000 --> 00:03:26.000]  他主要是重建聖文
[00:03:26.000 --> 00:03:27.000]  尼希米記
[00:03:27.000 --> 00:03:29.000]  尼希米是一個政治家
[00:03:29.000 --> 00:03:31.000]  他回去耶路撒冷不是重建聖殿
[00:03:31.000 --> 00:03:33.000]  也不是重建聖文
[00:03:33.000 --> 00:03:35.000]  他是要重建聖城
[00:03:35.000 --> 00:03:38.000]  你發現神兄在不同的領袖
[00:03:38.000 --> 00:03:39.000]  有不同的角色
[00:03:39.000 --> 00:03:41.000]  負責重建不同的部份
[00:03:41.000 --> 00:03:44.000]  合起來就是一個完整復興的圖畫
[00:03:44.000 --> 00:03:46.000]  今天早上
[00:03:46.000 --> 00:03:48.000]  我想透過以斯拉記第八章
[00:03:48.000 --> 00:03:50.000]  我們先想聖經教我們怎樣
[00:03:50.000 --> 00:03:51.000]  透過以斯拉的生命
[00:03:51.000 --> 00:03:53.000]  怎樣重建神的子民
[00:03:53.000 --> 00:03:54.000]  我們一起打開聖經
[00:03:54.000 --> 00:03:56.000]  以斯拉記第八章
[00:03:56.000 --> 00:03:58.000]  我們先讀十五到二十節
[00:03:58.000 --> 00:04:00.000]  如果你有聖經就打開聖經
[00:04:00.000 --> 00:04:02.000]  有沒有聖經我們一起看PowerPoint
[00:04:02.000 --> 00:04:04.000]  我們讀完這五節經文
[00:04:04.000 --> 00:04:05.000]  一起讀好嗎?
[00:04:05.000 --> 00:04:06.000]  預備起
[00:04:06.000 --> 00:04:10.000]  我朝聚這些人在流入瓦哈瓦的河邊
[00:04:10.000 --> 00:04:12.000]  我們在那裡住了三日
[00:04:12.000 --> 00:04:14.000]  我查看百姓和祭司
[00:04:14.000 --> 00:04:17.000]  見沒有利美人在那裡
[00:04:17.000 --> 00:04:19.000]  就召首領以利爾謝
[00:04:19.000 --> 00:04:20.000]  阿列
[00:04:20.000 --> 00:04:21.000]  史瑪雅
[00:04:21.000 --> 00:04:22.000]  以利拿丹
[00:04:22.000 --> 00:04:23.000]  阿納
[00:04:23.000 --> 00:04:24.000]  以利拿丹
[00:04:24.000 --> 00:04:25.000]  拿丹
[00:04:25.000 --> 00:04:26.000]  撒加利亞
[00:04:26.000 --> 00:04:27.000]  米蘇蘭
[00:04:27.000 --> 00:04:30.000]  又召教客集約阿納和以利拿丹
[00:04:30.000 --> 00:04:34.000]  我打發他們往阿西非亞地方去
[00:04:34.000 --> 00:04:36.000]  見那裡的首領亦多
[00:04:36.000 --> 00:04:38.000]  又告訴他們當向亦多
[00:04:38.000 --> 00:04:41.000]  和他的弟兄尼提靈說什麼話
[00:04:41.000 --> 00:04:44.000]  叫他們為我們神的殿帶使用的人來
[00:04:44.000 --> 00:04:47.000]  蒙我們神施恩的手幫助我們
[00:04:47.000 --> 00:04:49.000]  他們在以色列的曾孫
[00:04:49.000 --> 00:04:50.000]  利美的孫子
[00:04:50.000 --> 00:04:54.000]  茉莉的後裔中帶一個通達人來
[00:04:54.000 --> 00:04:58.000]  還有史理比和他的眾子與弟兄共一十八人
[00:04:58.000 --> 00:04:59.000]  又有哈沙比亞
[00:04:59.000 --> 00:05:03.000]  同著他有米拉尼的兒子孫耶西亞
[00:05:03.000 --> 00:05:06.000]  並他的眾子和弟兄共二十人
[00:05:06.000 --> 00:05:10.000]  從前大衛和眾首領尼提靈服侍利美人
[00:05:10.000 --> 00:05:13.000]  現在從這些尼提靈中
[00:05:13.000 --> 00:05:15.000]  也帶了二百二十人來
[00:05:15.000 --> 00:05:17.000]  都是按命指定的
[00:05:17.000 --> 00:05:19.000]  弟兄姐妹剛才我們讀這段經文
[00:05:19.000 --> 00:05:21.000]  主要是講以色列人
[00:05:21.000 --> 00:05:24.000]  準備啟程回到耶路撒冷之前
[00:05:24.000 --> 00:05:28.000]  他將所有願意回到耶路撒冷的百姓
[00:05:28.000 --> 00:05:29.000]  招聚在一起
[00:05:29.000 --> 00:05:31.000]  當他招聚所有人之後
[00:05:31.000 --> 00:05:33.000]  他就有一個很驚訝的發現
[00:05:33.000 --> 00:05:34.000]  留心第十五節
[00:05:34.000 --> 00:05:37.000]  他說我查看百姓和祭司
[00:05:37.000 --> 00:05:40.000]  見沒有利美人在那裡
[00:05:40.000 --> 00:05:42.000]  於是他就打發一些人
[00:05:42.000 --> 00:05:44.000]  去到利美人當中
[00:05:44.000 --> 00:05:48.000]  要求派一些利美人和他一起回到耶路撒冷
[00:05:48.000 --> 00:05:50.000]  從十八和十九節
[00:05:50.000 --> 00:05:53.000]  你看到他辛辛苦苦最後找到多少個利美人
[00:05:53.000 --> 00:05:55.000]  十八再加二十
[00:05:55.000 --> 00:05:59.000]  總共三十八個利美人跟他回去
[00:05:59.000 --> 00:06:01.000]  不過我想問為什麼
[00:06:01.000 --> 00:06:03.000]  以色列這麼緊張
[00:06:03.000 --> 00:06:07.000]  一定要找利美人回去耶路撒冷呢
[00:06:07.000 --> 00:06:09.000]  如果你看上文第七章
[00:06:09.000 --> 00:06:13.000]  當阿達舍西王降旨給以色列的時候
[00:06:13.000 --> 00:06:14.000]  給他們回去耶路撒冷
[00:06:14.000 --> 00:06:16.000]  當時以色列是很興奮的
[00:06:16.000 --> 00:06:18.000]  我們看看七章二十七到二十八節
[00:06:18.000 --> 00:06:19.000]  我們一起讀好不好
[00:06:19.000 --> 00:06:20.000]  預備起
[00:06:20.000 --> 00:06:25.000]  以色列說
[00:06:25.000 --> 00:06:27.000]  因怕使王起者心意
[00:06:27.000 --> 00:06:30.000]  修飾耶路撒冷耶和華的殿
[00:06:30.000 --> 00:06:34.000]  又在王和謀士並大能的軍長面前施恩與我
[00:06:34.000 --> 00:06:37.000]  因耶和華我神的手幫助我
[00:06:37.000 --> 00:06:38.000]  我受得以堅強
[00:06:38.000 --> 00:06:42.000]  從以色列中招聚首領與我一同上來
[00:06:42.000 --> 00:06:45.000]  當時以色列是很興奮的
[00:06:45.000 --> 00:06:47.000]  看到兩句說話
[00:06:47.000 --> 00:06:49.000]  他充滿著讚美和感恩
[00:06:49.000 --> 00:06:51.000]  他見到神的手幫助
[00:06:51.000 --> 00:06:54.000]  以致感動波斯王給他們回去耶路撒冷
[00:06:54.000 --> 00:06:56.000]  於是以色列興奮
[00:06:56.000 --> 00:06:58.000]  就開始招兵買馬
[00:06:58.000 --> 00:07:01.000]  我們看到八章第一到十四節
[00:07:01.000 --> 00:07:03.000]  記載了一些名單
