
[00:00:00.000 --> 00:00:04.080]  今天講的主題是「承傳信仰」
[00:00:04.080 --> 00:00:06.240]  為何選擇這個題目呢?
[00:00:06.240 --> 00:00:08.000]  不知道大家還記不記得
[00:00:08.000 --> 00:00:11.360]  我本來是講「哥林多後書」的
[00:00:11.360 --> 00:00:17.120]  上次和你分享的時候已經是四月的時候了
[00:00:17.120 --> 00:00:19.520]  不過那時候沒有留意到
[00:00:19.520 --> 00:00:22.480]  教會踏入四月到六月的主題
[00:00:22.480 --> 00:00:25.640]  就是「敬拜與家庭」
[00:00:25.640 --> 00:00:31.480]  到了八月的時候就轉了主題了
[00:00:31.480 --> 00:00:32.400]  大家還記得嗎?
[00:00:32.400 --> 00:00:36.200]  七八九是「敬拜與教會」
[00:00:36.200 --> 00:00:38.600]  有人記得吧?
[00:00:38.600 --> 00:00:41.080]  所以其實講這個題目就遲了
[00:00:41.080 --> 00:00:42.840]  慢了幾拍
[00:00:42.840 --> 00:00:45.160]  不過遲到比沒有到好
[00:00:45.160 --> 00:00:50.440]  所以就覺得想講一下家庭的角色
[00:00:50.440 --> 00:00:53.000]  不是單單講敬拜
[00:00:53.000 --> 00:00:59.960]  而是講家庭與信仰的承傳之間的關係
[00:00:59.960 --> 00:01:01.560]  我選了一段經文
[00:01:01.560 --> 00:01:05.400]  其實這真是所謂的「家庭禮儀」
[00:01:05.400 --> 00:01:08.520]  舊約的「家庭禮儀」的一段經文
[00:01:08.520 --> 00:01:16.760]  我們先讀讀《出埃及記》十二章的夜一到八節
[00:01:16.760 --> 00:01:19.320]  這是和修本
[00:01:19.320 --> 00:01:23.560]  大家看到的話我們一起讀這幾節經文
[00:01:23.560 --> 00:01:24.920]  預備起
[00:01:24.920 --> 00:01:29.320]  「於是摩西召了以色列的重長路來
[00:01:29.320 --> 00:01:34.040]  對他們說:你們要為家人取出羔羊
[00:01:34.040 --> 00:01:36.840]  把預月節的羔羊宰了
[00:01:36.840 --> 00:01:41.240]  要拿一把牛膝草沾盤裡的血
[00:01:41.240 --> 00:01:46.840]  把盤裡的血塗在門眉上和兩邊的門腔上
[00:01:46.840 --> 00:01:52.120]  直到早晨歲月我出自己家的門
[00:01:52.120 --> 00:01:56.840]  因為耶和華要走遍埃及私行擊殺
[00:01:56.840 --> 00:02:02.040]  他看見血在門眉上和兩邊的門腔上
[00:02:02.040 --> 00:02:05.240]  耶和華就必預月那門
[00:02:05.240 --> 00:02:10.520]  不讓滅命者進入你們的家私行擊殺
[00:02:10.520 --> 00:02:12.840]  你們要守者命令
[00:02:12.840 --> 00:02:17.640]  作為你們和你們子孫永遠的定禮
[00:02:17.640 --> 00:02:19.640]  日後你們到了
[00:02:19.640 --> 00:02:23.640]  耶和華所應許賜給你們的那地
[00:02:23.640 --> 00:02:25.880]  就要守者禮儀
[00:02:25.880 --> 00:02:28.600]  你們的兒女對你們說
[00:02:28.600 --> 00:02:31.480]  這禮儀是什麼意思呢?
[00:02:31.480 --> 00:02:33.000]  你們就說
[00:02:33.000 --> 00:02:37.000]  這是獻給耶和華預月節的祭物
[00:02:37.000 --> 00:02:40.520]  當耶和華擊殺埃及人的時候
[00:02:40.520 --> 00:02:46.920]  他預料以色列人在埃及的房屋救了我們國家
[00:02:46.920 --> 00:02:49.880]  於是百姓就低頭下拜
[00:02:49.880 --> 00:02:53.400]  耶和華怎樣吩咐亞倫
[00:02:53.400 --> 00:02:55.960]  以色列人就怎樣行
[00:02:55.960 --> 00:02:57.960]  我們稍後再做一個禱告
[00:02:57.960 --> 00:02:59.960]  主耶穌求祢幫助我們
[00:02:59.960 --> 00:03:05.160]  讓我們的家成為一個敬拜祢的群體
[00:03:05.160 --> 00:03:07.800]  讓我們藉著我們家庭的生活
[00:03:07.800 --> 00:03:09.800]  藉著我們家庭的見證
[00:03:09.800 --> 00:03:13.480]  可以將我們的信仰傳給我們的下一代
[00:03:13.480 --> 00:03:16.840]  願我們第一城鎮信會都成為一個
[00:03:16.840 --> 00:03:18.040]  屬靈的家
[00:03:18.040 --> 00:03:21.000]  在這個家裏面能夠將我們的信仰
[00:03:21.000 --> 00:03:23.560]  傳給我們下一代的年輕人
[00:03:23.560 --> 00:03:26.680]  今日求祢祝福我們聽到的時間
[00:03:26.680 --> 00:03:27.880]  我們交託禱告
[00:03:27.880 --> 00:03:29.160]  奉耶穌基督命
[00:03:29.160 --> 00:03:30.280]  阿們
[00:03:30.280 --> 00:03:36.040]  這段經文今天不是詳細逐節和你解釋
[00:03:36.040 --> 00:03:41.080]  不過想你了解一下這段經文的處境
[00:03:41.080 --> 00:03:43.400]  當然原本這段經文
[00:03:43.400 --> 00:03:47.000]  就是以色列人還沒有出埃及之前
[00:03:47.000 --> 00:03:50.600]  其實摩西說完這段話之後
[00:03:50.600 --> 00:03:54.360]  接著神就會派他的所謂死亡天使
[00:03:54.360 --> 00:03:56.760]  去殺了埃及人的長子
[00:03:56.760 --> 00:03:59.480]  接著以色列人就出埃及了
[00:03:59.480 --> 00:04:01.320]  不過這件事還沒有發生之前
[00:04:01.320 --> 00:04:05.160]  神首先藉著摩西提醒以色列人
[00:04:05.160 --> 00:04:07.400]  他們以後世世代代
[00:04:07.400 --> 00:04:10.920]  每逢所謂的「預月節」
[00:04:10.920 --> 00:04:12.440]  所以你知道「預月節」
[00:04:12.440 --> 00:04:13.480]  為甚麼叫「預月節」
[00:04:13.480 --> 00:04:15.320]  就是因為當年死亡天使
[00:04:15.320 --> 00:04:19.240]  預月了以色列人的屋的門
[00:04:19.240 --> 00:04:20.520]  所以叫「預月節」
[00:04:20.520 --> 00:04:22.760]  或者英文就是「Passover」
[00:04:22.760 --> 00:04:26.120]  於是乎這件事還沒有發生之前
[00:04:26.120 --> 00:04:28.360]  已經要指示以色列人
[00:04:28.360 --> 00:04:31.400]  世世代代都要守「預月節」
[00:04:31.400 --> 00:04:33.400]  並且在「預月節」的時候
[00:04:33.400 --> 00:04:37.160]  要再次講述這段故事
[00:04:37.160 --> 00:04:41.160]  給下一代所謂的人聽
[00:04:41.160 --> 00:04:45.000]  以致這個故事可以世世代代流傳下去
[00:04:45.000 --> 00:04:47.720]  都能夠紀念神當年
[00:04:47.720 --> 00:04:51.560]  為以色列人所做的莫大的恩典
[00:04:51.560 --> 00:04:56.040]  故事的中心就是講信仰的承傳
[00:04:56.040 --> 00:04:59.880]  怎樣可以一代一代將舊恩的故事
[00:04:59.880 --> 00:05:03.560]  將對神的信心承傳下去
[00:05:03.560 --> 00:05:05.320]  我都想特別留意
[00:05:05.320 --> 00:05:08.840]  你留意整個「守「預月節」」
[00:05:08.840 --> 00:05:12.200]  整個傳統有幾個特色
[00:05:12.200 --> 00:05:13.880]  第一個特色就是
[00:05:13.880 --> 00:05:16.120]  這個「守「預月節」」這個傳統
[00:05:16.120 --> 00:05:17.880]  是在家中
[00:05:17.880 --> 00:05:20.600]  以家中作為單位發生的
[00:05:20.600 --> 00:05:22.680]  所以剛才讀經文提到
[00:05:22.680 --> 00:05:24.440]  每到「預月節」
[00:05:24.440 --> 00:05:26.680]  即是我們今天的「壽難節」
[00:05:26.680 --> 00:05:27.560]  或者「復活節」
[00:05:27.560 --> 00:05:29.160]  就是猶太人的「預月節」
[00:05:29.160 --> 00:05:30.600]  是同一個時間
[00:05:30.600 --> 00:05:33.080]  每逢到「預月節」的時候
[00:05:33.080 --> 00:05:35.160]  每個人的家中
[00:05:35.160 --> 00:05:37.160]  拿一隻羊出來
[00:05:37.160 --> 00:05:38.280]  然後宰了牠
[00:05:38.280 --> 00:05:41.960]  然後用血塗在門尾上
[00:05:41.960 --> 00:05:45.960]  經文的重點就是信仰的承傳
[00:05:45.960 --> 00:05:48.840]  是在家中發生
[00:05:48.840 --> 00:05:50.840]  即是每個人發生的
[00:05:50.840 --> 00:05:54.600]  其實以色列人的看法
[00:05:54.600 --> 00:05:55.960]  你做爸爸的
[00:05:55.960 --> 00:05:59.800]  你就是整個家中的牧師
[00:05:59.800 --> 00:06:03.720]  每個爸爸都是家中的牧師
[00:06:03.720 --> 00:06:06.520]  你要明白古代的以色列人
[00:06:06.520 --> 00:06:09.240]  是沒有教會這回事的
[00:06:09.240 --> 00:06:11.720]  即是以色列人不會每個星期日
[00:06:11.720 --> 00:06:13.960]  或者每個安息日走在一起
[00:06:13.960 --> 00:06:15.720]  聽有個牧師站起來
[00:06:15.720 --> 00:06:17.720]  或者有個Rabbi站起來說話
[00:06:17.720 --> 00:06:19.320]  沒有這些東西的
[00:06:19.320 --> 00:06:22.120]  即是以色列人要到亡國
[00:06:22.120 --> 00:06:23.320]  沒有了一個聖殿
[00:06:23.320 --> 00:06:26.200]  然後開始有所謂會堂的制度
[00:06:26.200 --> 00:06:28.760]  然後才開始走在一起
[00:06:28.760 --> 00:06:31.080]  有個Rabbi走去讀聖經
[00:06:31.080 --> 00:06:32.760]  這些是後來的事情
[00:06:32.760 --> 00:06:34.760]  但是古代的以色列
[00:06:34.760 --> 00:06:39.400]  沒有這個所謂聚在一起的東西
[00:06:39.400 --> 00:06:41.880]  他們聚在一起聖殿獻祭
[00:06:41.880 --> 00:06:45.320]  但這個不是在說信仰的承傳
[00:06:45.320 --> 00:06:48.840]  在說男人去到耶路撒冷經拜神
[00:06:48.840 --> 00:06:52.040]  信仰的承傳在古以色列
[00:06:52.040 --> 00:06:53.640]  是完全靠家庭的
[00:06:53.640 --> 00:06:55.480]  即是靠爸爸
[00:06:55.480 --> 00:06:56.680]  特別是上一代
[00:06:56.680 --> 00:06:59.880]  在那裡每年守禮儀
[00:06:59.880 --> 00:07:03.480]  透過禮儀和怎樣去解釋禮儀
[00:07:03.480 --> 00:07:06.600]  讓下一代的人能夠明白
[00:07:06.600 --> 00:07:08.840]  到底甚麼叫做以色列人的信仰
[00:07:08.840 --> 00:07:13.000]  甚麼叫做耶和華到底是怎樣的一個神
[00:07:13.000 --> 00:07:14.680]  第二件事你要留意
[00:07:14.680 --> 00:07:20.040]  整個禮儀的重點是講一個故事
[00:07:20.040 --> 00:07:24.120]  而且如果用今天的哲學語言
[00:07:24.120 --> 00:07:25.640]  Speech Act
[00:07:25.640 --> 00:07:28.520]  透過行動去講一些東西
[00:07:28.520 --> 00:07:33.480]  不過也會透過言語去解釋行動
[00:07:33.480 --> 00:07:36.120]  所以你想像的場景
[00:07:36.120 --> 00:07:40.200]  應該是爸爸拿一隻羊出來
[00:07:40.200 --> 00:07:43.240]  不知道小朋友會不會很興奮
[00:07:43.240 --> 00:07:46.760]  我想像如果我小時候
[00:07:46.760 --> 00:07:48.840]  我爸爸會宰一隻羊出來
[00:07:48.840 --> 00:07:51.000]  我應該也會覺得挺興奮的
[00:07:51.000 --> 00:07:53.960]  我還記得我小學的時候
[00:07:53.960 --> 00:07:55.320]  住在太子道
[00:07:55.320 --> 00:07:57.400]  我曾經試過在太子道
[00:07:57.400 --> 00:08:00.440]  那個是否叫洗衣街還是甚麼街
[00:08:00.440 --> 00:08:01.880]  以前是街市
[00:08:01.880 --> 00:08:03.720]  現在是賣衣服的
[00:08:03.720 --> 00:08:05.000]  大家不知道
[00:08:05.000 --> 00:08:07.720]  那個女人街道接駁到太子道
[00:08:07.720 --> 00:08:09.160]  現在只是賣乾貨
[00:08:09.160 --> 00:08:11.240]  以前是街市
[00:08:11.240 --> 00:08:13.800]  我記得我小學年代
[00:08:13.800 --> 00:08:17.000]  見過有人在街上
[00:08:17.000 --> 00:08:19.480]  解剖一隻黃鯨
[00:08:19.480 --> 00:08:23.000]  當年有一隻黃鯨在街上宰
[00:08:23.000 --> 00:08:25.960]  我覺得很著迷
[00:08:25.960 --> 00:08:27.560]  小時候最過癮的
[00:08:27.560 --> 00:08:29.800]  對不起這些是廢話
[00:08:29.800 --> 00:08:33.400]  小時候見到有人剝田雞
[00:08:33.400 --> 00:08:34.280]  很過癮的
[00:08:34.280 --> 00:08:36.840]  一剪一拔整塊皮就出來了
[00:08:36.840 --> 00:08:38.600]  我覺得好像法術一樣
[00:08:38.600 --> 00:08:41.800]  你想像那些以色列的小朋友
[00:08:41.800 --> 00:08:44.440]  就會見到爸爸一宰一羊
[00:08:44.440 --> 00:08:46.200]  拿起那把圓月彎刀出來
[00:08:46.200 --> 00:08:47.720]  一宰一羊
[00:08:47.720 --> 00:08:51.000]  沾一些血
[00:08:51.000 --> 00:08:52.680]  塗在門尾
[00:08:52.680 --> 00:08:55.160]  應該小朋友會很好奇
[00:08:55.160 --> 00:08:56.440]  當然年年都發生
[00:08:56.440 --> 00:08:58.040]  後來就不會很好奇
[00:08:58.040 --> 00:09:00.040]  不過扮扮很好奇
[00:09:00.040 --> 00:09:03.240]  爸爸為甚麼平時血又不吃
[00:09:03.240 --> 00:09:05.080]  血也不要沾那麼多
[00:09:05.080 --> 00:09:09.080]  今天要將血塗在我們的門尾上
[00:09:09.080 --> 00:09:11.640]  然後爸爸就很威風地解釋
[00:09:11.640 --> 00:09:14.040]  小朋友你不懂事我告訴你
[00:09:14.040 --> 00:09:17.880]  因為當年你爸爸的爸爸的爸爸的爸爸
[00:09:17.880 --> 00:09:19.320]  在一個地方叫埃及
[00:09:19.320 --> 00:09:21.320]  被人欺負得沒飯吃
[00:09:21.320 --> 00:09:23.000]  快要死了
[00:09:23.000 --> 00:09:25.400]  幸好耶和華出手
[00:09:25.400 --> 00:09:26.760]  拯救了
[00:09:26.760 --> 00:09:29.080]  繼續說殺埃及長子的故事
[00:09:29.080 --> 00:09:31.320]  拯救了你爸爸的爸爸的爸爸
[00:09:31.320 --> 00:09:33.400]  所以你爸爸的爸爸的爸爸不用死
[00:09:33.400 --> 00:09:36.120]  於是就生了你的爸爸
[00:09:36.120 --> 00:09:38.520]  於是你的爸爸就生了你出來
[00:09:38.520 --> 00:09:40.040]  所以你記住了
[00:09:40.040 --> 00:09:41.880]  如果當年不是耶和華出手
[00:09:41.880 --> 00:09:43.240]  就沒有你的爸爸
[00:09:43.240 --> 00:09:45.000]  沒有你的爸爸就沒有你
[00:09:45.000 --> 00:09:47.960]  所以你今天能夠問到我這個問題
[00:09:47.960 --> 00:09:52.200]  就是因為當年耶和華施大恩典
[00:09:52.200 --> 00:09:55.880]  兒子就說耶和華真威風
[00:09:55.880 --> 00:09:57.320]  感謝耶和華
[00:09:57.320 --> 00:09:59.880]  整個故事
[00:09:59.880 --> 00:10:01.880]  還有故事裏面
[00:10:01.880 --> 00:10:04.680]  其實主人翁不是單單是那些
[00:10:04.680 --> 00:10:07.080]  爸爸爸爸爸爸N年前那班
[00:10:07.080 --> 00:10:08.840]  真的出埃及的那班人
[00:10:08.840 --> 00:10:10.360]  故事的主人翁
[00:10:10.360 --> 00:10:12.920]  也是家裏的爸爸
[00:10:12.920 --> 00:10:13.960]  即是他要強調
[00:10:13.960 --> 00:10:15.240]  我今天在這裏
[00:10:15.240 --> 00:10:18.360]  都是因為上主對祖宗的恩典
[00:10:18.360 --> 00:10:19.560]  你今天在這裏
[00:10:19.560 --> 00:10:22.200]  也是因為上主的恩典
[00:10:22.200 --> 00:10:24.280]  即是要給兒子
[00:10:24.280 --> 00:10:25.400]  或者子女
[00:10:25.400 --> 00:10:26.120]  即是今日的說法
[00:10:26.120 --> 00:10:27.800]  給子女感受到
[00:10:27.800 --> 00:10:29.640]  出埃及這件事情
[00:10:29.640 --> 00:10:32.440]  不是N年前發生的事情
[00:10:32.440 --> 00:10:33.800]  出埃及的事情
[00:10:33.800 --> 00:10:36.280]  其實今天也在發生
[00:10:36.280 --> 00:10:38.040]  所以你知道譬如他們守禦節
[00:10:38.040 --> 00:10:39.400]  這裏我們讀的經文
[00:10:39.400 --> 00:10:40.760]  平時讀這麼多經文
[00:10:40.760 --> 00:10:43.320]  你知道其實除了
[00:10:43.320 --> 00:10:47.800]  塗抹這個羔羊的血在門眉之外
[00:10:47.800 --> 00:10:49.960]  他們要吃苦菜
[00:10:49.960 --> 00:10:52.120]  今日的以色列人也是
[00:10:52.120 --> 00:10:53.720]  即是他們要吃一些苦菜
[00:10:53.720 --> 00:10:54.520]  如果今日
[00:10:54.520 --> 00:10:56.760]  即是我去過一些以色列人家裏
[00:10:56.760 --> 00:10:57.480]  試過一次
[00:10:57.480 --> 00:10:58.600]  和我老婆在美國
[00:10:58.600 --> 00:11:00.600]  去那些猶太人一起守禦節
[00:11:00.600 --> 00:11:03.000]  他們就會吃一些蒜頭
[00:11:03.000 --> 00:11:04.520]  生的蒜頭
[00:11:04.520 --> 00:11:06.360]  即是如果你想覺得
[00:11:06.360 --> 00:11:08.200]  人生喜樂得太多
[00:11:08.200 --> 00:11:09.960]  要試一下一些苦澀的東西
[00:11:09.960 --> 00:11:11.240]  很簡單的
[00:11:11.240 --> 00:11:13.800]  切兩片生蒜頭試一下
[00:11:13.800 --> 00:11:16.600]  你就知道什麼叫夠辣
[00:11:16.600 --> 00:11:18.360]  這個真的夠辣
[00:11:18.360 --> 00:11:19.960]  要吃一些苦菜
[00:11:19.960 --> 00:11:22.120]  即是類似Parsley那些東西
