
[00:00:00.000 --> 00:00:04.000]  正話所讀的聖經是《路加福音》八章四十到五十六節
[00:00:04.000 --> 00:00:09.000]  這一段的記載其實都在《馬太福音》九章十八到二十六節
[00:00:09.000 --> 00:00:13.000]  和《馬學福音》的五章二十一到四十三節是有記載
[00:00:13.000 --> 00:00:16.000]  可以說是一個相當之著名
[00:00:16.000 --> 00:00:19.000]  亦都可以說是三卷福音書都記下的
[00:00:19.000 --> 00:00:23.000]  一個很重要的耶穌所行的神蹟
[00:00:23.000 --> 00:00:26.000]  我們今天在這裡思想關於主耶穌基督
[00:00:26.000 --> 00:00:31.000]  祂的神蹟和祂的一個很特別的心腸
[00:00:31.000 --> 00:00:33.000]  我們一起祈禱
[00:00:33.000 --> 00:00:35.000]  慈愛的主,我們感謝祢
[00:00:35.000 --> 00:00:37.000]  祢不單有能力
[00:00:37.000 --> 00:00:42.000]  祢是充滿著慈憐的上帝
[00:00:42.000 --> 00:00:46.000]  主,我們求祢幫助我們
[00:00:46.000 --> 00:00:49.000]  對你有更確切的認識
[00:00:49.000 --> 00:00:56.000]  以致我們有膽量到祢面前去祈求祢的幫助
[00:00:56.000 --> 00:01:02.000]  亦都學祢的樣式去對待自己和身邊的人
[00:01:02.000 --> 00:01:06.000]  祈禱奉耶穌基督的名,誠心所願
[00:01:06.000 --> 00:01:12.000]  耶穌醫治的能力在當時
[00:01:12.000 --> 00:01:17.000]  在耶穌當時可以說是無人質疑
[00:01:17.000 --> 00:01:25.000]  因為祂有一個很有魅力和說服力
[00:01:25.000 --> 00:01:31.000]  所以很多人會去找耶穌解決問題
[00:01:31.000 --> 00:01:33.000]  特別是有病的人
[00:01:33.000 --> 00:01:35.000]  聖經裡面都記載到
[00:01:35.000 --> 00:01:39.000]  有些人帶著不同的人去找耶穌幫助
[00:01:39.000 --> 00:01:41.000]  這裡看到有兩個
[00:01:41.000 --> 00:01:44.000]  一個是婦人,一個是業佬
[00:01:44.000 --> 00:01:46.000]  去找耶穌幫助
[00:01:46.000 --> 00:01:51.000]  聖經是記載了不少耶穌醫治的事蹟
[00:01:51.000 --> 00:01:53.000]  或者我們可以這樣說
[00:01:53.000 --> 00:01:59.000]  聖經是選擇記載了耶穌部分醫治的事蹟
[00:01:59.000 --> 00:02:02.000]  因為耶穌有幾年的時間去傳道
[00:02:02.000 --> 00:02:05.000]  而祂又那麼出名,那麼有能力
[00:02:05.000 --> 00:02:09.000]  是有很多的人來找耶穌
[00:02:09.000 --> 00:02:12.000]  如果將耶穌所行過的神蹟都一一記載
[00:02:12.000 --> 00:02:14.000]  可能會很大卷
[00:02:14.000 --> 00:02:18.000]  所以夫人說耶穌所行的事蹟並沒有一一記載
[00:02:18.000 --> 00:02:21.000]  如果一一記載的話就很大卷
[00:02:21.000 --> 00:02:26.000]  聖經只是記載了若干個耶穌基督所行的神蹟
[00:02:26.000 --> 00:02:29.000]  而有些是記載得特別仔細
[00:02:29.000 --> 00:02:33.000]  目的是甚麼呢?
[00:02:33.000 --> 00:02:37.000]  目的不單是讓我們知道耶穌做過這件事
[00:02:37.000 --> 00:02:43.000]  聖經的描述有時是很幼細的
[00:02:43.000 --> 00:02:50.000]  有一種藏著的意思
[00:02:50.000 --> 00:02:54.000]  要我們深深地去掌握才能夠明白
[00:02:54.000 --> 00:02:58.000]  這也是我們要花心思讀聖經的原因
[00:02:58.000 --> 00:03:02.000]  它不單是讓我們看到上帝的能力
[00:03:02.000 --> 00:03:05.000]  更加看到上帝的心腸
[00:03:05.000 --> 00:03:08.000]  這裡兩個的醫治故事好像很獨立
[00:03:08.000 --> 00:03:13.000]  一個是醫治有經血不止的女人
[00:03:13.000 --> 00:03:16.000]  我們會講這個事蹟
[00:03:16.000 --> 00:03:20.000]  另外就是復活了玉露的女兒
[00:03:20.000 --> 00:03:22.000]  是另外一個事蹟
[00:03:22.000 --> 00:03:24.000]  其實這裡是一件事
[00:03:24.000 --> 00:03:26.000]  是一件事
[00:03:26.000 --> 00:03:28.000]  就是耶穌回來的時候
[00:03:28.000 --> 00:03:30.000]  眾人迎接祂
[00:03:30.000 --> 00:03:32.000]  大家都等候著祂
[00:03:32.000 --> 00:03:34.000]  似乎這裡有些事情要發生
[00:03:34.000 --> 00:03:36.000]  或者有一個聚會要開始
[00:03:36.000 --> 00:03:39.000]  因為有很多人聚集在一起
[00:03:39.000 --> 00:03:40.000]  不是經過
[00:03:40.000 --> 00:03:43.000]  或者去馬太的家裡吃飯
[00:03:43.000 --> 00:03:45.000]  所以後來祂走的時候
[00:03:45.000 --> 00:03:46.000]  祂動的時候
[00:03:46.000 --> 00:03:47.000]  很多人就跟著祂
[00:03:47.000 --> 00:03:49.000]  因為跟著祂去看看
[00:03:49.000 --> 00:03:55.000]  怎麼樣去葉老的家裡幫助女兒
[00:03:55.000 --> 00:03:59.000]  而耶穌在這個活動當中
[00:03:59.000 --> 00:04:00.000]  聚會當中
[00:04:00.000 --> 00:04:01.000]  祂離開的時候
[00:04:01.000 --> 00:04:04.000]  準備去葉老的家的時候
[00:04:04.000 --> 00:04:06.000]  中間就出現了這個婦人
[00:04:06.000 --> 00:04:09.000]  去求醫治那件事情
[00:04:09.000 --> 00:04:11.000]  就摸祂的衣裳睡紙
[00:04:11.000 --> 00:04:13.000]  然後得到醫治
[00:04:13.000 --> 00:04:14.000]  然後就結束了
[00:04:14.000 --> 00:04:20.000]  然後就繼續做祂原本準備去做的事情
[00:04:20.000 --> 00:04:21.000]  就是去到葉老的家裡
[00:04:21.000 --> 00:04:24.000]  所以這裡其實是一件事
[00:04:24.000 --> 00:04:28.000]  是同一個時空在發展或者發生的事情
[00:04:28.000 --> 00:04:30.000]  是一離可成
[00:04:30.000 --> 00:04:35.000]  聖經特別記載了這一段的事情
[00:04:35.000 --> 00:04:41.000]  很細微地記載了
[00:04:41.000 --> 00:04:47.000]  造成了一個很有特別比對的效果
[00:04:47.000 --> 00:04:50.000]  首先這個婦人
[00:04:50.000 --> 00:04:52.000]  她有十二年的病
[00:04:52.000 --> 00:04:55.000]  也是一個中年的婦女
[00:04:55.000 --> 00:04:57.000]  她是一個不潔的婦人
[00:04:57.000 --> 00:05:00.000]  她有一個婦科病
[00:05:00.000 --> 00:05:02.000]  這個病對女士來說
[00:05:02.000 --> 00:05:07.000]  是一個很慚愧、很尷尬、很折磨的一件事情
[00:05:07.000 --> 00:05:09.000]  也不知道怎麼啟齒
[00:05:09.000 --> 00:05:11.000]  而在當時來說
[00:05:11.000 --> 00:05:16.000]  她也是一個被視為不潔的女人
[00:05:16.000 --> 00:05:18.000]  她病了十二年
[00:05:18.000 --> 00:05:20.000]  聖經特別記載了
[00:05:20.000 --> 00:05:24.000]  葉老的女兒活了十二歲
[00:05:24.000 --> 00:05:29.000]  葉老是一個管會堂的人
[00:05:29.000 --> 00:05:31.000]  就像我們元朗堂
[00:05:31.000 --> 00:05:33.000]  元朗堂的主席
[00:05:33.000 --> 00:05:36.000]  有些身份
[00:05:36.000 --> 00:05:40.000]  猶太人有十個家庭
[00:05:40.000 --> 00:05:42.000]  他就有一個會堂
[00:05:42.000 --> 00:05:45.000]  十個家庭就要設一個會堂
[00:05:45.000 --> 00:05:47.000]  當然多於十個家庭
[00:05:47.000 --> 00:05:48.000]  可能也有一個會堂
[00:05:48.000 --> 00:05:49.000]  可能一百個家庭、二百個家庭
[00:05:49.000 --> 00:05:50.000]  可能也有一個會堂
[00:05:50.000 --> 00:05:54.000]  誰知道每一個社區
[00:05:54.000 --> 00:05:56.000]  只要能成為一個最簡單的社區單位
