
[00:00:00.000 --> 00:00:04.220]  我們講的是《從聖岳看侍奉上主》
[00:00:04.220 --> 00:00:08.220]  經文是《尼治歷代至上》25章第一到第八節
[00:00:08.220 --> 00:00:11.340]  大概大家都可能認識這位人兄
[00:00:11.340 --> 00:00:14.540]  他就是古壇的猛人巴菲特
[00:00:14.540 --> 00:00:17.980]  他是世界上最成功、最富有的投資者之一
[00:00:17.980 --> 00:00:22.900]  原來他是一個很出色的夏威夷四弦琴演奏家
[00:00:22.900 --> 00:00:25.440]  這位這麼出名的人
[00:00:25.440 --> 00:00:27.540]  他玩四弦琴玩得這麼好
[00:00:27.540 --> 00:00:30.700]  原因就是你想想90歲的高齡
[00:00:30.700 --> 00:00:32.460]  差不多接近90歲的高齡
[00:00:32.460 --> 00:00:35.980]  竟然能夠保持得這麼精神敏銳
[00:00:35.980 --> 00:00:39.660]  原因就是跟玩音樂是絕對有關係的
[00:00:39.660 --> 00:00:43.240]  原來演奏樂器、唱歌的老人家
[00:00:43.240 --> 00:00:46.680]  可以說是從音樂中獲得很多益處
[00:00:46.680 --> 00:00:49.100]  例如他的身體、身心靈
[00:00:49.100 --> 00:00:50.880]  甚至是社會的益處
[00:00:50.880 --> 00:00:55.120]  因為音樂其實可以大大改善老人家的記憶力
[00:00:55.120 --> 00:00:56.820]  也有研究指出
[00:00:56.820 --> 00:01:00.780]  當我們最喜歡聽的音樂突然間出現的時候
[00:01:00.780 --> 00:01:03.920]  會觸發我們身體裡面的惡霸案
[00:01:03.920 --> 00:01:06.540]  令你的精神更加開懷
[00:01:06.540 --> 00:01:08.080]  另外有人說
[00:01:08.080 --> 00:01:10.440]  聆聽或者演奏音樂的時候
[00:01:10.440 --> 00:01:12.640]  也會令我們減輕壓力
[00:01:12.640 --> 00:01:14.320]  曾經有一個研究顯示
[00:01:14.320 --> 00:01:17.340]  竟然之間聽一些悲傷的音樂的時候
[00:01:17.340 --> 00:01:19.240]  原來也有好處的
[00:01:19.240 --> 00:01:20.820]  因為很多時候
[00:01:20.820 --> 00:01:22.020]  例如失戀
[00:01:22.020 --> 00:01:23.700]  當你悲傷的時候
[00:01:23.700 --> 00:01:24.980]  當你失戀的時候
[00:01:24.980 --> 00:01:26.440]  聽一些失戀的歌
[00:01:26.440 --> 00:01:28.180]  原來會令你更加陶醉
[00:01:28.180 --> 00:01:29.900]  不再那麼悲傷
[00:01:29.900 --> 00:01:34.800]  難怪這麼多的失戀歌在這個世界上
[00:01:34.800 --> 00:01:37.600]  英國也做了一個研究
[00:01:37.600 --> 00:01:39.140]  是一間大學做的研究
[00:01:39.140 --> 00:01:45.600]  它指出音樂其實可以減輕手術患者的痛苦和焦慮
[00:01:45.600 --> 00:01:49.740]  通過了7000名接受過外科手術的病患者
[00:01:49.740 --> 00:01:52.680]  隨機對照的測試之後
[00:01:52.680 --> 00:01:55.880]  跟那些未聽音樂的人士對比之後
[00:01:55.880 --> 00:02:00.140]  手術後聽音樂的患者的疼痛和焦慮
[00:02:00.140 --> 00:02:01.960]  是大大減輕的
[00:02:01.960 --> 00:02:05.100]  使用止痛藥的機率也變小了
[00:02:05.100 --> 00:02:08.220]  研究人員也認為聽音樂的時候
[00:02:08.220 --> 00:02:11.380]  會觸動大腦裡面幫人止痛的物質
[00:02:11.380 --> 00:02:14.960]  而且這些人類天然的止痛藥
[00:02:14.960 --> 00:02:17.100]  就在那個時候釋放出來
[00:02:17.100 --> 00:02:17.900]  你看
[00:02:17.900 --> 00:02:20.880]  音樂有多少好處呢?
[00:02:20.880 --> 00:02:24.880]  難怪我認識的一位美國朋友
[00:02:24.880 --> 00:02:27.260]  他是專門做音樂的治療的
[00:02:27.260 --> 00:02:28.280]  他告訴我
[00:02:28.280 --> 00:02:30.760]  當他做這些音樂治療的時候
[00:02:30.760 --> 00:02:32.360]  會播放一些音樂
[00:02:32.360 --> 00:02:33.840]  大概10分鐘左右
[00:02:33.840 --> 00:02:36.080]  然後就分享一段聖經
[00:02:36.080 --> 00:02:40.340]  特別幫助那些人治療抑鬱、焦慮
[00:02:40.340 --> 00:02:42.900]  甚至可以放鬆他們的精神狀態
[00:02:42.900 --> 00:02:45.280]  令他們經歷到平安
[00:02:45.280 --> 00:02:47.940]  令他們的身體產生平靜
[00:02:47.940 --> 00:02:49.780]  在他們身體的健康上
[00:02:49.780 --> 00:02:50.880]  情緒上
[00:02:50.880 --> 00:02:52.260]  甚至屬靈上
[00:02:52.260 --> 00:02:54.220]  其實真的幫助不少
[00:02:54.220 --> 00:02:57.600]  音樂果然有一種無形的力量在裡面
[00:02:57.600 --> 00:02:58.620]  事實上
[00:02:58.620 --> 00:03:01.860]  我們知道音樂既然這麼特別的時候
[00:03:01.860 --> 00:03:04.300]  我們怎麼看音樂這件事
[00:03:04.300 --> 00:03:07.280]  或者怎麼看聖樂這件事呢?
[00:03:07.280 --> 00:03:08.180]  有一年
[00:03:08.180 --> 00:03:10.960]  我就回香港去元朗一間很大的教會
[00:03:10.960 --> 00:03:12.500]  幾千人的教會裡面
[00:03:12.500 --> 00:03:14.020]  當我聽完道之後
[00:03:14.020 --> 00:03:18.640]  有一個主席站出來帶一首回應詩
[00:03:18.640 --> 00:03:20.940]  就是《投影機》裡面出現的這一首
[00:03:20.940 --> 00:03:22.780]  《我要向高山舉目》
[00:03:22.780 --> 00:03:24.440]  當大家一起唱
[00:03:24.440 --> 00:03:27.480]  我要向高山舉目
[00:03:27.480 --> 00:03:31.000]  我的幫助從何而來
[00:03:31.000 --> 00:03:33.140]  當大家一起唱的時候
[00:03:33.140 --> 00:03:35.220]  我看到我身邊有一位男士
[00:03:35.220 --> 00:03:37.660]  他突然之間在流淚
[00:03:37.660 --> 00:03:39.440]  在整場的廣道裡面
[00:03:39.440 --> 00:03:41.520]  他從來都沒有什麼特別的反應
[00:03:41.520 --> 00:03:42.660]  但是當這首歌
[00:03:42.660 --> 00:03:45.960]  我要向高山舉目一唱的時候
[00:03:45.960 --> 00:03:48.520]  他的眼淚就這樣流出來
[00:03:48.520 --> 00:03:49.480]  我就問他
[00:03:49.480 --> 00:03:51.600]  有沒有什麼可以為你祈禱
[00:03:51.600 --> 00:03:52.860]  當時他告訴我
[00:03:52.860 --> 00:03:54.600]  其實他是第一次回教會
[00:03:54.600 --> 00:03:56.280]  他是一個未信主的人
[00:03:56.280 --> 00:03:58.200]  但是當他聽這首詩歌的時候
[00:03:58.200 --> 00:03:59.700]  他覺得很有感觸
[00:03:59.700 --> 00:04:02.800]  於是他眼淚就這樣流出來
[00:04:02.800 --> 00:04:05.960]  你看看音樂、聖樂、詩歌
[00:04:05.960 --> 00:04:07.600]  有多強大的威力呢?
[00:04:07.600 --> 00:04:09.600]  有多強大的力量呢?
[00:04:09.600 --> 00:04:10.520]  2017年
[00:04:10.520 --> 00:04:13.820]  大家都知道英國有好幾宗的恐襲的發生
[00:04:13.820 --> 00:04:15.040]  在適逢期會
[00:04:15.040 --> 00:04:17.320]  在英國北部
[00:04:17.320 --> 00:04:19.880]  有一群基督徒搞了一個音樂的盛會
[00:04:19.880 --> 00:04:24.280]  大家一起通過音樂去敬拜、去守望、去呼求
[00:04:24.280 --> 00:04:25.640]  走在一起
[00:04:25.640 --> 00:04:27.280]  在結束聚會之前
[00:04:27.280 --> 00:04:29.600]  一位來自澳洲的主音歌手
[00:04:29.600 --> 00:04:31.400]  做了一個壓軸的演出
[00:04:31.400 --> 00:04:32.000]  他就說
[00:04:32.000 --> 00:04:34.600]  Come on, London and Manchester
[00:04:34.600 --> 00:04:36.840]  We are with you
[00:04:36.840 --> 00:04:41.000]  接著幾萬人一起在露天裡面唱這首歌
[00:04:41.000 --> 00:04:42.840]  Cornerstone
[00:04:42.840 --> 00:04:44.080]  Christ alone
[00:04:44.080 --> 00:04:45.160]  Cornerstone
[00:04:45.160 --> 00:04:46.800]  我們一起唱的時候
[00:04:46.800 --> 00:04:48.880]  當我們一邊唱的時候
[00:04:48.880 --> 00:04:52.320]  我看到我身邊有一位微信主的人
[00:04:52.320 --> 00:04:55.560]  她是我們帶去的一位女生
[00:04:55.560 --> 00:04:57.960]  她就不停地在哭
[00:04:57.960 --> 00:04:59.040]  你看看
[00:04:59.040 --> 00:05:01.840]  音樂有多強大的力量
[00:05:01.840 --> 00:05:03.200]  正因為這個緣故
[00:05:03.200 --> 00:05:05.480]  當我們用得不好的時候
[00:05:05.480 --> 00:05:08.880]  它有很強大的殺傷的威力也說不定
[00:05:08.880 --> 00:05:13.240]  因為它所盛載的不單是音樂、樂章、樂器、歌聲
[00:05:13.240 --> 00:05:17.080]  甚至包括了文字、歌詞、神學等等
[00:05:17.080 --> 00:05:18.600]  有問題的話
[00:05:18.600 --> 00:05:20.440]  你說會有多麼嚴重呢?
[00:05:20.440 --> 00:05:21.640]  大家知不知道
[00:05:21.640 --> 00:05:22.760]  在YouTube裡面
[00:05:22.760 --> 00:05:25.440]  最多人下載或者最多人聽的歌
[00:05:25.440 --> 00:05:26.600]  是哪一首呢?
[00:05:26.600 --> 00:05:29.840]  在YouTube裡面最多人點擊的歌
[00:05:29.840 --> 00:05:31.840]  就是這一首
[00:05:31.840 --> 00:05:33.520]  Baby Shadudu
[00:05:33.520 --> 00:05:35.320]  我相信大家可能有聽過
[00:05:35.320 --> 00:05:37.200]  其實它只不過是一個兒歌一首
[00:05:37.200 --> 00:05:38.920]  只有兩分多鐘的時間
[00:05:38.920 --> 00:05:40.040]  但是竟然之間
[00:05:40.040 --> 00:05:41.920]  超過十個Billion的人
[00:05:41.920 --> 00:05:43.200]  你也可以看過
[00:05:43.200 --> 00:05:45.760]  在基督教的詩歌裡面
[00:05:45.760 --> 00:05:47.760]  在Spotify裡面
[00:05:47.760 --> 00:05:51.600]  最多人點擊或者是最多人下載的歌
[00:05:51.600 --> 00:05:53.240]  就是Hillsong的這一首
[00:05:53.240 --> 00:05:55.920]  What a beautiful name
[00:05:55.920 --> 00:05:59.120]  總共超過1.2個Billion的人
[00:05:59.120 --> 00:06:01.120]  來下載這一首歌
[00:06:01.120 --> 00:06:02.080]  所以你可不可以看到
[00:06:02.080 --> 00:06:04.880]  如果一首詩歌有問題的話
[00:06:04.880 --> 00:06:06.880]  會有多大的影響呢?
[00:06:06.880 --> 00:06:12.360]  我曾經在一個交流、分享的情況之下
[00:06:12.360 --> 00:06:16.360]  跟一些人分享譯詩歌裡面的一些感受
[00:06:16.360 --> 00:06:18.200]  曾經我見過一首詩歌
[00:06:18.200 --> 00:06:19.640]  這首詩歌翻譯的時候
[00:06:19.640 --> 00:06:22.040]  它原本是一首印尼話的詩歌
[00:06:22.040 --> 00:06:23.400]  但是翻譯的時候
[00:06:23.400 --> 00:06:27.200]  有一位人翻譯了
[00:06:27.200 --> 00:06:29.520]  天父釘死在十字架上
[00:06:29.520 --> 00:06:31.640]  我就說這個翻譯是錯誤的
[00:06:31.640 --> 00:06:34.720]  因為不是聖父釘在十字架上
[00:06:34.720 --> 00:06:37.400]  而是主耶穌在十字架上為我們釘死
[00:06:37.400 --> 00:06:40.760]  你知不知道這是一個神學上的錯誤
[00:06:40.760 --> 00:06:42.640]  這就是聖父受苦說
[00:06:42.640 --> 00:06:44.080]  或者是撒帕劉主義
[00:06:44.080 --> 00:06:46.400]  也可以叫做神格維一論
[00:06:46.400 --> 00:06:48.200]  所以你會看到
[00:06:48.200 --> 00:06:52.640]  音樂跟基督教有非常密切的關係
[00:06:52.640 --> 00:06:54.200]  而今天我們看的經文
[00:06:54.200 --> 00:06:57.680]  其實跟聖樂是拉上極大的關係
[00:06:57.680 --> 00:06:58.840]  而我們今天看的
[00:06:58.840 --> 00:07:01.120]  正正是我們不喜歡看的經文
[00:07:01.120 --> 00:07:04.280]  就是《歷代志》這本聖經
[00:07:04.280 --> 00:07:06.240]  我們對於《歷代志》的感受
[00:07:06.240 --> 00:07:07.600]  可以說是望而生畏
[00:07:07.600 --> 00:07:08.400]  為什麼呢?
[00:07:08.400 --> 00:07:09.720]  因為有三個元素
[00:07:09.720 --> 00:07:13.000]  我們都會感覺到《歷代志》是不喜歡看的
[00:07:13.000 --> 00:07:15.440]  並不是我們的興趣之一
[00:07:15.440 --> 00:07:16.000]  第一
[00:07:16.000 --> 00:07:17.440]  就是裡面有家譜
[00:07:17.440 --> 00:07:18.800]  你一看到《歷代志》
[00:07:18.800 --> 00:07:20.040]  你幾乎想剪掉它
[00:07:20.040 --> 00:07:20.800]  為什麼呢?
[00:07:20.800 --> 00:07:22.360]  頭九章全部都是人名
[00:07:22.360 --> 00:07:23.720]  全部都是家譜
[00:07:23.720 --> 00:07:26.480]  你立刻打沉了你讀聖經的興趣
[00:07:26.480 --> 00:07:27.200]  第二
[00:07:27.200 --> 00:07:28.280]  就是數目字
[00:07:28.280 --> 00:07:29.640]  錢就說而已
[00:07:29.640 --> 00:07:31.120]  裡面的數目是什麼數目?
[00:07:31.120 --> 00:07:33.320]  多少人、多少兒子、多少勇士
[00:07:33.320 --> 00:07:34.400]  多少人唱歌
[00:07:34.400 --> 00:07:36.800]  關我什麼事?
[00:07:36.800 --> 00:07:37.880]  還有第三
[00:07:37.880 --> 00:07:39.280]  重複
[00:07:39.280 --> 00:07:41.520]  你知道最不喜歡重複的
[00:07:41.520 --> 00:07:45.120]  《撒姆爾記》、《列王記》之後
[00:07:45.120 --> 00:07:46.280]  你再讀《歷代志》
[00:07:46.280 --> 00:07:49.840]  你會發現大部分很多地方都是重複的
[00:07:49.840 --> 00:07:51.600]  那讀來幹什麼呢?
[00:07:51.600 --> 00:07:55.880]  所以對《歷代志》我們的感受是望而生畏
[00:07:55.880 --> 00:07:57.120]  但是事實上
[00:07:57.120 --> 00:07:59.680]  《歷代志》也是非常重要
[00:07:59.680 --> 00:08:00.640]  事實上
[00:08:00.640 --> 00:08:01.800]  在希伯來聖經裡面
[00:08:01.800 --> 00:08:03.280]  它們是不分上下的
[00:08:03.280 --> 00:08:06.240]  它們都放在希伯來聖經裡面
[00:08:06.240 --> 00:08:07.840]  排在最後一卷
[00:08:07.840 --> 00:08:09.400]  所以作為最後一卷
[00:08:09.400 --> 00:08:11.800]  它的意義絕不能忽略
[00:08:11.800 --> 00:08:12.960]  《歷代志》
[00:08:12.960 --> 00:08:14.520]  頭九章聖經
[00:08:14.520 --> 00:08:20.280]  基本上是以耶路撒冷和利未之派為中心
[00:08:20.280 --> 00:08:21.240]  為什麼呢?
[00:08:21.240 --> 00:08:24.080]  有人分析過一到第九章
[00:08:24.080 --> 00:08:25.200]  這九章的經文
[00:08:25.200 --> 00:08:31.440]  其實是一個頗有洋蔥式的線形結構
[00:08:31.440 --> 00:08:35.320]  他分析結構這個人叫做James Barks
[00:08:35.320 --> 00:08:36.960]  在二千多年的時候
[00:08:36.960 --> 00:08:40.040]  他就用了他畢生的研究
[00:08:40.040 --> 00:08:42.480]  來寫出這篇文章
[00:08:42.480 --> 00:08:47.120]  就提到《歷代志》一到第九章
[00:08:47.120 --> 00:08:50.520]  其實這個家譜是一個很有層次的結構
[00:08:50.520 --> 00:08:52.840]  它可以說就像一個洋蔥一樣
[00:08:52.840 --> 00:08:54.560]  當你劈開它一半的時候
[00:08:54.560 --> 00:08:55.840]  是互相來平衡
[00:08:55.840 --> 00:08:57.240]  中間最核心的地方
[00:08:57.240 --> 00:08:58.600]  就提到利未人
[00:08:58.600 --> 00:09:00.120]  就提到祭司的伏事
[00:09:00.120 --> 00:09:01.880]  如果你再留心的話
[00:09:01.880 --> 00:09:03.080]  你再留心的話
[00:09:03.080 --> 00:09:06.280]  一到第九章這些地名或者支派名
[00:09:06.280 --> 00:09:08.520]  也是逆時針的方向
[00:09:08.520 --> 00:09:10.640]  他是先說猶大支派
[00:09:10.640 --> 00:09:12.120]  再到西面
[00:09:12.120 --> 00:09:13.960]  沿著六點鐘的方向
[00:09:13.960 --> 00:09:15.680]  到達三的方向
[00:09:15.680 --> 00:09:17.760]  到河東的兩個半支派
[00:09:17.760 --> 00:09:21.960]  然後第六章插了沒有分地的利未人和祭司
[00:09:21.960 --> 00:09:24.240]  這正正就是圓圈的中心
[00:09:24.240 --> 00:09:26.600]  而在第七章十二點鐘方向
[00:09:26.600 --> 00:09:29.320]  向著第九點方向進發的時候
[00:09:29.320 --> 00:09:31.440]  就輪到河西其餘的支派
[00:09:31.440 --> 00:09:33.240]  你說這是不是很平衡
[00:09:33.240 --> 00:09:35.720]  約旦河東的兩個半支派
[00:09:35.720 --> 00:09:38.040]  接著再返回遍雅閔
[00:09:38.040 --> 00:09:40.560]  再回到耶路撒冷來做結束
[00:09:40.560 --> 00:09:43.400]  耶路撒冷就在遍雅閔的分封地裡面
[00:09:43.400 --> 00:09:44.480]  換句話說
[00:09:44.480 --> 00:09:48.720]  這個加普是非常突出利未人和祭司之外
[00:09:48.720 --> 00:09:51.880]  也強調了耶路撒冷的地位
[00:09:51.880 --> 00:09:53.880]  耶路撒冷裡面有些什麼?
[00:09:53.880 --> 00:09:54.600]  沒錯
[00:09:54.600 --> 00:09:57.040]  耶路撒冷裡面有聖殿
[00:09:57.040 --> 00:10:00.640]  而這個聖殿就是人與神打通天地線的地方
[00:10:00.640 --> 00:10:04.960]  就是人與神和一個經派神的地方
[00:10:04.960 --> 00:10:09.560]  而在歷代誌和撒姆爾沒有重覆的地方是什麼地方?
[00:10:09.560 --> 00:10:11.440]  主要就是兩個段落
[00:10:11.440 --> 00:10:13.960]  第一個就是第一到第九章的加普
[00:10:13.960 --> 00:10:15.680]  就是我們剛剛分享過的加普
[00:10:15.680 --> 00:10:18.720]  而另一個就是二十二到二十八章
[00:10:18.720 --> 00:10:20.480]  特別是二十三到二十七
[00:10:20.480 --> 00:10:23.760]  這五章利未人功績的加普
[00:10:23.760 --> 00:10:26.160]  聖殿放在耶路撒冷
[00:10:26.160 --> 00:10:29.680]  而在聖殿裡面侍奉的人是利未人
[00:10:29.680 --> 00:10:30.880]  透過加普
[00:10:30.880 --> 00:10:35.080]  除了突出了利未人是上帝揀選出來去服侍之外
[00:10:35.080 --> 00:10:38.360]  利未人就在聖殿裡面服侍之外
[00:10:38.360 --> 00:10:43.040]  也強調了利未人他們的合法性
[00:10:43.040 --> 00:10:45.720]  還有一件事我們不要忘記的就是
[00:10:45.720 --> 00:10:49.120]  這個加普由第一到第九章
[00:10:49.120 --> 00:10:50.680]  其實嚴格來說
[00:10:50.680 --> 00:10:55.160]  它一開始的時候是說猶大自排線
[00:10:55.160 --> 00:10:57.920]  大家都知道猶大在雅各的眾子裡面
[00:10:57.920 --> 00:10:59.400]  它只不過排第四
[00:10:59.400 --> 00:11:01.200]  但竟然之間在加普裡面
[00:11:01.200 --> 00:11:02.800]  它是第一個自排出現
[00:11:02.800 --> 00:11:04.440]  而且在這個自排裡面
[00:11:04.440 --> 00:11:05.560]  個個都不說
[00:11:05.560 --> 00:11:07.680]  它就是說大衛這個人
[00:11:07.680 --> 00:11:10.960]  很明顯一開始說大衛這個人
[00:11:10.960 --> 00:11:12.760]  肯定是有陰謀
[00:11:12.760 --> 00:11:15.040]  因為我們發覺在第八章裡面
[00:11:15.040 --> 00:11:17.680]  他就將數羅王的加普搬出來
[00:11:17.680 --> 00:11:19.760]  就好像一個對稱、一個對比
[00:11:19.760 --> 00:11:22.000]  所以在第九章加普結束的時候
[00:11:22.000 --> 00:11:24.240]  就說面雅文自排
[00:11:24.240 --> 00:11:27.080]  不知道到底是這個自排太小了
