
[00:00:00.000 --> 00:00:05.720]  各位早晨 很開心又能夠跟大家一起敬拜神
[00:00:05.720 --> 00:00:07.720]  OK 謝謝
[00:00:07.720 --> 00:00:15.240]  剛才就和幾位很多年在太古神堂認識的弟兄姊妹
[00:00:15.240 --> 00:00:17.240]  再提醒我們認識了很多年
[00:00:17.240 --> 00:00:20.000]  我們每人都越來越年輕
[00:00:20.000 --> 00:00:26.600]  再想起當時十幾二十年前
[00:00:26.600 --> 00:00:29.840]  在這個時候再多謝上帝
[00:00:29.840 --> 00:00:33.520]  又多謝大家讓我在過往在太古城的服侍裏面
[00:00:33.520 --> 00:00:35.080]  我也有成長的
[00:00:35.080 --> 00:00:37.080]  我也在磨練大家成長
[00:00:37.080 --> 00:00:39.080]  大家也在磨練我成長
[00:00:39.080 --> 00:00:39.880]  很開心
[00:00:39.880 --> 00:00:43.240]  我有一件事是繼續在學習的
[00:00:43.240 --> 00:00:45.240]  可能大家是不知道的 猜也猜不到的
[00:00:45.240 --> 00:00:51.760]  我有一個過三十年的做辣椒油的經驗
[00:00:51.760 --> 00:00:53.760]  三十年 過三十年
[00:00:53.760 --> 00:00:59.760]  做到最近都是在失敗當中
[00:00:59.760 --> 00:01:04.160]  我們很開心有些關係聯絡
[00:01:04.160 --> 00:01:08.640]  在大嶼山 人們自己種植
[00:01:08.640 --> 00:01:10.640]  沒有農藥的地方
[00:01:10.640 --> 00:01:14.160]  拿了一些辣椒 指天椒
[00:01:14.160 --> 00:01:16.160]  繼續製作
[00:01:16.160 --> 00:01:18.160]  繼續製作 自己也不滿意
[00:01:18.160 --> 00:01:20.160]  三十多年也不滿意 別說這些了
[00:01:20.160 --> 00:01:22.160]  這些這麼失敗的東西
[00:01:22.160 --> 00:01:25.840]  但我記得大概三十年前在美國國務會的時候
[00:01:25.840 --> 00:01:29.840]  我把我的製作分享給會友
[00:01:29.840 --> 00:01:31.840]  做完辣椒油當然找瓶裝
[00:01:31.840 --> 00:01:33.840]  難道找膠袋裝嗎
[00:01:33.840 --> 00:01:35.840]  瓶當然不會買
[00:01:35.840 --> 00:01:37.840]  當然有大有小
[00:01:37.840 --> 00:01:39.840]  分享給會友
[00:01:39.840 --> 00:01:41.840]  分享之後有個會友說
[00:01:41.840 --> 00:01:45.840]  哦 你給我一個初信的大瓶一點
[00:01:45.840 --> 00:01:47.840]  因為我在教會內
[00:01:47.840 --> 00:01:49.840]  所以給我一瓶小一點的
[00:01:49.840 --> 00:01:51.840]  神都是這樣的
[00:01:51.840 --> 00:01:54.840]  初信主 祈禱甚麼都靈的
[00:01:54.840 --> 00:01:56.840]  信主久一點
[00:01:56.840 --> 00:01:58.840]  上帝對我們苛刻一點
[00:01:58.840 --> 00:02:00.840]  整個祈禱都不行
[00:02:00.840 --> 00:02:03.840]  究竟祈禱是行還是不行呢
[00:02:03.840 --> 00:02:05.840]  因為很實際
[00:02:05.840 --> 00:02:07.840]  我希望今天講一個很實際的道
[00:02:07.840 --> 00:02:09.840]  聽完之後你回來立刻有得用
[00:02:09.840 --> 00:02:12.840]  究竟我有時要祈禱
[00:02:12.840 --> 00:02:14.840]  點祈才行呢
[00:02:14.840 --> 00:02:18.840]  是不是初信那瓶辣椒油大一點
[00:02:18.840 --> 00:02:20.840]  信得久
[00:02:20.840 --> 00:02:24.840]  神不是很聽 又諸多流蘭
[00:02:24.840 --> 00:02:26.840]  今天就講一個
[00:02:26.840 --> 00:02:30.840]  跟隨耶穌的門徒去祈禱
[00:02:30.840 --> 00:02:32.840]  但是不行
[00:02:32.840 --> 00:02:34.840]  大敗
[00:02:34.840 --> 00:02:36.840]  下一章
[00:02:36.840 --> 00:02:38.840]  全部撲倒
[00:02:38.840 --> 00:02:40.840]  全部大敗
[00:02:40.840 --> 00:02:41.840]  下一章
[00:02:41.840 --> 00:02:43.840]  這個剛才已經讀過了
[00:02:43.840 --> 00:02:46.840]  有個人帶了個兒子來
[00:02:46.840 --> 00:02:50.840]  自小就鬼父 又聾又啞
[00:02:50.840 --> 00:02:52.840]  事實就是這樣
[00:02:52.840 --> 00:02:56.840]  周圍的人 所有人都知道
[00:02:56.840 --> 00:02:58.840]  這個是鬼上身的問題
[00:02:58.840 --> 00:03:00.840]  聽見耶穌行
[00:03:00.840 --> 00:03:02.840]  未見到耶穌
[00:03:02.840 --> 00:03:04.840]  不過你的學生都應該行
[00:03:04.840 --> 00:03:07.840]  帶去他的學生面前
[00:03:07.840 --> 00:03:09.840]  行還是不行
[00:03:09.840 --> 00:03:11.840]  不行
[00:03:11.840 --> 00:03:13.840]  這個大敗
[00:03:13.840 --> 00:03:16.840]  第一件事我覺得要檢討一下
[00:03:16.840 --> 00:03:17.840]  在祈禱裡面
[00:03:17.840 --> 00:03:18.840]  耶穌又行
[00:03:18.840 --> 00:03:20.840]  耶穌又說我們都行
[00:03:20.840 --> 00:03:22.840]  為什麼這次不行
[00:03:22.840 --> 00:03:25.840]  要檢討一下
[00:03:25.840 --> 00:03:29.840]  前面還有一件事
[00:03:29.840 --> 00:03:32.840]  發生了什麼事呢
[00:03:32.840 --> 00:03:35.840]  就是一個很獨特的
[00:03:35.840 --> 00:03:38.840]  超自然的經歷
[00:03:38.840 --> 00:03:40.840]  一個屬靈的經歷
[00:03:40.840 --> 00:03:43.840]  這個經歷應該很鼓勵他們
[00:03:43.840 --> 00:03:45.840]  有能力再發功
[00:03:45.840 --> 00:03:47.840]  奉耶穌的名 趕你走
[00:03:47.840 --> 00:03:50.840]  我奉耶穌的名禱告 行
[00:03:50.840 --> 00:03:53.840]  誰知道完全不行
[00:03:53.840 --> 00:03:55.840]  我們看看這個經歷
[00:03:55.840 --> 00:03:57.840]  在這個鋪排裡面
[00:03:57.840 --> 00:04:00.840]  為什麼專門講這件事
[00:04:00.840 --> 00:04:05.840]  那個奇異超自然的經歷
[00:04:05.840 --> 00:04:09.840]  反而使這些門徒奉耶穌的名趕鬼
[00:04:09.840 --> 00:04:10.840]  但是不行
[00:04:10.840 --> 00:04:12.840]  這個是刻意的對照
[00:04:12.840 --> 00:04:14.840]  這個刻意對照之後
[00:04:14.840 --> 00:04:16.840]  然後使他失敗
[00:04:16.840 --> 00:04:17.840]  這是我們要學習的
[00:04:17.840 --> 00:04:21.840]  最高峰的一個屬靈超自然經歷
[00:04:21.840 --> 00:04:24.840]  一落到現實的地
[00:04:24.840 --> 00:04:26.840]  全部好像剛才那幅圖畫一樣
[00:04:26.840 --> 00:04:28.840]  徹底大敗
[00:04:28.840 --> 00:04:29.840]  我們看看
[00:04:29.840 --> 00:04:31.840]  這裡就是這樣
[00:04:31.840 --> 00:04:37.840]  這個是剛剛說大敗之前的經歷
[00:04:37.840 --> 00:04:43.840]  過了六天 耶穌帶著彼得 瓦國 約翰三個最入室弟子
[00:04:43.840 --> 00:04:46.840]  暗暗地上了高山
[00:04:46.840 --> 00:04:48.840]  不是採藥
[00:04:48.840 --> 00:04:52.840]  是裡面變相 超自然的現象
[00:04:52.840 --> 00:04:55.840]  就在他們面前變了形象
[00:04:55.840 --> 00:04:57.840]  本來是人的體
[00:04:57.840 --> 00:05:02.840]  變了超自然 榮耀上帝的光明
[00:05:02.840 --> 00:05:03.840]  怎麼樣呢
[00:05:03.840 --> 00:05:05.840]  衣服放光
[00:05:05.840 --> 00:05:06.840]  極其潔白
[00:05:06.840 --> 00:05:12.840]  地上的漂泊沒有一個能漂得那樣白
[00:05:12.840 --> 00:05:15.840]  超越人的言語與經歷
[00:05:15.840 --> 00:05:18.840]  能夠描述的光芒與潔白
[00:05:18.840 --> 00:05:21.840]  這個是上帝 正在描述上帝
[00:05:21.840 --> 00:05:25.840]  忽然有一個他們在列祖列宗裡面
[00:05:25.840 --> 00:05:31.840]  絕對承認超等的先知代表神 以利亞
[00:05:31.840 --> 00:05:37.840]  以及帶他出埃及的摩西向他們顯現
[00:05:37.840 --> 00:05:39.840]  並且和耶穌說話
[00:05:39.840 --> 00:05:42.840]  彼得對耶穌說拉比 即是老師 夫子
[00:05:42.840 --> 00:05:46.840]  我們這對真好
[00:05:46.840 --> 00:05:48.840]  這個不是廣東話 如果說
[00:05:48.840 --> 00:05:51.840]  阿sir 這個很正啊 現在
[00:05:51.840 --> 00:05:52.840]  就是這樣
[00:05:52.840 --> 00:05:53.840]  我們可以搭三個棚
[00:05:53.840 --> 00:05:55.840]  一個為你 一個為摩西 一個為以利亞
[00:05:55.840 --> 00:05:57.840]  尊敬你們
[00:05:57.840 --> 00:05:59.840]  然後我們可以長期留在這裡
[00:05:59.840 --> 00:06:02.840]  彼得不知道說什麼才好
[00:06:02.840 --> 00:06:04.840]  沒話說了一輩子 嘔出來說
[00:06:04.840 --> 00:06:05.840]  他經常都是這樣
[00:06:05.840 --> 00:06:08.840]  因為他們心事懼怕
[00:06:08.840 --> 00:06:11.840]  有一朵雲彩來遮蓋他們
[00:06:11.840 --> 00:06:13.840]  也有聲音從雲彩裡面說
[00:06:13.840 --> 00:06:16.840]  這是我的愛子 你們要聽他
[00:06:16.840 --> 00:06:18.840]  這個是天父上帝的聲音
[00:06:18.840 --> 00:06:21.840]  說這個是我愛子 這個是上帝
[00:06:21.840 --> 00:06:24.840]  門徒忽然周圍一看
[00:06:24.840 --> 00:06:26.840]  不再見一人
[00:06:26.840 --> 00:06:30.840]  只見耶穌和他們在那裡
[00:06:30.840 --> 00:06:31.840]  下山的時候
[00:06:31.840 --> 00:06:32.840]  耶穌祝福他們說
[00:06:32.840 --> 00:06:34.840]  人子還沒有從死裡復活
[00:06:34.840 --> 00:06:36.840]  你們不要將所看見的告訴人
[00:06:36.840 --> 00:06:38.840]  門徒張姐說存在心裡
[00:06:38.840 --> 00:06:40.840]  彼此已倫從死裡復活
[00:06:40.840 --> 00:06:42.840]  是什麼意思呢
[00:06:42.840 --> 00:06:44.840]  他們就問耶穌說
[00:06:44.840 --> 00:06:47.840]  問是為什麼說以利亞必須來
[00:06:47.840 --> 00:06:49.840]  耶穌說以利亞固然先來
[00:06:49.840 --> 00:06:51.840]  復興萬世經上不是只著人子說
[00:06:51.840 --> 00:06:53.840]  他要受許多的苦
[00:06:53.840 --> 00:06:56.840]  避人興萬呢 我告訴你們
[00:06:56.840 --> 00:06:57.840]  以利亞已經來了
[00:06:57.840 --> 00:06:59.840]  他們也任意待他
[00:06:59.840 --> 00:07:04.840]  正如經上指著他的話
[00:07:04.840 --> 00:07:06.840]  他是救世主
[00:07:06.840 --> 00:07:07.840]  這個今天不多說
[00:07:07.840 --> 00:07:13.840]  就是說門徒經歷了極其超然的經歷
[00:07:13.840 --> 00:07:14.840]  如果你今天說聽見
[00:07:14.840 --> 00:07:17.840]  我祈禱有些什麼上天落地的經歷
[00:07:17.840 --> 00:07:19.840]  這裡是最高峰的經歷
[00:07:19.840 --> 00:07:20.840]  見到上帝
[00:07:20.840 --> 00:07:23.840]  或者見到上帝的光芒
[00:07:23.840 --> 00:07:25.840]  聽見天父上帝的聲音
[00:07:25.840 --> 00:07:29.840]  然後列宗列祖裡的先知與領袖
[00:07:29.840 --> 00:07:31.840]  然後和耶穌一起對話
[00:07:31.840 --> 00:07:34.840]  多麼肯定
[00:07:34.840 --> 00:07:36.840]  下一章
[00:07:36.840 --> 00:07:40.840]  但是一到現實之後
[00:07:40.840 --> 00:07:42.840]  全部不行
[00:07:42.840 --> 00:07:45.840]  究竟失敗在哪裡呢
[00:07:45.840 --> 00:07:47.840]  在耶穌這裡說
[00:07:47.840 --> 00:07:52.840]  這是不信的世代 你要到什麼時候
[00:07:52.840 --> 00:07:56.840]  就是門徒失敗了
[00:07:56.840 --> 00:07:59.840]  耶穌的批判就是說
[00:07:59.840 --> 00:08:01.840]  不信的世代包括門徒
[00:08:01.840 --> 00:08:06.840]  包括這些接受醫治的群眾
[00:08:06.840 --> 00:08:07.840]  或者那個兒子
[00:08:07.840 --> 00:08:09.840]  或者那個父親
[00:08:09.840 --> 00:08:14.840]  他說他的信心不行
[00:08:14.840 --> 00:08:16.840]  難道門徒沒有信心嗎
[00:08:16.840 --> 00:08:18.840]  當然不是
[00:08:18.840 --> 00:08:20.840]  已經跟隨耶穌怎麼會沒有信心
[00:08:20.840 --> 00:08:22.840]  所以這裡一定不是指信心
[00:08:22.840 --> 00:08:27.840]  一定是說信心的質素
[00:08:27.840 --> 00:08:28.840]  好還是不好
[00:08:28.840 --> 00:08:29.840]  你說有信心就行了
[00:08:29.840 --> 00:08:30.840]  信主耶穌 舉手信主耶穌
[00:08:30.840 --> 00:08:32.840]  我也有來禮拜堂
[00:08:32.840 --> 00:08:34.840]  不多不少我也有祈禱
[00:08:34.840 --> 00:08:37.840]  讀經 做善事
[00:08:37.840 --> 00:08:38.840]  我也有信心
[00:08:38.840 --> 00:08:39.840]  耶穌說
[00:08:39.840 --> 00:08:41.840]  這裡不是說他沒有信心
[00:08:41.840 --> 00:08:42.840]  是一個前文後理
[00:08:42.840 --> 00:08:44.840]  是要求我們去理解
[00:08:44.840 --> 00:08:46.840]  耶穌說的是信心的質素
[00:08:46.840 --> 00:08:51.840]  你是信靠耶穌還是不信靠耶穌
[00:08:51.840 --> 00:08:53.840]  門徒一定是已經信了耶穌
[00:08:53.840 --> 00:08:56.840]  是有一些認識的
[00:08:56.840 --> 00:08:58.840]  但可能在這裡說
[00:08:58.840 --> 00:09:00.840]  他們夾雜了一些思潮
[00:09:00.840 --> 00:09:01.840]  在這裡沒有詳細說
[00:09:01.840 --> 00:09:04.840]  夾雜了之後這些沙沙石石
[00:09:04.840 --> 00:09:08.840]  影響他們的信靠耶穌
[00:09:08.840 --> 00:09:09.840]  不只是口說
[00:09:09.840 --> 00:09:12.840]  就是依靠他那個不夠集中
[00:09:12.840 --> 00:09:18.840]  我不知道究竟門徒那個不夠集中
[00:09:18.840 --> 00:09:20.840]  或者質素差到哪裡
[00:09:20.840 --> 00:09:21.840]  要進步到哪裡
[00:09:21.840 --> 00:09:22.840]  不過我們可以說
[00:09:22.840 --> 00:09:23.840]  如果這個是解釋的話
[00:09:23.840 --> 00:09:24.840]  值得我們檢討
[00:09:24.840 --> 00:09:26.840]  今天敬拜上帝
[00:09:26.840 --> 00:09:28.840]  上帝再提醒我們
[00:09:28.840 --> 00:09:31.840]  如果今天去評價一下
[00:09:31.840 --> 00:09:32.840]  給個分數
[00:09:32.840 --> 00:09:34.840]  你的信心的質素
[00:09:34.840 --> 00:09:35.840]  信靠耶穌
[00:09:35.840 --> 00:09:39.840]  耶穌是主的質素有多少
[00:09:39.840 --> 00:09:41.840]  作為我們的檢討
[00:09:41.840 --> 00:09:42.840]  敬拜上帝
[00:09:42.840 --> 00:09:43.840]  上帝你是真的
[00:09:43.840 --> 00:09:45.840]  你是唯一的上帝
[00:09:45.840 --> 00:09:46.840]  你是永恆的主宰
[00:09:46.840 --> 00:09:48.840]  你是我生活的主宰
[00:09:48.840 --> 00:09:49.840]  是世界宇宙的主宰
[00:09:49.840 --> 00:09:51.840]  我們今天來敬拜你
[00:09:51.840 --> 00:09:52.840]  再次被提醒
[00:09:52.840 --> 00:09:58.840]  你說是
[00:09:58.840 --> 00:10:01.840]  當耶穌問門徒我是誰的時候
[00:10:01.840 --> 00:10:03.840]  耶穌出資代表門徒說
[00:10:03.840 --> 00:10:04.840]  你是什麼
[00:10:04.840 --> 00:10:05.840]  你是救主
[00:10:05.840 --> 00:10:06.840]  你是基督
[00:10:06.840 --> 00:10:08.840]  你是永生神的兒子
[00:10:08.840 --> 00:10:11.840]  亞馬達十六十六
[00:10:11.840 --> 00:10:12.840]  永遠上帝主宰
[00:10:12.840 --> 00:10:14.840]  你永遠是上帝
[00:10:14.840 --> 00:10:16.840]  耶穌你永遠是主宰
[00:10:16.840 --> 00:10:17.840]  所以信耶穌
