
[00:00:00.000 --> 00:00:06.140]  感謝主讓我又一次來到粵語堂跟大家來分享神的話語
[00:00:06.140 --> 00:00:07.940]  讓我們一起來做一個禱告
[00:00:07.940 --> 00:00:12.540]  才的天父願你的靈來開啓我們
[00:00:12.540 --> 00:00:15.360]  每一個人都被你的話語所造就
[00:00:15.360 --> 00:00:17.920]  奉靠主耶穌基督的名求阿們
[00:00:17.920 --> 00:00:25.860]  使徒行傳讓我們看到基督教會最初建立時的情景
[00:00:26.360 --> 00:00:32.500]  使徒行傳讓我們看到基督教會最初建立時的情況
[00:00:32.500 --> 00:00:35.060]  那有些情況
[00:00:35.060 --> 00:00:41.460]  跟我們今天的教會非常的不同比如他們把所有的家產都變賣了
[00:00:41.460 --> 00:00:42.240]  凡物共用
[00:00:42.240 --> 00:00:44.540]  有些情況呢
[00:00:44.540 --> 00:00:47.600]  和我們現在的教會非常
[00:00:47.600 --> 00:00:48.380]  不同
[00:00:48.380 --> 00:00:50.160]  比如說他們
[00:00:50.160 --> 00:00:52.720]  都將家產變賣了
[00:00:54.000 --> 00:00:56.560]  所謂叫做凡物共用
[00:00:56.560 --> 00:01:02.960]  但有些情況跟我們當今的教會非常的一樣就比如我們今天要看到的這段經文
[00:01:02.960 --> 00:01:06.280]  但有些情況呢
[00:01:06.280 --> 00:01:09.620]  和我們今天的教會是非常相似的
[00:01:09.620 --> 00:01:12.180]  就好像今天我們看到的一段經文
[00:01:12.180 --> 00:01:17.300]  因爲今天這段經文談到的是全天下
[00:01:17.300 --> 00:01:20.380]  每一間教會都會遇到的事情
[00:01:20.380 --> 00:01:22.160]  矛盾衝突
[00:01:22.680 --> 00:01:24.480]  這是怎樣的矛盾呢
[00:01:24.480 --> 00:01:26.260]  讓我們來看經文
[00:01:26.260 --> 00:01:28.560]  這是什麼矛盾呢
[00:01:28.560 --> 00:01:31.120]  讓我們一起來看看經文
[00:01:31.120 --> 00:01:34.200]  在使徒行傳上面講
[00:01:34.200 --> 00:01:37.280]  那是門徒爭奪
[00:01:37.280 --> 00:01:39.580]  有些希臘語的
[00:01:39.580 --> 00:01:43.160]  猶太人向希伯來人發怨言
[00:01:43.160 --> 00:01:44.440]  那是
[00:01:44.440 --> 00:01:45.460]  那是
[00:01:45.460 --> 00:01:46.240]  那是
[00:01:46.240 --> 00:01:47.260]  那是
[00:01:47.260 --> 00:01:48.280]  那是
[00:01:48.280 --> 00:01:49.040]  那是
[00:01:49.040 --> 00:01:49.820]  那是
[00:01:49.820 --> 00:01:50.580]  那是
[00:01:51.100 --> 00:01:52.640]  那是希伯來人發怨言
[00:01:52.640 --> 00:01:55.440]  因爲在天天供給上
[00:01:55.440 --> 00:01:57.500]  忽略了他們的
[00:01:57.500 --> 00:01:58.520]  寡婦
[00:01:58.520 --> 00:02:04.160]  初代的教會雖然他們主要是由猶太人組成的
[00:02:04.160 --> 00:02:07.480]  但這些猶太人卻來自不同的文化
[00:02:07.480 --> 00:02:09.540]  初期的教會呢
[00:02:09.540 --> 00:02:12.100]  雖然主要都是猶太人
[00:02:12.100 --> 00:02:13.880]  但這些猶太人呢
[00:02:13.880 --> 00:02:15.940]  是來自不同的文化
[00:02:15.940 --> 00:02:17.480]  當時
[00:02:17.480 --> 00:02:20.280]  希臘語是地中海世界的
[00:02:20.540 --> 00:02:21.560]  國際語言
[00:02:21.560 --> 00:02:24.120]  所以很多散居的猶太人
[00:02:24.120 --> 00:02:26.160]  他們就只會講希臘語
[00:02:26.160 --> 00:02:29.240]  就好像我們今天澳洲的ABC一樣
[00:02:29.240 --> 00:02:35.140]  當時希臘語是地中海世界的國際語言
[00:02:35.140 --> 00:02:38.200]  有些散居的猶太人
[00:02:38.200 --> 00:02:40.500]  他們就只會講
[00:02:40.500 --> 00:02:41.800]  希臘語
[00:02:41.800 --> 00:02:45.120]  就好像現在澳洲的ABC一樣
[00:02:45.120 --> 00:02:48.440]  除了這些希臘化的猶太人
[00:02:48.960 --> 00:02:51.260]  這個教會里還有一些猶太人是
[00:02:51.260 --> 00:02:54.600]  一直定居在耶路撒冷這一塊地方的
[00:02:54.600 --> 00:02:58.440]  除了這些希臘化的猶太人之外
[00:02:58.440 --> 00:03:03.300]  還有些猶太人他們一直定居在耶路撒冷地區
[00:03:03.300 --> 00:03:07.900]  他們的母語是希伯來語也就是雅蘭語
[00:03:07.900 --> 00:03:12.520]  而且他們在文化信仰上都是比較傳統保守的
[00:03:12.520 --> 00:03:15.320]  就好像耶穌和他的12個門徒
[00:03:15.320 --> 00:03:18.400]  他們的母語是希伯來語
[00:03:19.420 --> 00:03:21.980]  也就是雅蘭語
[00:03:21.980 --> 00:03:26.080]  他們在文化信仰上都是比較傳統的
[00:03:26.080 --> 00:03:29.400]  就比如耶穌和他的12個門徒
[00:03:29.400 --> 00:03:33.760]  所以教會出現的矛盾
[00:03:33.760 --> 00:03:36.840]  希臘語的猶太人和雅蘭語的猶太人
[00:03:36.840 --> 00:03:41.440]  他們之間的矛盾不是教義之爭不是真理之爭
[00:03:41.440 --> 00:03:44.260]  而是資源配置出了問題
[00:03:44.780 --> 00:03:49.400]  希臘語的猶太人和雅蘭語的猶太人
[00:03:49.400 --> 00:03:54.760]  他們之間的矛盾不是教義之爭不是真理之爭
[00:03:54.760 --> 00:03:58.340]  而是資源配置出了問題
[00:03:58.340 --> 00:04:03.480]  可能就是在領飯的時候講雅蘭語的猶太人
[00:04:03.480 --> 00:04:07.820]  因爲跟門徒比較熟可能他們就總能排在前面
[00:04:07.820 --> 00:04:11.920]  可能在領飯的時候
[00:04:12.160 --> 00:04:17.280]  因爲講雅蘭語的猶太人和門徒比較熟
[00:04:17.280 --> 00:04:20.100]  他們就總能夠排在最前面
[00:04:20.100 --> 00:04:24.460]  然後等到講希臘語的猶太人拿飯的時候
[00:04:24.460 --> 00:04:27.780]  剩的都是殘羹剩飯這樣一來
[00:04:27.780 --> 00:04:31.360]  講希臘語的這個羣體就不滿意了
[00:04:31.360 --> 00:04:34.680]  等到希臘語的猶太人
[00:04:34.680 --> 00:04:36.220]  拿飯的時候
[00:04:36.220 --> 00:04:40.320]  正是來的都是陳根正飯
[00:04:40.580 --> 00:04:45.440]  這樣一來講希臘語的羣體就不滿意了
[00:04:45.440 --> 00:04:48.520]  這個畫面是不是很熟悉
[00:04:48.520 --> 00:04:51.840]  這個場面是不是很熟悉呢
[00:04:51.840 --> 00:04:54.920]  我們是不是都經歷過類似的事情
[00:04:54.920 --> 00:04:57.740]  我們是不是都經歷過類似的事情呢
[00:04:57.740 --> 00:05:04.640]  那讓我們來看一看耶路撒冷教會是如何解決這個衝突的
[00:05:05.160 --> 00:05:12.060]  那讓我們來看一看耶路撒冷教會是如何解決這個衝突的呢
[00:05:12.060 --> 00:05:14.120]  聖經上說
[00:05:14.120 --> 00:05:17.700]  十二門徒叫衆門徒來
[00:05:17.700 --> 00:05:18.980]  對他們說
[00:05:18.980 --> 00:05:21.540]  我們騙下神的道
[00:05:21.540 --> 00:05:24.360]  去管理飯食源是不合宜的
[00:05:24.360 --> 00:05:26.660]  所以弟兄們
[00:05:26.660 --> 00:05:30.760]  當場你們中間選出七個有好名聲
[00:05:30.760 --> 00:05:32.800]  被聖靈充滿
[00:05:32.800 --> 00:05:35.120]  智慧充足的人
[00:05:35.880 --> 00:05:38.960]  我們就派他們管理這事
[00:05:38.960 --> 00:05:41.500]  但我們要專心
[00:05:41.500 --> 00:05:44.320]  以祈禱傳道爲師
[00:05:44.320 --> 00:05:47.400]  大衆都喜與者話
[00:05:47.400 --> 00:05:50.480]  雖然只有短短的五句話
[00:05:50.480 --> 00:05:57.120]  但這段經文清楚的表明了使徒是如何面對矛盾如何來解決問題的
[00:05:57.120 --> 00:05:58.160]  但這段經文清楚的表明了使徒是如何面對矛盾如何來解決問題的
[00:05:58.160 --> 00:06:02.000]  雖然這個只是短短的五句話
[00:06:02.240 --> 00:06:09.920]  但這段經文清楚的表明了使徒是如何面對矛盾如何來解決問題的
[00:06:09.920 --> 00:06:14.260]  我總結了四點特別的值得我們學習
[00:06:14.260 --> 00:06:18.620]  我總結了四點特別值得我們學習的
[00:06:18.620 --> 00:06:20.680]  第一就是
[00:06:20.680 --> 00:06:22.200]  立刻解決
[00:06:22.200 --> 00:06:23.740]  沒有拖延
[00:06:23.740 --> 00:06:26.800]  第一就是要立即解決
[00:06:26.800 --> 00:06:28.080]  沒有拖延
[00:06:28.080 --> 00:06:30.400]  當矛盾還在初期
[00:06:30.640 --> 00:06:34.480]  還僅僅是停留在發怨言這個階段的時候
[00:06:34.480 --> 00:06:40.640]  使徒們就立刻注意到了問題而且是立刻着手解決
[00:06:40.640 --> 00:06:43.440]  當矛盾還在初期
[00:06:43.440 --> 00:06:46.760]  在發怨言這個階段的時候
[00:06:46.760 --> 00:06:51.120]  使徒就立刻注意到了
[00:06:51.120 --> 00:06:53.680]  而且立刻着手解決
[00:06:53.680 --> 00:06:55.480]  這也提醒我們
[00:06:55.480 --> 00:06:58.040]  有問題就應該解決
[00:06:58.300 --> 00:07:01.120]  不要忽視逃避掩蓋
[00:07:01.120 --> 00:07:05.720]  有些問題不解決就會變成結黨
[00:07:05.720 --> 00:07:08.280]  紛爭最後導致分裂
[00:07:08.280 --> 00:07:11.360]  這個也提醒我們
[00:07:11.360 --> 00:07:13.920]  有問題就應該解決
[00:07:13.920 --> 00:07:15.200]  不要忽視
[00:07:15.200 --> 00:07:17.000]  不要逃避掩蓋
[00:07:17.000 --> 00:07:19.040]  有些問題不解決
[00:07:19.040 --> 00:07:23.900]  就會演變成爲結黨紛爭最後分裂
[00:07:23.900 --> 00:07:26.720]  第二點值得學習的就是
[00:07:26.980 --> 00:07:28.520]  不推卸責任
[00:07:28.520 --> 00:07:31.080]  第二點我們要學習的就是
[00:07:31.080 --> 00:07:33.120]  不推卸責任
[00:07:33.120 --> 00:07:35.160]  我們看到
[00:07:35.160 --> 00:07:37.720]  使徒主動承認
[00:07:37.720 --> 00:07:44.140]  導致這個問題的一個主要原因實際上是他們的領導力出了問題他們說
[00:07:44.140 --> 00:07:46.440]  由我們來管理飯食
[00:07:46.440 --> 00:07:48.240]  原本是不合宜的
[00:07:48.240 --> 00:07:52.580]  使徒主動承認
[00:07:52.580 --> 00:07:56.680]  導致問題的一個主要原因就是領導力
[00:07:57.180 --> 00:07:57.960]  出了問題
[00:07:57.960 --> 00:07:59.240]  他們說
[00:07:59.240 --> 00:08:01.540]  由我們來管理飯食
[00:08:01.540 --> 00:08:03.580]  原本是不合宜的
[00:08:03.580 --> 00:08:09.740]  凡事都親力親爲這是我們作爲牧師最容易犯的錯誤
[00:08:09.740 --> 00:08:12.040]  或者是因爲不好意思
[00:08:12.040 --> 00:08:13.580]  怕麻煩弟兄姊妹
[00:08:13.580 --> 00:08:17.660]  或者是因爲事情太多忽略了分配任務
[00:08:17.660 --> 00:08:21.500]  凡事親力親爲
[00:08:21.500 --> 00:08:24.580]  這個是牧師最容易犯的錯誤
[00:08:25.600 --> 00:08:29.180]  或者是因爲不好意思怕麻煩弟兄姊妹
[00:08:29.180 --> 00:08:35.080]  因爲事情太多忽略了分配任務
[00:08:35.080 --> 00:08:37.640]  但無論原因如何
[00:08:37.640 --> 00:08:39.680]  導致的結果就是
[00:08:39.680 --> 00:08:44.040]  教會變成了牧者和幾個積極分子的舞臺
[00:08:44.040 --> 00:08:45.820]  其他的人
[00:08:45.820 --> 00:08:46.840]  都是
[00:08:46.840 --> 00:08:49.400]  看客都是消費者
[00:08:49.400 --> 00:08:52.480]  無論原因如何
