
[00:00:00.000 --> 00:00:04.000]  好,請我們一起低頭祈禱
[00:00:04.000 --> 00:00:06.000]  今天我們感謝祢的恩典
[00:00:06.000 --> 00:00:08.000]  讓我們在主人的精神
[00:00:08.000 --> 00:00:10.000]  有生命氣息、健康的身體
[00:00:10.000 --> 00:00:12.000]  來敬拜祢
[00:00:12.000 --> 00:00:14.000]  求父祢的聖靈
[00:00:14.000 --> 00:00:16.000]  在我們心中做指引的工作
[00:00:16.000 --> 00:00:18.000]  幫助我們真正明白祢的說話
[00:00:18.000 --> 00:00:22.000]  並願意實踐祢的教導
[00:00:22.000 --> 00:00:24.000]  奉耶穌基督的名祈禱
[00:00:24.000 --> 00:00:26.000]  阿門
[00:00:28.000 --> 00:00:30.000]  上兩個星期
[00:00:30.000 --> 00:00:34.000]  都是講和工作有關的事
[00:00:34.000 --> 00:00:40.000]  為什麼工作和工作中給我們的煩惱、壓力
[00:00:40.000 --> 00:00:43.000]  今天主人牧師讓各堂的牧師
[00:00:43.000 --> 00:00:46.000]  自訂講題和選擇經文
[00:00:46.000 --> 00:00:51.000]  我想既然過往兩週都是講全道書
[00:00:51.000 --> 00:00:53.000]  我不如再講全道書
[00:00:53.000 --> 00:00:56.000]  一起思想人生的意義
[00:00:56.000 --> 00:01:00.000]  全道書是一本哲學性的書
[00:01:00.000 --> 00:01:05.000]  是從日光底下去思想人生的意義
[00:01:05.000 --> 00:01:10.000]  或者可以說是從人的角度去思想
[00:01:10.000 --> 00:01:14.000]  為什麼人要活在世上呢?
[00:01:14.000 --> 00:01:16.000]  很多弟兄姊妹都知道
[00:01:16.000 --> 00:01:20.000]  我最喜歡打的運動就是打高爾夫球
[00:01:20.000 --> 00:01:22.000]  每個星期
[00:01:22.000 --> 00:01:24.000]  如果我休假天氣好
[00:01:24.000 --> 00:01:25.000]  我都會去打的
[00:01:25.000 --> 00:01:28.000]  但是我女兒就喜歡打Netball
[00:01:28.000 --> 00:01:31.000]  我記得她讀中學的時候
[00:01:31.000 --> 00:01:34.000]  我就說不如你來學打高爾夫球
[00:01:34.000 --> 00:01:36.000]  陪爸爸一起去打吧
[00:01:36.000 --> 00:01:38.000]  她就跟我說
[00:01:38.000 --> 00:01:41.000]  打高爾夫球沒什麼意義
[00:01:41.000 --> 00:01:43.000]  要學那麼多技巧
[00:01:43.000 --> 00:01:46.000]  只不過是把一個小小的球打進一個小小的洞
[00:01:46.000 --> 00:01:48.000]  我就不學了
[00:01:48.000 --> 00:01:50.000]  我就問她
[00:01:50.000 --> 00:01:55.000]  你打Netball只不過是把一個大小的球扔進一個大小的洞
[00:01:55.000 --> 00:01:57.000]  那為什麼有意義呢?
[00:01:57.000 --> 00:01:59.000]  有什麼意義呢?
[00:01:59.000 --> 00:02:01.000]  她說不同啊
[00:02:01.000 --> 00:02:05.000]  打Netball一班人一起打當然有意義啦
[00:02:05.000 --> 00:02:08.000]  當我思想有關意義的時候
[00:02:08.000 --> 00:02:11.000]  就發覺到一個因素
[00:02:11.000 --> 00:02:14.000]  是使某件事物成為有意義
[00:02:14.000 --> 00:02:16.000]  或者是沒什麼意義的
[00:02:16.000 --> 00:02:20.000]  那個因素就是那個的重要性
[00:02:20.000 --> 00:02:23.000]  當然重要性其實都是相對的
[00:02:23.000 --> 00:02:26.000]  好像剛才提到我女兒認為Netball有意義
[00:02:26.000 --> 00:02:30.000]  因為她認為友誼是重要的
[00:02:30.000 --> 00:02:33.000]  Netball是一班朋友一起玩
[00:02:33.000 --> 00:02:36.000]  所以就令到Netball對她來說相當重要
[00:02:36.000 --> 00:02:38.000]  很有意義
[00:02:38.000 --> 00:02:44.000]  某一件事物對某人來說是越重要就越有意義
[00:02:44.000 --> 00:02:46.000]  再舉多一個例子
[00:02:46.000 --> 00:02:48.000]  現代人都用手機
[00:02:48.000 --> 00:02:50.000]  非常重要
[00:02:50.000 --> 00:02:55.000]  甚至有些人就叫手機做電子器官
[00:02:55.000 --> 00:02:57.000]  我想也是的
[00:02:57.000 --> 00:02:59.000]  我以前出門之前
[00:02:59.000 --> 00:03:02.000]  最重要檢查自己有沒有帶錢包
[00:03:02.000 --> 00:03:06.000]  因為錢包裡面有錢、有駕駛執照
[00:03:06.000 --> 00:03:08.000]  現在不是了
[00:03:08.000 --> 00:03:11.000]  沒帶錢、沒帶錢包不要緊
[00:03:11.000 --> 00:03:13.000]  手機有信用卡
[00:03:13.000 --> 00:03:19.000]  手機裡面甚至有電子駕駛執照
[00:03:19.000 --> 00:03:22.000]  我不知道你們有沒有用過電子駕駛執照
[00:03:22.000 --> 00:03:26.000]  有一次我去到一個會所
[00:03:26.000 --> 00:03:29.000]  我沒有帶執照
[00:03:29.000 --> 00:03:31.000]  他說你有電子執照也可以
[00:03:31.000 --> 00:03:36.000]  他跟我點了原來電子駕駛執照還有一個功能
[00:03:36.000 --> 00:03:38.000]  就是資料分享
[00:03:38.000 --> 00:03:40.000]  我的資料彈到他的簽名機上
[00:03:40.000 --> 00:03:45.000]  就印出了那張臨時會員證
[00:03:45.000 --> 00:03:48.000]  但是假如有些城市沒有什麼設備
[00:03:48.000 --> 00:03:52.000]  手機的重要性和意義就會大大減低
[00:03:52.000 --> 00:03:54.000]  或者對一些老人家來說
[00:03:54.000 --> 00:03:57.000]  用手機不會用新的科技
[00:03:57.000 --> 00:03:59.000]  只是用來聽聽電話就算了
[00:03:59.000 --> 00:04:02.000]  手機的意義也是很低的
[00:04:02.000 --> 00:04:04.000]  所以手機對不同的人
[00:04:04.000 --> 00:04:08.000]  都可以說有不同的重要性或者意義
[00:04:08.000 --> 00:04:11.000]  當上帝做了人之後
[00:04:11.000 --> 00:04:16.000]  其實上帝給人有一個很重要的地位
[00:04:16.000 --> 00:04:19.000]  他使阿當做什麼呢?
[00:04:19.000 --> 00:04:21.000]  他做上帝的代表
[00:04:21.000 --> 00:04:24.000]  代表上帝來管理大地
[00:04:24.000 --> 00:04:27.000]  就是大地的行政總管
[00:04:27.000 --> 00:04:30.000]  但是當阿當犯了罪之後
[00:04:30.000 --> 00:04:32.000]  神將他降級
[00:04:32.000 --> 00:04:34.000]  你去耕田,你去做清潔工
[00:04:34.000 --> 00:04:37.000]  清除那些荊棘雜草
[00:04:37.000 --> 00:04:40.000]  不過在人的心裡面
[00:04:40.000 --> 00:04:44.000]  仍然有一個追求重要性的心理
[00:04:44.000 --> 00:04:47.000]  來使自己覺得自己重要
[00:04:47.000 --> 00:04:49.000]  覺得有存在價值的
[00:04:49.000 --> 00:04:51.000]  譬如這樣說
[00:04:51.000 --> 00:04:53.000]  如果有一份工作
[00:04:53.000 --> 00:04:55.000]  有兩份工作給人去選擇
[00:04:55.000 --> 00:04:57.000]  一個是做部門總管
[00:04:57.000 --> 00:04:59.000]  另一個就是做清潔工
[00:04:59.000 --> 00:05:03.000]  專門負責洗乾淨廁所
[00:05:03.000 --> 00:05:07.000]  我相信大部分人都會選擇做主管
[00:05:07.000 --> 00:05:08.000]  你自己問下心
[00:05:08.000 --> 00:05:09.000]  你想選擇什麼?
[00:05:09.000 --> 00:05:12.000]  想選擇哪一份?
[00:05:12.000 --> 00:05:14.000]  我記得一個故事
[00:05:14.000 --> 00:05:16.000]  有一位軍官
[00:05:16.000 --> 00:05:18.000]  這個故事可能發生在新加坡
[00:05:18.000 --> 00:05:20.000]  他本來是少校級
[00:05:20.000 --> 00:05:22.000]  被總部調他
[00:05:22.000 --> 00:05:26.000]  回到總部來做工
[00:05:26.000 --> 00:05:27.000]  他很開心
[00:05:27.000 --> 00:05:30.000]  第一天回到總部
[00:05:30.000 --> 00:05:32.000]  走進他的辦公室
[00:05:32.000 --> 00:05:34.000]  全部新裝修
[00:05:34.000 --> 00:05:36.000]  新的被梳化
[00:05:36.000 --> 00:05:38.000]  什麼都是新的
[00:05:38.000 --> 00:05:40.000]  覺得自己很重要
[00:05:40.000 --> 00:05:42.000]  做人真有意思
[00:05:42.000 --> 00:05:44.000]  不枉此生
[00:05:44.000 --> 00:05:46.000]  他坐在辦公椅上
[00:05:46.000 --> 00:05:48.000]  很舒服很享受的時間
[00:05:48.000 --> 00:05:52.000]  突然間望向窗外
[00:05:52.000 --> 00:05:54.000]  看到走廊有個大兵
[00:05:54.000 --> 00:05:56.000]  拿著行李箱走去
[00:05:56.000 --> 00:06:00.000]  似乎是走去他的辦公室
[00:06:00.000 --> 00:06:04.000]  為了表現他的重要性
[00:06:04.000 --> 00:06:06.000]  他拿起電話
[00:06:06.000 --> 00:06:10.000]  跟軍官和將軍講電話
[00:06:10.000 --> 00:06:11.000]  是的 軍官
[00:06:11.000 --> 00:06:12.000]  是的 將軍
[00:06:12.000 --> 00:06:13.000]  你放心
[00:06:13.000 --> 00:06:14.000]  你交給我
[00:06:14.000 --> 00:06:15.000]  搞得定
[00:06:15.000 --> 00:06:16.000]  很快
[00:06:16.000 --> 00:06:18.000]  你可以完全放心
[00:06:18.000 --> 00:06:21.000]  然後看到大兵已經站在門口
[00:06:21.000 --> 00:06:23.000]  他就放下電話
[00:06:23.000 --> 00:06:25.000]  很有型地放下電話
[00:06:25.000 --> 00:06:27.000]  大兵很有禮貌
