
[00:00:00.000 --> 00:00:05.500]  今天這個題目比較有趣,就叫做「不作小學雞」
[00:00:05.500 --> 00:00:07.300]  有沒有人聽過「小學雞」這個字?
[00:00:07.300 --> 00:00:08.600]  有,是不是?
[00:00:08.600 --> 00:00:10.700]  「小學雞」不單止我們也聽過
[00:00:10.700 --> 00:00:14.300]  並且竟然在維基百科也出現了
[00:00:14.300 --> 00:00:16.300]  「小學雞」大概是這樣的
[00:00:16.300 --> 00:00:18.200]  就是香港的鯉魚
[00:00:18.200 --> 00:00:23.400]  也是在說當時一班小學生
[00:00:23.400 --> 00:00:28.300]  在放小息或者吃午飯等等的時間
[00:00:28.300 --> 00:00:30.900]  他們玩得很開心
[00:00:30.900 --> 00:00:32.800]  在操場走來走去
[00:00:32.800 --> 00:00:34.100]  就像小雞一樣
[00:00:34.100 --> 00:00:46.700]  嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎
[00:00:46.700 --> 00:00:47.900]  是不是?
[00:00:47.900 --> 00:00:51.100]  但是這個字不單止這個意思
[00:00:51.100 --> 00:00:52.600]  就是如果一班成年人
[00:00:52.600 --> 00:00:54.100]  一班年長的人
[00:00:54.100 --> 00:00:59.500]  大極他講的東西、想的東西都好像小學生一樣
[00:00:59.500 --> 00:01:02.400]  那就有問題了
[00:01:02.400 --> 00:01:05.200]  就好像小學雞一樣
[00:01:05.200 --> 00:01:07.700]  我想大家都做過小學生的
[00:01:07.700 --> 00:01:12.400]  如果記得小學生通常他們吵架、想的東西
[00:01:12.400 --> 00:01:14.300]  通常會為了什麼呢?
[00:01:14.300 --> 00:01:15.800]  都不會什麼大事的
[00:01:15.800 --> 00:01:18.000]  例如想上下課
[00:01:18.000 --> 00:01:19.900]  一張桌子在這裡
[00:01:19.900 --> 00:01:21.100]  旁邊有一張桌子
[00:01:21.100 --> 00:01:24.300]  那又怎樣呢? 你的擦紙膠過界了
[00:01:24.300 --> 00:01:24.900]  是不是?
[00:01:24.900 --> 00:01:26.100]  彈回過去
[00:01:26.100 --> 00:01:27.500]  彈回擦紙膠過去之後
[00:01:27.500 --> 00:01:31.100]  哎呀! 你的擦紙膠碎過界了
[00:01:31.100 --> 00:01:32.800]  先吹給你
[00:01:32.800 --> 00:01:33.600]  是不是? 都是這樣
[00:01:33.600 --> 00:01:34.500]  小學雞的東西
[00:01:34.500 --> 00:01:36.200]  當然小學生是很有趣的
[00:01:36.200 --> 00:01:39.100]  但是如果成為成人都是這樣
[00:01:39.100 --> 00:01:40.100]  那就有問題了
[00:01:40.100 --> 00:01:41.800]  英文都有一個類似的字
[00:01:41.800 --> 00:01:42.700]  就叫做什麼?
[00:01:42.700 --> 00:01:44.300]  Childish
[00:01:44.300 --> 00:01:46.700]  You are childish
[00:01:46.700 --> 00:01:49.100]  你是小學雞
[00:01:49.100 --> 00:01:50.000]  為什麼這樣說呢?
[00:01:50.000 --> 00:01:51.800]  因為上個星期帕蘇維尼說到
[00:01:51.800 --> 00:01:55.800]  最後到了《迦拉太書》四章頭的時候
[00:01:55.800 --> 00:01:58.100]  第三節提過這一句
[00:01:58.100 --> 00:02:00.300]  我們先讀《迦拉太書》四章
[00:02:00.300 --> 00:02:01.500]  三節提過這一句
[00:02:01.500 --> 00:02:02.500]  一二三
[00:02:02.500 --> 00:02:05.300]  我們為孩童的時候
[00:02:05.300 --> 00:02:08.300]  受盤於世俗小學之下
[00:02:08.300 --> 00:02:10.000]  也是如此
[00:02:10.000 --> 00:02:11.400]  小學月
[00:02:11.400 --> 00:02:14.400]  當然他當時不是說今天的小學雞
[00:02:14.400 --> 00:02:16.000]  不過都有些相似
[00:02:16.000 --> 00:02:21.300]  他說當時的人用小學即是初級的眼光
[00:02:21.300 --> 00:02:23.800]  去看真理
[00:02:23.800 --> 00:02:26.700]  所以最後他這樣看的真理
[00:02:26.700 --> 00:02:28.000]  已經再不是真理
[00:02:28.000 --> 00:02:29.800]  再不是可以拯救到人
[00:02:29.800 --> 00:02:32.600]  所以他講了世俗的小學
[00:02:32.600 --> 00:02:34.200]  孩童
[00:02:34.200 --> 00:02:36.200]  今天我會講迦拉太書
[00:02:36.200 --> 00:02:38.800]  四章第八節開始
[00:02:38.800 --> 00:02:42.000]  我這裡又是切入了一個小學
[00:02:42.000 --> 00:02:43.500]  我們讀讀四章九節
[00:02:43.500 --> 00:02:44.500]  一二三
[00:02:44.500 --> 00:02:47.300]  怎麼還要歸回那
[00:02:47.300 --> 00:02:50.000]  內若無用的小學
[00:02:50.000 --> 00:02:52.800]  他還在小學前面加了兩個用字
[00:02:52.800 --> 00:02:53.800]  第一個是什麼
[00:02:53.800 --> 00:02:55.200]  內若
[00:02:55.200 --> 00:02:56.100]  第二個是什麼
[00:02:56.100 --> 00:02:57.300]  無用
[00:02:57.300 --> 00:02:58.200]  好了
[00:02:58.200 --> 00:02:59.400]  我們一起學一下
[00:02:59.400 --> 00:03:01.200]  做小學雞
[00:03:01.200 --> 00:03:02.600]  不如我們看看旁邊那個
[00:03:02.600 --> 00:03:06.300]  看他是不是小學雞
[00:03:06.300 --> 00:03:07.400]  今天究竟講什麼呢
[00:03:07.400 --> 00:03:09.300]  我們看看保羅的思想
[00:03:09.300 --> 00:03:12.400]  繼續發展下去
[00:03:12.400 --> 00:03:13.600]  他想講什麼
[00:03:13.600 --> 00:03:15.000]  再看多一點背景
[00:03:15.000 --> 00:03:17.500]  四章八到十一節
[00:03:17.500 --> 00:03:19.400]  他想指出什麼問題
[00:03:19.400 --> 00:03:22.700]  之後我們今天會立刻解答這些問題
[00:03:22.700 --> 00:03:23.500]  我們一起讀
[00:03:23.500 --> 00:03:24.400]  一二三
[00:03:24.400 --> 00:03:28.200]  但從前你們不認識神的時候
[00:03:28.200 --> 00:03:32.700]  是給那些本來不是神的作奴僕
[00:03:32.700 --> 00:03:35.600]  現在你們既然認識神
[00:03:35.600 --> 00:03:38.700]  更可說是你神所認識
[00:03:38.700 --> 00:03:43.000]  更可說是你眼中仰慕的小學
[00:03:43.000 --> 00:03:45.800]  請你頂在大家座的目的
[00:03:45.800 --> 00:03:47.800]  頂在我們身上的職志
[00:03:47.800 --> 00:03:50.200]  如分子氣天分
[00:03:50.200 --> 00:03:52.100]  我們應活在他
[00:03:52.100 --> 00:03:54.800]  為我們愛在你身上的職業
[00:03:54.800 --> 00:03:55.900]  我們是孤公主義
[00:03:55.900 --> 00:03:57.000]  他其實講了什麼呢
[00:03:57.000 --> 00:03:59.100]  其實講了三個階段
[00:03:59.100 --> 00:04:00.300]  第一個階段
[00:04:00.300 --> 00:04:02.400]  他說有一班外邦人
[00:04:02.400 --> 00:04:06.800]  即是你和我初時未順主的時候
[00:04:06.800 --> 00:04:08.500]  他是在拜偶像
[00:04:08.500 --> 00:04:11.000]  或者有些傳統
[00:04:11.000 --> 00:04:12.400]  或者我們今天都是
[00:04:12.400 --> 00:04:15.200]  這樣等於作奴隸
[00:04:15.200 --> 00:04:16.900]  不做不行
[00:04:16.900 --> 00:04:18.000]  因為害怕
[00:04:18.000 --> 00:04:20.100]  其實我們今天未順主的
[00:04:20.100 --> 00:04:22.900]  作為中國人都有很多習俗
[00:04:22.900 --> 00:04:23.800]  我們有時想
[00:04:23.800 --> 00:04:25.600]  不做或者做都害怕
[00:04:25.600 --> 00:04:26.900]  例如我們說
[00:04:26.900 --> 00:04:28.600]  叫菜
[00:04:28.600 --> 00:04:30.900]  我們不可以叫幾味
[00:04:30.900 --> 00:04:31.300]  七味
[00:04:31.300 --> 00:04:32.900]  因為吃什麼
[00:04:32.900 --> 00:04:34.800]  吃這樣
[00:04:34.800 --> 00:04:36.500]  信了主不害怕
[00:04:36.500 --> 00:04:38.200]  有時都是和未順主的人
[00:04:38.200 --> 00:04:39.200]  有時他問
[00:04:39.200 --> 00:04:41.200]  我們叫了幾碟菜
[00:04:41.200 --> 00:04:42.700]  剛剛叫了七碟
[00:04:42.700 --> 00:04:44.000]  但我又不想告訴你
[00:04:44.000 --> 00:04:45.500]  因為他害怕我會叫多碟
[00:04:45.500 --> 00:04:47.600]  叫多碟又吃不完
[00:04:47.600 --> 00:04:49.900]  有時他們會覺得
[00:04:49.900 --> 00:04:52.200]  初一十五要吃什麼
[00:04:52.200 --> 00:04:53.800]  菜
[00:04:53.800 --> 00:04:57.800]  又覺得某個年是會相沖相剋
[00:04:57.800 --> 00:04:59.200]  還有叫飯什麼
[00:04:59.200 --> 00:05:01.300]  泰水
[00:05:01.300 --> 00:05:02.100]  會害怕
[00:05:02.100 --> 00:05:04.300]  會守一些會害怕的東西
[00:05:04.300 --> 00:05:06.000]  不守覺得總是有些東西
[00:05:06.000 --> 00:05:07.800]  做生日不可以做什麼
[00:05:07.800 --> 00:05:09.600]  祈禱
[00:05:09.600 --> 00:05:10.500]  害怕
[00:05:10.500 --> 00:05:11.500]  被那東西核製
[00:05:11.500 --> 00:05:12.800]  好像奴隸一樣
[00:05:12.800 --> 00:05:13.700]  第二個階段
[00:05:13.700 --> 00:05:14.100]  他說
[00:05:14.100 --> 00:05:15.500]  當他信了耶穌
[00:05:15.500 --> 00:05:16.700]  不害怕了
[00:05:16.700 --> 00:05:20.000]  外邦偶像去認識耶穌
[00:05:20.000 --> 00:05:21.700]  認識基督真神
[00:05:21.700 --> 00:05:23.200]  又或者說保羅話
[00:05:23.200 --> 00:05:24.000]  矯正
[00:05:24.000 --> 00:05:25.100]  不是我們認識神
[00:05:25.100 --> 00:05:28.400]  是被神認識
[00:05:28.400 --> 00:05:30.100]  被神認識
[00:05:30.100 --> 00:05:33.200]  我們都是被人帶去住那裡
[00:05:33.200 --> 00:05:34.400]  被鼓勵
[00:05:34.400 --> 00:05:35.700]  保羅的思想是這樣的
[00:05:35.700 --> 00:05:37.300]  羅馬書有個問題
[00:05:37.300 --> 00:05:38.100]  我們一起讀
[00:05:38.100 --> 00:05:42.200]  他説一二三就如經上所記
[00:05:42.200 --> 00:05:44.000]  沒有二人
[00:05:44.000 --> 00:05:45.900]  連一個也沒有
[00:05:45.900 --> 00:05:47.400]  沒有人認識的
[00:05:47.400 --> 00:05:49.300]  沒有人認識的
[00:05:49.300 --> 00:05:51.300]  到時偏離正路
[00:05:51.300 --> 00:05:53.300]  沒有人認識的
[00:05:53.300 --> 00:05:54.800]  沒有行善的
[00:05:54.800 --> 00:05:57.000]  連一個也沒有
[00:05:57.000 --> 00:05:58.200]  所以神來找我們
[00:05:58.200 --> 00:05:59.400]  死了十字架
[00:05:59.400 --> 00:06:00.600]  親自找我們
[00:06:00.600 --> 00:06:01.300]  很明白
[00:06:01.300 --> 00:06:02.700]  就是說從第一個階段
[00:06:02.700 --> 00:06:04.700]  未認識神作奴隸
[00:06:04.700 --> 00:06:05.600]  很害怕
[00:06:05.600 --> 00:06:09.300]  當時也是他們拜希臘神話
[00:06:09.300 --> 00:06:10.500]  守他的節期
[00:06:10.500 --> 00:06:12.500]  有廟祭等等
[00:06:12.500 --> 00:06:13.600]  跟著信了神
[00:06:13.600 --> 00:06:15.400]  哇!很厲害
[00:06:15.400 --> 00:06:16.600]  被神認識
[00:06:16.600 --> 00:06:18.200]  不過還沒完
[00:06:18.200 --> 00:06:19.400]  他才出這個問題
[00:06:19.400 --> 00:06:20.800]  今天我們想講的
[00:06:20.800 --> 00:06:24.000]  就是他們從認識真神
[00:06:24.000 --> 00:06:28.100]  回到舊時
[00:06:28.100 --> 00:06:31.300]  當時就守了一些法規
[00:06:31.300 --> 00:06:32.500]  又是守了節期
[00:06:32.500 --> 00:06:35.700]  又是猶太的律法
[00:06:35.700 --> 00:06:37.100]  我叫律法的功
[00:06:37.100 --> 00:06:38.300]  之前解釋過
[00:06:38.300 --> 00:06:39.300]  你明不明白?
[00:06:39.300 --> 00:06:40.500]  聽回之前
[00:06:40.500 --> 00:06:41.500]  好了
[00:06:41.500 --> 00:06:42.700]  他說這樣的話
[00:06:42.700 --> 00:06:43.800]  大問題了
[00:06:43.800 --> 00:06:44.900]  信了
[00:06:44.900 --> 00:06:46.100]  回到舊時
[00:06:46.100 --> 00:06:46.900]  可以嗎?
[00:06:46.900 --> 00:06:47.400]  好了
[00:06:47.400 --> 00:06:48.700]  你們看看
[00:06:48.700 --> 00:06:50.400]  這個power point
[00:06:50.400 --> 00:06:51.900]  Jesse做得很漂亮
[00:06:51.900 --> 00:06:52.700]  會回到舊時
[00:06:52.700 --> 00:06:53.200]  看著我
[00:06:53.200 --> 00:06:53.900]  看著我
[00:06:53.900 --> 00:06:54.900]  是怎樣的?
[00:06:54.900 --> 00:06:58.400]  他會回到舊時
[00:06:58.400 --> 00:06:59.900]  給掌聲給Jesse
[00:06:59.900 --> 00:07:01.000]  是怎樣的?
[00:07:01.000 --> 00:07:02.800]  本來不認識神
[00:07:02.800 --> 00:07:04.000]  很多規格
[00:07:04.000 --> 00:07:04.600]  很害怕
[00:07:04.600 --> 00:07:06.100]  做人不知道行不行
[00:07:06.100 --> 00:07:07.500]  但是接下來怎樣?
[00:07:07.500 --> 00:07:08.900]  成功了
[00:07:08.900 --> 00:07:11.100]  怎樣才可以回到舊時?
[00:07:11.100 --> 00:07:11.700]  我也是的
[00:07:11.700 --> 00:07:14.000]  我以前小時候還沒信主
[00:07:14.000 --> 00:07:18.100]  有人幫我看相
[00:07:18.100 --> 00:07:19.900]  又幫我指眉抖掃
[00:07:19.900 --> 00:07:21.600]  又說我三十多歲
[00:07:21.600 --> 00:07:23.100]  不是很過得到
[00:07:23.100 --> 00:07:24.500]  因著三十多歲
[00:07:24.500 --> 00:07:26.800]  最後那幾年
[00:07:26.800 --> 00:07:27.500]  不過信了耶穌
[00:07:27.500 --> 00:07:28.700]  什麼都不怕的
[00:07:28.700 --> 00:07:29.300]  是吧?
[00:07:29.300 --> 00:07:30.500]  又不怕吃什麼
[00:07:30.500 --> 00:07:31.300]  又不怕日子
[00:07:31.300 --> 00:07:33.500]  因為耶穌是最大的
[00:07:33.500 --> 00:07:34.400]  明白嗎?
[00:07:34.400 --> 00:07:35.100]  明白嗎?
[00:07:35.100 --> 00:07:36.000]  其實我三十多歲
[00:07:36.000 --> 00:07:36.600]  是最好的
[00:07:36.600 --> 00:07:37.600]  你知道為什麼嗎?
[00:07:37.600 --> 00:07:38.300]  因為三十多歲
[00:07:38.300 --> 00:07:40.500]  我被呼召讀神了
[00:07:40.500 --> 00:07:41.600]  聰明到無比
[00:07:41.600 --> 00:07:42.900]  給掌聲給耶穌
[00:07:42.900 --> 00:07:43.500]  不用怕
[00:07:43.500 --> 00:07:44.800]  我們掌聲主
[00:07:44.800 --> 00:07:46.600]  保羅處理這個問題
[00:07:46.600 --> 00:07:48.300]  就是他們回頭
[00:07:48.300 --> 00:07:50.000]  右手那些日子
[00:07:50.000 --> 00:07:51.900]  月份、節期、國禮等等
[00:07:51.900 --> 00:07:52.800]  搞亂了
[00:07:52.800 --> 00:07:54.600]  今天我們的主旨是什麼呢?
[00:07:54.600 --> 00:07:58.500]  怎樣防範走回頭路
[00:07:58.500 --> 00:08:01.200]  怎樣防範回去做小學雞
[00:08:01.200 --> 00:08:02.500]  明白嗎?
[00:08:02.500 --> 00:08:05.700]  怎樣作為門徒的信號
[00:08:05.700 --> 00:08:07.000]  我們應該怎樣做
[00:08:07.000 --> 00:08:08.700]  作為一個領袖
[00:08:08.700 --> 00:08:09.900]  我們又要怎樣做
[00:08:09.900 --> 00:08:10.700]  小心
[00:08:10.700 --> 00:08:12.100]  我相信我們今天在座
[00:08:12.100 --> 00:08:14.700]  很多真的很跟隨主的信徒
[00:08:14.700 --> 00:08:16.500]  都會認識那些人
[00:08:16.500 --> 00:08:19.100]  認識完都回頭
[00:08:19.100 --> 00:08:20.300]  你有沒有認識?
[00:08:20.300 --> 00:08:21.900]  有啊
[00:08:21.900 --> 00:08:25.300]  甚至我們可能都曾經回過頭
[00:08:25.300 --> 00:08:26.400]  但是我們再向前
[00:08:26.400 --> 00:08:27.700]  今天保羅
[00:08:27.700 --> 00:08:29.900]  將會用保羅接下來的九節經文
[00:08:29.900 --> 00:08:31.400]  在回應
[00:08:31.400 --> 00:08:33.400]  怎樣防範、怎樣走
[00:08:33.400 --> 00:08:36.800]  我們不如一次讀完十二節到二十節
[00:08:36.800 --> 00:08:37.400]  我們一起讀
[00:08:37.400 --> 00:08:38.500]  預備起
[00:08:38.500 --> 00:08:39.300]  弟兄們
[00:08:39.300 --> 00:08:40.700]  我勸你們
[00:08:40.700 --> 00:08:42.600]  要像我一樣
[00:08:42.600 --> 00:08:45.100]  因為我也像你們一樣
[00:08:45.100 --> 00:08:47.700]  你們的似乎也不如我
[00:08:47.700 --> 00:08:48.900]  你們知道
[00:08:48.900 --> 00:08:51.900]  我頭一次全福一給你們
[00:08:51.900 --> 00:08:54.300]  是因為身體有疾病
[00:08:54.300 --> 00:08:57.700]  你們為了我身體而募集資金
[00:08:57.700 --> 00:08:59.200]  沒有錢幫我
[00:08:59.200 --> 00:09:01.100]  也沒有錢給我
[00:09:01.100 --> 00:09:02.700]  反倒是在乎
[00:09:02.700 --> 00:09:04.500]  你們從生直至死
[00:09:04.500 --> 00:09:06.300]  你們為基督贏贖
[00:09:06.300 --> 00:09:07.700]  你們愛著我
[00:09:07.700 --> 00:09:08.500]  還在乎我
[00:09:08.500 --> 00:09:09.700]  還在乎我
[00:09:09.700 --> 00:09:11.900]  那是你們的眼神
[00:09:11.900 --> 00:09:15.100]  就是為了我自己的眼睛
[00:09:15.100 --> 00:09:17.100]  也都情願
[00:09:17.100 --> 00:09:20.400]  這次我可以給你們作見證的
[00:09:20.400 --> 00:09:23.300]  而就不妨將真理告訴你們
[00:09:23.300 --> 00:09:26.000]  就證了你們的受罰
[00:09:26.000 --> 00:09:28.600]  那些人熱心待你
[00:09:28.600 --> 00:09:30.300]  才不是好事
[00:09:30.300 --> 00:09:32.100]  是要領教你們
[00:09:32.100 --> 00:09:34.400]  要你們熱心待他們
[00:09:34.400 --> 00:09:37.400]  再一次向他們祈福
[00:09:37.400 --> 00:09:39.000]  願是好的
[00:09:39.000 --> 00:09:42.300]  卻不但與我與你們同在的時候
[00:09:42.300 --> 00:09:43.600]  才這樣
[00:09:43.600 --> 00:09:45.000]  我小子
[00:09:45.000 --> 00:09:48.100]  我為你們採取信仰天賦
[00:09:48.100 --> 00:09:51.500]  直到基督成名在你們心裡
[00:09:51.500 --> 00:09:54.800]  我巴不得現今在你們眼裡
[00:09:54.800 --> 00:09:59.500]  改換口氣
[00:09:59.500 --> 00:10:00.900]  短短九節
[00:10:00.900 --> 00:10:02.300]  我今日將會講幾點啊?
[00:10:02.300 --> 00:10:04.000]  你們猜
[00:10:04.000 --> 00:10:05.500]  多些
[00:10:05.500 --> 00:10:06.700]  多些
[00:10:06.700 --> 00:10:08.100]  多些
[00:10:08.100 --> 00:10:09.100]  多些
[00:10:09.100 --> 00:10:09.700]  七點
[00:10:09.700 --> 00:10:10.700]  給掌聲耶穌
[00:10:10.700 --> 00:10:12.900]  好快啊
[00:10:12.900 --> 00:10:14.500]  孟加里也講
[00:10:14.500 --> 00:10:16.000]  聽清楚了
[00:10:16.000 --> 00:10:17.000]  太豐富了
[00:10:17.000 --> 00:10:18.100]  今日講七點
[00:10:18.100 --> 00:10:19.300]  先講頭兩點
[00:10:19.300 --> 00:10:21.200]  我們讀了四章十二節
[00:10:21.200 --> 00:10:22.000]  「你們」
[00:10:22.000 --> 00:10:24.600]  「我勸你們要像我一樣」
[00:10:24.600 --> 00:10:26.200]  「因為我也像你一樣」
[00:10:26.200 --> 00:10:28.800]  「你們一點沒有歸乎我」
[00:10:28.800 --> 00:10:30.000]  第一點我們要學
[00:10:30.000 --> 00:10:30.800]  作為門徒
[00:10:30.800 --> 00:10:33.000]  我們要跟著一個好的領袖
[00:10:33.000 --> 00:10:34.400]  要像啊
[00:10:34.400 --> 00:10:36.900]  如果我記得加拉太書一開始第一章
[00:10:36.900 --> 00:10:38.600]  到了第六節
[00:10:38.600 --> 00:10:39.500]  保羅說什麼?
[00:10:39.500 --> 00:10:41.400]  「我希奇」
[00:10:41.400 --> 00:10:46.100]  他帶人順著那幫加拉太的信徒門徒
[00:10:46.100 --> 00:10:48.100]  他說「我希奇」
[00:10:48.100 --> 00:10:51.300]  「希奇你跟了別的福音來的」
[00:10:51.300 --> 00:10:53.700]  他很快就跟了別人
[00:10:53.700 --> 00:10:54.800]  是不是?
[00:10:54.800 --> 00:10:57.100]  那個別的福音不是福音來的
[00:10:57.100 --> 00:10:57.800]  第一點
[00:10:57.800 --> 00:10:58.600]  他在這裡
[00:10:58.600 --> 00:10:59.700]  第四章講
[00:10:59.700 --> 00:11:02.700]  「我勸你們要像我一樣」
[00:11:02.700 --> 00:11:05.600]  作為一個領袖
[00:11:05.600 --> 00:11:06.600]  他勸他們
[00:11:06.600 --> 00:11:09.100]  要找好的領袖跟著
[00:11:09.100 --> 00:11:10.100]  又或者這樣講
[00:11:10.100 --> 00:11:12.700]  我們現在世俗的智慧都知道
[00:11:12.700 --> 00:11:15.200]  如果你要成為一個好的領袖
[00:11:15.200 --> 00:11:20.800]  你必須要先成為一個好的跟從者
[00:11:20.800 --> 00:11:23.200]  你要找一個好的師傅
[00:11:23.200 --> 00:11:25.400]  或者一班好的師傅
[00:11:25.400 --> 00:11:26.400]  你懂得跟隨
[00:11:26.400 --> 00:11:27.400]  懂得整合
[00:11:27.400 --> 00:11:30.200]  你日後才懂得帶別人
[00:11:30.200 --> 00:11:32.000]  明白嗎?
[00:11:32.000 --> 00:11:32.800]  他們怎麼說呢?
[00:11:32.800 --> 00:11:33.400]  他說
[00:11:33.400 --> 00:11:36.100]  「喂!像你們一樣」
[00:11:36.100 --> 00:11:37.400]  「要像我一樣」
[00:11:37.400 --> 00:11:37.900]  即是怎樣?
[00:11:37.900 --> 00:11:39.600]  他從前跟他們一樣
[00:11:39.600 --> 00:11:41.000]  他們拜偶像
[00:11:41.000 --> 00:11:44.000]  他就拜了律法的公
[00:11:44.000 --> 00:11:45.500]  但是他邀請他們
[00:11:45.500 --> 00:11:47.700]  今天要像保羅一樣
[00:11:47.700 --> 00:11:49.200]  歸向主
[00:11:49.200 --> 00:11:51.900]  得自由
[00:11:51.900 --> 00:11:53.600]  不要回頭
[00:11:53.600 --> 00:11:55.400]  不需要
[00:11:55.400 --> 00:11:57.400]  不要這樣
[00:11:57.400 --> 00:11:58.300]  而有人問
[00:11:58.300 --> 00:11:59.400]  昨天我講到這裡
[00:11:59.400 --> 00:11:59.700]  有人問
