
[00:00:00.000 --> 00:00:04.200]  大家好,我們今天是復活節的時候
[00:00:04.200 --> 00:00:06.360]  我們當然是思想一個復活節的題目
[00:00:06.360 --> 00:00:08.480]  但是關於復活節的題目的時候
[00:00:08.480 --> 00:00:11.560]  我不知道你有什麼想法
[00:00:11.560 --> 00:00:13.720]  可能很多人一想到復活節
[00:00:13.720 --> 00:00:15.320]  或者復活的時候
[00:00:15.320 --> 00:00:20.920]  第一個觀念就是這件事情是已經發生了
[00:00:20.920 --> 00:00:24.120]  就是耶穌在接近二千年前的時候
[00:00:24.120 --> 00:00:25.560]  或者二千多年前的時候
[00:00:25.560 --> 00:00:30.240]  祂是在死亡當中接著復活
[00:00:30.240 --> 00:00:33.840]  就已經是歷史當中發生了的事情
[00:00:33.840 --> 00:00:36.280]  或者在之後
[00:00:36.280 --> 00:00:40.680]  我們之前都說過死人將會有復活
[00:00:40.680 --> 00:00:41.920]  當主耶穌再來的時候
[00:00:41.920 --> 00:00:43.000]  死人也會復活
[00:00:43.000 --> 00:00:46.120]  就是在歷史當中會發生一件事情
[00:00:46.120 --> 00:00:47.200]  當你這樣想的時候
[00:00:47.200 --> 00:00:50.120]  好像將復活成為了
[00:00:50.120 --> 00:00:53.520]  好像一件件獨立發生的事件
[00:00:53.520 --> 00:00:54.960]  如果歷史是一條線的時候
[00:00:54.960 --> 00:00:57.200]  好像這裡發生了復活
[00:00:57.200 --> 00:00:58.120]  有一點
[00:00:58.120 --> 00:00:59.480]  那裡後面又有復活
[00:00:59.480 --> 00:01:02.160]  又有另外一點
[00:01:02.160 --> 00:01:04.600]  這樣想的時候
[00:01:04.600 --> 00:01:06.840]  當然是一個很正常的想法
[00:01:06.840 --> 00:01:08.480]  很多時候我們都會這樣想
[00:01:08.480 --> 00:01:10.760]  因為歷史很多時候發生的事情
[00:01:10.760 --> 00:01:13.600]  都是這樣一點點一件件的發生
[00:01:13.600 --> 00:01:17.600]  但是我告訴你聖經從來都不是這樣說復活的
[00:01:17.600 --> 00:01:23.360]  聖經說到復活不是單一的事件
[00:01:23.360 --> 00:01:27.600]  聖經說到主耶穌的復活其實是開拓了
[00:01:27.600 --> 00:01:30.840]  一個復活的時代
[00:01:30.840 --> 00:01:32.600]  而這個復活的時代
[00:01:32.600 --> 00:01:37.160]  是不斷地影響著我們
[00:01:37.160 --> 00:01:41.040]  好像是這件事件所發出來的果效
[00:01:41.040 --> 00:01:45.840]  是不斷不斷不斷地湧入
[00:01:45.840 --> 00:01:51.400]  這個人類歷史當中對他有所影響
[00:01:51.400 --> 00:01:57.240]  如果你想復活是歷史事件單一進行的時候
[00:01:57.240 --> 00:01:59.880]  發生完就完結了
[00:01:59.880 --> 00:02:06.600]  就沒有任何再能夠發揮的影響力
[00:02:06.600 --> 00:02:08.600]  就完結了
[00:02:08.600 --> 00:02:14.400]  但是聖經說到復活的事件其實是還沒完結的
[00:02:14.400 --> 00:02:16.080]  當主耶穌復活的時候
[00:02:16.080 --> 00:02:19.080]  聖經說到祂就是那個初熟的果子
[00:02:19.080 --> 00:02:20.640]  祂是第一個
[00:02:20.640 --> 00:02:24.360]  所以祂是揭示了一個復活的時代
[00:02:24.360 --> 00:02:27.160]  既然這個復活的時代揭示了出來的時候
[00:02:27.160 --> 00:02:29.360]  接下來就是初熟的果子
[00:02:29.360 --> 00:02:32.840]  是什麼人都會有經歷到復活生命的呢?
[00:02:32.840 --> 00:02:34.640]  就是你和我
[00:02:34.640 --> 00:02:37.000]  所以復活的時代開啟的時候
[00:02:37.000 --> 00:02:43.040]  復活的生命的果效是不斷地去影響
[00:02:43.040 --> 00:02:47.440]  就好像你的房子可能水壓不夠
[00:02:47.440 --> 00:02:51.000]  有時候單一事件就是
[00:02:51.000 --> 00:02:54.920]  可能你找個水喉匠來你家裡
[00:02:54.920 --> 00:02:58.120]  幫你清洗一下水管
[00:02:58.120 --> 00:02:59.320]  清洗完之後隔了一陣子
[00:02:59.320 --> 00:03:01.320]  水壓仍然不夠
[00:03:01.320 --> 00:03:03.120]  清洗完之後隔了一陣子水壓仍然不夠
[00:03:03.120 --> 00:03:06.960]  單一事件你叫他來很多次
[00:03:06.960 --> 00:03:10.200]  但是後來你下定決心
[00:03:10.200 --> 00:03:14.160]  你就一次過解決所有的問題
[00:03:14.160 --> 00:03:16.560]  解決水壓不夠的問題
[00:03:16.560 --> 00:03:20.120]  你就在外面多引一條水管進來
[00:03:20.120 --> 00:03:23.720]  這個就不是單一事件了
[00:03:23.720 --> 00:03:25.880]  當做完這個工程
[00:03:25.880 --> 00:03:27.840]  把水管引進來的時候
[00:03:27.840 --> 00:03:33.440]  你的房子就多了一個水進來的渠道
[00:03:33.440 --> 00:03:35.440]  一個管道
[00:03:35.440 --> 00:03:37.720]  那些水源源不絕
[00:03:37.720 --> 00:03:40.000]  自從開了這個水管之後
[00:03:40.000 --> 00:03:45.440]  源源不絕地有水運進來你的房子
[00:03:45.440 --> 00:03:47.600]  復活也是這樣
[00:03:47.600 --> 00:03:48.840]  它不是單一的事件
[00:03:48.840 --> 00:03:51.840]  一次兩次完了就完
[00:03:51.840 --> 00:03:56.400]  復活是開啟了神的工作一個新的範疇
[00:03:56.400 --> 00:03:58.360]  就是耶穌基督的死和復活
[00:03:58.360 --> 00:04:01.240]  就把復活的生命的大能
[00:04:01.240 --> 00:04:03.720]  神的大能引進了人類歷史
[00:04:03.720 --> 00:04:04.840]  而甚麼人可以經歷呢
[00:04:04.840 --> 00:04:06.560]  就是信的人可以經歷
[00:04:06.560 --> 00:04:07.480]  所以主耶穌說
[00:04:07.480 --> 00:04:10.320]  信祂的人要裡面有活水的泉源
[00:04:10.320 --> 00:04:12.800]  直湧到永生
[00:04:12.800 --> 00:04:17.040]  永生不是說我死了之後就經歷了永生
[00:04:17.040 --> 00:04:21.640]  而是現在復活的大能在你裡面不斷湧流
[00:04:21.640 --> 00:04:23.480]  好像扼制不住的
[00:04:23.480 --> 00:04:26.880]  把神的大能發揮出來
[00:04:26.880 --> 00:04:30.880]  光芒不斷地展現出來的時候
[00:04:30.880 --> 00:04:34.200]  直湧到永生
[00:04:34.200 --> 00:04:37.760]  所以保羅是很明白的
[00:04:37.760 --> 00:04:40.240]  所以今天我們所諮詢的這個題目
[00:04:40.240 --> 00:04:43.040]  在哥倫多後書中保羅其實講得很清楚
[00:04:43.040 --> 00:04:44.440]  一開始的時候他說
[00:04:44.440 --> 00:04:46.920]  「我們有者寶貝放在瓦器裡
[00:04:46.920 --> 00:04:49.760]  要顯明這莫大的能力是出於神
[00:04:49.760 --> 00:04:53.440]  不是出於我們」
[00:04:53.440 --> 00:04:55.360]  一開始的時候
[00:04:55.360 --> 00:04:56.880]  保羅很清楚地說
[00:04:56.880 --> 00:04:59.360]  我們之所以可以經歷到復活的大能
[00:04:59.360 --> 00:05:05.480]  因為神將聖靈住在基督徒裡面
[00:05:05.480 --> 00:05:07.000]  你要明白
[00:05:07.000 --> 00:05:08.200]  聖靈何時降臨呢?
[00:05:08.200 --> 00:05:11.600]  聖靈就是在耶穌基督復活之後
[00:05:11.600 --> 00:05:13.520]  才有次聖靈
[00:05:13.520 --> 00:05:15.480]  在《宇航福音》講得很清楚
[00:05:15.480 --> 00:05:16.640]  當時還沒有聖靈
[00:05:16.640 --> 00:05:17.840]  但是他講到
[00:05:17.840 --> 00:05:19.400]  後來將會次聖靈的時候
[00:05:19.400 --> 00:05:21.680]  那些聖靈就好像活水的光學
[00:05:21.680 --> 00:05:24.400]  這樣湧流
[00:05:24.400 --> 00:05:29.520]  所以聖靈就是經歷復活大能的橋樑
[00:05:29.520 --> 00:05:30.960]  或者是管道
[00:05:30.960 --> 00:05:33.520]  今天你和我都經歷了聖靈
[00:05:33.520 --> 00:05:38.480]  因為我和你都同樣經歷了復活的大能
