
[00:00:00.000 --> 00:00:01.360]  大英姊妹好
[00:00:01.360 --> 00:00:03.560]  我們今天一起學習這段經文
[00:00:03.560 --> 00:00:04.960]  我們首先有個禱告
[00:00:04.960 --> 00:00:07.640]  慈悲的天父求主幫助
[00:00:07.640 --> 00:00:11.520]  今天我們看到這段經文的時候
[00:00:11.520 --> 00:00:15.040]  看到彼得三次不認主
[00:00:15.040 --> 00:00:16.880]  求主幫助
[00:00:16.880 --> 00:00:19.840]  我們在當中一同學習
[00:00:19.840 --> 00:00:22.680]  願意你的話提醒我們
[00:00:22.680 --> 00:00:24.600]  祈禱奉主耶穌基督的名
[00:00:24.600 --> 00:00:25.320]  阿們
[00:00:27.320 --> 00:00:33.280]  我大女兒好幾年前去了美國讀書
[00:00:33.280 --> 00:00:35.720]  她是讀美術的
[00:00:35.720 --> 00:00:38.880]  女兒當然是一個信徒
[00:00:38.880 --> 00:00:41.760]  她去到美國其實面對很多衝擊
[00:00:41.760 --> 00:00:46.920]  因為美國很多的觀念
[00:00:46.920 --> 00:00:49.840]  很多時候都會很不同我們的信仰
[00:00:49.840 --> 00:00:53.000]  例如同性戀等等
[00:00:53.000 --> 00:00:56.200]  墮胎等等這些很多的議題
[00:00:56.200 --> 00:01:03.560]  2015年6月美國的高等法院
[00:01:03.560 --> 00:01:07.080]  他們已決一件事
[00:01:07.080 --> 00:01:10.480]  就是將所有在美國50個州裏面
[00:01:10.480 --> 00:01:15.640]  對於同性婚姻的禁令完全廢除
[00:01:15.640 --> 00:01:19.920]  簡單來說同性婚姻在法律上
[00:01:19.920 --> 00:01:27.040]  享有和異性婚姻的條文是一樣的
[00:01:27.040 --> 00:01:30.040]  可以說是平等
[00:01:30.040 --> 00:01:33.200]  因為美國有不少的州
[00:01:33.200 --> 00:01:35.440]  都有一些禁令
[00:01:35.440 --> 00:01:37.600]  在某個程度上有些很開放
[00:01:37.600 --> 00:01:40.440]  但這個決定50個州
[00:01:40.440 --> 00:01:43.160]  全部一律是沒有分別的
[00:01:43.160 --> 00:01:45.360]  同性婚姻和異性婚姻是沒有分別的
[00:01:45.360 --> 00:01:49.320]  在法律條文上的認同
[00:01:49.320 --> 00:01:54.560]  這件事情當時美國是很哄動的
[00:01:54.560 --> 00:01:56.600]  我女兒當時在上課
[00:01:56.600 --> 00:02:00.200]  她們的課程的情況是
[00:02:00.200 --> 00:02:02.320]  學生在這個角落
[00:02:02.320 --> 00:02:05.720]  我在這個角落畫畫
[00:02:05.720 --> 00:02:08.640]  突然間老師看到這個消息
[00:02:08.640 --> 00:02:13.720]  很著急很興奮的走到課室的中間
[00:02:13.720 --> 00:02:16.680]  叫人們「喂!喂!好消息!大消息!」
[00:02:16.680 --> 00:02:22.880]  所有同性婚姻的禁令全部廢除
[00:02:22.880 --> 00:02:24.640]  很熱烈
[00:02:24.640 --> 00:02:29.800]  全部人出來很歡樂的慶祝
[00:02:29.800 --> 00:02:33.520]  然後老師就用一些很粗俗的言語
[00:02:33.520 --> 00:02:35.240]  「基督徒!誰是基督徒?」
[00:02:35.240 --> 00:02:38.880]  「你出來!出來!看看你們有什麼說」
[00:02:38.880 --> 00:02:41.600]  這句話我女兒聽到
[00:02:41.600 --> 00:02:43.160]  我女兒是基督徒
[00:02:43.160 --> 00:02:46.720]  她和我一起在畫的角落
[00:02:46.720 --> 00:02:50.920]  一個也是從香港來的中學的同學
[00:02:50.920 --> 00:02:52.320]  一路去留學
[00:02:52.320 --> 00:02:53.360]  兩個都是基督徒
[00:02:53.360 --> 00:02:55.360]  聽到這兩個小妹妹
[00:02:55.360 --> 00:02:58.400]  看見這個怎麼處理
[00:02:58.400 --> 00:03:04.120]  於是就戰戰兢兢地走出去的同學當中
[00:03:04.120 --> 00:03:09.560]  但是看見他們一個很興高采烈地抱著
[00:03:09.560 --> 00:03:10.880]  互相擁抱
[00:03:10.880 --> 00:03:12.600]  很大肆的慶祝的時候
[00:03:12.600 --> 00:03:14.200]  然後老師也是
[00:03:14.200 --> 00:03:17.080]  我女兒是很尊敬的
[00:03:17.080 --> 00:03:18.680]  在這樣的情況
[00:03:18.680 --> 00:03:20.880]  她不知道可以說些什麼
[00:03:20.880 --> 00:03:23.080]  只是站在中間
[00:03:23.080 --> 00:03:24.840]  沒有話說
[00:03:24.840 --> 00:03:26.840]  她說她也很勇敢地走出來
[00:03:26.840 --> 00:03:29.760]  不過就不會回應
[00:03:29.760 --> 00:03:31.640]  根本不知道怎麼回應
[00:03:31.640 --> 00:03:34.280]  後來同學們慢慢散開
[00:03:34.280 --> 00:03:36.840]  老師在自己面前
[00:03:36.840 --> 00:03:38.960]  我女兒很小聲地說
[00:03:38.960 --> 00:03:41.400]  「我是一個基督徒」
[00:03:41.400 --> 00:03:44.320]  老師很疼愛我女兒
[00:03:44.320 --> 00:03:45.640]  就說「不要緊」
[00:03:45.640 --> 00:03:48.440]  「我相信你也不是那些極端福音派的基督徒」
[00:03:48.440 --> 00:03:50.280]  「不要緊」
[00:03:50.280 --> 00:03:53.600]  就跟她開脫
[00:03:53.600 --> 00:03:56.880]  但是我女兒真的感覺到很羞愧
[00:03:56.880 --> 00:03:59.520]  為什麼自己是一個信徒呢?
[00:03:59.520 --> 00:04:03.480]  沒有很清楚表明自己是怎樣呢?
[00:04:03.480 --> 00:04:06.880]  在那個處境好像不知道可以說些什麼
[00:04:06.880 --> 00:04:07.760]  當然了
[00:04:07.760 --> 00:04:10.840]  我想我女兒和所有的基督徒都一樣
[00:04:10.840 --> 00:04:13.160]  我們是愛同性戀者
[00:04:13.160 --> 00:04:16.560]  但我們知道這是神違背了神的心意的時候
[00:04:16.560 --> 00:04:17.760]  我們因為愛
[00:04:17.760 --> 00:04:19.040]  我們不能不講
[00:04:19.040 --> 00:04:21.200]  我們不能夠認同這個行為
[00:04:21.200 --> 00:04:26.400]  希望在這些同性戀的生活方式的人
[00:04:26.400 --> 00:04:29.200]  可以回到神的心意裡面
[00:04:29.200 --> 00:04:31.000]  但是
[00:04:31.000 --> 00:04:32.160]  談何容易
[00:04:32.160 --> 00:04:40.640]  將這個在一個潮流文化很強的環境下
[00:04:40.640 --> 00:04:44.000]  我們是否能夠把我們的信仰
[00:04:44.000 --> 00:04:47.360]  很有膽量的
[00:04:47.360 --> 00:04:49.360]  去將我們的看法
[00:04:49.360 --> 00:04:52.720]  聖經的真理向別人講呢?
[00:04:52.720 --> 00:04:53.840]  或者我們基督徒也是
[00:04:53.840 --> 00:04:57.520]  我們面對很多在世界裡面的看法
[00:04:57.520 --> 00:04:58.360]  跟我們有很多不同
[00:04:58.360 --> 00:05:00.080]  很多價值觀都不同
[00:05:00.080 --> 00:05:03.080]  如果我們遇到一些跟我們不同的
[00:05:03.080 --> 00:05:05.320]  可能我們會受到一些威脅
[00:05:05.320 --> 00:05:05.880]  比如我們說
[00:05:05.880 --> 00:05:08.840]  我們相信的神是獨一的真神
[00:05:08.840 --> 00:05:10.760]  就會有人駁斥
[00:05:10.760 --> 00:05:13.640]  你們基督徒太過霸道了
[00:05:13.640 --> 00:05:15.360]  唯一是你
[00:05:15.360 --> 00:05:17.600]  又或者我們說分善性行為
[00:05:17.600 --> 00:05:19.040]  我們不同意的
[00:05:19.040 --> 00:05:20.600]  現在的潮流文化說
[00:05:20.600 --> 00:05:21.960]  這些太落後了
[00:05:21.960 --> 00:05:23.800]  太過古板了
[00:05:23.800 --> 00:05:27.480]  如果在一些很敵視
[00:05:27.480 --> 00:05:30.920]  敵對基督徒的社會裡面生活
[00:05:30.920 --> 00:05:33.000]  如果你說你是信徒
[00:05:33.000 --> 00:05:35.320]  命都可能沒有的
[00:05:35.320 --> 00:05:37.240]  我們是不是真的
[00:05:37.240 --> 00:05:41.000]  今天在香港我們未必去到這樣的處境
[00:05:41.000 --> 00:05:42.120]  但是或多或少
[00:05:42.120 --> 00:05:44.760]  我們有沒有在人的面前
[00:05:44.760 --> 00:05:47.480]  我們不怕被人嘲笑
[00:05:47.480 --> 00:05:49.080]  我們不怕被人攻擊
[00:05:49.080 --> 00:05:52.560]  我們去將我們的信仰跟別人分享
[00:05:52.560 --> 00:05:55.320]  特別是我們寶貴的福音
[00:05:55.320 --> 00:05:57.760]  有些人很怕跟他講
[00:05:57.760 --> 00:06:01.400]  如果他信其他宗教的
[00:06:01.400 --> 00:06:02.680]  好像格格不入
[00:06:02.680 --> 00:06:06.040]  一講好像是犯眾路
[00:06:06.040 --> 00:06:09.560]  但是我們又怎樣去將我們的信仰
[00:06:09.560 --> 00:06:12.120]  很有愛心的講出來
[00:06:12.120 --> 00:06:14.920]  保羅說我們不以福音為恥
[00:06:14.920 --> 00:06:17.800]  我們怎樣去持守我們基督徒的身份
[00:06:17.800 --> 00:06:21.160]  我們怎樣很忠心的走在主的腳中
[00:06:21.160 --> 00:06:23.360]  我們成為他的門徒呢
[00:06:23.360 --> 00:06:26.440]  今天我們看一段就是
[00:06:26.440 --> 00:06:29.000]  彼得否認了耶穌
[00:06:29.000 --> 00:06:32.640]  一個主最親近的門徒
[00:06:32.640 --> 00:06:34.240]  或者我們在使徒當中
[00:06:34.240 --> 00:06:37.200]  一個非常之重要的領袖
[00:06:37.200 --> 00:06:39.560]  竟然間一個這樣的人物
[00:06:39.560 --> 00:06:40.480]  他跌倒
[00:06:40.480 --> 00:06:41.480]  不止一次
[00:06:41.480 --> 00:06:44.360]  是三次的不認住
[00:06:44.360 --> 00:06:47.120]  我們的信仰有些什麼學習
[00:06:47.120 --> 00:06:49.440]  對你來說有什麼去檢視
[00:06:49.440 --> 00:06:52.520]  我們要檢視一下我們自己呢
[00:06:52.520 --> 00:06:54.200]  彼得也是這樣
[00:06:54.200 --> 00:06:56.240]  我們都要很小心
[00:06:56.240 --> 00:06:58.480]  或者我們看看這段經文之前
[00:06:58.480 --> 00:07:00.520]  是講耶穌基督
[00:07:00.520 --> 00:07:02.600]  已經被一些宗教領袖
[00:07:02.600 --> 00:07:05.560]  已經設計要去謀害祂
[00:07:05.560 --> 00:07:07.880]  而耶穌基督也在門徒面前
[00:07:07.880 --> 00:07:09.840]  講到祂將會受害
[00:07:09.840 --> 00:07:13.360]  並且說門徒你們都會受迫害
[00:07:13.360 --> 00:07:17.880]  在這段經文是第31節
[00:07:17.880 --> 00:07:19.640]  特別是跟彼得說
[00:07:19.640 --> 00:07:21.280]  31節主有說
[00:07:21.280 --> 00:07:22.360]  西門西門
[00:07:22.360 --> 00:07:23.520]  就是彼得
[00:07:23.520 --> 00:07:25.400]  撒旦要得著你們
[00:07:25.400 --> 00:07:28.760]  要篩你們像篩墨子一樣
[00:07:28.760 --> 00:07:30.760]  但我已經為你們
[00:07:30.760 --> 00:07:32.480]  但我已經為你祈求
[00:07:32.480 --> 00:07:35.680]  使你不至於失了信心
[00:07:35.680 --> 00:07:41.560]  你回頭之後要兼顧你的弟兄
[00:07:41.560 --> 00:07:43.800]  哇 你會失敗的
[00:07:43.800 --> 00:07:45.880]  並且因為我會為你禱告
[00:07:45.880 --> 00:07:47.520]  然後你之後
[00:07:47.520 --> 00:07:49.760]  你會兼顧你的弟兄
[00:07:49.760 --> 00:07:51.480]  彼得聽到就怎樣說呢
[00:07:51.480 --> 00:07:55.080]  他說主啊
