
[00:00:00.000 --> 00:00:03.000]  先跟大家讀兩段經文
[00:00:03.000 --> 00:00:08.000]  第一段是《新年記》一章三十四及三十五節
[00:00:08.000 --> 00:00:12.000]  第二段是《傳道書》七章十節
[00:00:12.000 --> 00:00:14.000]  我們一起重讀
[00:00:30.000 --> 00:00:34.000]  先前的現今的日子
[00:00:34.000 --> 00:00:38.000]  你這樣問不是出於自慰
[00:00:38.000 --> 00:00:40.000]  我想問大家
[00:00:40.000 --> 00:00:45.000]  香港最多人姓的姓氏是甚麼
[00:00:45.000 --> 00:00:47.000]  知不知道
[00:00:47.000 --> 00:00:48.000]  很聰明
[00:00:48.000 --> 00:00:52.000]  剛才可能聽過祖堂所講
[00:00:52.000 --> 00:00:54.000]  姓賴的
[00:00:54.000 --> 00:00:57.000]  最多人說那兩個字的詞彙
[00:00:57.000 --> 00:01:00.000]  知不知道是甚麼
[00:01:00.000 --> 00:01:05.000]  第一個就是「早知」
[00:01:05.000 --> 00:01:07.000]  第二個廣東話
[00:01:07.000 --> 00:01:09.000]  「知衰」就是你
[00:01:09.000 --> 00:01:13.000]  這些說話其實在很多情況我們都經常聽
[00:01:13.000 --> 00:01:15.000]  其實自己都會說
[00:01:15.000 --> 00:01:17.000]  「早知我就不這樣做」
[00:01:17.000 --> 00:01:20.000]  一講「早知」就罵旁邊那個「知衰」就是你
[00:01:20.000 --> 00:01:23.000]  不然你這樣會怎樣
[00:01:23.000 --> 00:01:26.000]  我記得在2008年
[00:01:26.000 --> 00:01:29.000]  香港遇到金融海嘯的時候
[00:01:29.000 --> 00:01:31.000]  我在茶樓喝茶
[00:01:31.000 --> 00:01:34.000]  經常聽到最多人說的那句話
[00:01:34.000 --> 00:01:37.000]  「知衰」就是你
[00:01:37.000 --> 00:01:39.000]  聽了誰誰說
[00:01:39.000 --> 00:01:41.000]  要我買那個雷曼兄弟
[00:01:41.000 --> 00:01:43.000]  現在我的血本無歸
[00:01:43.000 --> 00:01:48.000]  我早知就找有情有義的安信兄弟好過
[00:01:48.000 --> 00:01:51.000]  我又聽到很多不同的說
[00:01:51.000 --> 00:01:53.000]  最不好就是我表哥
[00:01:53.000 --> 00:01:57.000]  那時匯豐120元他叫我買
[00:01:57.000 --> 00:01:59.000]  現在匯豐多少
[00:01:59.000 --> 00:02:02.000]  好像60多元
[00:02:02.000 --> 00:02:07.000]  有個親戚兒子在英國讀書
[00:02:07.000 --> 00:02:11.000]  脫歐之前
[00:02:11.000 --> 00:02:16.000]  英鎊我記得當年去到16元多都試過
[00:02:16.000 --> 00:02:20.000]  脫歐之前12.6元
[00:02:20.000 --> 00:02:25.000]  我聽到這麼便宜就馬上買了五萬鎊
[00:02:25.000 --> 00:02:27.000]  現在英鎊多少
[00:02:27.000 --> 00:02:28.000]  9元多
[00:02:28.000 --> 00:02:32.000]  你們都很熟行情
[00:02:32.000 --> 00:02:35.000]  他就罵我老公
[00:02:35.000 --> 00:02:37.000]  「知衰」就是你
[00:02:37.000 --> 00:02:38.000]  我早知就不買
[00:02:38.000 --> 00:02:41.000]  其實他買的時候根本沒有問老公
[00:02:41.000 --> 00:02:43.000]  通常我們姐妹都是這樣
[00:02:43.000 --> 00:02:46.000]  自己說了再說
[00:02:46.000 --> 00:02:48.000]  我在教會以前
[00:02:48.000 --> 00:02:49.000]  在城鎮幾十年來
[00:02:49.000 --> 00:02:52.000]  我多數是做大專生
[00:02:52.000 --> 00:02:55.000]  然後是做職青
[00:02:55.000 --> 00:02:58.000]  所以我很多時都主持很多婚禮
[00:02:58.000 --> 00:03:00.000]  幫忙工作
[00:03:00.000 --> 00:03:04.000]  經常聽到姐妹會生氣
[00:03:04.000 --> 00:03:07.000]  我老公賺這麼少錢
[00:03:07.000 --> 00:03:10.000]  我現在買什麼都要想清楚
[00:03:10.000 --> 00:03:13.000]  你有沒有知道有個名叫月光軸
[00:03:13.000 --> 00:03:15.000]  即是每個月都清袋
[00:03:15.000 --> 00:03:17.000]  沒得剩的
[00:03:17.000 --> 00:03:19.000]  有沒有搞錯
[00:03:19.000 --> 00:03:21.000]  我上班的日頭已經很辛苦
[00:03:21.000 --> 00:03:23.000]  賺了的錢
[00:03:23.000 --> 00:03:26.000]  現在LV大減價我都不敢買
[00:03:26.000 --> 00:03:28.000]  因為我是月光軸
[00:03:28.000 --> 00:03:30.000]  那怎麼辦呢
[00:03:30.000 --> 00:03:34.000]  我們城鎮都很多醫生
[00:03:34.000 --> 00:03:36.000]  姐妹就在說
[00:03:36.000 --> 00:03:37.000]  阿斌就好了
[00:03:37.000 --> 00:03:40.000]  他嫁給了某弟兄做醫生
[00:03:40.000 --> 00:03:42.000]  醫生都挺賺錢的
[00:03:42.000 --> 00:03:46.000]  他買東西不用看價錢的
[00:03:46.000 --> 00:03:48.000]  我經常夢想
[00:03:48.000 --> 00:03:51.000]  吃東西不用看價錢
[00:03:51.000 --> 00:03:53.000]  學生都抱怨
[00:03:53.000 --> 00:03:58.000]  因為我記得我在國內來的學生
[00:03:58.000 --> 00:04:00.000]  做導師團契
[00:04:00.000 --> 00:04:04.000]  最喜歡抱怨什麼呢
[00:04:04.000 --> 00:04:06.000]  最壞就是老師
[00:04:06.000 --> 00:04:07.000]  我讀的他又不出
[00:04:07.000 --> 00:04:09.000]  我不讀的他又出
[00:04:09.000 --> 00:04:11.000]  經常都是賴
[00:04:11.000 --> 00:04:13.000]  香港人很喜歡賴
[00:04:13.000 --> 00:04:15.000]  有些姐妹就說
[00:04:15.000 --> 00:04:18.000]  我嫁了比沒嫁的時候還辛苦
[00:04:18.000 --> 00:04:21.000]  我做女兒的時候都不用做那麼多家務
[00:04:21.000 --> 00:04:23.000]  我嫁了之後什麼都要做
[00:04:23.000 --> 00:04:26.000]  我老公就很不體諒我
[00:04:26.000 --> 00:04:28.000]  我又要上班
[00:04:28.000 --> 00:04:30.000]  工作一份婆婆一份
[00:04:30.000 --> 00:04:32.000]  上班之後又是我買菜我煮飯
[00:04:32.000 --> 00:04:34.000]  煮完飯他連碗都不用動
[00:04:34.000 --> 00:04:36.000]  他就坐在沙發上看電視
[00:04:36.000 --> 00:04:38.000]  他沒有按聖經的教導
[00:04:38.000 --> 00:04:41.000]  聖經教導我們是一信一主一洗的
[00:04:41.000 --> 00:04:44.000]  我煮他又不肯洗
[00:04:44.000 --> 00:04:48.000]  很多的清音我都聽過埋怨
[00:04:48.000 --> 00:04:50.000]  我們都叫做老生常怨
[00:04:50.000 --> 00:04:52.000]  其實在可預期的將來
[00:04:52.000 --> 00:04:54.000]  現在香港的環境都是
[00:04:54.000 --> 00:04:58.000]  是很多怨恨很多抱怨很多罵的
[00:04:58.000 --> 00:05:00.000]  久不久會再說一次
[00:05:00.000 --> 00:05:04.000]  永遠責任都在別人的身上
[00:05:04.000 --> 00:05:07.000]  就好像阿當和夏娃
[00:05:07.000 --> 00:05:10.000]  他犯了罪之後第一個反應
[00:05:10.000 --> 00:05:11.000]  上帝就問阿當
[00:05:11.000 --> 00:05:13.000]  究竟發生什麼事
[00:05:13.000 --> 00:05:16.000]  你為什麼會知道你沒有穿衣服
[00:05:16.000 --> 00:05:18.000]  阿當怎麼回答
[00:05:18.000 --> 00:05:20.000]  他沒有說前面那兩句
[00:05:20.000 --> 00:05:22.000]  智衰是你他不敢說
[00:05:22.000 --> 00:05:25.000]  是不是你帶那個女人給我的
[00:05:25.000 --> 00:05:27.000]  他在賴上帝
[00:05:27.000 --> 00:05:32.000]  你記不記得上帝將夏娃帶到他面前的時候
[00:05:32.000 --> 00:05:33.000]  他流口水了
[00:05:33.000 --> 00:05:36.000]  這個是我骨中的骨肉中的肉
[00:05:36.000 --> 00:05:38.000]  那時候他沒有埋怨上帝
[00:05:38.000 --> 00:05:40.000]  但是一出事
[00:05:40.000 --> 00:05:42.000]  他就覺得智衰都是你
[00:05:42.000 --> 00:05:44.000]  你不給這個女人我我不會有事
[00:05:44.000 --> 00:05:46.000]  那夏娃呢
[00:05:46.000 --> 00:05:47.000]  智衰是蛇
[00:05:47.000 --> 00:05:50.000]  如果不是蛇我又不會被引誘
[00:05:50.000 --> 00:05:51.000]  那就賴了
[00:05:51.000 --> 00:05:53.000]  我不知道以後蛇會賴誰
[00:05:53.000 --> 00:05:56.000]  其實不信的人都有這個藉口
[00:05:56.000 --> 00:06:00.000]  就是說上帝智衰都是你
[00:06:00.000 --> 00:06:03.000]  如果你不創造那個知識樹
[00:06:03.000 --> 00:06:06.000]  我們叫做惡樹
[00:06:06.000 --> 00:06:07.000]  阿當不會吃
[00:06:07.000 --> 00:06:09.000]  阿當不會吃我們不會犯罪
[00:06:09.000 --> 00:06:11.000]  不會犯罪我們不會搞那麼多事出來
[00:06:11.000 --> 00:06:12.000]  其實神又是你鬼又是你
[00:06:12.000 --> 00:06:14.000]  上帝智衰都是你
[00:06:14.000 --> 00:06:16.000]  這個我都聽過很多很多
[00:06:16.000 --> 00:06:18.000]  其實我們在歷史裏面
[00:06:18.000 --> 00:06:21.000]  以色列人都是一樣的
[00:06:21.000 --> 00:06:25.000]  在文素記的21章4到9節都記載
[00:06:25.000 --> 00:06:28.000]  他們在路上很煩躁
[00:06:28.000 --> 00:06:32.000]  他們向神和摩西猶抱怨
[00:06:32.000 --> 00:06:36.000]  你們為什麼要將我從埃及地領上來
[00:06:36.000 --> 00:06:37.000]  死在曠野
[00:06:37.000 --> 00:06:39.000]  沒有糧食沒有水
[00:06:39.000 --> 00:06:42.000]  我們要厭惡著淡而無味的食物
[00:06:42.000 --> 00:06:43.000]  那個馬拿
[00:06:43.000 --> 00:06:45.000]  你知道馬拿是白濛濛的
[00:06:45.000 --> 00:06:47.000]  只是溶在手裏不溶在口裏
[00:06:47.000 --> 00:06:49.000]  很難吃的
[00:06:49.000 --> 00:06:52.000]  其實他們忘記了
[00:06:52.000 --> 00:06:56.000]  是他們祈禱向上帝求脫離埃及的手
[00:06:56.000 --> 00:07:00.000]  但是一進到曠野就開始怨了
[00:07:00.000 --> 00:07:03.000]  我們以前在埃及起初有火鍋吃的
[00:07:03.000 --> 00:07:05.000]  有大蔥有很多肉吃
[00:07:05.000 --> 00:07:06.000]  現在來到曠野
[00:07:06.000 --> 00:07:08.000]  沒有水猶抱怨
[00:07:08.000 --> 00:07:10.000]  沒有食物抱怨
[00:07:10.000 --> 00:07:12.000]  沒有肉猶抱怨
[00:07:12.000 --> 00:07:13.000]  你知不知道
[00:07:13.000 --> 00:07:17.000]  其實文素記是一件很悲哀的書卷
[00:07:17.000 --> 00:07:19.000]  文素記講到
[00:07:19.000 --> 00:07:22.000]  以色列人在曠野的40年
[00:07:22.000 --> 00:07:25.000]  其實由埃及走到迦南地
[00:07:25.000 --> 00:07:29.000]  在實際上的距離只是十多天的時間
[00:07:29.000 --> 00:07:31.000]  但是足足走了40年
[00:07:31.000 --> 00:07:32.000]  為什麼
[00:07:32.000 --> 00:07:35.000]  因為神不肯走
[00:07:35.000 --> 00:07:37.000]  他們一邊走一邊怨
[00:07:37.000 --> 00:07:42.000]  還有20歲以上的男丁
[00:07:42.000 --> 00:07:44.000]  全部都要死在曠野
[00:07:44.000 --> 00:07:46.000]  是不可以進迦南美地
[00:07:46.000 --> 00:07:48.000]  包括摩西和亞倫
[00:07:48.000 --> 00:07:50.000]  真是很淒涼的事情
