
[00:00:00.000 --> 00:00:03.400]  今天我要跟各位分享的是
[00:00:03.400 --> 00:00:05.800]  「迴轉向神」
[00:00:05.800 --> 00:00:08.640]  「迴」不是「回」
[00:00:08.640 --> 00:00:11.280]  repent and turn to God
[00:00:11.280 --> 00:00:14.200]  「迴轉向神」
[00:00:14.200 --> 00:00:19.040]  這是從詩篇七十七篇來的
[00:00:19.040 --> 00:00:21.080]  它有一個註解是說
[00:00:21.080 --> 00:00:25.320]  亞沙的詩照雅都頓的做法
[00:00:25.320 --> 00:00:27.160]  交於臨斬
[00:00:27.160 --> 00:00:30.800]  等一下給你們解釋一下
[00:00:30.800 --> 00:00:32.680]  我開始會講一下說
[00:00:32.680 --> 00:00:39.960]  到底「迴轉向神」跟「迴轉向神」有什麼不一樣
[00:00:39.960 --> 00:00:43.000]  那麼特別要強調「迴轉向神」
[00:00:43.000 --> 00:00:44.520]  turn back to God
[00:00:44.520 --> 00:00:47.200]  或者turn around to God
[00:00:47.200 --> 00:00:51.600]  那麼repent「迴轉向神」
[00:00:51.600 --> 00:00:55.600]  最後我們要緊緊的抓住時
[00:00:55.600 --> 00:00:59.800]  我們也再一次求神轉向我們
[00:00:59.800 --> 00:01:04.120]  求神讓我們轉向他
[00:01:04.120 --> 00:01:07.400]  詩篇七十七篇
[00:01:07.400 --> 00:01:12.720]  它上面有一個小標題說是亞沙的詩照雅都頓的做法
[00:01:12.720 --> 00:01:15.160]  交臨斬
[00:01:15.160 --> 00:01:17.040]  我們先講亞沙
[00:01:17.040 --> 00:01:18.760]  「哀俠」
[00:01:18.760 --> 00:01:22.800]  他是什麼樣的人
[00:01:22.800 --> 00:01:27.200]  聖經中有三位亞沙
[00:01:27.200 --> 00:01:30.000]  第一位就是他
[00:01:30.000 --> 00:01:35.920]  就是在大衛殿中管理歌唱的亞沙
[00:01:35.920 --> 00:01:37.680]  他是立委人的一職
[00:01:37.680 --> 00:01:43.840]  那麼他的子孫都是在聖殿裡面管歌唱
[00:01:43.840 --> 00:01:47.240]  歷代日上二十五章一至二節他這麼說
[00:01:47.240 --> 00:01:50.240]  來我們一起來念禮盟的誌
[00:01:50.240 --> 00:01:55.680]  大衛和眾首領分派亞沙、西曼
[00:01:55.680 --> 00:01:59.240]  並耶都頓的日的子孫
[00:01:59.240 --> 00:02:01.880]  彈琴、鼓射、敲打
[00:02:01.880 --> 00:02:04.120]  唱歌讚美神
[00:02:04.120 --> 00:02:05.640]  好的
[00:02:05.640 --> 00:02:09.240]  所以我們就知道在聖殿裡面
[00:02:09.240 --> 00:02:15.840]  有三個師班輪流的在聖殿裡面歌唱讚美神
[00:02:15.840 --> 00:02:17.280]  因為那個時候
[00:02:17.280 --> 00:02:21.000]  沒有流聲機、沒有CD、沒有唱片
[00:02:21.000 --> 00:02:22.800]  所以他必須要有
[00:02:22.800 --> 00:02:25.680]  實際上有人在裡面唱
[00:02:25.680 --> 00:02:28.800]  我相信他們的聲音一定都非常好
[00:02:28.800 --> 00:02:32.360]  他們在聖殿裡面唱
[00:02:32.360 --> 00:02:33.480]  有三班
[00:02:33.480 --> 00:02:35.240]  一班是亞沙
[00:02:35.240 --> 00:02:36.840]  一班是西曼
[00:02:36.840 --> 00:02:40.560]  還有亞度頓的子孫
[00:02:40.560 --> 00:02:41.800]  換句話說
[00:02:41.800 --> 00:02:43.880]  這個亞度頓的作法
[00:02:43.880 --> 00:02:47.440]  也就是說他譜的曲子
[00:02:47.440 --> 00:02:49.920]  他的子孫譜的曲子
[00:02:49.920 --> 00:02:53.440]  那麼亞瑟譜的詞
[00:02:53.440 --> 00:02:57.120]  那麼在聖殿裡面三班
[00:02:57.120 --> 00:03:00.560]  24小時不斷的在聖殿裡面唱
[00:03:00.560 --> 00:03:04.720]  當然有很多不同的曲子
[00:03:04.720 --> 00:03:08.120]  那麼甚至有詩篇有好多篇
[00:03:08.120 --> 00:03:12.920]  一路唱到詩篇最完的時候
[00:03:12.920 --> 00:03:15.760]  那麼我剛才說有三位亞沙
[00:03:15.760 --> 00:03:19.320]  還有一位亞沙是在《獵王記》下
[00:03:19.320 --> 00:03:20.680]  他講到
[00:03:20.680 --> 00:03:27.040]  他是說西西家王史官約亞的父親亞沙
[00:03:27.040 --> 00:03:29.720]  那麼只提到一次、兩次
