
[00:00:00.000 --> 00:00:01.880]  我們一同低頭禱告
[00:00:01.880 --> 00:00:03.920]  天父我們感謝祢
[00:00:03.920 --> 00:00:06.840]  讓我們真的遵行祢的旨意
[00:00:06.840 --> 00:00:08.680]  上上喜樂
[00:00:08.680 --> 00:00:10.680]  不絕禱告
[00:00:10.680 --> 00:00:12.800]  凡事謝恩
[00:00:12.800 --> 00:00:16.120]  主啊 祢既然替我們定了這個旨意
[00:00:16.120 --> 00:00:18.880]  求祢教導我們去遵行祢的旨意
[00:00:18.880 --> 00:00:20.600]  行在地上
[00:00:20.600 --> 00:00:23.520]  多謝祢讓我們今天早上頂尖會
[00:00:23.520 --> 00:00:26.400]  無論在堂屋裏面
[00:00:26.400 --> 00:00:29.400]  無論在我們各個不同的情境下
[00:00:29.400 --> 00:00:31.400]  讓我們一同去敬拜祢
[00:00:31.400 --> 00:00:33.720]  求主閱納我們的敬拜
[00:00:33.720 --> 00:00:35.520]  願我們這個時刻
[00:00:35.520 --> 00:00:37.160]  口裏的言語
[00:00:37.160 --> 00:00:38.520]  心裏的意念
[00:00:38.520 --> 00:00:40.240]  都能夠蒙您閱納
[00:00:40.240 --> 00:00:41.520]  順聽我們的禱告
[00:00:41.520 --> 00:00:43.120]  奉耶穌名字祈求
[00:00:43.120 --> 00:00:45.520]  阿門
[00:00:45.520 --> 00:00:47.520]  聖經裏面有很多人物
[00:00:47.520 --> 00:00:49.520]  舊約一個新約一個
[00:00:49.520 --> 00:00:51.520]  我對他們很有興趣
[00:00:51.520 --> 00:00:53.520]  舊約是雅各
[00:00:53.520 --> 00:00:55.520]  新約是彼得
[00:00:55.520 --> 00:00:59.520]  因為論這兩個人
[00:00:59.520 --> 00:01:01.520]  很不同
[00:01:01.520 --> 00:01:03.520]  彼得是一個很外向的人
[00:01:03.520 --> 00:01:06.520]  但雅各是一個很內向的人
[00:01:06.520 --> 00:01:09.520]  但這兩個人的際遇
[00:01:09.520 --> 00:01:12.520]  往往給我很大的提醒
[00:01:12.520 --> 00:01:15.520]  剛才大家所讀的那段經文
[00:01:15.520 --> 00:01:17.520]  我今天選的題目叫做
[00:01:17.520 --> 00:01:20.520]  雅各的別士巴
[00:01:20.520 --> 00:01:22.520]  這個地方
[00:01:22.520 --> 00:01:24.520]  如果你們去看聖經
[00:01:24.520 --> 00:01:26.520]  我想今天時間不許可
[00:01:26.520 --> 00:01:28.520]  從創世紀開始
[00:01:28.520 --> 00:01:30.520]  最早記錄別士巴的時候
[00:01:30.520 --> 00:01:33.520]  就是指雅各
[00:01:33.520 --> 00:01:37.520]  帶著以實瑪利
[00:01:37.520 --> 00:01:42.520]  被撒拉趕走的時候
[00:01:42.520 --> 00:01:46.520]  在這個地方神遇見
[00:01:46.520 --> 00:01:48.520]  這對母子
[00:01:48.520 --> 00:01:51.520]  結果都叫他們成為大族
[00:01:51.520 --> 00:01:53.520]  神是有恩典有憐憫的
[00:01:53.520 --> 00:01:55.520]  人有人的盤算
[00:01:55.520 --> 00:01:57.520]  神有祂的憐憫
[00:01:57.520 --> 00:01:59.520]  所以剛才蘇師哥說
[00:01:59.520 --> 00:02:01.520]  我們靠這麼十家
[00:02:01.520 --> 00:02:06.520]  是來尋找憐憫和恩典
[00:02:06.520 --> 00:02:09.520]  在十字架下面不是找公義的
[00:02:09.520 --> 00:02:12.520]  因為公義是耶穌基督承擔了
[00:02:12.520 --> 00:02:14.520]  祂施展了
[00:02:14.520 --> 00:02:16.520]  地上沒有公義可言
[00:02:16.520 --> 00:02:18.520]  一定沒有
[00:02:18.520 --> 00:02:20.520]  除了審判之外
[00:02:20.520 --> 00:02:22.520]  但是我們靠這麼十家的人
[00:02:22.520 --> 00:02:25.520]  去尋找神的恩典和憐憫
[00:02:25.520 --> 00:02:27.520]  如果有這兩樣
[00:02:27.520 --> 00:02:29.520]  你一生人都夠了
[00:02:29.520 --> 00:02:31.520]  同樣的點點別士家
[00:02:31.520 --> 00:02:34.520]  第一次在別士巴的時候
[00:02:34.520 --> 00:02:36.520]  雅各是很淒涼
[00:02:36.520 --> 00:02:38.520]  因為好話不聽
[00:02:38.520 --> 00:02:40.520]  自己不需要拿來說
[00:02:40.520 --> 00:02:42.520]  其實也不是不關他的事
[00:02:42.520 --> 00:02:44.520]  他媽媽也有份
[00:02:44.520 --> 00:02:46.520]  媽媽疼兒子,疼老頭
[00:02:46.520 --> 00:02:49.520]  教不教,教他騙老爸
[00:02:49.520 --> 00:02:51.520]  其實不騙都可以
[00:02:51.520 --> 00:02:54.520]  上帝應許了你百家
[00:02:54.520 --> 00:02:57.520]  將來大的要服從小的
[00:02:57.520 --> 00:02:59.520]  很清楚的
[00:02:59.520 --> 00:03:01.520]  不知為何人拿到神的說話就不信
[00:03:01.520 --> 00:03:04.520]  總要用自己的方法去搞定他
[00:03:04.520 --> 00:03:05.520]  弟兄姊妹
[00:03:05.520 --> 00:03:07.520]  凡是用自己的方法想搞定上帝的應許
[00:03:07.520 --> 00:03:09.520]  你一定撞板
[00:03:09.520 --> 00:03:11.520]  一定撞板
[00:03:11.520 --> 00:03:14.520]  你只有信服
[00:03:14.520 --> 00:03:16.520]  在第一個別士巴
[00:03:16.520 --> 00:03:18.520]  他已經記載
[00:03:18.520 --> 00:03:20.520]  孤身可憐
[00:03:20.520 --> 00:03:22.520]  可憐一個人
[00:03:22.520 --> 00:03:24.520]  要找一塊石頭在那裏睡覺
[00:03:24.520 --> 00:03:27.520]  沒事做,逃跑
[00:03:27.520 --> 00:03:29.520]  結果
[00:03:29.520 --> 00:03:33.520]  神在他夢中向他顯現
[00:03:33.520 --> 00:03:36.520]  但第二次的別士巴就不同了
[00:03:36.520 --> 00:03:38.520]  因為時間不許可
[00:03:38.520 --> 00:03:39.520]  說了這麼長
[00:03:39.520 --> 00:03:40.520]  浩浩蕩蕩
[00:03:40.520 --> 00:03:42.520]  七十人
[00:03:42.520 --> 00:03:46.520]  當然不算是弱勢
[00:03:46.520 --> 00:03:48.520]  那兩個小孩
[00:03:50.520 --> 00:03:51.520]  在那裏
[00:03:51.520 --> 00:03:55.520]  我哥哥不是一看到弱勢的車來了
[00:03:55.520 --> 00:03:57.520]  馬上就上車
[00:03:57.520 --> 00:03:58.520]  馬上去哀求
[00:03:58.520 --> 00:03:59.520]  不是
[00:03:59.520 --> 00:04:00.520]  他來到別士巴
[00:04:00.520 --> 00:04:01.520]  幹什麼?
[00:04:01.520 --> 00:04:03.520]  獻祭
[00:04:03.520 --> 00:04:05.520]  再禱告一下
[00:04:05.520 --> 00:04:08.520]  這麼清楚的環境指示
[00:04:08.520 --> 00:04:10.520]  但他仍然要禱告
[00:04:10.520 --> 00:04:12.520]  然後才起行
[00:04:12.520 --> 00:04:14.520]  弟兄姊妹
[00:04:14.520 --> 00:04:16.520]  基督徒的生活
[00:04:16.520 --> 00:04:18.520]  不可以離開祈禱
[00:04:18.520 --> 00:04:21.520]  你不要整天懷疑自己一行
[00:04:21.520 --> 00:04:24.520]  想盡辦法,弄盡腦汁
[00:04:24.520 --> 00:04:27.520]  結果你人生就是要逃跑的人生
[00:04:27.520 --> 00:04:30.520]  但當你知道是很可靠的時候
[00:04:30.520 --> 00:04:33.520]  仍然用禱告去行的時候
[00:04:33.520 --> 00:04:36.520]  完全改變了
[00:04:36.520 --> 00:04:38.520]  今年我們
[00:04:38.520 --> 00:04:41.520]  堂會的主題就是成長和結果
[00:04:41.520 --> 00:04:44.520]  我們就透過這兩個別士巴
[00:04:44.520 --> 00:04:47.520]  一個就是離開別士巴去哈蘭
[00:04:47.520 --> 00:04:50.520]  一個就是離開別士巴去埃及
[00:04:50.520 --> 00:04:54.520]  在這兩個別士巴的中間
[00:04:54.520 --> 00:04:57.520]  大概
[00:04:57.520 --> 00:04:59.520]  相隔多久呢?
[00:04:59.520 --> 00:05:01.520]  大概
[00:05:01.520 --> 00:05:04.520]  沒有一百年起碼有八十年
[00:05:04.520 --> 00:05:09.520]  這段時間等於你和我一生人的時間
[00:05:09.520 --> 00:05:13.520]  到底亞國是發達了
[00:05:13.520 --> 00:05:15.520]  還是很慘呢?
[00:05:15.520 --> 00:05:19.520]  希望求主席今次的經文給我們提醒
[00:05:19.520 --> 00:05:22.520]  聖經的人物記載
[00:05:22.520 --> 00:05:24.520]  有些地方是你學不到的
[00:05:24.520 --> 00:05:27.520]  亞國發達到以賽亞書記載
[00:05:27.520 --> 00:05:29.520]  如果你在安息日調轉你的腳步
[00:05:29.520 --> 00:05:31.520]  不作自己的私事,不說自己的私話
[00:05:31.520 --> 00:05:33.520]  不要做其他事
[00:05:33.520 --> 00:05:35.520]  以神為主的話
[00:05:35.520 --> 00:05:39.520]  我要以你祖亞國的產業養育你
[00:05:39.520 --> 00:05:41.520]  不是以你祖亞伯拉罕的產業
[00:05:41.520 --> 00:05:43.520]  不是以撒的產業
[00:05:43.520 --> 00:05:45.520]  是以你祖亞國的產業養育你
[00:05:45.520 --> 00:05:49.520]  即是說上帝賜福給亞國真的很多很多很多
[00:05:49.520 --> 00:05:51.520]  多到說他的豐富
[00:05:51.520 --> 00:05:55.520]  你記得他要見大老爾素的時候
[00:05:55.520 --> 00:05:57.520]  他準備了多少
[00:05:57.520 --> 00:05:59.520]  多少供品
