
[00:00:00.000 --> 00:00:01.340]  好 各位早晨
[00:00:01.340 --> 00:00:04.220]  今天很開心可以在星期六的清晨
[00:00:04.220 --> 00:00:07.120]  跟大家有一個聚會
[00:00:07.120 --> 00:00:08.780]  今天我們會的題目就是
[00:00:08.780 --> 00:00:10.400]  男兒不敗之謎
[00:00:10.400 --> 00:00:12.680]  今天就跟大家唱這一首的歌
[00:00:12.680 --> 00:00:14.200]  就是《大丈夫》
[00:00:14.200 --> 00:00:16.540]  有沒有人知道這一套的電影
[00:00:16.540 --> 00:00:18.340]  是什麼電影 叫什麼名字
[00:00:18.340 --> 00:00:22.200]  這一套應該是香港電影史裏面的一套
[00:00:22.200 --> 00:00:24.420]  很重要的電影來的
[00:00:24.420 --> 00:00:27.680]  兩個字的
[00:00:27.680 --> 00:00:28.740]  很多人聽到了
[00:00:28.740 --> 00:00:31.040]  沒有錯 《跳灰》
[00:00:31.040 --> 00:00:35.560]  不代表什麼
[00:00:35.560 --> 00:00:38.540]  認識的時候不代表他年紀大
[00:00:38.540 --> 00:00:42.260]  只是他閱歷深和資料搜集容易強
[00:00:42.260 --> 00:00:43.080]  是不是
[00:00:43.080 --> 00:00:44.320]  完全沒有問題的
[00:00:44.320 --> 00:00:45.600]  很簡單 舉個例子
[00:00:45.600 --> 00:00:48.940]  哪個皇帝統一了六國
[00:00:48.940 --> 00:00:50.880]  然後等到中國統一呢
[00:00:50.880 --> 00:00:52.080]  秦始皇
[00:00:52.080 --> 00:00:53.080]  對了 對了
[00:00:53.080 --> 00:00:54.560]  難道你是秦朝的人嗎
[00:00:54.560 --> 00:00:55.440]  是不是
[00:00:55.440 --> 00:00:57.280]  你不是秦勇
[00:00:57.280 --> 00:00:59.920]  這就證明你的學識豐富
[00:00:59.920 --> 00:01:01.160]  《跳灰》
[00:01:01.160 --> 00:01:03.500]  《跳灰》的主角是誰 知不知道
[00:01:03.500 --> 00:01:04.960]  陳偉敏
[00:01:04.960 --> 00:01:06.560]  不是陳偉敏
[00:01:06.560 --> 00:01:09.440]  陳偉敏有一個
[00:01:09.440 --> 00:01:13.640]  女主角當然是男主角
[00:01:13.640 --> 00:01:17.760]  其實男主角的名字叫加倫
[00:01:17.760 --> 00:01:19.640]  但是他有姓
[00:01:19.640 --> 00:01:21.280]  他叫梁加倫
[00:01:21.280 --> 00:01:23.120]  就不是見到神樂院的院長
[00:01:23.120 --> 00:01:24.480]  是加倫的加
[00:01:24.480 --> 00:01:28.400]  他是我的疏堂親戚 是我表舅舅
[00:01:28.400 --> 00:01:30.120]  好了 還有
[00:01:30.120 --> 00:01:31.760]  那個導演知不知道是誰
[00:01:31.760 --> 00:01:33.400]  拍過兩三部電影而已
[00:01:33.400 --> 00:01:34.760]  但是這個導演很特別的
[00:01:34.760 --> 00:01:36.400]  他是不懂中文的
[00:01:36.400 --> 00:01:40.560]  叫梁普志
[00:01:40.560 --> 00:01:42.000]  他是拍什麼呢
[00:01:42.000 --> 00:01:44.000]  是拍廣告出身的
[00:01:44.000 --> 00:01:46.600]  這部電影有什麼特別呢
[00:01:46.600 --> 00:01:51.200]  就是第一部全部是用實景街景來拍的
[00:01:51.200 --> 00:01:54.480]  有時候都要在廠房裡面搭景
[00:01:54.480 --> 00:01:56.320]  因為他是拍廣告出身
[00:01:56.320 --> 00:01:59.040]  所以剪接是很快速的
[00:01:59.040 --> 00:02:02.200]  其實這一部電影裡面有兩首歌
[00:02:02.200 --> 00:02:04.720]  另外一首歌大家就會更加熟悉
[00:02:04.720 --> 00:02:07.200]  剛才有人說女主角是蕭芳芳
[00:02:07.200 --> 00:02:08.960]  但原來不是她唱的
[00:02:08.960 --> 00:02:10.880]  是一個幕後代唱的
[00:02:10.880 --> 00:02:12.040]  那個是誰知不知道
[00:02:12.040 --> 00:02:13.120]  陳慧思
[00:02:13.120 --> 00:02:13.840]  是的
[00:02:13.840 --> 00:02:15.200]  陳慧思
[00:02:15.200 --> 00:02:16.280]  不是陳慧思
[00:02:16.280 --> 00:02:17.320]  就是
[00:02:17.320 --> 00:02:18.640]  這首歌是什麼名字
[00:02:18.640 --> 00:02:19.520]  《問我歡呼聲》
[00:02:19.520 --> 00:02:22.760]  問我歡呼聲有幾多
[00:02:22.760 --> 00:02:25.680]  問我悲哭聲有幾多
[00:02:25.680 --> 00:02:27.080]  是的
[00:02:27.080 --> 00:02:29.720]  《問我》就很熟悉了
[00:02:29.720 --> 00:02:31.520]  這首歌什麼時候出的呢
[00:02:31.520 --> 00:02:33.040]  我很深印象
[00:02:33.040 --> 00:02:34.800]  就是
[00:02:34.800 --> 00:02:36.960]  他們去掃毒
[00:02:36.960 --> 00:02:40.360]  跳灰其實就是運毒
[00:02:40.360 --> 00:02:41.520]  他去掃毒
[00:02:41.520 --> 00:02:43.800]  但是去油麻地那裡
[00:02:43.800 --> 00:02:45.520]  想去找一些東西
[00:02:45.520 --> 00:02:47.240]  但是找不到
[00:02:47.240 --> 00:02:48.120]  他們走的時候
[00:02:48.120 --> 00:02:49.480]  哇!真的很浪漫的
[00:02:49.480 --> 00:02:51.360]  正在下微雨
[00:02:51.360 --> 00:02:53.200]  他們沒有戴傘
[00:02:53.200 --> 00:02:54.720]  也不會穿雨衣
[00:02:54.720 --> 00:02:58.160]  在雨中很頹地走出來
[00:02:58.160 --> 00:02:59.040]  幾個
[00:02:59.040 --> 00:03:00.960]  除了嘉年修還有一個叫王忠
[00:03:00.960 --> 00:03:02.920]  王忠以前是邵氏的
[00:03:02.920 --> 00:03:04.720]  就響起這首歌
[00:03:04.720 --> 00:03:06.320]  當時那首歌
[00:03:06.320 --> 00:03:07.840]  那個歌星我也不是很認識
[00:03:07.840 --> 00:03:11.680]  但是現在成為我最喜歡聽的一位歌星
[00:03:11.680 --> 00:03:12.720]  的偶像
