
[00:00:00.000 --> 00:00:04.400]  (聲音)
[00:00:04.400 --> 00:00:05.560]  各位兄弟姐妹
[00:00:05.560 --> 00:00:08.060]  平安聖經仍然說話
[00:00:08.060 --> 00:00:10.920]  今天我要介紹的是《約伯記》
[00:00:10.920 --> 00:00:15.000]  《約伯記》是聖經裏面一卷最古老的書卷
[00:00:15.000 --> 00:00:16.400]  有些解經家說
[00:00:16.400 --> 00:00:21.360]  它可能是全本聖經裏面最早的一卷書
[00:00:21.360 --> 00:00:25.320]  這卷書就探索一個很深奧的問題
[00:00:25.320 --> 00:00:27.820]  也可以說是一個奧秘
[00:00:27.820 --> 00:00:31.660]  就是為什麼這個世界會有苦難
[00:00:31.660 --> 00:00:36.860]  還有為什麼苦難會臨到好人的身上
[00:00:36.860 --> 00:00:38.960]  這個可能是一個結來的
[00:00:38.960 --> 00:00:40.560]  一個奧秘來的
[00:00:40.560 --> 00:00:42.560]  我們真的很難明白
[00:00:42.560 --> 00:00:44.760]  所以對很多基督徒來說
[00:00:44.760 --> 00:00:46.860]  《約伯記》是比較深
[00:00:46.860 --> 00:00:49.560]  很難去明白的一卷書
[00:00:49.560 --> 00:00:53.360]  但是其實這卷書非常之有意思
[00:00:53.360 --> 00:00:56.160]  如果你明白了它的鋪排
[00:00:56.160 --> 00:00:57.760]  它的設計之後
[00:00:57.760 --> 00:00:59.860]  可能你就慢慢閱讀
[00:00:59.860 --> 00:01:01.560]  就越有味道
[00:01:01.560 --> 00:01:03.960]  閱讀你就會越明白
[00:01:03.960 --> 00:01:06.460]  雖然《約伯記》是很長
[00:01:06.460 --> 00:01:08.960]  有42章這麼多
[00:01:08.960 --> 00:01:11.860]  但是它的結構其實都是很簡單
[00:01:11.860 --> 00:01:16.860]  首先它是揭開天上面的情況
[00:01:16.860 --> 00:01:18.060]  所以很吸引
[00:01:18.060 --> 00:01:19.560]  就在第一章那裡
[00:01:19.560 --> 00:01:23.560]  它將天上的景象告訴我們
[00:01:23.560 --> 00:01:28.060]  神稱讚在烏斯地一個
[00:01:28.060 --> 00:01:30.160]  不是屬於以色列的地方
[00:01:30.160 --> 00:01:31.160]  有一個人
[00:01:31.160 --> 00:01:33.360]  他的名字叫做約伯
[00:01:33.360 --> 00:01:35.660]  他是一個完全人
[00:01:35.660 --> 00:01:37.360]  他是一個異人
[00:01:37.360 --> 00:01:39.160]  所以神覺得很開心
[00:01:39.160 --> 00:01:41.760]  在地上有這麼一個異人
[00:01:41.760 --> 00:01:45.760]  誰知道撒旦就來挑戰
[00:01:45.760 --> 00:01:47.960]  他說他當然是異人
[00:01:47.960 --> 00:01:49.560]  因為你祝福他
[00:01:49.560 --> 00:01:51.760]  你嘗試拿走他一些東西
[00:01:51.760 --> 00:01:55.560]  他還會不會是一個異人這麼驚威你呢?
[00:01:55.560 --> 00:01:58.460]  在神的准許之下
[00:01:58.460 --> 00:02:02.160]  於是撒旦就可以在約伯那裡
[00:02:02.160 --> 00:02:04.260]  做了一些攻擊
[00:02:04.260 --> 00:02:07.760]  來將他一些家產
[00:02:07.760 --> 00:02:09.760]  家人全部拿走
[00:02:09.760 --> 00:02:11.560]  結果接下來
[00:02:11.560 --> 00:02:14.560]  就一連串的悲劇發生
[00:02:14.560 --> 00:02:17.460]  首先他的房屋沒有了
[00:02:17.460 --> 00:02:21.160]  然後他的財產一批一批都沒有了
[00:02:21.160 --> 00:02:24.360]  然後他的兒女又沒有了
[00:02:24.360 --> 00:02:26.160]  然後輪到自己
[00:02:26.160 --> 00:02:30.360]  連身上都長了一些毒瘡
[00:02:30.360 --> 00:02:32.560]  痛到他不得了
[00:02:32.560 --> 00:02:36.560]  要用啞片來刮自己的身體
[00:02:36.560 --> 00:02:39.660]  所以兩章聖經真的很精彩
[00:02:39.660 --> 00:02:41.660]  將一個這樣的事情
[00:02:41.660 --> 00:02:43.660]  就擺在我們面前
[00:02:43.660 --> 00:02:45.960]  然後由第三章
[00:02:45.960 --> 00:02:48.960]  一直到三十多章
[00:02:48.960 --> 00:02:53.060]  就有三個約伯的好朋友
[00:02:53.060 --> 00:02:54.660]  就來探他
[00:02:54.660 --> 00:02:57.160]  就跟約伯對話
[00:02:57.160 --> 00:03:01.260]  所以一共有三輪的對話
[00:03:01.260 --> 00:03:06.160]  每一輪都是三個朋友輪流發言
[00:03:06.160 --> 00:03:09.360]  然後約伯做一些的回應
[00:03:09.360 --> 00:03:11.760]  所以很容易記的
[00:03:11.760 --> 00:03:14.060]  第一輪的對話
[00:03:14.060 --> 00:03:16.860]  就由第三章到十四章
[00:03:16.860 --> 00:03:20.160]  讓我來介紹一下這三個朋友
[00:03:20.160 --> 00:03:21.960]  是哪三個呢
[00:03:21.960 --> 00:03:23.060]  聖經裏面說
[00:03:23.060 --> 00:03:24.760]  第一個就叫做
[00:03:24.760 --> 00:03:28.060]  「書亞人」比勒特
[00:03:28.060 --> 00:03:30.960]  又是一個不知名的地方
[00:03:30.960 --> 00:03:34.360]  書亞的人叫做比勒特
