
[00:00:00.000 --> 00:00:03.200]  讓我們一齊低頭禱告
[00:00:03.200 --> 00:00:07.800]  天父多謝你賜下你自己寶貝的話語
[00:00:07.800 --> 00:00:10.200]  你的話語是歷久常新
[00:00:10.200 --> 00:00:13.200]  你的話語是永不改變
[00:00:13.200 --> 00:00:15.000]  願意臣你自己的道
[00:00:15.000 --> 00:00:17.200]  今日藉著這段經文
[00:00:17.200 --> 00:00:20.600]  向我們每一個弟兄姊妹來說話
[00:00:20.600 --> 00:00:24.600]  讓我們不單止聽了之後就算數
[00:00:24.600 --> 00:00:27.200]  乃是我們能夠活出來
[00:00:27.200 --> 00:00:30.400]  讓我們都能夠在每一日的生活裏面
[00:00:30.400 --> 00:00:32.000]  讓我們的生命
[00:00:32.000 --> 00:00:35.200]  你去到活出主你自己的話語
[00:00:35.200 --> 00:00:37.800]  以致到我們能夠站立得穩
[00:00:37.800 --> 00:00:39.800]  在這個世代裏面
[00:00:39.800 --> 00:00:41.800]  你去到為主你作見證
[00:00:41.800 --> 00:00:42.800]  多謝你
[00:00:42.800 --> 00:00:44.200]  求你隨聽我們的祈禱
[00:00:44.200 --> 00:00:46.200]  奉耶穌基督的命求
[00:00:46.200 --> 00:00:47.400]  阿門
[00:00:47.400 --> 00:00:49.800]  弟兄姊妹早晨
[00:00:49.800 --> 00:00:51.400]  很想問大家一個問題
[00:00:51.400 --> 00:00:55.800]  這條問題可能當你去跟一些人打招呼的時候
[00:00:55.800 --> 00:01:00.200]  頭三條必問的一條的問題
[00:01:00.200 --> 00:01:03.200]  大家最近忙嗎?
[00:01:03.200 --> 00:01:06.000]  想問下做一個調查
[00:01:06.000 --> 00:01:09.000]  即是你認為在這段時間你都覺得很忙
[00:01:09.000 --> 00:01:10.600]  請你舉一舉起你的手
[00:01:10.600 --> 00:01:12.200]  讓我知道一下
[00:01:12.200 --> 00:01:13.400]  最近你忙不忙呢?
[00:01:13.400 --> 00:01:14.600]  如果你覺得你自己都很忙
[00:01:14.600 --> 00:01:17.000]  在這段時間請舉一舉手
[00:01:17.000 --> 00:01:19.200]  見到了可以放下
[00:01:19.200 --> 00:01:21.400]  我不知道你對忙
[00:01:21.400 --> 00:01:23.400]  這一個字的演繹
[00:01:23.400 --> 00:01:24.800]  是些什麼
[00:01:24.800 --> 00:01:27.200]  如果我們嘗試將忙這個字
[00:01:27.200 --> 00:01:29.600]  拆開它的字首來看
[00:01:29.600 --> 00:01:32.600]  左手邊等於心
[00:01:32.600 --> 00:01:35.200]  右手邊等於死
[00:01:35.200 --> 00:01:37.400]  合起來即是心死
[00:01:37.400 --> 00:01:41.400]  原來忙很容易會令到我們心死
[00:01:41.400 --> 00:01:44.000]  忙彷彿亦都是現代的人
[00:01:44.000 --> 00:01:46.600]  所面對一個很大的問題
[00:01:46.600 --> 00:01:49.200]  忙到沒有時間
[00:01:49.200 --> 00:01:51.200]  我不知道你是否
[00:01:51.200 --> 00:01:52.400]  我希望你不是
[00:01:52.400 --> 00:01:55.200]  現代的人透過忙碌
[00:01:55.200 --> 00:01:58.200]  來肯定自己存在的價值
[00:01:58.200 --> 00:02:00.000]  當我不忙的時候
[00:02:00.000 --> 00:02:02.200]  好像我沒什麼用
[00:02:02.200 --> 00:02:05.600]  忙的相反是什麼字?
[00:02:05.600 --> 00:02:07.000]  忙的相反
[00:02:07.000 --> 00:02:09.800]  用一個較為年輕的潮語
[00:02:09.800 --> 00:02:12.000]  就是一個「嘢」字
[00:02:12.000 --> 00:02:13.800]  當你跟身邊的朋友說
[00:02:13.800 --> 00:02:15.600]  這個星期我很「嘢」
[00:02:15.600 --> 00:02:18.000]  可能你都會給人一個印象
[00:02:18.000 --> 00:02:19.400]  好像很負面
[00:02:19.400 --> 00:02:22.600]  為什麼你這麼「嘢」這個星期
[00:02:22.600 --> 00:02:24.800]  當我們不「嘢」的時候
[00:02:24.800 --> 00:02:27.200]  當我們覺得自己不忙的話
[00:02:27.200 --> 00:02:28.800]  好像真的很沒用
[00:02:28.800 --> 00:02:32.600]  好像很怕被人來看低自己
[00:02:32.600 --> 00:02:34.600]  或者甚至會有一個感覺
[00:02:34.600 --> 00:02:37.000]  就是我會不會被社會淘汰
[00:02:37.000 --> 00:02:38.600]  最不說這個時代
[00:02:38.600 --> 00:02:41.400]  這麼急速的節拍裏面
[00:02:41.400 --> 00:02:43.000]  在這個世代裏面
[00:02:43.000 --> 00:02:44.600]  準時放工
[00:02:44.600 --> 00:02:45.600]  只是說而已
[00:02:45.600 --> 00:02:46.600]  朝九晚五
[00:02:46.600 --> 00:02:47.600]  朝九晚六
[00:02:47.600 --> 00:02:50.000]  只不過是白紙黑字而已
[00:02:50.000 --> 00:02:51.800]  我不知道你會不會有一種感受
[00:02:51.800 --> 00:02:53.800]  就是當你準時放工
[00:02:53.800 --> 00:02:56.200]  你會心裏面覺得很內疚
[00:02:56.200 --> 00:02:59.000]  就是要很偷偷摸摸
[00:02:59.000 --> 00:03:00.800]  讓人不太發覺的情況下
[00:03:00.800 --> 00:03:03.400]  離開你的辦公室
[00:03:03.400 --> 00:03:05.800]  現代的人好像越遲放工
[00:03:05.800 --> 00:03:07.400]  越威風
[00:03:07.400 --> 00:03:10.200]  我不知道你會不會有機會
[00:03:10.200 --> 00:03:12.600]  當你可能是上個星期
[00:03:12.600 --> 00:03:13.600]  其中一晚
[00:03:13.600 --> 00:03:14.600]  你很遲放工
[00:03:14.600 --> 00:03:16.200]  做到十一、二點
[00:03:16.200 --> 00:03:17.400]  第二天早上當你見到同事的時候
[00:03:17.400 --> 00:03:19.400]  可能你會很驕傲的
[00:03:19.400 --> 00:03:20.400]  跟你同事說
[00:03:20.400 --> 00:03:23.000]  昨晚十二點才離開
[00:03:23.000 --> 00:03:28.400]  好像是一件很威風的事情
[00:03:28.400 --> 00:03:31.400]  作為今天我們跟隨主的
[00:03:31.400 --> 00:03:33.200]  一班弟兄姊妹
[00:03:33.200 --> 00:03:34.400]  我們每一個
[00:03:34.400 --> 00:03:37.400]  其實我們都是不能夠逃避
[00:03:37.400 --> 00:03:40.600]  忘記這個事實
[00:03:40.600 --> 00:03:42.400]  有一句說話
[00:03:42.400 --> 00:03:43.400]  他這樣說
[00:03:43.400 --> 00:03:46.200]  他說Life is fragile
[00:03:46.200 --> 00:03:49.400]  生命很脆弱
[00:03:49.400 --> 00:03:51.800]  Handle with prayer
[00:03:51.800 --> 00:03:54.800]  我們要用祈禱來經營
[00:03:54.800 --> 00:03:56.400]  的而且確
[00:03:56.400 --> 00:03:59.400]  當我們來看自己的生命的時候
[00:03:59.400 --> 00:04:01.000]  原來我們都會發現
[00:04:01.000 --> 00:04:02.600]  原來我們的生命
[00:04:02.600 --> 00:04:05.000]  有時候都會很脆弱
[00:04:05.000 --> 00:04:06.000]  我們常常都說
[00:04:06.000 --> 00:04:07.600]  我們很需要
[00:04:07.600 --> 00:04:10.000]  來到主的面前來禱告
[00:04:10.000 --> 00:04:16.200]  來到我們這個很容易碎的生命來擺上
[00:04:16.200 --> 00:04:19.200]  當我們不斷的忙碌
[00:04:19.200 --> 00:04:21.200]  可能會忙到一個地步
[00:04:21.200 --> 00:04:23.400]  我們會迷失了
[00:04:23.400 --> 00:04:26.000]  我們的眼睛開始不是很清楚
[00:04:26.000 --> 00:04:28.200]  前面的路應該怎樣走
[00:04:28.200 --> 00:04:32.400]  生命就會變成這個忙
[00:04:32.400 --> 00:04:35.400]  當我們的眼睛越來越模糊
[00:04:35.400 --> 00:04:37.800]  越來越迷茫的時候
[00:04:37.800 --> 00:04:39.600]  再繼續忙下去
[00:04:39.600 --> 00:04:41.000]  可能沒多久
[00:04:41.000 --> 00:04:42.600]  我們已經看不到
[00:04:42.600 --> 00:04:46.600]  我們應該怎樣來行前面生命的路
[00:04:46.600 --> 00:04:48.800]  不知道大家想不想
[00:04:48.800 --> 00:04:51.400]  藉著這一段的經文
[00:04:51.400 --> 00:04:54.200]  來再一次的提醒我們
[00:04:54.200 --> 00:04:55.800]  在一個忙碌的生活裡面
[00:04:55.800 --> 00:04:58.400]  我們怎樣能夠靠主剛強
[00:04:58.400 --> 00:04:59.400]  很喜樂
[00:04:59.400 --> 00:05:01.400]  並且很享受的
[00:05:01.400 --> 00:05:03.000]  來去面對
[00:05:03.000 --> 00:05:06.600]  我們每一天忙碌的生活呢
[00:05:06.600 --> 00:05:08.800]  在《路加福音》第十章
[00:05:08.800 --> 00:05:13.800]  剛才大家已經讀過的幾節經文裡面
[00:05:13.800 --> 00:05:16.600]  都讓我們看見得到
[00:05:16.600 --> 00:05:18.000]  主耶穌提到
[00:05:18.000 --> 00:05:21.800]  瑪利亞她選擇了上好的福分
[00:05:21.800 --> 00:05:24.400]  到底耶穌所說的上好的福分
[00:05:24.400 --> 00:05:26.400]  指的是些什麼呢?
[00:05:26.400 --> 00:05:27.400]  經文裡面提到
[00:05:27.400 --> 00:05:29.400]  耶穌在全道這個旅程裡面
[00:05:29.400 --> 00:05:30.800]  來到一個村莊
[00:05:30.800 --> 00:05:32.000]  有一個女人
[00:05:32.000 --> 00:05:34.800]  瑪大接待耶穌
[00:05:34.800 --> 00:05:37.400]  去到她家裡來作客
[00:05:37.400 --> 00:05:39.200]  我不知道大家有沒有印象
[00:05:39.200 --> 00:05:42.000]  在我們讀過的四福音書裡面
[00:05:42.000 --> 00:05:46.800]  耶穌究竟去了多少個人的家裡面
[00:05:46.800 --> 00:05:50.000]  究竟耶穌去到這些家庭裡面
[00:05:50.000 --> 00:05:53.400]  是不是真的作客呢?
[00:05:53.400 --> 00:05:57.200]  耶穌去過撒該的家
[00:05:57.200 --> 00:05:59.400]  經文告訴我們
[00:05:59.400 --> 00:06:03.400]  撒該很歡喜快樂地接待耶穌
[00:06:03.400 --> 00:06:05.200]  然後經文又繼續來到
[00:06:05.200 --> 00:06:08.000]  讓我們見到撒該的生命
[00:06:08.000 --> 00:06:10.600]  變得不再一樣
[00:06:10.600 --> 00:06:16.000]  撒該他將他身家的一半分給窮人
[00:06:16.000 --> 00:06:20.600]  也將他過去所訛詐過的每一個人的錢
[00:06:20.600 --> 00:06:23.400]  四倍地歸還
[00:06:23.400 --> 00:06:25.000]  耶穌也說
[00:06:25.000 --> 00:06:29.400]  今天救恩要來到撒該的家
[00:06:29.400 --> 00:06:31.600]  耶穌去到撒該的家的時候
[00:06:31.600 --> 00:06:34.400]  撒該的生命就改變了
[00:06:34.400 --> 00:06:40.400]  使到這個家庭得著這份救恩
[00:06:40.400 --> 00:06:44.800]  耶穌也去過西門彼得的家
[00:06:44.800 --> 00:06:47.800]  當時他的岳母患了業病
[00:06:47.800 --> 00:06:50.400]  被耶穌醫治了
[00:06:50.400 --> 00:06:51.800]  經文裡面記載說
[00:06:51.800 --> 00:06:55.200]  他就起來服侍耶穌
[00:06:55.200 --> 00:07:00.200]  很歡喜快樂地來侍奉跟隨這位神
[00:07:00.200 --> 00:07:03.800]  耶穌也去過艾魯的家
[00:07:03.800 --> 00:07:06.200]  使到他的女兒從死裡面復活
[00:07:06.200 --> 00:07:08.400]  使到每一個周邊的人
[00:07:08.400 --> 00:07:11.600]  都再一次來到去見證得到
[00:07:11.600 --> 00:07:17.600]  耶穌就是那個掌管生命的主宰
[00:07:17.600 --> 00:07:23.200]  我不知道當耶穌過去來到大家的家
[00:07:23.200 --> 00:07:25.400]  來到你生命的時候
[00:07:25.400 --> 00:07:29.200]  有什麼改變
[00:07:29.200 --> 00:07:32.200]  或許在我們家庭裡面
[00:07:32.200 --> 00:07:34.800]  我們或許都會掛著一個牌
[00:07:34.800 --> 00:07:39.600]  就是說耶穌是我們家的主人
[00:07:39.600 --> 00:07:43.000]  耶穌真是我們家的主人
[00:07:43.000 --> 00:07:45.600]  還是祂只不過是客人
[00:07:45.600 --> 00:07:49.400]  還是耶穌都是偶爾來到訪一次
[00:07:49.400 --> 00:07:53.200]  跟我們的關係可能不是那麼深
[00:07:53.200 --> 00:07:56.000]  耶穌來不是要來做客人
[00:07:56.000 --> 00:07:59.000]  耶穌來是要在我們家裡面
[00:07:59.000 --> 00:08:02.600]  做我們生命的主人
[00:08:02.600 --> 00:08:05.200]  當我們願意來接待耶穌
[00:08:05.200 --> 00:08:06.600]  耶穌的來到
[00:08:06.600 --> 00:08:12.600]  就帶來我們一個關鍵性生命的轉變
[00:08:12.600 --> 00:08:15.800]  到底這一次耶穌去到瑪大的家
[00:08:15.800 --> 00:08:20.800]  祂的目的又是什麼呢?
[00:08:20.800 --> 00:08:23.200]  經文裡面告訴我們
[00:08:23.200 --> 00:08:26.400]  兩姐妹瑪大和瑪利亞
[00:08:26.400 --> 00:08:30.000]  很開心快樂地來接待耶穌
[00:08:30.000 --> 00:08:31.800]  作為姐姐的瑪大
[00:08:31.800 --> 00:08:33.600]  作為家庭的主人家
[00:08:33.600 --> 00:08:36.400]  當然就要起來來服侍耶穌
[00:08:36.400 --> 00:08:39.400]  耶穌大費周章
[00:08:39.400 --> 00:08:41.800]  當時請拉比吃飯
[00:08:41.800 --> 00:08:46.800]  就類似今天我們給傳道人的車馬費
[00:08:46.800 --> 00:08:49.000]  拉比和今天的傳道人一樣
[00:08:49.000 --> 00:08:51.200]  其實他們收入是不多的
[00:08:51.200 --> 00:08:56.000]  所以真的要請這些人吃飯
[00:08:56.000 --> 00:08:57.600]  經文提到
[00:08:57.600 --> 00:09:01.000]  瑪大事後的事多
[00:09:01.000 --> 00:09:03.400]  心裡面很忙亂
[00:09:03.400 --> 00:09:05.200]  瑪大招呼耶穌的態度
[00:09:05.200 --> 00:09:07.600]  是非常非常重視
[00:09:07.600 --> 00:09:11.400]  視耶穌好像是一個貴賓
[00:09:11.400 --> 00:09:13.600]  雖然經文沒有很強烈
[00:09:13.600 --> 00:09:15.800]  究竟瑪大做了什麼
[00:09:15.800 --> 00:09:17.400]  但我們相信
[00:09:17.400 --> 00:09:19.400]  瑪大招呼耶穌
[00:09:19.400 --> 00:09:21.600]  一定不會隨便了事
[00:09:21.600 --> 00:09:25.200]  而是會預備各樣需要的東西
[00:09:25.200 --> 00:09:27.000]  包括斟茶遞水
[00:09:27.000 --> 00:09:31.200]  預備一個很豐富很豐富的晚餐
[00:09:31.200 --> 00:09:33.600]  獨自忙過不停
[00:09:33.600 --> 00:09:35.800]  我深信當有一天
[00:09:35.800 --> 00:09:39.800]  有一個在你生命裡面的VIP來到你家
[00:09:39.800 --> 00:09:42.200]  可能我們都會好像瑪大一樣
[00:09:42.200 --> 00:09:44.600]  由早上忙到晚上
[00:09:44.600 --> 00:09:46.200]  直到這個人出現
[00:09:46.200 --> 00:09:48.400]  你都會繼續忙碌
[00:09:48.400 --> 00:09:52.200]  看看這個VIP有什麼需要
[00:09:52.200 --> 00:09:54.400]  直到他離開的時候
[00:09:54.400 --> 00:09:59.200]  可能你才會舒一口氣
[00:09:59.200 --> 00:10:00.800]  經文給我們看見
[00:10:00.800 --> 00:10:03.800]  瑪大因為事後的事多
[00:10:03.800 --> 00:10:09.000]  所以令到他心裡面忙亂
[00:10:09.000 --> 00:10:12.200]  至於瑪大的妹妹瑪利亞
[00:10:12.200 --> 00:10:16.000]  她的反應和姐姐截然不同
[00:10:16.000 --> 00:10:18.000]  當耶穌來到她家的時候
[00:10:18.000 --> 00:10:22.000]  她招呼耶穌的方法很特別
[00:10:22.000 --> 00:10:23.800]  就是安靜地
[00:10:23.800 --> 00:10:26.200]  坐在耶穌的腳前
[00:10:26.200 --> 00:10:29.600]  聽耶穌的講話
[00:10:29.600 --> 00:10:33.600]  讓我們再一次深入看一看
[00:10:33.600 --> 00:10:38.400]  兩姐妹接待耶穌的差異
[00:10:38.400 --> 00:10:40.200]  第一樣我們看到的就是
[00:10:40.200 --> 00:10:44.400]  接待方式的差異
[00:10:44.400 --> 00:10:51.200]  瑪利亞她選擇來到耶穌的腳前坐著
[00:10:51.200 --> 00:10:53.000]  聽她自己的道
[00:10:53.000 --> 00:10:58.000]  一個很近距離的接待耶穌
[00:10:58.000 --> 00:10:59.400]  至於瑪大呢
[00:10:59.400 --> 00:11:00.800]  在經文裡面告訴我們
[00:11:00.800 --> 00:11:02.600]  瑪大事後的事多
[00:11:02.600 --> 00:11:06.000]  如果我們嘗試從不同的譯本裡面
[00:11:06.000 --> 00:11:09.000]  在The Message的譯本
[00:11:09.000 --> 00:11:09.800]  告訴我們
[00:11:09.800 --> 00:11:14.800]  Mother was pulled away by all she had to do in the kitchen
[00:11:14.800 --> 00:11:17.600]  大約我們會預計得到
[00:11:17.600 --> 00:11:20.600]  瑪大當時應該在廚房裡面
[00:11:20.600 --> 00:11:26.600]  很忙碌地預備那個筵席
[00:11:26.600 --> 00:11:30.000]  瑪利亞選擇一個近距離
[00:11:30.000 --> 00:11:32.000]  縱使在一個家裡
[00:11:32.000 --> 00:11:34.000]  她選擇一個近距離
[00:11:34.000 --> 00:11:39.000]  和耶穌面對面接待耶穌
[00:11:39.000 --> 00:11:47.400]  而瑪大選擇在廚房裡面接待耶穌
[00:11:47.400 --> 00:11:51.200]  在當時猶太人的角度來說
[00:11:51.200 --> 00:11:54.800]  瑪大所做的一切是最正當
[00:11:54.800 --> 00:11:58.400]  是屬於傳統的方法
[00:11:58.400 --> 00:12:01.200]  是最值得讚美的典範
[00:12:01.200 --> 00:12:05.800]  最符合當時社會觀感一個婦女的形象
[00:12:05.800 --> 00:12:07.000]  至於瑪利亞
[00:12:07.000 --> 00:12:10.600]  全然違背了當時善良的風俗
[00:12:10.600 --> 00:12:14.000]  當時的風俗是絕對不容許婦女
[00:12:14.000 --> 00:12:18.000]  坐在一群男士的中間聽道
