
[00:00:00.000 --> 00:00:01.000]  (主席)一起祈禱
[00:00:01.000 --> 00:00:04.980]  (主席)我們是
[00:00:04.980 --> 00:00:09.080]  (主席)每個星期都齊集來到你自己的面前
[00:00:09.080 --> 00:00:12.820]  (主席)我們教會的眾弟兄姊妹
[00:00:12.820 --> 00:00:14.580]  (主席)是屬於你自己的
[00:00:14.580 --> 00:00:17.340]  (主席)陽系你國度的子民
[00:00:17.340 --> 00:00:19.820]  (主席)我們來到你面前敬拜你的時候
[00:00:19.820 --> 00:00:21.040]  (主席)讀你自己的華語
[00:00:21.040 --> 00:00:22.500]  (主席)我們唱詩歌
[00:00:22.500 --> 00:00:24.360]  (主席)是重讚你的作為
[00:00:24.360 --> 00:00:26.180]  (主席)我們讀你華語的時候
[00:00:26.180 --> 00:00:27.620]  (主席)我們思考
[00:00:27.620 --> 00:00:30.020]  (主席)我們默想
[00:00:30.020 --> 00:00:33.700]  (主席)你華語對我們所要說的話
[00:00:33.700 --> 00:00:37.200]  (主席)這些都是你所閱納的敬拜
[00:00:37.200 --> 00:00:39.760]  (主席)我們在這裡離開之後
[00:00:39.760 --> 00:00:40.920]  (主席)同樣的
[00:00:40.920 --> 00:00:43.620]  (主席)你是預期我們
[00:00:43.620 --> 00:00:47.420]  (主席)並沒有因為這個緣故就離開了一個敬拜的場合
[00:00:47.420 --> 00:00:48.700]  (主席)就不再敬拜
[00:00:48.700 --> 00:00:52.640]  (主席)你仍然是預期我們有一個敬拜的人生
[00:00:52.640 --> 00:00:55.560]  (主席)我們在外面的所言所行
[00:00:55.560 --> 00:00:58.380]  (主席)和我們在你面前的所言所行
[00:00:58.380 --> 00:01:00.560]  (主席)你都有同樣的期望
[00:01:00.560 --> 00:01:02.300]  (主席)求天父幫助我們
[00:01:02.300 --> 00:01:04.920]  (主席)你知道我們本來是塵土是軟弱的
[00:01:04.920 --> 00:01:06.620]  (主席)你在我們這裡
[00:01:06.620 --> 00:01:08.060]  (主席)聚集在你面前的時候
[00:01:08.060 --> 00:01:09.680]  (主席)藉著你自己的華語
[00:01:09.680 --> 00:01:11.100]  (主席)是激勵我們
[00:01:11.100 --> 00:01:12.360]  (主席)警惕我們
[00:01:12.360 --> 00:01:13.520]  (主席)是勸勉我們
[00:01:13.520 --> 00:01:14.840]  (主席)也造就我們
[00:01:14.840 --> 00:01:16.280]  (主席)讓我們生命
[00:01:16.280 --> 00:01:17.340]  (主席)在你面前
[00:01:17.340 --> 00:01:19.160]  (主席)是真的好像大衛說的
[00:01:19.160 --> 00:01:21.480]  (主席)你賜給我們一個喜樂的靈
[00:01:21.480 --> 00:01:27.080]  (主席)讓我們再一次在你面前是踴躍、跳躍、能夠有喜樂
[00:01:27.080 --> 00:01:29.800]  (主席)能夠有盼望的時候
[00:01:29.800 --> 00:01:32.800]  (主席)我們的生命就注滿了活力
[00:01:32.800 --> 00:01:34.060]  (主席)因為在你面前
[00:01:34.060 --> 00:01:37.300]  (主席)我們重新得到一個清潔的良心
[00:01:37.300 --> 00:01:38.960]  (主席)誰聽我們這樣祈禱
[00:01:38.960 --> 00:01:41.160]  (主席)逢救主耶穌基督命求
[00:01:41.160 --> 00:01:42.220]  (主席)對嗎?
[00:01:42.220 --> 00:01:49.120]  (主席)和大家分享的題目就是
[00:01:49.120 --> 00:01:50.720]  (主席)不能認錯的文化
[00:01:50.720 --> 00:01:53.680]  (主席)不過題目很多時候都是題目
[00:01:53.680 --> 00:01:57.480]  (主席)題目有可能會譁眾取寵
[00:01:57.480 --> 00:01:58.400]  (主席)可能不會
[00:01:58.400 --> 00:02:00.160]  (主席)但是
[00:02:00.160 --> 00:02:03.840]  (主席)去到內容始終都是我們在聖經裡面
[00:02:03.840 --> 00:02:07.240]  (主席)這次在大衛的詩篇裡面
[00:02:07.240 --> 00:02:12.140]  (主席)我們怎樣來看裡面所說的話
[00:02:12.140 --> 00:02:15.640]  (主席)那件事本身大家應該知道
[00:02:15.640 --> 00:02:19.200]  (主席)記載在《撒姆爾記下》十二章那裡
[00:02:19.200 --> 00:02:22.320]  (主席)大衛所做的事情是
[00:02:22.320 --> 00:02:23.520]  (主席)有空得濟
[00:02:23.520 --> 00:02:24.880]  (主席)是應該的
[00:02:24.880 --> 00:02:26.520]  (主席)有空得濟聖經沒有說的
[00:02:26.520 --> 00:02:27.920]  (主席)一天
[00:02:27.920 --> 00:02:29.080]  (主席)日落西斜
[00:02:29.080 --> 00:02:30.680]  (主席)他上去屋頂那裡看見
[00:02:30.680 --> 00:02:33.400]  (主席)有一位女士
[00:02:33.400 --> 00:02:34.400]  (主席)沖涼
[00:02:34.400 --> 00:02:36.080]  (主席)沐浴
[00:02:36.080 --> 00:02:38.360]  (主席)他就動了淫念
[00:02:38.360 --> 00:02:42.480]  (主席)將她接了過來
[00:02:42.480 --> 00:02:43.920]  (主席)跟她發生關係
[00:02:43.920 --> 00:02:46.880]  (主席)但是這位女士其實無論是
[00:02:46.880 --> 00:02:48.280]  (主席)有結婚沒有結婚
[00:02:48.280 --> 00:02:50.280]  (主席)這個位置都不是太相關的
[00:02:50.280 --> 00:02:53.480]  (主席)但是這個正正就是結了這位女士
[00:02:53.480 --> 00:02:56.800]  (主席)大衛就把心一橫
[00:02:56.800 --> 00:03:01.280]  (主席)就動了殺機
[00:03:01.280 --> 00:03:04.720]  (主席)因為他跟這位女士發生關係之後
[00:03:04.720 --> 00:03:06.520]  (主席)是發覺這位女士
[00:03:06.520 --> 00:03:08.720]  (主席)是有了新人
[00:03:08.720 --> 00:03:10.760]  (主席)她其實是出古惑的
[00:03:10.760 --> 00:03:12.280]  (主席)如果你看過故事
[00:03:12.280 --> 00:03:15.360]  (主席)她不是馬上調烏尼亞
[00:03:15.360 --> 00:03:17.640]  (主席)就是拔士巴的老公
[00:03:17.640 --> 00:03:20.720]  (主席)就調她上戰場站在最前面的一方
[00:03:20.720 --> 00:03:22.280]  (主席)然後他召她回來
[00:03:22.280 --> 00:03:24.080]  (主席)見到你這麼辛苦
