
[00:00:00.000 --> 00:00:02.000]  聖經是有它可貴的地方
[00:00:02.000 --> 00:00:04.000]  雖然有時候我們不明白為什麼有這麼多名詞
[00:00:04.000 --> 00:00:06.000]  但是對我們來說是有意思的
[00:00:06.000 --> 00:00:08.000]  願意我們和祂擁抱神的話語
[00:00:08.000 --> 00:00:10.000]  我們誠心禱告
[00:00:10.000 --> 00:00:12.000]  天上上帝
[00:00:12.000 --> 00:00:14.000]  我們為著能夠一同
[00:00:14.000 --> 00:00:16.000]  作為一個群體去聽祢的話語
[00:00:16.000 --> 00:00:18.000]  去中讀祢的話語
[00:00:18.000 --> 00:00:20.000]  去跟隨祢的話語
[00:00:20.000 --> 00:00:22.000]  我們獻上感謝
[00:00:22.000 --> 00:00:24.000]  因為在祢的話語當中我們能夠認識祢
[00:00:24.000 --> 00:00:26.000]  我就求祢幫助我們有這個心
[00:00:26.000 --> 00:00:28.000]  願意地去緊緊地去跟隨
[00:00:28.000 --> 00:00:30.000]  去聽從祢的話語
[00:00:30.000 --> 00:00:32.000]  去活出一個不一樣的生命
[00:00:32.000 --> 00:00:34.000]  我們將以下時間
[00:00:34.000 --> 00:00:36.000]  恭敬交上
[00:00:36.000 --> 00:00:38.000]  求祢親自地去觸動我們的心靈
[00:00:38.000 --> 00:00:40.000]  改變我們的生命
[00:00:40.000 --> 00:00:42.000]  聽我們的禱告
[00:00:42.000 --> 00:00:44.000]  和靠耶穌基督得聖的名字祈求
[00:00:44.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:48.000]  話說很多年前
[00:00:48.000 --> 00:00:50.000]  我剛剛出來做牧者
[00:00:50.000 --> 00:00:52.000]  神學院畢業沒多久的時候
[00:00:52.000 --> 00:00:54.000]  就有機會離開香港
[00:00:54.000 --> 00:00:56.000]  到別的地方侍奉
[00:00:56.000 --> 00:00:58.000]  去到當地
[00:00:58.000 --> 00:01:00.000]  和一群教會弟兄姊妹做一些培訓
[00:01:00.000 --> 00:01:02.000]  他們教會弟兄姊妹
[00:01:02.000 --> 00:01:04.000]  對我很好
[00:01:04.000 --> 00:01:06.000]  我在那裏兩三天左右
[00:01:06.000 --> 00:01:08.000]  很多安排、接送
[00:01:08.000 --> 00:01:10.000]  都照顧得很周到
[00:01:10.000 --> 00:01:12.000]  也有一位弟兄專程在車站接我
[00:01:12.000 --> 00:01:14.000]  一起坐地鐵
[00:01:14.000 --> 00:01:16.000]  帶我去休息的地方
[00:01:16.000 --> 00:01:18.000]  又帶我去聚會的地方
[00:01:18.000 --> 00:01:20.000]  那兩三天全日陪著我去服侍
[00:01:20.000 --> 00:01:22.000]  到我離開的時候
[00:01:22.000 --> 00:01:24.000]  那位弟兄也送我去車站
[00:01:24.000 --> 00:01:26.000]  陪我一起坐地鐵
[00:01:26.000 --> 00:01:28.000]  誰知進入地鐵的時候
[00:01:28.000 --> 00:01:30.000]  我就不經意
[00:01:30.000 --> 00:01:32.000]  左望右望
[00:01:32.000 --> 00:01:34.000]  我就看到那位
[00:01:34.000 --> 00:01:36.000]  弟兄的褲鏈
[00:01:36.000 --> 00:01:38.000]  火車還沒到站
[00:01:38.000 --> 00:01:40.000]  我就
[00:01:40.000 --> 00:01:42.000]  嗯
[00:01:42.000 --> 00:01:44.000]  怎麼辦呢
[00:01:44.000 --> 00:01:46.000]  要不要跟他說
[00:01:46.000 --> 00:01:48.000]  我和他不太熟
[00:01:48.000 --> 00:01:50.000]  只見了他兩三天
[00:01:50.000 --> 00:01:52.000]  進到車站的時候
[00:01:52.000 --> 00:01:54.000]  照樣在那裏聊天
[00:01:54.000 --> 00:01:56.000]  一直在那裏聊天
[00:01:56.000 --> 00:01:58.000]  但是在那裏盤旋
[00:01:58.000 --> 00:02:00.000]  究竟我應不應該出聲
[00:02:00.000 --> 00:02:02.000]  究竟我應該怎樣出聲
[00:02:02.000 --> 00:02:04.000]  在那裏聊天的時候
[00:02:04.000 --> 00:02:06.000]  我發現車廂都挺多人
[00:02:06.000 --> 00:02:08.000]  都挺多人
[00:02:08.000 --> 00:02:10.000]  看著他都笑
[00:02:10.000 --> 00:02:12.000]  你可以想像
[00:02:12.000 --> 00:02:14.000]  坐地鐵
[00:02:14.000 --> 00:02:16.000]  人家站在那裏
[00:02:16.000 --> 00:02:18.000]  有些人坐在你前面
[00:02:18.000 --> 00:02:20.000]  坐在前面的就對到很近
[00:02:20.000 --> 00:02:22.000]  我開始
[00:02:22.000 --> 00:02:24.000]  慢慢有點內疚
[00:02:24.000 --> 00:02:26.000]  都挺多人看到
[00:02:26.000 --> 00:02:28.000]  但是我又怎樣說呢
[00:02:28.000 --> 00:02:30.000]  我這麼久都沒有說
[00:02:30.000 --> 00:02:32.000]  現在才說又很難說
[00:02:32.000 --> 00:02:34.000]  怎樣收場呢
[00:02:34.000 --> 00:02:36.000]  你猜我有沒有出聲呢
[00:02:36.000 --> 00:02:38.000]  最後
[00:02:38.000 --> 00:02:40.000]  當我還在想的時候
[00:02:40.000 --> 00:02:42.000]  旁邊有一對情侶
[00:02:42.000 --> 00:02:44.000]  都可能笑了一會
[00:02:44.000 --> 00:02:46.000]  臨下車的時候
[00:02:46.000 --> 00:02:48.000]  那位男士就走過來
[00:02:48.000 --> 00:02:50.000]  靠近我那位弟兄
[00:02:50.000 --> 00:02:52.000]  支支針 支支針 支支針
[00:02:52.000 --> 00:02:54.000]  針完 我只看到他笑著
[00:02:54.000 --> 00:02:56.000]  他就走了
[00:02:56.000 --> 00:03:00.000]  我還在看著他
[00:03:00.000 --> 00:03:02.000]  認識的嗎 還很熟悉嗎
[00:03:02.000 --> 00:03:08.000]  終於他在一個
[00:03:08.000 --> 00:03:10.000]  擠灰的車廂裏面
[00:03:10.000 --> 00:03:12.000]  怎樣把握時間去處理問題
[00:03:12.000 --> 00:03:14.000]  我就不知道了 但是他處理了
[00:03:14.000 --> 00:03:16.000]  都挺高技術的
[00:03:16.000 --> 00:03:18.000]  但是我都
[00:03:18.000 --> 00:03:20.000]  令我一再在反思
[00:03:20.000 --> 00:03:22.000]  我都挺沒有義氣的
[00:03:22.000 --> 00:03:26.000]  我明明知道
[00:03:26.000 --> 00:03:28.000]  我應該要做些什麼
[00:03:28.000 --> 00:03:30.000]  不過我都沒有出聲
[00:03:30.000 --> 00:03:32.000]  因為我想著可能有點尷尬
[00:03:32.000 --> 00:03:34.000]  有點難開口
[00:03:34.000 --> 00:03:36.000]  這個是從我的角度
[00:03:36.000 --> 00:03:38.000]  如果我從他的角度來說
[00:03:38.000 --> 00:03:40.000]  我想他寧願我開口
[00:03:40.000 --> 00:03:42.000]  我尷尬比他尷尬好
[00:03:42.000 --> 00:03:44.000]  我不知道你會不會像我這樣
[00:03:44.000 --> 00:03:46.000]  有些時候
[00:03:46.000 --> 00:03:48.000]  我們是
[00:03:48.000 --> 00:03:50.000]  做了一個決定
[00:03:50.000 --> 00:03:52.000]  我們不理會我們身邊的弟兄姊妹
[00:03:52.000 --> 00:03:54.000]  我做了一個決定
[00:03:54.000 --> 00:03:56.000]  我不去做些什麼
[00:03:56.000 --> 00:03:58.000]  去幫他的時候
[00:03:58.000 --> 00:04:00.000]  我是沒有盡到我的責任
[00:04:00.000 --> 00:04:02.000]  回看其實
[00:04:02.000 --> 00:04:04.000]  都挺沒有義氣的
[00:04:04.000 --> 00:04:08.000]  弟兄姊妹你有沒有想過
[00:04:08.000 --> 00:04:10.000]  在教會裏面
[00:04:10.000 --> 00:04:12.000]  我和弟兄姊妹的關係是怎樣呢
[00:04:12.000 --> 00:04:14.000]  是不是有一種
[00:04:14.000 --> 00:04:16.000]  很懷疑而為主要
[00:04:16.000 --> 00:04:18.000]  而忘記了
[00:04:18.000 --> 00:04:20.000]  要去彼此幫助
[00:04:20.000 --> 00:04:22.000]  有沒有些情況是
[00:04:22.000 --> 00:04:24.000]  你知道你弟兄姊妹
[00:04:24.000 --> 00:04:26.000]  做一些他不應該做的事情
[00:04:26.000 --> 00:04:28.000]  不過你沒有出聲去提他
[00:04:28.000 --> 00:04:30.000]  有沒有些時候
[00:04:30.000 --> 00:04:32.000]  你知道你弟兄姊妹
[00:04:32.000 --> 00:04:34.000]  是應該要做這些事情
[00:04:34.000 --> 00:04:36.000]  但是他沒有做到
[00:04:36.000 --> 00:04:38.000]  你也沒有出聲去提他
[00:04:38.000 --> 00:04:40.000]  我們是不是做了一個選擇
[00:04:40.000 --> 00:04:42.000]  就是不做事
[00:04:42.000 --> 00:04:44.000]  而這個
[00:04:44.000 --> 00:04:46.000]  不做事的選擇
[00:04:46.000 --> 00:04:48.000]  其實就是做了一些事
[00:04:48.000 --> 00:04:52.000]  我們是不是擔心
[00:04:52.000 --> 00:04:54.000]  那個關係
[00:04:54.000 --> 00:04:56.000]  會被破裂呢
[00:04:56.000 --> 00:04:58.000]  如果是的話
[00:04:58.000 --> 00:05:00.000]  這份關係是不是很表面
[00:05:00.000 --> 00:05:02.000]  說不到些真心的事
[00:05:02.000 --> 00:05:04.000]  說不到些認真的事
[00:05:04.000 --> 00:05:06.000]  又或者我們不知道
[00:05:06.000 --> 00:05:08.000]  什麼是應該要做的事情
[00:05:08.000 --> 00:05:10.000]  所以也不能彼此提醒呢
[00:05:10.000 --> 00:05:12.000]  又或者
[00:05:12.000 --> 00:05:14.000]  我真的不夠愛這個弟兄
