
[00:00:00.000 --> 00:00:03.220]  同學們一年當中你最想過的是什麼節
[00:00:03.220 --> 00:00:06.620]  聖誕節
[00:00:06.620 --> 00:00:09.400]  聖誕節
[00:00:09.400 --> 00:00:12.500]  是一個充滿歡樂的一個季節
[00:00:12.500 --> 00:00:15.660]  但是同學們不要忘了聖誕節
[00:00:15.660 --> 00:00:18.420]  是在慶祝什麼
[00:00:18.420 --> 00:00:25.120]  聖誕節是在紀念什麼
[00:00:25.120 --> 00:00:28.120]  耶穌的降生
[00:00:30.040 --> 00:00:32.160]  所以今天我們要一起來看
[00:00:32.160 --> 00:00:35.920]  在馬太福音第二章
[00:00:35.920 --> 00:00:38.640]  在這個地方記載著
[00:00:38.640 --> 00:00:41.120]  有幾個博士
[00:00:41.120 --> 00:00:45.360]  我們一般傳統上面都講東方三博士
[00:00:45.360 --> 00:00:46.960]  事實上你如果看聖經的話
[00:00:46.960 --> 00:00:48.380]  這裡講幾個博士
[00:00:48.380 --> 00:00:50.480]  他有沒有講三個博士
[00:00:50.480 --> 00:00:52.520]  沒有 講幾個博士
[00:00:52.520 --> 00:00:58.200]  你們不用看我看聖經 有沒有
[00:00:58.200 --> 00:00:59.560]  講幾個博士
[00:01:00.240 --> 00:01:00.960]  兩個
[00:01:00.960 --> 00:01:02.360]  三個
[00:01:02.360 --> 00:01:02.960]  四個
[00:01:02.960 --> 00:01:03.680]  五個
[00:01:03.680 --> 00:01:04.800]  他有沒有講幾個
[00:01:04.800 --> 00:01:05.960]  沒有
[00:01:05.960 --> 00:01:08.120]  所以請你記得
[00:01:08.120 --> 00:01:10.680]  聖經上並沒有講說幾個博士
[00:01:10.680 --> 00:01:11.640]  到底幾個
[00:01:11.640 --> 00:01:15.560]  那麼丁氏妹妹在這個地方提到說
[00:01:15.560 --> 00:01:18.080]  在西律王的時候
[00:01:18.080 --> 00:01:23.200]  耶穌身在猶太的伯利恆
[00:01:23.200 --> 00:01:26.800]  然後這裡提到說有幾個博士
[00:01:26.800 --> 00:01:29.080]  從東方來到耶路撒冷
[00:01:29.080 --> 00:01:32.520]  說那生下來做猶太人王子在哪裡呢
[00:01:32.520 --> 00:01:36.120]  然後他們就來尋找這位耶穌基督
[00:01:36.120 --> 00:01:38.080]  丁氏妹妹
[00:01:38.080 --> 00:01:39.880]  你可以看見在這裡
[00:01:39.880 --> 00:01:42.360]  我們看見有幾個人是不是
[00:01:42.360 --> 00:01:44.360]  一個是這些博士們
[00:01:44.360 --> 00:01:45.680]  那另外一個請看
[00:01:45.680 --> 00:01:46.560]  請你告訴我
[00:01:46.560 --> 00:01:48.040]  在這裡提到還有誰
[00:01:48.040 --> 00:01:50.400]  有哪些人物
[00:01:50.400 --> 00:01:53.240]  我們先來談談這個歸納法察經
[00:01:53.240 --> 00:01:54.360]  還有哪些人物
[00:01:54.360 --> 00:01:56.920]  西律王是不是
[00:01:56.920 --> 00:01:59.160]  好請問西律王聽到說
[00:01:59.160 --> 00:02:01.400]  有一位猶太人的王要降生
[00:02:01.400 --> 00:02:02.880]  他的心態是怎麼樣
[00:02:02.880 --> 00:02:06.360]  他心裡怎麼樣
[00:02:06.360 --> 00:02:08.400]  為什麼他不安
[00:02:08.400 --> 00:02:10.360]  為什麼
[00:02:10.360 --> 00:02:12.720]  開玩笑
[00:02:12.720 --> 00:02:13.840]  我是王
[00:02:13.840 --> 00:02:16.560]  那這個生出來又是一個王
[00:02:16.560 --> 00:02:17.640]  那到底誰做王
[00:02:17.640 --> 00:02:18.360]  是不是
[00:02:18.360 --> 00:02:23.680]  所以這個西律王心中不安
[00:02:23.680 --> 00:02:25.480]  他的不安帶來了
[00:02:25.480 --> 00:02:26.680]  大家都不安
[00:02:26.680 --> 00:02:27.640]  下面說什麼
[00:02:27.640 --> 00:02:31.640]  全耶路撒的人都不安
[00:02:31.640 --> 00:02:33.440]  丁氏妹妹
[00:02:33.440 --> 00:02:35.240]  一個君王很重要是不是
[00:02:35.240 --> 00:02:39.880]  一個好王就國泰民安
[00:02:39.880 --> 00:02:42.280]  如果一個不好的王呢
[00:02:42.280 --> 00:02:46.080]  民不聊生
[00:02:46.080 --> 00:02:49.440]  耶穌降生的那個時候
[00:02:49.440 --> 00:02:50.360]  西律王
[00:02:50.360 --> 00:02:52.240]  據歷史上面記載
[00:02:52.240 --> 00:02:54.320]  這個西律王是一個很奇怪
[00:02:54.320 --> 00:02:56.240]  一個深信猜忌的人
[00:02:56.680 --> 00:02:57.760]  一個很不好的王
[00:02:57.760 --> 00:02:58.600]  一個惡王
[00:02:58.600 --> 00:03:01.640]  他甚至連自己的兩個兒子
[00:03:01.640 --> 00:03:02.280]  都把他殺掉
[00:03:02.280 --> 00:03:08.640]  這個王是這樣子的一個王
[00:03:08.640 --> 00:03:11.200]  所以他聽到耶穌降生這件事情
[00:03:11.200 --> 00:03:12.960]  他心裡不安啊
[00:03:12.960 --> 00:03:14.800]  有人要來竄我的位了
[00:03:14.800 --> 00:03:17.640]  丁氏妹
[00:03:17.640 --> 00:03:18.240]  還有呢
[00:03:18.240 --> 00:03:22.160]  你看見今天
[00:03:22.160 --> 00:03:24.920]  事實上不是只有西律王不安
[00:03:24.920 --> 00:03:26.720]  現在整個世界裡面
[00:03:26.720 --> 00:03:29.160]  越來越多的
[00:03:29.160 --> 00:03:31.440]  反對基督
[00:03:31.440 --> 00:03:33.120]  抵擋基督教的
[00:03:33.120 --> 00:03:34.840]  這個勢力越來越大
[00:03:34.840 --> 00:03:35.680]  全世界裡面
[00:03:35.680 --> 00:03:38.160]  在2019年做一個調查統計
[00:03:38.160 --> 00:03:38.760]  敞開了門
[00:03:38.760 --> 00:03:40.040]  他們統計說
[00:03:40.040 --> 00:03:43.160]  大約每九名的基督徒
[00:03:43.160 --> 00:03:44.640]  就有一個
[00:03:44.640 --> 00:03:46.600]  因為信仰會受到逼迫
[00:03:46.600 --> 00:03:51.800]  我們都知道ISIS出現的時候
[00:03:51.800 --> 00:03:53.680]  那麼我們到伊拉克去展現
[00:03:53.680 --> 00:03:55.800]  看見那些
[00:03:55.800 --> 00:03:58.400]  那些ISIS逼迫那些基督徒
[00:03:58.400 --> 00:04:00.640]  很多的村莊本來是基督徒的
[00:04:00.640 --> 00:04:02.480]  他把這些村莊整個把它掃平
[00:04:02.480 --> 00:04:07.440]  很多的基督徒被趕到很遠的地方去
[00:04:07.440 --> 00:04:10.400]  只要是被基督徒抓到
[00:04:10.400 --> 00:04:12.320]  他就要你改信這個伊斯蘭教
[00:04:12.320 --> 00:04:13.280]  你如果不信的話
[00:04:13.280 --> 00:04:15.040]  他就把你殺掉
[00:04:15.040 --> 00:04:16.240]  婦女就把他強姦
[00:04:16.240 --> 00:04:18.200]  丁氏妹
[00:04:18.200 --> 00:04:20.400]  你知道在這些國家裡面做基督徒
[00:04:20.400 --> 00:04:23.200]  是代表著你要付很大的代價
[00:04:24.680 --> 00:04:27.400]  那麼你看見不僅僅在這些地方
[00:04:27.400 --> 00:04:30.280]  在很多這些是印度教的地方
[00:04:30.280 --> 00:04:31.480]  佛教的地方
[00:04:31.480 --> 00:04:34.120]  基督徒也是一個被逼迫的對象
[00:04:34.120 --> 00:04:37.120]  親愛的同志們
[00:04:37.120 --> 00:04:42.520]  有一些人對耶穌基督的態度
[00:04:42.520 --> 00:04:43.760]  就是抵擋
[00:04:43.760 --> 00:04:45.280]  就是反對
[00:04:45.280 --> 00:04:48.480]  其實在美國是不是一個
[00:04:48.480 --> 00:04:50.520]  對基督徒很nice的國家
[00:04:51.880 --> 00:04:54.440]  你看看現在在美國
[00:04:54.440 --> 00:04:55.720]  在歐美的國家
[00:04:55.720 --> 00:04:57.400]  越來越多那種
[00:04:57.400 --> 00:04:59.920]  在基督教背景裡面出生的孩子
[00:04:59.920 --> 00:05:01.000]  但是他們不信
[00:05:01.000 --> 00:05:05.000]  他們認為自己是無神論
[00:05:05.000 --> 00:05:08.760]  甚至他們無神論到一個地方
[00:05:08.760 --> 00:05:12.000]  他們把基督教當作是他們的敵人
[00:05:12.000 --> 00:05:17.200]  你看這些現在這個美國
[00:05:17.200 --> 00:05:20.800]  還有台灣這些投靠基督教
[00:05:20.800 --> 00:05:23.480]  這些同性戀的運動
[00:05:23.480 --> 00:05:25.440]  所謂我們稱它叫同運
[00:05:25.440 --> 00:05:26.480]  同運團體
[00:05:26.480 --> 00:05:31.600]  他們為什麼很多時候他們討厭基督教
[00:05:31.600 --> 00:05:35.560]  因為他們知道基督徒不贊成同性戀
[00:05:35.560 --> 00:05:42.880]  有一次在舊金山的這個遊行的當中
[00:05:42.880 --> 00:05:45.720]  同性戀的同志的遊行裡面
[00:05:45.720 --> 00:05:48.840]  當他們經過一個天主教教堂的時候
[00:05:48.840 --> 00:05:50.880]  許多人就比出那個指頭
[00:05:50.880 --> 00:05:54.560]  我就不要比了
[00:05:54.560 --> 00:06:00.840]  然後呢對著教堂就很大聲的嚷嚷
[00:06:00.840 --> 00:06:06.320]  你不能想像今天這個世代
[00:06:06.320 --> 00:06:08.960]  在美國這個所謂基督教的國家
[00:06:08.960 --> 00:06:12.680]  現在基督徒也面臨越來越多的
[00:06:12.680 --> 00:06:14.280]  這種的反對跟逼迫
[00:06:15.760 --> 00:06:19.640]  那麼另外一批人我們看看
[00:06:19.640 --> 00:06:20.320]  第三節
[00:06:20.320 --> 00:06:23.160]  是不是
[00:06:23.160 --> 00:06:24.600]  第四節
[00:06:24.600 --> 00:06:26.720]  第四節我們一起來唸
[00:06:26.720 --> 00:06:28.560]  來預備請
[00:06:28.560 --> 00:06:31.800]  他就召集了祭司長和民間的文士
[00:06:31.800 --> 00:06:34.800]  問他們說基督當身在何時
[00:06:34.800 --> 00:06:36.560]  第五節他們回答說
[00:06:36.560 --> 00:06:38.360]  在猶太的伯利恆
[00:06:38.360 --> 00:06:40.400]  因為有先知記者說
[00:06:40.400 --> 00:06:42.600]  猶大帝的伯利恆
[00:06:42.600 --> 00:06:46.000]  你在猶大諸城中並不是最小的
[00:06:46.000 --> 00:06:49.760]  因為將來有一位君王要從你那裡出來
[00:06:49.760 --> 00:06:51.320]  穆扬我以色列民
[00:06:51.320 --> 00:06:53.800]  好丁氏妹在這裡出現這個祭司
[00:06:53.800 --> 00:06:56.840]  祭司跟這些的文士
[00:06:56.840 --> 00:06:59.120]  你看出現這些祭司跟文士的時候
[00:06:59.120 --> 00:07:00.920]  聖經裡面告訴我們說
[00:07:00.920 --> 00:07:03.120]  他們懂不懂聖經
[00:07:03.120 --> 00:07:04.120]  懂不懂
[00:07:04.120 --> 00:07:04.640]  懂
[00:07:04.640 --> 00:07:05.760]  他背經了
[00:07:05.760 --> 00:07:08.760]  這個門訓考試100的
[00:07:08.760 --> 00:07:11.800]  丁氏妹
[00:07:11.800 --> 00:07:15.160]  這些祭司長宗教領袖文士
