
[00:00:00.000 --> 00:00:02.000]  頂姐妹主女平安
[00:00:02.000 --> 00:00:05.540]  謹代表我服侍的教會向大家問安
[00:00:05.540 --> 00:00:10.320]  好感恩為大家能夠有機會在這個地方見證主服侍主
[00:00:10.320 --> 00:00:12.320]  過去一年
[00:00:12.320 --> 00:00:16.320]  有一句說話我常常聽很多人講和我提到
[00:00:16.320 --> 00:00:18.820]  他們大概是這樣說的
[00:00:18.820 --> 00:00:22.820]  他說這個世界已經變得自然不同了
[00:00:22.820 --> 00:00:26.320]  面對很多挑戰困難
[00:00:26.320 --> 00:00:28.320]  我們不知道怎麼辦
[00:00:28.320 --> 00:00:30.320]  頂姐妹你有沒有覺得是這樣
[00:00:30.320 --> 00:00:32.320]  這個世界變得自然不同
[00:00:32.320 --> 00:00:35.320]  面對很多深重的挑戰和困境
[00:00:35.320 --> 00:00:37.320]  我們不知道怎麼辦
[00:00:37.320 --> 00:00:41.320]  每一次聽到這個問題我就想起主耶穌自己
[00:00:41.320 --> 00:00:43.320]  主耶穌走過一個不同的旅程
[00:00:43.320 --> 00:00:46.320]  經歷很多挑戰和困難
[00:00:46.320 --> 00:00:49.320]  我就想起一段經文
[00:00:49.320 --> 00:00:51.320]  《約翰福音》一章十四節
[00:00:51.320 --> 00:00:53.320]  不如大家一起讀好嗎
[00:00:53.320 --> 00:00:59.320]  神了肉身 住在我們中間 充充滿滿地有恩典有真理
[00:00:59.320 --> 00:01:05.320]  我們也見過他的榮光 正是父獨一兒子的榮光
[00:01:05.320 --> 00:01:07.320]  我們感謝上帝
[00:01:07.320 --> 00:01:10.320]  主耶穌走過的過程是絕不簡單的
[00:01:10.320 --> 00:01:14.320]  由他降生 降生的時候有牧羊人
[00:01:14.320 --> 00:01:17.320]  已經開始有牧羊的跡象在裡面
[00:01:17.320 --> 00:01:20.320]  到他整個成長呼召門徒
[00:01:20.320 --> 00:01:24.320]  整個過程我們主都經歷很多挑戰和困難
[00:01:24.320 --> 00:01:26.320]  好像我們一樣
[00:01:26.320 --> 00:01:29.320]  沒有不同 也有很多相似的地方
[00:01:29.320 --> 00:01:31.320]  我記得今年年初的時候
[00:01:31.320 --> 00:01:34.320]  一個電台的DJ訪問聽眾
[00:01:34.320 --> 00:01:37.320]  究竟你新一年有什麼願望
[00:01:37.320 --> 00:01:41.320]  大部分聽眾都想 順利 明天會更好
[00:01:41.320 --> 00:01:44.320]  唱順一點 唱唱順順
[00:01:44.320 --> 00:01:46.320]  不過主持就問了
[00:01:46.320 --> 00:01:47.320]  其實我想問你一個問題
[00:01:47.320 --> 00:01:50.320]  你想有什麼改變 是你
[00:01:50.320 --> 00:01:53.320]  差不多沒有一個聽眾說自己
[00:01:53.320 --> 00:01:55.320]  說這個世界好一點
[00:01:55.320 --> 00:01:57.320]  我老公好一點
[00:01:57.320 --> 00:01:59.320]  我家人好一點
[00:01:59.320 --> 00:02:03.320]  DJ再問 我是在問你有什麼改變
[00:02:03.320 --> 00:02:05.320]  我一直聽的時候我就想
[00:02:05.320 --> 00:02:07.320]  其實我們基督徒靈命的成長
[00:02:07.320 --> 00:02:10.320]  都應該問這個問題 問自己
[00:02:10.320 --> 00:02:13.320]  所以多謝教會邀請我來到當中
[00:02:13.320 --> 00:02:16.320]  這個預備過程我想起很多我自己的反思
[00:02:16.320 --> 00:02:19.320]  所以我藉著彼得前書和大家分享這段經文
[00:02:19.320 --> 00:02:22.320]  彼得前書第一章 第五章
[00:02:22.320 --> 00:02:25.320]  1-11這段經文有個背景
[00:02:25.320 --> 00:02:29.320]  當時的基督徒是面對很多挑戰和困難
[00:02:29.320 --> 00:02:32.320]  當時他們被很多錯誤的思想
[00:02:32.320 --> 00:02:34.320]  好像我們今天一樣影響
[00:02:34.320 --> 00:02:38.320]  更加他們有很多憂慮 很多挑戰
