
[00:00:00.000 --> 00:00:07.000]  我今天的題目是「千歲BB,作新事,開新路,珍西尼」
[00:00:07.000 --> 00:00:11.000]  在聽道之前,我們一起有個祈禱
[00:00:11.000 --> 00:00:16.000]  主耶穌在這個2025年的聖誕期間
[00:00:16.000 --> 00:00:19.000]  我們來到主祢的聖殿敬拜祢
[00:00:19.000 --> 00:00:22.000]  歌頌祢,認識祢
[00:00:22.000 --> 00:00:25.000]  我們要來聽主祢的道
[00:00:25.000 --> 00:00:29.000]  願主祢的道能夠進入我們生命當中
[00:00:29.000 --> 00:00:33.000]  成為我們生命的亮光,指引我們
[00:00:33.000 --> 00:00:36.000]  成為我們生命的力量
[00:00:36.000 --> 00:00:41.000]  讓我們有力面對生活上各種的挑戰
[00:00:41.000 --> 00:00:44.000]  奉主的名頭,阿們
[00:00:44.000 --> 00:00:50.000]  「聖誕快樂」
[00:00:50.000 --> 00:00:53.000]  有沒有說過?今年
[00:00:53.000 --> 00:00:57.000]  有些還沒說,你要多說一點
[00:00:57.000 --> 00:01:00.000]  「聖誕快樂」為什麼?
[00:01:00.000 --> 00:01:05.000]  有個小朋友這樣說
[00:01:05.000 --> 00:01:11.000]  「我很喜歡聖誕節,有東西吃,有東西玩,有假期,又有禮物」
[00:01:11.000 --> 00:01:13.000]  是不是?
[00:01:13.000 --> 00:01:18.000]  我人生第一次的聖誕節呢
[00:01:18.000 --> 00:01:20.000]  你猜是什麼時候的呢?
[00:01:20.000 --> 00:01:22.000]  第五頁
[00:01:23.000 --> 00:01:28.000]  聖誕最開心快樂的
[00:01:28.000 --> 00:01:31.000]  就是得到禮物
[00:01:31.000 --> 00:01:35.000]  我第一個聖誕節是1963年
[00:01:35.000 --> 00:01:38.000]  那時候由福建去到香港
[00:01:38.000 --> 00:01:43.000]  最開心的就是我爸爸在平安夜
[00:01:43.000 --> 00:01:48.000]  平安夜我其實做了一件事,他不應該獎我的
[00:01:48.000 --> 00:01:53.000]  因為平安夜之前的一兩天
[00:01:53.000 --> 00:01:55.000]  我和媽媽上班
[00:01:55.000 --> 00:02:00.000]  那些工友就知道我爸爸另外還有一個家庭
[00:02:00.000 --> 00:02:05.000]  一個禮拜才回我們家一次
[00:02:05.000 --> 00:02:08.000]  所以其中的工友說
[00:02:08.000 --> 00:02:14.000]  「你爸爸這樣對你媽媽,你打他吧」
[00:02:14.000 --> 00:02:17.000]  「整天都不在家,你們又是新移民」
[00:02:17.000 --> 00:02:22.000]  「很多東西都不懂,整天不回家是不對的」
[00:02:22.000 --> 00:02:26.000]  「就算有第二個也要回家」
[00:02:26.000 --> 00:02:30.000]  他們就鼓勵「你打他吧」
[00:02:30.000 --> 00:02:34.000]  我當時就沒什麼感動
[00:02:34.000 --> 00:02:39.000]  不過爸爸回來後,我就越想他越生氣
[00:02:39.000 --> 00:02:41.000]  整天都不回來
[00:02:41.000 --> 00:02:45.000]  我真的要打醒他,我很生氣
[00:02:45.000 --> 00:02:50.000]  我打了他一下後,馬上就走人了
[00:02:50.000 --> 00:02:53.000]  因為我怕他打到我,他是軍人
[00:02:53.000 --> 00:02:56.000]  一打我一除,我沒命的
[00:02:56.000 --> 00:03:02.000]  我媽媽就說我
[00:03:02.000 --> 00:03:06.000]  「你不應該打爸爸的,快點向他認錯吧」
[00:03:06.000 --> 00:03:10.000]  我當然不認錯,他這麼壞
[00:03:10.000 --> 00:03:13.000]  我認錯,就是他是對的
[00:03:13.000 --> 00:03:15.000]  結果都沒有
[00:03:15.000 --> 00:03:20.000]  但我爸爸可能只是打醒了他
[00:03:20.000 --> 00:03:21.000]  兒子也這樣
[00:03:21.000 --> 00:03:26.000]  結果過了一晚,我以為他會打我
[00:03:26.000 --> 00:03:29.000]  但不是,他帶我們去吃東西
[00:03:29.000 --> 00:03:34.000]  吃聖誕餐,然後買了一套西裝給我
[00:03:34.000 --> 00:03:39.000]  第二天聖誕節,我就穿著西裝去洗禮
[00:03:39.000 --> 00:03:41.000]  很開心
[00:03:41.000 --> 00:03:46.000]  聖誕是一位千歲BB的誕生
[00:03:46.000 --> 00:03:50.000]  今天的講題很特別,千歲BB
[00:03:50.000 --> 00:03:52.000]  BB是代表嬰孩
[00:03:52.000 --> 00:03:56.000]  千歲是象徵永恆,超越時間
[00:03:56.000 --> 00:03:59.000]  聖誕節慶祝BB
[00:03:59.000 --> 00:04:02.000]  但他又是一個大能的神
[00:04:02.000 --> 00:04:05.000]  竟然以BB的樣式來出現
[00:04:05.000 --> 00:04:08.000]  是不是啊?這樣都可以?
[00:04:08.000 --> 00:04:12.000]  許牧師,你說話是真的嗎?
[00:04:12.000 --> 00:04:16.000]  剛才那個摩西是小朋友,好像也不真實
[00:04:16.000 --> 00:04:21.000]  但事實是,當時摩西和法老是無法相比的
[00:04:21.000 --> 00:04:27.000]  因為法老在中東當時是最強的
[00:04:27.000 --> 00:04:31.000]  最強的國家
[00:04:31.000 --> 00:04:36.000]  而這個摩西只是牧羊人
[00:04:36.000 --> 00:04:39.000]  怎麼能夠比法老強呢?
[00:04:39.000 --> 00:04:44.000]  但很奇怪,這個聖嬰的誕生
[00:04:44.000 --> 00:04:48.000]  他為什麼要用BB的方式來誕生呢?
[00:04:48.000 --> 00:04:50.000]  是有原因的
[00:04:50.000 --> 00:04:54.000]  總之他的誕生,就是作了新事
[00:04:54.000 --> 00:04:56.000]  開了新路
[00:04:56.000 --> 00:04:58.000]  真的很厲害
[00:04:58.000 --> 00:05:02.000]  正如摩西帶領以色列民離開埃及
[00:05:02.000 --> 00:05:05.000]  其實已經是作了一件新事
[00:05:05.000 --> 00:05:08.000]  為他們開路
[00:05:08.000 --> 00:05:13.000]  法老後來後悔放了以色列人離開
[00:05:13.000 --> 00:05:15.000]  結果大軍追下去
[00:05:15.000 --> 00:05:18.000]  一直追到大海那裡
[00:05:18.000 --> 00:05:21.000]  以色列民當時很害怕
[00:05:21.000 --> 00:05:27.000]  摩西求問神,神叫他把那個像放在海裡
[00:05:27.000 --> 00:05:29.000]  於是紅海就分開
[00:05:29.000 --> 00:05:31.000]  紅海分開這件事
[00:05:31.000 --> 00:05:38.000]  歷史學家曾經研究,是真的發生過的
[00:05:38.000 --> 00:05:43.000]  分開之後,以色列民就在海床
[00:05:43.000 --> 00:05:45.000]  即是海底這樣過去
[00:05:45.000 --> 00:05:47.000]  然後去到曠野
[00:05:47.000 --> 00:05:50.000]  當他們去到差不多的時候
[00:05:50.000 --> 00:05:53.000]  埃及的大軍殺到的時候
[00:05:53.000 --> 00:05:59.000]  他們也衝下去追著他們,不讓他們走
[00:05:59.000 --> 00:06:05.000]  結果水到差不多,到以色列民快到岸了
[00:06:05.000 --> 00:06:06.000]  水也合起來
[00:06:06.000 --> 00:06:12.000]  結果所有埃及的軍隊都淹死在海裡
[00:06:12.000 --> 00:06:14.000]  奇不奇妙?
[00:06:14.000 --> 00:06:16.000]  這是歷史的事實
[00:06:16.000 --> 00:06:19.000]  不是一個故事
[00:06:19.000 --> 00:06:22.000]  所以神要做一件事
[00:06:22.000 --> 00:06:26.000]  他用一個嬰兒來降生
[00:06:26.000 --> 00:06:35.000]  這件事其實是很早在以塞亞先知的時期
[00:06:35.000 --> 00:06:39.000]  在耶穌降生的七百多年前
[00:06:39.000 --> 00:06:41.000]  即是離開三千多年前
[00:06:41.000 --> 00:06:43.000]  他就有這樣提了
[00:06:43.000 --> 00:06:47.000]  因有一嬰孩為我們而生
[00:06:47.000 --> 00:06:49.000]  有一子要賜給我們
[00:06:49.000 --> 00:06:52.000]  政權要擔在他的肩頭上
[00:06:52.000 --> 00:06:56.000]  他名稱為奇妙、全能的神
[00:06:56.000 --> 00:06:59.000]  永在的父、和平的君
[00:06:59.000 --> 00:07:01.000]  神學院有位老師
[00:07:01.000 --> 00:07:05.000]  外國人有次問我們同學
[00:07:05.000 --> 00:07:08.000]  Is your God big enough?
[00:07:08.000 --> 00:07:11.000]  你的神夠不夠大呢?
[00:07:11.000 --> 00:07:13.000]  那位同學說
[00:07:13.000 --> 00:07:15.000]  神很大呀
[00:07:15.000 --> 00:07:17.000]  大過天
[00:07:17.000 --> 00:07:19.000]  高過海
[00:07:19.000 --> 00:07:23.000]  比海還深
[00:07:23.000 --> 00:07:25.000]  那位同學說
[00:07:25.000 --> 00:07:27.000]  神是無限大的
[00:07:27.000 --> 00:07:29.000]  那位同學說
[00:07:29.000 --> 00:07:33.000]  神是無所不知、無所不在、無所不能的
[00:07:33.000 --> 00:07:35.000]  夠不夠大呀?
[00:07:35.000 --> 00:07:38.000]  老師回應他
[00:07:38.000 --> 00:07:40.000]  你的神真是很大
[00:07:40.000 --> 00:07:42.000]  大而無當呀
[00:07:42.000 --> 00:07:48.000]  神無所不能、神無所不知、神無所不在
[00:07:48.000 --> 00:07:50.000]  只是神厲害而已
[00:07:50.000 --> 00:07:52.000]  跟你有沒有關係呀?
[00:07:52.000 --> 00:07:58.000]  以賽亞很早已經發現
[00:07:58.000 --> 00:08:00.000]  我們神的偉大
[00:08:00.000 --> 00:08:05.000]  不是在於祂是很高、很深、很大
[00:08:05.000 --> 00:08:08.000]  而是祂是愛我們的
[00:08:08.000 --> 00:08:10.000]  祂是創造我們的
[00:08:10.000 --> 00:08:13.000]  祂是和我們有關係的神
[00:08:13.000 --> 00:08:15.000]  這一點是很重要的
[00:08:15.000 --> 00:08:18.000]  以賽亞在這裡首先說出
[00:08:18.000 --> 00:08:23.000]  神有五種大能
[00:08:23.000 --> 00:08:26.000]  第一個
[00:08:26.000 --> 00:08:29.000]  祂是奇妙的測試
[00:08:29.000 --> 00:08:31.000]  奇妙的測試
[00:08:31.000 --> 00:08:35.000]  奇妙是指超然
[00:08:35.000 --> 00:08:38.000]  超過人類的智慧和能力
[00:08:38.000 --> 00:08:41.000]  謬視或者測試
[00:08:41.000 --> 00:08:45.000]  是指能夠給予人智慧引導的
[00:08:45.000 --> 00:08:49.000]  你有智慧、很大的智慧
[00:08:49.000 --> 00:08:51.000]  自己很厲害
[00:08:51.000 --> 00:08:54.000]  但是你不止自己厲害
[00:08:54.000 --> 00:08:57.000]  你還是別人的謬視
[00:08:57.000 --> 00:08:59.000]  是幫助人的
[00:08:59.000 --> 00:09:01.000]  AI厲害嗎?
[00:09:01.000 --> 00:09:03.000]  AI厲害嗎?
[00:09:03.000 --> 00:09:06.000]  你有沒有用過AI呀?
[00:09:06.000 --> 00:09:10.000]  好好用
[00:09:10.000 --> 00:09:12.000]  AI很厲害
[00:09:12.000 --> 00:09:17.000]  無所不知、無所不能、無所不在
[00:09:17.000 --> 00:09:20.000]  AI這個觀念
[00:09:20.000 --> 00:09:22.000]  AI現在也可以這樣
[00:09:22.000 --> 00:09:24.000]  都是來自神
[00:09:24.000 --> 00:09:26.000]  神是一個這麼厲害的神
[00:09:26.000 --> 00:09:29.000]  祂拿到神的智慧
[00:09:29.000 --> 00:09:32.000]  但我不是叫你信AI
[00:09:32.000 --> 00:09:35.000]  AI不過是人所創造
[00:09:35.000 --> 00:09:37.000]  祂有很多限制
[00:09:37.000 --> 00:09:39.000]  奇妙的神
[00:09:39.000 --> 00:09:42.000]  各位,我們做人
[00:09:42.000 --> 00:09:44.000]  自己當然厲害
[00:09:44.000 --> 00:09:47.000]  但有時沒有人厲害到極點
[00:09:47.000 --> 00:09:50.000]  你厲害的總有些不厲害
[00:09:50.000 --> 00:09:51.000]  對不對?
[00:09:51.000 --> 00:09:53.000]  所以我們要有智囊
[00:09:53.000 --> 00:09:56.000]  奇妙的測試就是
[00:09:56.000 --> 00:09:58.000]  我們人生有一個智囊
[00:09:58.000 --> 00:10:00.000]  這個智囊是誰呀?
[00:10:00.000 --> 00:10:02.000]  這個智囊就是神
[00:10:02.000 --> 00:10:05.000]  神呀
[00:10:05.000 --> 00:10:08.000]  承認耶穌的大能
[00:10:08.000 --> 00:10:10.000]  祂呀
[00:10:10.000 --> 00:10:13.000]  奇妙的測試
[00:10:13.000 --> 00:10:15.000]  所以我信了耶穌之後
[00:10:15.000 --> 00:10:19.000]  有時有些事不知道怎麼做好
[00:10:19.000 --> 00:10:21.000]  我問祂
[00:10:21.000 --> 00:10:23.000]  我為了這件事
[00:10:23.000 --> 00:10:26.000]  我寫了一本書叫《文文上帝》
[00:10:26.000 --> 00:10:28.000]  出了三版,很棒
[00:10:28.000 --> 00:10:30.000]  不過現在沒有了
[00:10:30.000 --> 00:10:32.000]  我有很多問題問祂
[00:10:32.000 --> 00:10:34.000]  祂給我智慧
[00:10:34.000 --> 00:10:38.000]  在公司,在教會
[00:10:38.000 --> 00:10:41.000]  任何地方都需要智囊
[00:10:41.000 --> 00:10:44.000]  你有沒有智囊?
[00:10:44.000 --> 00:10:47.000]  我家裏有個智囊,你猜猜是誰?
[00:10:47.000 --> 00:10:50.000]  誰都猜到,如果認識我的
[00:10:50.000 --> 00:10:53.000]  坐在這裏
[00:10:53.000 --> 00:10:56.000]  我不介紹他了,他罵我的
[00:10:56.000 --> 00:10:59.000]  不要說他那麼多
[00:10:59.000 --> 00:11:01.000]  奇妙的測試
[00:11:01.000 --> 00:11:03.000]  還有更深的意思
[00:11:03.000 --> 00:11:06.000]  就是我的神在我憂傷的時候
[00:11:06.000 --> 00:11:08.000]  祂會明白我的
[00:11:08.000 --> 00:11:11.000]  我疑惑的時候,祂引導我
[00:11:11.000 --> 00:11:15.000]  我迷失的時候,祂帶領著我
[00:11:15.000 --> 00:11:18.000]  是一個那麼奇妙的神
[00:11:18.000 --> 00:11:21.000]  在我身上,神成為我測試很多
[00:11:21.000 --> 00:11:23.000]  我只是舉一個例子
[00:11:23.000 --> 00:11:27.000]  1982年,我快要大學畢業
[00:11:27.000 --> 00:11:30.000]  當時
[00:11:30.000 --> 00:11:32.000]  我開始想
[00:11:32.000 --> 00:11:36.000]  我是在教書還是在木會
[00:11:36.000 --> 00:11:40.000]  教書當時有八千元一個月
[00:11:40.000 --> 00:11:43.000]  做木師,不是做傳道
[00:11:43.000 --> 00:11:45.000]  沒有那麼快,木師的
[00:11:45.000 --> 00:11:48.000]  只有二千元,差很遠
[00:11:48.000 --> 00:11:50.000]  我爸爸就說
[00:11:50.000 --> 00:11:54.000]  你不要那麼蠢,去做傳道
[00:11:54.000 --> 00:11:57.000]  做乞丐,很淒涼的
[00:11:57.000 --> 00:12:01.000]  他見到的木師都很窮
[00:12:01.000 --> 00:12:06.000]  他很反對
[00:12:06.000 --> 00:12:08.000]  我媽媽就很開心
[00:12:08.000 --> 00:12:10.000]  好啊,你為主侍奉
[00:12:10.000 --> 00:12:13.000]  熱心愛主好啊
[00:12:13.000 --> 00:12:15.000]  他鼓勵我
[00:12:15.000 --> 00:12:20.000]  但我都在想,做什麼好呢
[00:12:20.000 --> 00:12:22.000]  神就安排有一次機會
[00:12:22.000 --> 00:12:25.000]  我和教會的執事
[00:12:25.000 --> 00:12:29.000]  一起去我們中華基督教會總會開會
[00:12:29.000 --> 00:12:31.000]  開完之後,他就送我
[00:12:31.000 --> 00:12:34.000]  他就知道我快要畢業了
[00:12:34.000 --> 00:12:36.000]  他就罵我
[00:12:36.000 --> 00:12:39.000]  那個執事是校長
[00:12:39.000 --> 00:12:41.000]  來我那裡教啊
[00:12:41.000 --> 00:12:44.000]  不止八千元,九千元都有的
[00:12:44.000 --> 00:12:47.000]  我就有點猶豫
[00:12:47.000 --> 00:12:50.000]  他說,什麼執事
[00:12:50.000 --> 00:12:53.000]  我在想,我做傳道還是木師
[00:12:53.000 --> 00:12:56.000]  還是教書呢
[00:12:56.000 --> 00:12:58.000]  但他又想了想
[00:12:58.000 --> 00:13:01.000]  他說,教書的人多
[00:13:01.000 --> 00:13:06.000]  讀完神學出來,侍奉的人少
[00:13:06.000 --> 00:13:11.000]  讀神學有些都不一定做回傳道
[00:13:11.000 --> 00:13:14.000]  他說,你那麼喜歡傳福音
[00:13:14.000 --> 00:13:17.000]  繼續在我們教會侍奉
[00:13:17.000 --> 00:13:20.000]  我知神藉著這位校長
[00:13:20.000 --> 00:13:23.000]  他向我講說話
[00:13:23.000 --> 00:13:26.000]  第二樣,他是全能的神
[00:13:26.000 --> 00:13:28.000]  全能的神
[00:13:28.000 --> 00:13:30.000]  是指他樣樣都能
[00:13:30.000 --> 00:13:34.000]  有大的能,有小的能
[00:13:34.000 --> 00:13:37.000]  還有,他不止是大能
[00:13:37.000 --> 00:13:39.000]  他還高能
[00:13:39.000 --> 00:13:43.000]  他有一些能力是高過我們人類所有的
[00:13:43.000 --> 00:13:46.000]  全能的神是強而有力的
[00:13:46.000 --> 00:13:50.000]  好像英雄或戰士
[00:13:50.000 --> 00:13:52.000]  全能的神
[00:13:52.000 --> 00:13:55.000]  也是告訴人類他能扭轉一些
[00:13:55.000 --> 00:13:59.000]  人類無法扭轉的局面
[00:13:59.000 --> 00:14:02.000]  就好像出埃及
[00:14:02.000 --> 00:14:04.000]  去到紅海
[00:14:04.000 --> 00:14:09.000]  有沒有人可以命令到海分開
[00:14:09.000 --> 00:14:11.000]  人可不可以?
[00:14:11.000 --> 00:14:13.000]  沒可能的
[00:14:13.000 --> 00:14:15.000]  我在這裡講過一篇道
[00:14:15.000 --> 00:14:18.000]  有些弟兄姊妹還很深刻
[00:14:18.000 --> 00:14:21.000]  耶穌要平靜風浪
[00:14:21.000 --> 00:14:24.000]  用不用做法事?
[00:14:24.000 --> 00:14:28.000]  用不用去求天上神給我能力?
[00:14:28.000 --> 00:14:30.000]  我就成為Superman
[00:14:30.000 --> 00:14:31.000]  就可以平
[00:14:31.000 --> 00:14:33.000]  不用的,耶穌說
[00:14:33.000 --> 00:14:35.000]  風浪,怎樣?
[00:14:35.000 --> 00:14:37.000]  止住吧
[00:14:37.000 --> 00:14:40.000]  風浪就要止住
[00:14:40.000 --> 00:14:42.000]  他一講完之後
[00:14:42.000 --> 00:14:44.000]  那種能力就出現了
[00:14:44.000 --> 00:14:48.000]  全能的神就是一個這樣的神
[00:14:48.000 --> 00:14:52.000]  全能的神是告訴我們很多事情
[00:14:52.000 --> 00:14:55.000]  我們解決不了的難題
[00:14:55.000 --> 00:14:58.000]  或者我們很難解決的困難
