
[00:00:00.000 --> 00:00:03.460]  今天我們會繼續在《創世紀》裏面的經文
[00:00:03.460 --> 00:00:06.800]  和大家一齊領受神給我們的信息
[00:00:06.800 --> 00:00:14.000]  我今天選了在《創世紀》裏面一個可能對不少弟兄姊妹都熟悉的人物
[00:00:14.000 --> 00:00:15.880]  雅各
[00:00:15.880 --> 00:00:18.680]  她的人生裏面的一個經歷
[00:00:18.680 --> 00:00:22.400]  幫助我們在我們今天信仰的生命裏面
[00:00:22.400 --> 00:00:25.600]  都能夠做一些更多的反思
[00:00:25.600 --> 00:00:28.800]  能夠更加能夠成為一個神所喜悅的基督徒
[00:00:29.640 --> 00:00:32.640]  信仰中的重中之重
[00:00:32.640 --> 00:00:36.920]  大家在你自己的信仰裏面
[00:00:36.920 --> 00:00:40.000]  你自己看甚麼叫做最重要呢
[00:00:40.000 --> 00:00:44.960]  雅各的經歷是她人生裏面的一個故事片段
[00:00:44.960 --> 00:00:48.720]  背景是甚麼呢
[00:00:48.720 --> 00:00:51.640]  是要去走難
[00:00:51.640 --> 00:00:55.160]  很害怕被她哥哥追殺
[00:00:55.160 --> 00:00:59.000]  她的家庭裏面發生一些事情
[00:00:59.000 --> 00:01:02.880]  以致父母都要將她送走
[00:01:02.880 --> 00:01:05.280]  去到另外的親戚裏面
[00:01:05.280 --> 00:01:10.840]  希望能夠讓家庭不會遭遇太多的艱難
[00:01:10.840 --> 00:01:12.240]  所以這個就是背景
[00:01:12.240 --> 00:01:13.840]  雅各要走難
[00:01:13.840 --> 00:01:15.200]  去到一個地方
[00:01:15.200 --> 00:01:16.600]  然後同神相遇
[00:01:16.600 --> 00:01:19.280]  我也想邀請弟兄姊妹一齊來讀這段經文
[00:01:19.280 --> 00:01:22.160]  你可以回去又可以再看多幾次
[00:01:22.160 --> 00:01:23.720]  你就可能更深入
[00:01:23.720 --> 00:01:26.320]  可以去領受到神給你的信息
[00:01:26.520 --> 00:01:29.320]  我們一齊讀完二十八章的十到二十二節
[00:01:29.320 --> 00:01:31.640]  你可以看起年光幕或者看起手上的聖經
[00:01:31.640 --> 00:01:33.080]  我們一齊讀完這段經文
[00:01:33.080 --> 00:01:34.480]  好 預備 起
[00:01:34.480 --> 00:01:37.160]  雅各出了別事巴
[00:01:37.160 --> 00:01:39.080]  向哈蘭走去
[00:01:39.080 --> 00:01:41.240]  到了一個地方
[00:01:41.240 --> 00:01:43.280]  因為太陽落了
[00:01:43.280 --> 00:01:45.360]  就在那裏住宿
[00:01:45.360 --> 00:01:49.200]  便拾起那地方的一塊石頭
[00:01:49.200 --> 00:01:50.640]  枕在頭下
[00:01:50.640 --> 00:01:53.600]  在那裏躺臥睡了
[00:01:54.120 --> 00:01:57.440]  夢見一個梯子立在地上
[00:01:57.440 --> 00:01:59.920]  梯子的頭頂著天
[00:01:59.920 --> 00:02:03.160]  有神的使者在梯子上
[00:02:03.160 --> 00:02:05.080]  想去哈蘭
[00:02:05.080 --> 00:02:08.720]  耶和華站在梯子以上說
[00:02:08.720 --> 00:02:12.880]  我是耶和華你祖阿伯拉罕的神
[00:02:12.880 --> 00:02:15.040]  也是以撒的神
[00:02:15.040 --> 00:02:19.280]  我要將你現在所躺臥之地
[00:02:19.280 --> 00:02:22.160]  賜給你和你的後裔
[00:02:22.720 --> 00:02:27.240]  你的後裔必像地上的塵沙那樣多
[00:02:27.240 --> 00:02:30.560]  必向東西南北開展
[00:02:30.560 --> 00:02:35.600]  地上萬族必因你和你的後裔得福
[00:02:35.600 --> 00:02:38.240]  我也與你同在
[00:02:38.240 --> 00:02:40.720]  你無論往那裏去
[00:02:40.720 --> 00:02:42.680]  我必保佑你
[00:02:42.680 --> 00:02:45.120]  領你歸回這地
[00:02:45.120 --> 00:02:47.280]  總不離棄你
[00:02:47.280 --> 00:02:51.680]  即都我承傳了向你所應許的
[00:02:52.280 --> 00:02:54.360]  阿閣睡醒了說
[00:02:54.360 --> 00:02:57.080]  耶和華真在這裏
[00:02:57.080 --> 00:02:58.960]  我竟不知道
[00:02:58.960 --> 00:03:01.000]  就懼怕說
[00:03:01.000 --> 00:03:03.720]  這地方何等可畏
[00:03:03.720 --> 00:03:07.640]  這不是別的乃是神的殿
[00:03:07.640 --> 00:03:09.720]  也是天的門
[00:03:09.720 --> 00:03:12.040]  阿閣清早起來
[00:03:12.040 --> 00:03:15.720]  把所枕的石頭立作處置
[00:03:15.720 --> 00:03:17.880]  繞游在上面
[00:03:17.880 --> 00:03:22.040]  他就給那地方起名叫伯特利
[00:03:22.640 --> 00:03:26.040]  但那地方起先名叫路斯
[00:03:26.040 --> 00:03:27.920]  阿閣許願說
[00:03:27.920 --> 00:03:30.440]  神若與我同在
[00:03:30.440 --> 00:03:33.640]  在我所行的路上保佑我
[00:03:33.640 --> 00:03:35.560]  又給我食物吃
[00:03:35.560 --> 00:03:36.920]  衣服穿
[00:03:36.920 --> 00:03:41.280]  使我平平安安地回到我父親的家
[00:03:41.280 --> 00:03:44.560]  我就別以耶和華為我的神
[00:03:44.560 --> 00:03:47.400]  我所立為處置的石頭
[00:03:47.400 --> 00:03:49.400]  也必作神的殿
[00:03:49.960 --> 00:03:55.400]  凡你所賜給我的 我必將十分之一獻給你
[00:03:55.400 --> 00:04:00.840]  這段經文說到阿閣逃難走難去到一個地方
[00:04:00.840 --> 00:04:03.440]  所以信仰中的重中之重
[00:04:03.440 --> 00:04:05.400]  第一個是和地方有關的
[00:04:05.400 --> 00:04:08.120]  他提到很多地方或者這裏那裏
[00:04:08.120 --> 00:04:10.360]  甚至他的石頭
[00:04:10.360 --> 00:04:13.280]  在當中的意思其實都有地方的意思
[00:04:13.280 --> 00:04:16.640]  所以地方在這段經文裏面是一個很重要的
[00:04:17.200 --> 00:04:20.840]  然後這個地方有一個新的名字叫神的殿
[00:04:20.840 --> 00:04:24.120]  原本其實是一個很普通的地方很平凡的地方
[00:04:24.120 --> 00:04:25.000]  不出名的
[00:04:25.000 --> 00:04:31.240]  但阿閣在自己聽完神所說的話之後
[00:04:31.240 --> 00:04:33.040]  他第一句說的話是甚麼呢
[00:04:33.040 --> 00:04:36.680]  耶和華真在這裏
[00:04:36.680 --> 00:04:39.920]  耶和華真在這裏
[00:04:39.920 --> 00:04:41.880]  地方是要提醒我們
[00:04:41.880 --> 00:04:43.880]  耶和華真在這裏
[00:04:44.960 --> 00:04:48.880]  今天第二個訊息是和神的應許
[00:04:48.880 --> 00:04:51.160]  人許願有關的
[00:04:51.160 --> 00:04:53.120]  當阿閣醒了之後
[00:04:53.120 --> 00:04:56.720]  他其實在夢裏面是聽到神的應許
[00:04:56.720 --> 00:05:01.640]  但他醒了之後又自己做了向神一個許願
[00:05:01.640 --> 00:05:03.280]  這個都頗特別的
[00:05:03.280 --> 00:05:06.600]  然後我就想和大家想想
[00:05:06.600 --> 00:05:09.640]  到底我們信仰當中
[00:05:09.640 --> 00:05:13.040]  你和我有沒有一些信仰方程式
[00:05:13.560 --> 00:05:15.360]  更加重要的是我們要明白
[00:05:15.360 --> 00:05:18.760]  其實我們和神有一個立約的關係
[00:05:18.760 --> 00:05:21.080]  這個就是今天兩個重點裏面
[00:05:21.080 --> 00:05:23.480]  當中一些的信息
[00:05:23.480 --> 00:05:27.560]  聖學月裏面上星期科目斯帶我們
[00:05:27.560 --> 00:05:31.560]  在詩篇147篇裏面領受神的信息
[00:05:31.560 --> 00:05:33.800]  其實在當中詩篇
[00:05:33.800 --> 00:05:38.280]  當中很多時候都是在讚美神
[00:05:38.280 --> 00:05:42.040]  但讚美神裏面很多都和耶路撒冷有關
[00:05:42.240 --> 00:05:44.080]  和耶路撒冷的地方
[00:05:44.080 --> 00:05:47.920]  122篇如果大家有跟教會諾罕聖言來看
[00:05:47.920 --> 00:05:49.320]  接下來我們都會看到
[00:05:49.320 --> 00:05:51.160]  這是一個耶路撒冷頌
[00:05:51.160 --> 00:05:54.320]  是對耶路撒冷的重要
