
[00:00:00.000 --> 00:00:01.380]  各位第三堂
[00:00:01.380 --> 00:00:03.180]  或許應該不只是第三堂
[00:00:03.180 --> 00:00:08.760]  北宣家弟兄姊妹有機會在這個打風的日子
[00:00:08.760 --> 00:00:09.960]  我們能夠是
[00:00:09.960 --> 00:00:11.400]  我看到這麼多弟兄姊妹在這裡
[00:00:11.400 --> 00:00:13.360]  都是覺得很Amazing
[00:00:13.360 --> 00:00:14.360]  很特別
[00:00:14.360 --> 00:00:17.200]  是在外面打風浪
[00:00:17.200 --> 00:00:18.520]  但是在主的家裡面
[00:00:18.520 --> 00:00:20.760]  都有主的同在和有主的平安
[00:00:20.760 --> 00:00:22.680]  願意今天這個崇拜
[00:00:22.680 --> 00:00:26.840]  是能夠讓我們在主面前
[00:00:26.840 --> 00:00:30.880]  容許容讓聖靈在我們心裡面工作
[00:00:30.880 --> 00:00:33.280]  也將我們的心歸向主
[00:00:33.280 --> 00:00:34.720]  我們一起有個禱告
[00:00:34.720 --> 00:00:35.920]  預備我們的心
[00:00:35.920 --> 00:00:46.960]  神的羔羊主耶穌
[00:00:46.960 --> 00:00:51.760]  祢為我們擺上贖罪
[00:00:51.760 --> 00:00:55.400]  我們在這裡的每一個屬於祢自己的兒女
[00:00:55.400 --> 00:00:57.440]  都是因為祢自己的擺上
[00:00:57.440 --> 00:01:01.360]  我們能夠今天真的成為何等樣人
[00:01:01.360 --> 00:01:05.960]  我們能夠來到這裡一起敬拜祢
[00:01:05.960 --> 00:01:08.600]  我們願意今天這段時間
[00:01:08.600 --> 00:01:10.840]  我們分別為聖
[00:01:10.840 --> 00:01:15.680]  求聖靈可以在我們心裡面自由的運行
[00:01:15.680 --> 00:01:20.400]  我們每個人可能今天都有不同的需要
[00:01:20.400 --> 00:01:23.160]  甚至帶著不同的心情
[00:01:23.160 --> 00:01:26.200]  願主祢也是因著我們
[00:01:26.200 --> 00:01:30.040]  現在的屬靈的狀況對我們說話
[00:01:30.040 --> 00:01:32.960]  讓我們能夠再一次在主日這段時間
[00:01:32.960 --> 00:01:36.400]  將我們屬靈的眼光再一次地
[00:01:36.400 --> 00:01:39.680]  去焦點在主耶穌祢自己身上
[00:01:39.680 --> 00:01:41.640]  願以下這段時間
[00:01:41.640 --> 00:01:43.520]  祢打開我們的心
[00:01:43.520 --> 00:01:46.680]  祢的話語打開光照我們
[00:01:46.680 --> 00:01:48.160]  求祢在我們當中
[00:01:48.160 --> 00:01:49.640]  奉主耶穌的名禱
[00:01:49.640 --> 00:01:55.120]  Amen
[00:01:55.120 --> 00:01:57.960]  在這個季度是10月至12月
[00:01:57.960 --> 00:02:00.480]  是主日崇拜的主題
[00:02:00.480 --> 00:02:03.880]  是「夢照出來,納若與神同行」
[00:02:03.880 --> 00:02:09.320]  我們將會從《出埃及記》當中
[00:02:09.320 --> 00:02:11.400]  選一些經文
[00:02:11.400 --> 00:02:14.280]  《出埃及記》總共有40章
[00:02:14.280 --> 00:02:16.880]  我們所做的只有限量
[00:02:16.880 --> 00:02:19.680]  在這三個月裡
[00:02:19.680 --> 00:02:21.920]  其實剛好在前兩個星期
[00:02:21.920 --> 00:02:23.400]  我在第二課中
[00:02:23.400 --> 00:02:27.960]  有這樣的福分說在第一篇中
[00:02:27.960 --> 00:02:30.640]  《出埃及記》是第五章
[00:02:30.640 --> 00:02:32.080]  其實我想問一問
[00:02:32.080 --> 00:02:35.080]  我們在座當中有哪些弟兄姊妹
[00:02:35.080 --> 00:02:36.040]  是回到第二課
[00:02:36.040 --> 00:02:39.640]  今天有多少個?
[00:02:39.640 --> 00:02:41.040]  也不少
[00:02:41.040 --> 00:02:44.800]  我想大家可能要包容一下我
[00:02:44.800 --> 00:02:47.320]  因為我原本預備了第三課的時候
[00:02:47.320 --> 00:02:50.760]  我就想將我自己在兩星期前
[00:02:50.760 --> 00:02:51.840]  在第二課中
[00:02:51.840 --> 00:02:55.880]  我做了一段關於《出埃及記》的
[00:02:55.880 --> 00:02:58.240]  小小的介紹
[00:02:58.240 --> 00:03:00.920]  一個宏觀的圖畫
[00:03:00.920 --> 00:03:03.000]  和第二課的弟兄姊妹分享
[00:03:03.000 --> 00:03:06.160]  今天我做了小小的重複
[00:03:06.160 --> 00:03:11.640]  包容一下我的弟兄姊妹
[00:03:11.640 --> 00:03:14.600]  《出埃及記》這本書
[00:03:14.600 --> 00:03:18.520]  記載神如何介入去意識這個民族
[00:03:18.520 --> 00:03:20.760]  是他們一個很重要的
[00:03:20.760 --> 00:03:22.760]  不單止一個歷史的記載
[00:03:22.760 --> 00:03:24.600]  而是記載他們歷史的
[00:03:24.600 --> 00:03:28.040]  屬靈的一個旅程的記錄
[00:03:28.040 --> 00:03:31.120]  這個記錄
[00:03:31.120 --> 00:03:32.960]  裡面包含了
[00:03:32.960 --> 00:03:37.400]  是從他們在奴役捆綁當中
[00:03:37.400 --> 00:03:40.120]  神如何介入聽他們的禱告
[00:03:40.120 --> 00:03:44.280]  以致帶領他們得到釋放、得到自由
[00:03:44.280 --> 00:03:47.360]  是預備他們進入神所應許的地
[00:03:47.360 --> 00:03:48.520]  祂祖宗的地
[00:03:48.520 --> 00:03:49.760]  特別是在創世裡面
[00:03:49.760 --> 00:03:52.520]  對他們的先祖所應許的
[00:03:52.520 --> 00:03:57.560]  但是大家對《出埃及記》不熟悉的
[00:03:57.560 --> 00:03:59.600]  也不會太不熟悉吧?
[00:03:59.600 --> 00:04:03.920]  印象最深的是甚麼呢?
[00:04:03.920 --> 00:04:06.320]  在出埃及之後
[00:04:06.320 --> 00:04:08.440]  是否馬上去迦南地?
[00:04:08.440 --> 00:04:09.360]  不是吧?
[00:04:09.360 --> 00:04:10.960]  做甚麼?
[00:04:10.960 --> 00:04:13.240]  遊花園嗎?
[00:04:13.240 --> 00:04:14.640]  真是遊花園
[00:04:14.640 --> 00:04:18.960]  在曠野兜兜轉轉了四十年
[00:04:18.960 --> 00:04:22.080]  在這四十年裡發生了很多事
[00:04:22.080 --> 00:04:24.240]  在很多方面
[00:04:24.240 --> 00:04:25.360]  當然後來
[00:04:25.360 --> 00:04:28.640]  他們終於能夠進入迦南地
[00:04:28.640 --> 00:04:32.240]  在很多方面以色列人的經歷
[00:04:32.240 --> 00:04:35.040]  能夠讓我們作為
[00:04:35.040 --> 00:04:36.840]  現在我們是神的兒女
[00:04:36.840 --> 00:04:38.920]  我們是跟隨基督的
[00:04:38.920 --> 00:04:40.640]  在屬靈的層面上
[00:04:40.640 --> 00:04:43.680]  在我們走這個信仰的路程上
[00:04:43.680 --> 00:04:47.080]  是有很多的啟迪
[00:04:47.080 --> 00:04:49.080]  有很多我們當中可以學到的功課
[00:04:49.080 --> 00:04:51.760]  不單止我們認識神是怎樣
[00:04:51.760 --> 00:04:53.640]  也說在屬靈的心靈裡面
[00:04:53.640 --> 00:04:56.080]  所遇到的困難、問題
[00:04:56.080 --> 00:04:58.080]  其實在《出埃及記》裡
[00:04:58.080 --> 00:05:02.360]  也給了我們很多的啟迪
[00:05:02.360 --> 00:05:03.720]  其實
[00:05:03.720 --> 00:05:06.080]  保羅是對
[00:05:06.080 --> 00:05:09.120]  哥倫多教會的弟兄姊妹這樣說的
[00:05:09.120 --> 00:05:14.120]  當他們處理教會裡面很多的問題的時候
[00:05:14.120 --> 00:05:17.720]  特別淫亂和很多罪的問題的時候
[00:05:17.720 --> 00:05:19.320]  他特別引用
[00:05:19.320 --> 00:05:23.000]  《出埃及記》裡面
[00:05:23.000 --> 00:05:24.760]  在抗疫裡面
[00:05:24.760 --> 00:05:26.800]  以色列人的經歷
[00:05:26.800 --> 00:05:28.240]  他跟著這樣說的
[00:05:28.240 --> 00:05:30.680]  他說這些事情發生在他們身上
[00:05:30.680 --> 00:05:33.400]  是哥倫多前書十章第十一節這樣說的
[00:05:33.400 --> 00:05:35.920]  這些事情發生在他們身上
[00:05:35.920 --> 00:05:37.960]  作為一個尷尬
[00:05:37.960 --> 00:05:39.560]  或者作為一個警惕
[00:05:39.560 --> 00:05:43.120]  作為一個教訓
[00:05:43.120 --> 00:05:44.840]  記下來做什麼呢?
[00:05:44.840 --> 00:05:47.200]  是為了要警戒
[00:05:47.200 --> 00:05:53.240]  為了提醒我們這些末世的人
[00:05:53.240 --> 00:05:55.960]  所以當我們看《出埃及記》的時候
[00:05:55.960 --> 00:05:57.960]  不單止是看歷史
[00:05:57.960 --> 00:05:59.720]  在當中其實
[00:05:59.720 --> 00:06:02.600]  是智慧行間所形容的
[00:06:02.600 --> 00:06:03.640]  以色列人的歷史裡面
[00:06:03.640 --> 00:06:09.480]  是看到基督徒生命裡面很多的反應
[00:06:09.480 --> 00:06:10.640]  要明白
[00:06:10.640 --> 00:06:14.000]  今天我們看這段經文
[00:06:14.000 --> 00:06:16.200]  我們看第十二章
[00:06:16.200 --> 00:06:18.960]  上一次我們是看第幾章呢?
[00:06:18.960 --> 00:06:21.600]  第五章
[00:06:21.600 --> 00:06:24.120]  拉下去是第六章
[00:06:24.120 --> 00:06:26.120]  今天我們主要是看什麼呢?
[00:06:26.120 --> 00:06:28.240]  我們是看第十二章
[00:06:28.240 --> 00:06:31.480]  中間那一節
[00:06:31.480 --> 00:06:37.560]  要明白今天這段經文是有關如意至極的事情的時候
[00:06:37.560 --> 00:06:42.080]  我們不能夠不看前面發生了什麼
[00:06:42.080 --> 00:06:45.360]  兩個星期之前我跟弟兄姊妹分享的第五章
[00:06:45.360 --> 00:06:47.120]  作為一個序幕
[00:06:47.120 --> 00:06:49.240]  那個序幕我們看到
[00:06:49.240 --> 00:06:50.960]  前面那些我們不說了
[00:06:50.960 --> 00:06:53.200]  一至四章
[00:06:53.200 --> 00:06:56.120]  我們看到摩西和他哥哥亞倫
[00:06:56.120 --> 00:06:59.920]  在第五章裡給神揭開一個序幕
[00:06:59.920 --> 00:07:05.760]  給神揭開他們去到埃及法老王面前做什麼呢?
[00:07:05.760 --> 00:07:09.040]  做什麼呢?
[00:07:09.040 --> 00:07:13.920]  說要法老准許以色列人去抗野
[00:07:13.920 --> 00:07:18.880]  去多少天呢?
[00:07:18.880 --> 00:07:20.960]  他說你要走三天的路程
[00:07:20.960 --> 00:07:22.920]  我跟弟兄姊妹說
[00:07:22.920 --> 00:07:26.080]  其實請假大概一個星期左右
[00:07:26.080 --> 00:07:28.400]  三天來回就六天
[00:07:28.400 --> 00:07:30.400]  一天做敬拜
[00:07:30.400 --> 00:07:31.760]  請了一天假期
[00:07:31.760 --> 00:07:34.920]  但結果如何呢?
[00:07:34.920 --> 00:07:37.120]  他們奉耶和華的名
[00:07:37.120 --> 00:07:39.360]  耶和華
[00:07:39.360 --> 00:07:40.840]  究竟是誰呢?
[00:07:40.840 --> 00:07:43.560]  原來法老都不知道是誰
[00:07:43.560 --> 00:07:45.600]  因為其實聖經裡告訴我們
[00:07:45.600 --> 00:07:48.560]  是在昌埃及記之前
[00:07:48.560 --> 00:07:50.360]  耶和華這個名字
[00:07:50.360 --> 00:07:55.560]  是沒有顯示給世人知道的
[00:07:55.560 --> 00:07:59.280]  直到昌埃及記之後
[00:07:59.280 --> 00:08:01.240]  摩西在荷里山上
[00:08:01.240 --> 00:08:08.800]  神是第一次將耶和華的名字告訴他
[00:08:08.800 --> 00:08:11.600]  所以當摩西跟法老說
[00:08:11.600 --> 00:08:14.200]  我是奉耶和華的名
[00:08:14.200 --> 00:08:17.920]  請我的子民出來的時候
[00:08:17.920 --> 00:08:21.520]  很自然的
[00:08:21.520 --> 00:08:22.280]  法老說
[00:08:22.280 --> 00:08:24.440]  耶和華是誰呢?
[00:08:24.440 --> 00:08:26.800]  耶和華是誰呢?
[00:08:26.800 --> 00:08:29.640]  當然是不准許
[00:08:29.640 --> 00:08:32.120]  他不僅不准許
[00:08:32.120 --> 00:08:33.800]  他還變本加厲
[00:08:33.800 --> 00:08:39.400]  加重以色列人的工作
[00:08:39.400 --> 00:08:42.320]  在這幾本書中
[00:08:42.320 --> 00:08:47.280]  由第六章一直到第十一章
[00:08:47.280 --> 00:08:50.720]  就是神的大能手開始工作
[00:08:50.720 --> 00:08:54.800]  上次在第一篇兩星期前
[00:08:54.800 --> 00:08:57.040]  我特別從那段經文中
[00:08:57.040 --> 00:08:59.720]  跟弟子們看了兩件事
[00:08:59.720 --> 00:09:01.680]  就是神的大能手
[00:09:01.680 --> 00:09:08.160]  和神的名字
[00:09:08.160 --> 00:09:12.160]  在以色列人歷史階段的時候
[00:09:12.160 --> 00:09:14.200]  他們不認識耶和華
[00:09:14.200 --> 00:09:18.440]  他們也沒有經歷過神的大能手
[00:09:18.440 --> 00:09:20.880]  我上次跟大家分享
[00:09:20.880 --> 00:09:26.560]  認識神是從經歷神的能力而得知的
[00:09:26.560 --> 00:09:30.760]  一個人必須實際接觸到神
[00:09:30.760 --> 00:09:33.120]  跟神有關係
[00:09:33.120 --> 00:09:37.000]  以色列人在《春埃及記》第一章時
