
[00:00:00.000 --> 00:00:02.600]  讓我們再一次低頭禱告
[00:00:02.600 --> 00:00:07.220]  親愛的天父,我們要讚美祢
[00:00:07.220 --> 00:00:10.840]  因為祢就是那位以馬來利的神
[00:00:10.840 --> 00:00:14.600]  祢常與我們同在,常與我們同行
[00:00:14.600 --> 00:00:19.120]  正如剛才的詩歌再一次提醒我們
[00:00:19.120 --> 00:00:24.800]  每一天,祢都帶領我們走過每一刻
[00:00:25.040 --> 00:00:31.640]  祢也讓我們去感受、經歷到天父祢的慈誠愛塑
[00:00:31.640 --> 00:00:33.640]  圍繞著我們
[00:00:33.640 --> 00:00:41.840]  使我們能夠經歷到上帝祢的憐憫、康顧
[00:00:41.840 --> 00:00:43.840]  從疫情至今
[00:00:43.840 --> 00:00:48.340]  可能我們每一個弟兄姊妹都有不同的經歷、遭遇
[00:00:48.340 --> 00:00:51.340]  但是我們深深體會
[00:00:51.340 --> 00:00:56.340]  上帝,祢就是那位對我們不離不棄的神
[00:00:56.340 --> 00:00:59.340]  祢的傍臂就是這樣圍繞著我們
[00:00:59.340 --> 00:01:00.840]  帶領著我們
[00:01:00.840 --> 00:01:05.340]  使我們能夠經歷剛強壯膽
[00:01:05.340 --> 00:01:09.840]  並且從祢而來得著滿滿的賜福
[00:01:09.840 --> 00:01:12.840]  主啊,我們的日子如何
[00:01:12.840 --> 00:01:15.840]  我們的力量也都如何
[00:01:15.840 --> 00:01:19.340]  願祢就是這樣繼續拖帶著我們前行
[00:01:19.340 --> 00:01:22.340]  讓我們能夠每一天藉著祢的話語
[00:01:22.340 --> 00:01:26.840]  再次有更新、蛻變
[00:01:26.840 --> 00:01:30.340]  讓我們的生命能夠更加像主耶穌基督祢自己
[00:01:30.340 --> 00:01:31.340]  多謝祢
[00:01:31.340 --> 00:01:33.840]  求祢就是這樣垂聽我們的禱告
[00:01:33.840 --> 00:01:36.340]  奉耶穌基督得勝的名求
[00:01:36.340 --> 00:01:37.340]  阿門
[00:01:37.340 --> 00:01:39.340]  各位弟兄姊妹,早安
[00:01:39.340 --> 00:01:42.340]  很開心啊,聽到有人聲啊
[00:01:42.340 --> 00:01:46.340]  我相信今天大家都很期待
[00:01:46.340 --> 00:01:52.340]  我們跟前後左右的弟兄姊妹彼此問安
[00:01:52.340 --> 00:01:54.340]  跟他們說一聲
[00:01:54.340 --> 00:01:57.340]  主耶穌愛你啊
[00:01:57.340 --> 00:02:04.340]  每一天我們都要常常帶著一個感恩的心
