
[00:00:00.000 --> 00:00:02.000]  我們一會兒從低頭再禱告
[00:00:02.000 --> 00:00:03.760]  天父我們感謝祢
[00:00:03.760 --> 00:00:08.600]  因為祢不單止在創造裏面顯出祢的榮耀
[00:00:08.600 --> 00:00:12.040]  除了在祢的救贖裏面顯出祢的榮耀
[00:00:12.040 --> 00:00:15.680]  除了今天祢要在我們每一個夢祢創造
[00:00:15.680 --> 00:00:19.200]  夢祢救贖的人身上也要顯出祢的榮耀
[00:00:19.200 --> 00:00:20.560]  求主賜福
[00:00:20.560 --> 00:00:22.480]  讓我們今天早上在祢面前
[00:00:22.480 --> 00:00:23.600]  每一個人
[00:00:23.600 --> 00:00:25.040]  無論講的
[00:00:25.040 --> 00:00:26.080]  我們聽的
[00:00:26.080 --> 00:00:29.440]  我們都是在祢話語面前領受的
[00:00:29.440 --> 00:00:31.680]  與我們口裏的言語
[00:00:31.680 --> 00:00:32.960]  心裏的意念
[00:00:32.960 --> 00:00:34.720]  都能夠蒙祢原諒
[00:00:34.720 --> 00:00:36.080]  求主耶穌
[00:00:36.080 --> 00:00:37.440]  祢在我們中間
[00:00:37.440 --> 00:00:38.800]  承就一切
[00:00:38.800 --> 00:00:41.040]  我們這樣向主祢禱告
[00:00:41.040 --> 00:00:43.200]  是奉靠耶穌明智祈求
[00:00:43.200 --> 00:00:44.160]  阿們
[00:01:00.000 --> 00:01:01.440]  拍攝的時候
[00:01:01.440 --> 00:01:03.200]  我發覺已經遲了
[00:01:03.200 --> 00:01:05.400]  因為早一點
[00:01:05.400 --> 00:01:10.760]  那些雲周圍是銀圈來的
[00:01:10.760 --> 00:01:13.120]  大家可以看得出有太陽
[00:01:13.120 --> 00:01:14.480]  不過你看不到太陽
[00:01:14.480 --> 00:01:17.560]  不過太陽是射到海面那裏
[00:01:17.560 --> 00:01:20.480]  海面照出來很光猛
[00:01:20.480 --> 00:01:21.520]  其實還有一幅的
[00:01:21.520 --> 00:01:25.120]  後來太陽升上去之後
[00:01:25.120 --> 00:01:26.280]  就很刺眼
[00:01:26.280 --> 00:01:31.080]  我拍攝的時候幾乎眼睛都張不開
[00:01:31.080 --> 00:01:35.120]  不過後來我就沒有拍攝出來
[00:01:35.120 --> 00:01:36.600]  我讓大家看這幅圖片
[00:01:36.600 --> 00:01:38.000]  其實是讓我們知道
[00:01:38.000 --> 00:01:41.680]  在宇宙萬物裏面有很多很美麗
[00:01:41.680 --> 00:01:42.440]  很多東西
[00:01:42.440 --> 00:01:43.760]  我們看了之後
[00:01:43.760 --> 00:01:46.680]  是覺得很開心的
[00:01:46.680 --> 00:01:50.680]  不過今早這個太陽比較雲遮了
[00:01:50.680 --> 00:01:53.960]  所以我們看不到太陽
[00:01:53.960 --> 00:01:56.240]  如果太陽是光輝的
[00:01:56.240 --> 00:01:59.160]  是有光彩的
[00:01:59.160 --> 00:02:00.680]  但為甚麼我們看不到呢
[00:02:00.680 --> 00:02:01.920]  因為有雲遮了
[00:02:01.920 --> 00:02:05.120]  所以看不到
[00:02:05.120 --> 00:02:08.240]  甚麼叫神的榮耀呢
[00:02:08.240 --> 00:02:09.600]  第一姊妹
[00:02:09.600 --> 00:02:11.720]  剛才我們讀了兩段經文
[00:02:11.720 --> 00:02:14.840]  其實都是耶穌基督講到榮耀榮耀
[00:02:14.840 --> 00:02:18.120]  其實榮耀是神的本質
[00:02:18.120 --> 00:02:19.320]  甚麼叫本質
[00:02:19.320 --> 00:02:22.000]  即是神本身
[00:02:22.000 --> 00:02:24.720]  如果你用它去描述的話
[00:02:24.720 --> 00:02:26.960]  它就是一個榮耀之體
[00:02:26.960 --> 00:02:27.920]  即是用體力
[00:02:27.920 --> 00:02:31.120]  我們已經將它收窄了來說
[00:02:31.120 --> 00:02:32.800]  本身就是榮耀
[00:02:32.800 --> 00:02:34.920]  榮耀是一個正面的意思
[00:02:34.920 --> 00:02:37.880]  你的相反就是羞恥
[00:02:37.880 --> 00:02:39.040]  很醜陋
[00:02:39.040 --> 00:02:40.960]  沒有光彩
[00:02:40.960 --> 00:02:42.560]  失敗
[00:02:42.560 --> 00:02:45.000]  打完仗勝仗當然是榮耀
[00:02:45.000 --> 00:02:47.520]  打敗仗那些沒有榮耀可言
[00:02:47.520 --> 00:02:48.880]  所以一講到榮耀的時候
[00:02:48.880 --> 00:02:50.840]  我們都是很正面的
[00:02:50.840 --> 00:02:52.280]  不過我們多數看
[00:02:52.280 --> 00:02:55.600]  是看我們以人為中心
[00:02:55.600 --> 00:02:57.080]  我們或者叫
[00:02:57.080 --> 00:02:58.600]  如果稍微分辨一下
[00:02:58.600 --> 00:03:00.440]  榮譽
[00:03:00.440 --> 00:03:01.520]  即是你考試
[00:03:01.520 --> 00:03:04.280]  這次DSE考試考得好
[00:03:04.280 --> 00:03:05.480]  那就有榮譽
[00:03:05.480 --> 00:03:06.920]  你是一個狀元
[00:03:06.920 --> 00:03:09.800]  和一個杏仁雞蛋
[00:03:09.800 --> 00:03:12.240]  兩個很大對比
[00:03:12.240 --> 00:03:15.120]  又或者你在事業上面
[00:03:15.120 --> 00:03:17.360]  你是步步高升的
[00:03:17.360 --> 00:03:21.000]  另外一個就做到被人解僱
[00:03:21.000 --> 00:03:23.000]  這是一個對比
[00:03:23.000 --> 00:03:26.320]  又或者他來說在健康上面
[00:03:26.320 --> 00:03:28.880]  你覺得有些人很壯健的
[00:03:28.880 --> 00:03:31.480]  那就好像很榮譽
[00:03:31.480 --> 00:03:34.360]  一個人好像經常帶著藥煲
[00:03:34.360 --> 00:03:37.920]  這些我們是在人的生活中去看
[00:03:37.920 --> 00:03:39.960]  但我們很少去看
[00:03:39.960 --> 00:03:44.720]  到底人為甚麼而活
[00:03:44.720 --> 00:03:46.280]  神是甚麼
[00:03:46.280 --> 00:03:50.880]  如果我們認識到神的本質是榮耀的話
[00:03:50.880 --> 00:03:54.880]  你才明白這次培靈會晚堂的主題就是
[00:03:54.880 --> 00:03:59.600]  以神為中心的生命
[00:03:59.600 --> 00:04:01.520]  以神為中心的生命
[00:04:01.520 --> 00:04:03.520]  在第九晚
[00:04:03.520 --> 00:04:06.040]  講完是重複講好次
[00:04:06.040 --> 00:04:07.400]  我們的生活
[00:04:07.400 --> 00:04:09.520]  我們的存留
[00:04:09.520 --> 00:04:13.400]  是為了榮耀
[00:04:13.400 --> 00:04:16.040]  Run for the glory
[00:04:16.040 --> 00:04:17.720]  甚麼榮耀
[00:04:17.720 --> 00:04:19.920]  你一生打拼
[00:04:19.920 --> 00:04:22.280]  成為最偉大的CEO
[00:04:22.280 --> 00:04:25.400]  你一生打拼成為全世界最富有的人
[00:04:25.400 --> 00:04:27.280]  是不是榮耀呢
[00:04:27.280 --> 00:04:28.880]  如果大家有留意
[00:04:28.880 --> 00:04:30.200]  不知道這套Youtube是
[00:04:30.200 --> 00:04:31.920]  我相信是真的
[00:04:31.920 --> 00:04:35.840]  就是蘋果上一任的CEO
[00:04:35.840 --> 00:04:38.920]  臨死的時候說了一番話
[00:04:38.920 --> 00:04:41.320]  他咪都有了
[00:04:41.320 --> 00:04:42.920]  當然他在信仰上面
[00:04:42.920 --> 00:04:46.120]  我想他還差一截
[00:04:46.120 --> 00:04:47.400]  他所珍惜的
[00:04:47.400 --> 00:04:50.520]  不是所擁有的這些成績成就
[00:04:50.520 --> 00:04:53.000]  他想去珍惜的就是他跟人的關係
[00:04:53.000 --> 00:04:55.800]  跟家人的愛的問題
[00:04:55.800 --> 00:04:58.200]  那些是一個層次
[00:04:58.200 --> 00:05:03.480]  但那些仍然不能將神的本質發揮出來
[00:05:03.480 --> 00:05:06.000]  因為當神的本質發揮出來的時候
[00:05:06.000 --> 00:05:08.280]  我們用到的字眼
[00:05:08.280 --> 00:05:10.520]  光輝
[00:05:10.520 --> 00:05:12.240]  大家知道明不明白甚麼是光輝
[00:05:12.240 --> 00:05:13.440]  今早那幅
[00:05:13.440 --> 00:05:17.640]  我靈修完之後一看很漂亮
[00:05:17.640 --> 00:05:18.600]  到第二幅影的時候
[00:05:18.600 --> 00:05:20.000]  真的很柴硬很光輝
[00:05:20.000 --> 00:05:23.640]  不過我還沒等得上去
[00:05:23.640 --> 00:05:27.040]  光輝是神將祂榮耀彰顯的時候
[00:05:27.040 --> 00:05:29.720]  沒有一個人在神的光輝面前
[00:05:29.720 --> 00:05:34.800]  可以站立得住
[00:05:34.800 --> 00:05:39.440]  當素羅在大馬骰路上面的時候
[00:05:39.440 --> 00:05:43.040]  這個光一照他的時候他就跌倒
[00:05:43.040 --> 00:05:45.840]  當以賽亞一見到這個榮耀的時候
[00:05:45.840 --> 00:05:49.000]  他馬上認罪
[00:05:49.000 --> 00:05:50.560]  在神的光照裡面
[00:05:50.560 --> 00:05:51.720]  在神的話語裡面
[00:05:51.720 --> 00:05:53.440]  我不知道過去這十天裡面
[00:05:53.440 --> 00:05:54.640]  你聽到的時候
[00:05:54.640 --> 00:05:57.320]  覺得是某人剛剛聽
[00:05:57.320 --> 00:05:58.800]  其實對我來說
[00:05:58.800 --> 00:06:01.880]  雖然是要打理一些雜務
[00:06:01.880 --> 00:06:03.920]  但我盡量爭取聽的時候發覺
[00:06:03.920 --> 00:06:06.160]  咦 不是喔
[00:06:06.160 --> 00:06:09.480]  這個是我的盲點來的
[00:06:09.480 --> 00:06:12.040]  為甚麼有時候我看不到我聽不到呢
[00:06:12.040 --> 00:06:13.800]  因為我沒有專心
[00:06:13.800 --> 00:06:15.360]  我沒有安靜
[00:06:15.360 --> 00:06:17.360]  當我肯專心沒有安靜的時候
[00:06:17.360 --> 00:06:18.880]  有些事情是形勢所逼的
[00:06:18.880 --> 00:06:21.680]  你做大會主席坐在那裡的時候
[00:06:21.680 --> 00:06:23.520]  你不聽是想打瞌睡嗎
[00:06:23.520 --> 00:06:25.400]  是嗎 不行的
[00:06:25.400 --> 00:06:26.880]  當這個環境逼成的時候
[00:06:26.880 --> 00:06:28.240]  我聽到 是喔
[00:06:28.240 --> 00:06:31.720]  原來神正在向著你說話
[00:06:31.720 --> 00:06:32.960]  你怎麼這麼糊塗
[00:06:32.960 --> 00:06:36.040]  你做了這麼久侍奉神的人
[00:06:36.040 --> 00:06:40.920]  你不知道你自己有罪嗎
[00:06:40.920 --> 00:06:41.760]  真的是這樣
[00:06:41.760 --> 00:06:45.760]  我這次去靈修看神恩入身
[00:06:45.760 --> 00:06:48.120]  我想我們施班的每個人都應該人手一本
[00:06:48.120 --> 00:06:51.640]  這本書值得買來看
[00:06:51.640 --> 00:06:54.000]  當你發覺別人有罪的時候
[00:06:54.000 --> 00:06:55.080]  而自己無罪的時候
[00:06:55.080 --> 00:06:57.760]  你一定是一個自以為意的人
[00:06:57.760 --> 00:07:00.040]  一定
[00:07:00.040 --> 00:07:01.680]  當你看到問題產生的時候
[00:07:01.680 --> 00:07:03.560]  是別人的過失不是你的過失的時候
[00:07:03.560 --> 00:07:09.240]  是你還沒有認清什麼叫做罪
[00:07:09.240 --> 00:07:10.280]  婚姻如是
[00:07:10.280 --> 00:07:13.200]  那個作者講得很好 他說他做婚姻輔導
[00:07:13.200 --> 00:07:14.240]  他說每一次來的時候
[00:07:14.240 --> 00:07:16.840]  兩夫婦肯定是發覺
[00:07:16.840 --> 00:07:19.720]  老婆講老公不好的地方
[00:07:19.720 --> 00:07:22.640]  老公講老婆不好的地方
[00:07:22.640 --> 00:07:24.640]  他兩個都講自己是好的
[00:07:24.640 --> 00:07:25.720]  他說這麼奇怪
[00:07:25.720 --> 00:07:26.520]  兩個這麼好的人
[00:07:26.520 --> 00:07:29.920]  為什麼碰在一起會搞不定
[00:07:29.920 --> 00:07:31.840]  明白了嗎 再講一次
[00:07:31.840 --> 00:07:33.240]  兩個都覺得自己是好的人
[00:07:33.240 --> 00:07:38.600]  為什麼碰在一起會搞不定
[00:07:38.600 --> 00:07:42.760]  所以當你與別人有人際關係出現問題的時候
[00:07:42.760 --> 00:07:46.040]  請你回到神面前去
[00:07:46.040 --> 00:07:49.240]  然後你會發覺問題在哪裡
[00:07:49.240 --> 00:07:51.480]  原來所有的罪不是外在的
[00:07:51.480 --> 00:07:54.680]  所有的罪是從私欲產生的
