
[00:00:00.000 --> 00:00:01.020]  大英姊妹平安
[00:00:01.020 --> 00:00:06.660]  今日呢我仍然都會宣講舊約嘅經課
[00:00:06.660 --> 00:00:09.480]  不過呢即係我準備嘅時候都會覺得
[00:00:09.480 --> 00:00:13.060]  今日嘅舊約經課其實同
[00:00:13.060 --> 00:00:14.080]  新約
[00:00:14.080 --> 00:00:15.360]  嘅
[00:00:15.360 --> 00:00:17.920]  呼音經課都有關係嘅不過
[00:00:17.920 --> 00:00:19.960]  我講到就唔會
[00:00:19.960 --> 00:00:21.240]  點樣去
[00:00:21.240 --> 00:00:24.580]  解釋㗎喇不過希望大家
[00:00:24.580 --> 00:00:26.880]  大英姊妹可以喺周間
[00:00:26.880 --> 00:00:28.420]  靈修
[00:00:28.680 --> 00:00:30.980]  默想時候可以一齊諗下
[00:00:30.980 --> 00:00:33.280]  即係經課之間嘅關係
[00:00:33.280 --> 00:00:35.080]  我哋一齊禱告呀
[00:00:35.080 --> 00:00:41.220]  主呀與我口中嘅言語
[00:00:41.220 --> 00:00:42.500]  心中嘅意念
[00:00:42.500 --> 00:00:44.800]  係今日成為上主
[00:00:44.800 --> 00:00:46.600]  你聖言嘅宣講
[00:00:46.600 --> 00:00:49.680]  求主你就與我哋同在幫助我哋
[00:00:49.680 --> 00:00:51.720]  咁樣禱告係奉主命求
[00:00:56.320 --> 00:00:59.640]  今日舊約經課係約書亞記最後嘅一章
[00:00:59.640 --> 00:01:04.000]  經文嘅處境係以色列人
[00:01:04.000 --> 00:01:06.040]  由放野漂流
[00:01:06.040 --> 00:01:09.380]  到而家可以喺英許地嗰度安居
[00:01:09.380 --> 00:01:15.260]  佢哋嘅領袖約書亞亦都走到人生最後嘅一程
[00:01:15.260 --> 00:01:19.620]  向住呢班神嘅子民做最後嘅宣講
[00:01:19.620 --> 00:01:25.240]  經課裏面呢就冇選用4至13節嘅經文
[00:01:26.520 --> 00:01:30.100]  嗰度呢其實係約書亞轉述上主嘅說話
[00:01:30.100 --> 00:01:34.460]  提到呢以色列人呢由先祖喺大河嗰邊
[00:01:34.460 --> 00:01:37.280]  即係米索波大米嗰邊
[00:01:37.280 --> 00:01:40.600]  然後落到去埃及
[00:01:40.600 --> 00:01:42.140]  出埃及
[00:01:42.140 --> 00:01:43.940]  過紅海
[00:01:43.940 --> 00:01:47.520]  然後入到曠野呢一段嘅歷史
[00:01:47.520 --> 00:01:53.400]  上主呢你都指出佢哋後嚟喺約旦河東
[00:01:53.400 --> 00:01:54.940]  同阿摩利人
[00:01:55.720 --> 00:01:58.280]  或者進入迦南地同各個民族
[00:01:58.280 --> 00:01:59.560]  增戰嘅事蹟
[00:01:59.560 --> 00:02:04.160]  以色列人嘅種種遭遇呢都係上主嘅作為
[00:02:04.160 --> 00:02:08.000]  經文係咁講嘅我將你哋嘅祖宗
[00:02:08.000 --> 00:02:09.280]  帶出嚟
[00:02:09.280 --> 00:02:11.580]  我差遣摩西同阿倫
[00:02:11.580 --> 00:02:13.380]  將你哋領出嚟
[00:02:13.380 --> 00:02:16.200]  我領你哋嘅祖宗出埃及
[00:02:16.200 --> 00:02:18.240]  領你哋到約旦河東
[00:02:18.240 --> 00:02:21.560]  我將佢哋交喺你哋手中
[00:02:21.560 --> 00:02:25.160]  你哋就得咗佢哋嘅地為業
[00:02:26.180 --> 00:02:27.460]  我賜畀你哋嘅地
[00:02:27.460 --> 00:02:29.260]  唔係你哋開墾嘅
[00:02:29.260 --> 00:02:31.300]  我賜畀你哋嘅城鎮
[00:02:31.300 --> 00:02:32.840]  唔係你哋建造嘅
[00:02:32.840 --> 00:02:35.140]  你哋卻住喺其中
[00:02:35.140 --> 00:02:39.760]  有得吃那不是你哋栽植嘅葡萄園同橄欖園嘅果子
[00:02:39.760 --> 00:02:45.120]  講完呢一堆上主嘅提醒之後呢
